PolicyRegParamNorm,AverageAbsQ,MaxEsReturn,MaxReturn,AveragePolicySurr,AverageAbsQYDiff,AverageForwardProgress,AverageQ,StdForwardProgress,AverageQLoss,AverageDiscountedReturn,AverageY,MinReturn,MinForwardProgress,MaxForwardProgress,StdEsReturn,MinEsReturn,Epoch,AverageEsReturn,StdReturn,AverageReturn,AverageAction,QFunRegParamNorm,AverageAbsY
17.5696,0.118001,6.9365133371,18.2428429354,0.00976858,0.0190962830861,-0.0262546644763,-0.0258376,0.0545976310062,0.00109037,-6.58668618507,-0.0262664966117,-32.9367636483,-0.142524747625,0.0994777674831,7.5533781822,-20.0036510446,19,-8.59598036631,11.756098105,-8.73394746408,0.931115,20.0245,0.119792214948
17.7074,0.128501,5.6017202879,17.0468210225,0.0110807,0.020076249773,-0.0404595659265,-0.0375801,0.0373547162173,0.00124271,-8.79947499142,-0.0379570930851,-27.0961131158,-0.112503591606,0.0956225088276,6.32712545515,-22.7872312629,20,-11.2507495555,8.00805387226,-11.8303056328,0.929725,20.5285,0.130506074339
17.8667,0.15219,3.28372444523,7.5205557019,-0.00482604,0.0225905855957,-0.0344373450901,-0.0297869,0.0296323642972,0.00142724,-7.49363745979,-0.0302111219517,-28.4552820849,-0.120146718604,0.047081729332,8.80159483596,-23.8733307548,21,-10.7212041323,6.44760056017,-9.89153286842,0.940097,21.0289,0.15498273225
17.9419,0.177217,8.25484024452,14.4317980113,-0.0113548,0.0228111072924,-0.000616716056012,-0.0192602,0.0329183250678,0.00145576,-2.44460018366,-0.0197376782702,-21.3142840859,-0.0891385645733,0.0828732513384,7.07710780758,-27.0375618581,22,-6.51865359309,6.85625764977,-2.82229755736,0.927159,21.5566,0.179626509304
18.0177,0.197642,14.0443900318,12.2768955888,-0.0244627,0.0250766724771,-0.0264232767363,-0.00781398,0.0534958740592,0.00192076,-5.87513563448,-0.00812645232216,-42.6265126623,-0.195497756378,0.0683122223646,11.6366500321,-29.4512646972,23,-10.9481215363,11.4055377194,-8.17578419243,0.900999,22.1819,0.199884710242
18.1312,0.215188,12.936269601,4.41520695633,-0.04138,0.0238814409605,0.00194884737777,0.00557809,0.0142760842506,0.00154956,-1.55808213775,0.00544022410992,-12.3385222386,-0.0473394244595,0.0307056590705,4.82462112244,-10.8442668109,24,-1.02445389443,3.11125354202,-1.76647067221,0.851306,22.61,0.217163261503
18.2567,0.226261,5.1063055797,7.44542680384,-0.0615451,0.0290064073999,0.0184818798283,0.0232881,0.00751233650235,0.00232976,1.71814493666,0.0230974941414,-2.95878560297,-0.00490874874771,0.0447913337603,1.63243437488,-1.95731076154,25,2.15878081537,1.58405770768,1.94188101156,0.895127,23.2815,0.228927107048
18.427,0.221436,4.07540329911,4.06714059424,-0.0523625,0.0298970706548,0.00796580189425,0.0341075,0.00818841750298,0.00230935,-0.737254627316,0.0337165398014,-6.50760855803,-0.01918633843,0.0323543244395,1.69705165951,-4.58070797898,26,-0.243958979403,1.76306605943,-0.813349950494,0.953539,23.706,0.224169413617
18.4814,0.218691,5.88387477189,5.94458185761,-0.0624442,0.0290888698998,0.0184153760983,0.043121,0.00761562707281,0.00220421,1.72071916219,0.043057967142,-2.70344008799,-0.0031766106056,0.0368960745455,2.20297557135,-3.88158321754,27,0.080363937255,1.61522637629,1.9368043381,0.907132,24.2538,0.220943175035
18.5185,0.216559,6.31899378586,6.78274271924,-0.0841271,0.0288978678931,0.0189414299758,0.0517332,0.00791505465743,0.00226236,1.75944720047,0.051599741267,-4.06733433363,-0.00950755384919,0.0409725211197,1.78805078776,-2.93710285115,28,2.05300024307,1.67556071851,1.98407236312,0.922338,24.7381,0.219303922089
18.5444,0.226256,5.33839168222,6.78633938438,-0.110008,0.0281253071149,0.0202925054667,0.0723984,0.00780326623055,0.00201169,2.06279585643,0.0723297644157,-3.83694363353,-0.0090433518874,0.0417841864994,1.56758023647,-3.38247068187,29,1.80663861499,1.63715854426,2.32312248694,0.907004,25.1753,0.229119862149
18.5829,0.242499,6.70672990343,7.91022746839,-0.130485,0.0288421928949,0.0203111268773,0.0945237,0.0087733773317,0.00221739,2.16846326159,0.0944129171922,-3.41794016484,-0.00808613327122,0.0452712876424,1.62150923493,-1.50901382059,30,2.37687394194,1.85408659908,2.46206130724,0.848037,25.6789,0.245286274071
18.6534,0.258221,8.54594005441,9.44429786178,-0.159224,0.0291343436933,0.0314848486655,0.120086,0.00961429057203,0.00219745,3.94154009496,0.119961539115,-3.08113502851,-0.00665403023655,0.0554134856627,2.25554576247,-1.61969173842,31,3.65498590376,1.97221011088,4.52912759188,0.872525,26.1321,0.260870233025
18.7807,0.27663,8.1877935028,8.96706294546,-0.186743,0.0302902030039,0.0273998499741,0.146029,0.00872716667283,0.00236033,3.5276534939,0.146010446943,-1.68547306509,-0.000682141141465,0.0520715045731,1.94578618682,-0.0551380704256,32,4.11290149322,1.79643711951,4.02622877731,0.912759,26.5649,0.278891642514
18.896,0.298108,9.45919066301,10.4542745426,-0.219187,0.0310041793147,0.03554722369,0.17895,0.00876797209189,0.00252088,4.41556546748,0.178863233037,0.0263540297867,0.0105978783508,0.0616147623446,2.07812247284,-1.00488655988,33,5.07555965643,1.82529018189,5.0786786446,0.935187,27.0612,0.30089247332
19.0887,0.310571,5.22786627501,6.74395734276,-0.234777,0.0316652597867,0.0205822910608,0.20155,0.00737888141434,0.0025921,2.06642639544,0.201551890952,-1.70076889464,0.00156476003543,0.0416423498202,1.44590115626,-1.16037468231,34,2.04054723096,1.56134981526,2.30201172066,0.962885,27.5268,0.312726552227
19.0984,0.324941,6.82898438093,6.61848602173,-0.254538,0.0296315713157,0.0200139336838,0.222856,0.0078701617579,0.00237721,1.9481558434,0.222669556193,-2.42857185272,-0.0026436018341,0.0413012960291,1.66224236424,-2.45882426601,35,2.44091404237,1.64525254969,2.19681416765,0.925269,27.9276,0.327006463415
19.1792,0.338241,5.36195935694,8.26786609187,-0.263126,0.0308521798712,0.0199999659981,0.235273,0.00788457246057,0.00254821,1.99002665807,0.235207918758,-3.27247533103,-0.00676715722241,0.0488481283193,1.56601100388,-1.46077642753,36,2.09245738582,1.64175769111,2.24011427625,0.906591,28.3427,0.34036887653
19.3056,0.347501,6.52136572782,8.84243314112,-0.272613,0.0323643741259,0.0253569741091,0.244446,0.00867600310797,0.00256526,3.0490792696,0.244331355713,-3.0077346014,-0.00573920666517,0.0508902053275,1.6864762307,-1.78156075214,37,2.24274833425,1.81677194691,3.50478447159,0.90768,28.786,0.349691124748
19.4767,0.352417,10.3513934965,10.7328896455,-0.271988,0.032430693315,0.020392597151,0.249446,0.0179938905716,0.0027416,1.24431431553,0.249454229947,-9.19204830979,-0.0296488187615,0.0647578633431,3.83569871409,-5.51974680658,38,2.27407073616,3.80488396867,1.41819602908,0.91273,29.2571,0.354318819522
19.4613,0.359164,20.7685941862,18.1154333725,-0.295992,0.0330147358089,0.0249811747478,0.259622,0.0220282568822,0.00288404,1.78057292731,0.259519599667,-12.9754390481,-0.0503288972997,0.0993232213961,4.53311292637,-1.2777272566,39,4.62792673547,4.5947382326,2.52724409847,0.908692,29.683,0.361566843483
19.4956,0.378815,16.090815879,20.7609628851,-0.31677,0.0307872327074,0.0343422446544,0.284551,0.0242605842606,0.00245256,3.4613335643,0.284347802357,-16.2531843011,-0.0646874308115,0.113302375786,3.93105472444,-2.51660666446,40,3.99970520173,5.05399359994,4.47109949384,0.908011,30.0398,0.380721818886
19.5284,0.39786,11.6399803123,15.8617533389,-0.348664,0.032211445673,0.0286418159171,0.309533,0.0249422505485,0.00263055,2.14187247479,0.309559222639,-15.3122470707,-0.0588846688406,0.0904114027611,5.00200376428,-10.3930655912,41,3.01726997801,5.23460335374,3.02085733471,0.904134,30.4178,0.399509234568
19.5667,0.425039,14.3414490759,15.0091968731,-0.380292,0.0320469651772,0.0287636584924,0.341281,0.0241060185607,0.00277187,2.4501781688,0.341222422307,-13.3956579887,-0.0531727997004,0.0844290758917,4.30677261619,-5.36737625089,42,3.34981997612,4.97770420232,3.41452268468,0.89365,30.907,0.426400276384
19.6038,0.445654,18.2543530369,19.6250004068,-0.407121,0.0319758738272,0.0307308257517,0.363764,0.020964954561,0.00264907,3.06720972908,0.363596699366,-10.3945922869,-0.0386600635756,0.107086666292,5.22844075385,-5.38285275867,43,4.48053976478,4.36143237846,4.01360885264,0.877731,31.3077,0.447394460085
19.6399,0.475327,11.1241525824,15.0655880555,-0.441091,0.031652953802,0.0317947181488,0.399254,0.0227806563291,0.00276755,2.82905129314,0.399117996587,-8.9762656729,-0.0319232713848,0.0857752668123,3.93149338473,-7.53368509444,44,2.46427860989,4.69372445833,4.06196337413,0.913272,31.7152,0.476496056644
19.7019,0.50032,10.5190452989,22.3522013226,-0.469722,0.0315050398444,0.0337496581463,0.427717,0.0266787150837,0.00283711,3.1604607995,0.427773576121,-9.95512289612,-0.0367892176482,0.119930570129,3.79793269891,-6.84198855361,45,3.03514302035,5.50131919919,4.48321393385,0.911987,32.1364,0.501238899832
19.7325,0.521442,19.3806697111,22.3741012402,-0.499656,0.0316456575775,0.0356628946551,0.451426,0.0296760004163,0.00292008,3.56346426117,0.451325275602,-12.1578394776,-0.0466259688848,0.120043897725,6.08479930585,-4.53781830823,46,6.37321782082,6.12501177249,4.90566037589,0.897756,32.473,0.522846087373
19.7969,0.548168,19.9036725101,19.9204932088,-0.525688,0.0321401534816,0.0319562754755,0.478727,0.0263236710302,0.00271022,2.83640390212,0.4788142807,-8.75368855275,-0.0308241878654,0.108752520206,4.83614920591,-3.52843944326,47,5.81887865062,5.40176365549,4.14498253681,0.89159,32.7623,0.54883687795
19.8266,0.572311,16.7306543923,19.8432944705,-0.557044,0.0336828214324,0.0356555014408,0.506699,0.0291339271007,0.00352821,3.42249314152,0.506655609048,-8.83646237214,-0.0284418544679,0.108079471728,5.59443022628,-4.28445723599,48,5.94944087586,6.02234864158,4.85513198849,0.902943,33.1125,0.573520873089
19.9146,0.596367,23.2269934483,23.2787983613,-0.576044,0.0383273695385,0.0447076533089,0.533219,0.0322744948325,0.00465235,4.68410165592,0.533936668486,-13.9706983139,-0.0506070450734,0.124628000495,7.55755382829,-4.85156656491,49,8.03981064706,6.67665671314,6.68644075176,0.946712,33.4588,0.597665029522
19.9498,0.625585,19.7331374006,20.8337503549,-0.621081,0.0343768359803,0.041569528919,0.56365,0.0299553179242,0.00339456,4.15765307546,0.56367030726,-19.1808709132,-0.0762642296463,0.114109632739,6.51487350544,-9.23824394375,50,7.21716029737,6.17735989636,5.99871175374,0.957271,33.649,0.626540588745
19.9746,0.648992,9.39194908723,24.7844194391,-0.653641,0.0353364892173,0.0212334195604,0.590756,0.0282752131567,0.00355855,0.900533205254,0.590756904666,-12.8373990681,-0.0440402258462,0.133084139504,4.45166130409,-6.48035069087,51,0.241521731752,5.92267654223,1.67016935446,0.938386,33.9216,0.650437918244
20.0442,0.681339,14.8987784946,11.9022591271,-0.690265,0.0361374786998,0.0116996477492,0.627373,0.0300640416171,0.00404819,-0.813951459626,0.627283125918,-18.6391929562,-0.0724005119647,0.0705631835125,6.32301518294,-11.3586393493,52,-0.589799704597,6.51729336992,-0.723340852542,0.931524,34.2458,0.682170960179
20.0868,0.694196,14.4528655626,19.767511718,-0.702779,0.0369170477804,0.00947011739887,0.641793,0.0289889453912,0.00420529,-1.34543711982,0.641701987492,-18.7985576188,-0.072442078888,0.108700381179,6.96815188914,-14.4461467023,53,0.612024277447,6.19835037253,-1.56801847144,0.946729,34.5014,0.695174873415
20.1476,0.717737,13.0633299742,25.4198211713,-0.735757,0.0357474843349,0.0194624944823,0.668116,0.0342455161639,0.00378842,0.557747704418,0.667921331324,-16.0259331881,-0.0604312310284,0.136167989895,6.20719130063,-9.7825516679,54,0.711158824986,7.29055182496,1.15722384119,0.950349,34.7434,0.71861713435
20.1535,0.748341,10.7975732981,22.2533024631,-0.760695,0.039078776154,0.0245957577573,0.697827,0.026673580727,0.0052885,1.58344928256,0.69779252866,-10.9013985884,-0.037349587567,0.120467261667,33.2121906419,-147.653753711,55,-5.89229657497,5.53023824679,2.45469043501,0.922849,35.0036,0.749712480958
20.1996,0.785055,13.1960143684,19.0422498526,-0.813949,0.0464087856748,0.0291032703869,0.738528,0.0296843850515,0.00828248,1.89805634372,0.739372338894,-16.6427480885,-0.0626030471449,0.10671379409,6.24195765116,-7.85115428894,56,2.90186361074,6.54585705772,2.88550755545,0.897526,35.4123,0.78692999293
20.2473,0.826877,13.2752010358,18.8869664494,-0.86457,0.0475577279163,0.0340902983994,0.782511,0.0292255943174,0.0100394,2.89856360546,0.783294290574,-9.39259388044,-0.0283198984468,0.103043777515,6.1493632635,-15.0336340123,57,0.939375706178,6.50471208758,4.27537792872,0.87038,35.7464,0.828539187537
20.3001,0.834852,18.0117366704,21.5153704372,-0.865527,0.0430366404979,0.0543094062332,0.793529,0.0279914445723,0.00590774,6.2080633494,0.793529096708,-6.81392391423,-0.0161819361068,0.113922704998,6.77227863245,-9.12155753049,58,5.34983803634,6.16643309816,8.97548106991,0.87352,36.0738,0.835950722137
20.3683,0.861944,41.3562840532,20.3687598217,-0.893389,0.0459401741894,0.0535396739271,0.825136,0.0310003852549,0.00799899,5.63247433873,0.824972189235,-9.00773768368,-0.0244119406837,0.111225894639,10.2864619294,-7.05160866635,59,9.08160712137,6.84266886221,8.26791617723,0.920156,36.3811,0.863200333266
20.427,0.881223,29.5446141383,27.1908777868,-0.925821,0.0523489905323,0.056929761127,0.846637,0.0340270126458,0.00937913,6.09342270347,0.846823364703,-9.12276642492,-0.027044976196,0.143763124245,7.02236593465,-1.17029540246,60,9.18470077525,7.35588127247,8.85356720026,0.924753,36.8188,0.881827285464
20.4881,0.903163,17.318489112,21.3782870913,-0.95542,0.0506113875323,0.0436437824647,0.872371,0.0304871376295,0.00966041,4.02256820275,0.87227445019,-15.1626721128,-0.0558149589605,0.116035457345,6.57054276039,-7.39214335526,61,6.68615007085,6.6690217247,5.94353203961,0.913783,37.1179,0.904168996095
20.5434,0.927917,19.7032040068,29.0811023642,-0.983224,0.0491545931276,0.0699619212561,0.896457,0.0317531232633,0.00907193,8.03739852149,0.896466464216,-9.39517532045,-0.0279832660317,0.153219477863,6.90152261591,-6.49760424823,62,8.81609760379,6.85476741861,11.7428544254,0.927278,37.4539,0.928359542747
20.5981,0.972052,21.2183977274,29.8621927356,-1.0385,0.0547965199039,0.0642466117696,0.945001,0.0303470017362,0.013532,7.21944709726,0.945201940653,-6.29174803367,-0.0126655106646,0.156589560016,6.88598547429,-3.04870105259,63,10.6345479407,6.6048270004,10.4759119532,0.917104,37.8823,0.973117863686
20.6527,1.00675,25.5977582042,30.0823281477,-1.07599,0.0551475831143,0.0596848579954,0.978797,0.036230204163,0.0131118,6.45236647715,0.978860556588,-21.7060753259,-0.0890205523032,0.157113433934,6.70004498019,-3.24248855439,64,8.80827912038,7.91876336036,9.4325024903,0.89367,38.1863,1.00756114125
20.7107,1.04633,23.6836706878,27.1418362581,-1.12916,0.0570817410771,0.0428665067389,1.01935,0.0479995087698,0.0125927,4.54235309537,1.01954683048,-12.6660120338,-0.0461420937975,0.143714702985,10.9734306823,-14.766510124,65,10.5123103437,9.60391904191,6.66247120816,0.857613,38.5056,1.04755449729
20.7704,1.06549,20.375509394,32.3286142465,-1.14421,0.0590274545558,0.0376590351245,1.03935,0.0459768807379,0.01533,3.61238596047,1.03938988309,-11.7682217139,-0.0461524327411,0.169835566643,7.9420158862,-10.2501916491,66,1.8487346204,9.4003138655,5.39254092369,0.838316,38.7758,1.06722845661
20.8314,1.11349,10.1482431516,21.4795241122,-1.20091,0.0650624973641,-0.0278605443653,1.09184,0.0437532222692,0.0181825,-6.2506707402,1.09203011404,-31.1690381624,-0.137908133138,0.117010243818,7.11827199416,-13.9188982327,67,-7.38111045314,9.06468964641,-8.77375759338,0.837913,39.1738,1.11629442941
20.8532,1.13964,17.691055767,25.6357083965,-1.23358,0.0682496282388,-0.0496573103275,1.11446,0.0627893806131,0.0207511,-9.12585814813,1.11529162566,-38.574255166,-0.166638312907,0.137017241416,9.11823268396,-22.0361547653,68,-5.4617168444,13.0671475841,-13.0884621053,0.83087,39.5856,1.14098417438
20.8487,1.20467,5.50961814151,17.8711620308,-1.3015,0.0705257776121,-0.0463372142672,1.17327,0.0677437830446,0.0251382,-8.06631176897,1.17406147162,-65.1236177193,-0.300501191086,0.100507064875,11.1455939448,-35.3223234317,69,-14.3826498213,14.2075717031,-12.8205221686,0.777868,39.9545,1.20551991698
20.8481,1.22535,12.9001774773,25.8034409997,-1.31845,0.0720703405806,-0.0301328229848,1.19452,0.0925010811147,0.0226042,-4.86392679282,1.19492584117,-56.8728315198,-0.259190160017,0.137945715096,10.2176345495,-28.6214655882,70,-10.6316665166,19.3701023494,-9.72567064037,0.770672,40.2813,1.22716076066
20.8864,1.26005,29.3298687164,37.0101992588,-1.34854,0.0812626585398,-0.0123135301842,1.22761,0.108922324023,0.0316278,-1.9709089328,1.22836079608,-42.03704099,-0.189812888063,0.199378464977,17.8492423636,-36.9993985441,71,-0.326516028142,22.2593160618,-5.34713697742,0.735266,40.6025,1.26174378978
20.9267,1.28676,32.8452848184,61.1883790355,-1.38618,0.0813629284268,0.0210414029546,1.25809,0.188680939993,0.0319487,-0.0848930054812,1.2588497771,-120.040428593,-0.562137404664,0.323278944677,35.6548485462,-83.5581342021,72,-3.63517353395,38.4272872414,0.703898784826,0.66988,40.8404,1.28926181443
21.0111,1.33633,107.900947564,87.5097829864,-1.44993,0.0848697821542,0.086013679623,1.31036,0.202452503827,0.0351772,6.08635342539,1.31056767678,-93.7949741585,-0.432309180535,0.448848746398,55.2538095278,-92.7529472702,73,13.1788686685,42.0683490236,13.4354296259,0.487581,41.1767,1.33950313985
21.0656,1.40859,13.405017428,93.3677235824,-1.54726,0.0861042608907,0.317786284703,1.38785,0.277512769809,0.0364223,11.5253950303,1.38773210915,-101.150182294,-0.471672285121,0.481321380367,34.4160840625,-76.7640587788,74,-26.0155498416,56.6012260996,59.4583424108,0.640743,41.5086,1.41174061099
21.178,1.49876,79.1738905184,88.7512165009,-1.67614,0.0924610554525,0.303987085536,1.48193,0.23134085249,0.0368108,10.615250533,1.48203703197,-102.139385113,-0.470715167678,0.468734992282,65.8906685517,-95.7337132078,75,25.3228482695,47.4491951817,56.3481450115,0.770033,41.823,1.50229742475
21.2626,1.61402,81.8097354723,89.1905142908,-1.8251,0.105923811304,0.296822563931,1.59828,0.230026782881,0.0469007,11.4295104419,1.59903763911,-97.7049345412,-0.449235402064,0.479208706409,65.7027222146,-89.3092211029,76,26.5252303793,46.7086507974,54.8331137336,0.856489,42.0606,1.61887277702
21.3199,1.77427,85.9559722988,89.9970077967,-2.01361,0.110047305399,0.239228759059,1.75933,0.355852966535,0.0599567,6.96461178082,1.75904960616,-104.014707175,-0.461461223397,0.484811860716,60.6971346453,-90.6990676493,77,17.7987017219,72.2513748876,41.6654254987,0.830499,42.3486,1.77874939643
21.3984,1.96356,84.6289745808,91.89987938,-2.23388,0.114401086073,0.270779699703,1.9498,0.341926134932,0.0557985,6.57311785953,1.94982395938,-102.562998277,-0.462049518526,0.488368213378,18.8383377363,36.9120258151,78,69.1471246527,69.0709885084,47.7497723105,0.873513,42.6666,1.96924441439
21.4234,2.14188,86.3023004423,90.9479607425,-2.40837,0.129467287504,0.198420587212,2.12994,0.386877605432,0.0704056,5.30279922587,2.12990852491,-106.827696078,-0.503653824325,0.493957282899,14.4810119898,42.4204501157,79,67.8821497317,78.0731494687,33.3372367962,0.836649,42.9882,2.14722000217
21.4821,2.33705,75.0386395253,94.6991782837,-2.63712,0.139062856704,0.296316792367,2.32614,0.296782873203,0.0768076,7.02884059137,2.325981147,-106.453526727,-0.486313199667,0.498933622789,73.9207119569,-95.4898482993,80,-4.46953709068,59.7144781981,53.0199427004,0.879337,43.337,2.34240215525
21.5558,2.53742,83.8113105583,88.1513307672,-2.83415,0.139326044264,0.267476783631,2.52743,0.303686454411,0.0669899,5.02743974959,2.52790931319,-80.0497176418,-0.36165704333,0.484440694201,62.7224841531,-75.7862929851,81,32.5516595512,61.1612126626,47.1785001548,0.831318,43.6033,2.54268970519
21.6318,2.73239,483.483382949,241.307939322,-3.05128,0.13891069946,0.703809685361,2.72121,0.485436188677,0.0754146,6.48198245377,2.7218761362,-67.9000107811,-0.293646144364,1.2701449546,213.310840682,7.35386462599,82,183.296586435,95.0436600865,128.783733385,0.826476,43.8473,2.73703235078
21.6806,2.92329,207.8078497,181.326619642,-3.2132,0.142804647302,0.65664591987,2.91257,0.322970116781,0.0741523,7.74110273494,2.91317680498,-71.1360208411,-0.319780739165,0.972415663142,109.512496183,-11.2171426658,83,98.2953535172,62.8120259676,118.852290916,0.832621,44.1176,2.92789344995
21.7163,3.08348,139.21647766,205.589415283,-3.36271,0.157678595568,0.441073074044,3.07182,0.555298376132,0.113018,-3.15623916418,3.07282595253,-84.7557760052,-0.393966220019,1.07960654576,2.45698441515,134.30250883,84,136.759493245,108.378495812,78.5104709311,0.774746,44.4793,3.08847055007
21.7611,3.27167,188.643518009,201.313203822,-3.55714,0.161088844235,0.402511125882,3.2607,0.537043265626,0.106129,-7.43579661065,3.26165209093,-70.5626347058,-0.302995600874,1.04351348586,100.135248482,-35.8880625941,85,104.879156389,104.858456729,72.156771659,0.769558,44.7932,3.27651519167
21.8323,3.39067,198.059556786,206.901552429,-3.67885,0.161311325821,0.0882162464496,3.37934,0.506648013475,0.105597,-9.88446801135,3.3803166727,-87.7723385344,-0.404042742501,1.08530390549,107.447844516,-33.3585934356,86,87.8764004626,99.8075353535,10.6926860809,0.717778,45.062,3.39553732214
21.9471,3.53156,148.897955132,184.071564184,-3.83356,0.17462771139,-0.0508762882334,3.52042,0.187955858069,0.139609,-11.1903576736,3.52108808605,-54.0419328656,-0.251190136914,0.965955479927,58.8605291333,-42.3902033913,87,8.1126935279,36.7925882857,-13.7137751512,0.69413,45.4336,3.53620796504
22.0438,3.67615,188.689219043,144.35627824,-3.99133,0.177510405173,-0.0657710274987,3.6646,0.137236265092,0.12497,-12.0271699122,3.66582559517,-94.5583249647,-0.430317823014,0.777777979808,67.4800306469,-40.937000117,88,13.5250166889,26.7478328784,-16.5805856348,0.691319,45.7763,3.68121081292
22.1262,3.82499,9.90609962706,208.13326457,-4.14586,0.187577963648,0.083272037546,3.81342,0.312559107583,0.181308,-5.05796405565,3.81447418183,-90.2647656904,-0.403841003463,1.09594784396,14.2259757033,-48.7645209812,89,-11.847541186,60.2524411497,12.0111769367,0.73447,46.1392,3.82915375565
22.2066,3.97235,187.431556446,207.870574211,-4.32182,0.186463321332,0.0448480063522,3.96231,0.330388438424,0.158838,-8.64124053812,3.96360525938,-118.6228248,-0.562295899951,1.09661146222,80.391983843,-47.1201957767,90,12.8075773597,64.1253172964,4.98111207772,0.699567,46.4274,3.97731338614
22.2921,4.16205,151.214726643,190.246165057,-4.52017,0.195170952178,0.109478599558,4.15238,0.326664761517,0.184555,-5.76551849078,4.15400147827,-104.980366231,-0.483864962522,0.980848238165,52.2728494201,-17.566731678,91,17.6534723825,62.6506291797,17.498401524,0.731937,46.7943,4.16695641636
22.3834,4.28689,-1.47023947318,31.2417279353,-4.64012,0.208627761183,-0.0419752014796,4.27701,0.081295666666,0.234985,-8.60987959921,4.27863754363,-71.9401495507,-0.328019794751,0.213966207624,12.4522308534,-37.4589716446,92,-17.1203603665,15.7951988266,-11.4949418627,0.719315,47.1613,4.29226590765
22.4454,4.46567,18.8513729397,43.4772388892,-4.84105,0.222274323392,-0.0851064911726,4.45751,0.0732712048864,0.314634,-12.7021363047,4.4602017343,-68.1843412607,-0.313506315113,0.273295924819,17.3365043346,-40.4001359854,93,-9.23930310741,14.6379108743,-20.2212057481,0.718019,47.497,4.47196134884
