AverageQLoss,MaxEsReturn,StdEsReturn,AverageAbsQYDiff,AverageAction,MinForwardProgress,AveragePolicySurr,QFunRegParamNorm,AverageQ,StdForwardProgress,Epoch,AverageDiscountedReturn,MaxForwardProgress,MaxReturn,AverageAbsY,PolicyRegParamNorm,AverageEsReturn,AverageReturn,MinEsReturn,AverageForwardProgress,AverageY,MinReturn,StdReturn,AverageAbsQ
0.000118616,2.36396893883,6.00217433377,0.00540241649577,0.999829,-0.2050139197,-0.0935737,10.535,0.0806273,0.0551555357296,20,-6.37005392653,0.064226096811,9.5229660079,0.0926818238985,12.1281,-6.96613090242,-10.5740387529,-21.5630355088,-0.0351698455561,0.0805165882682,-45.6591149344,11.4015546268,0.0921607
0.000140679,7.80476326933,8.94184417057,0.00590375239226,0.853776,-0.184272831105,-0.103137,10.6902,0.0857917,0.0533499627551,21,-4.92264718769,0.108317894335,18.8540072853,0.0981362058365,12.3252,-6.89483922993,-7.91872719232,-26.528440037,-0.0242642698748,0.0857146003011,-41.0359423043,10.9672918954,0.097747
0.000148235,8.37493475532,11.4138931504,0.00588999156335,0.999797,-0.160333589368,-0.0844729,10.8619,0.0823264,0.0494174810923,22,-4.78169898945,0.119082734989,20.8353399155,0.0945513768757,12.7059,-10.3987054839,-7.71327256949,-27.0094449622,-0.0213277161681,0.0821832259228,-36.6523977694,10.1474326594,0.0939233
0.000121659,2.5162513144,7.17053250537,0.00527276428898,0.930353,-0.167047454426,-0.0824993,11.0611,0.0756787,0.0558769326607,23,-4.63953650801,0.0861459074527,14.1248707626,0.0881252901235,12.7572,-9.89621255378,-7.40654183764,-20.6973032271,-0.0208599177873,0.0755900467248,-37.7406393497,11.5070016359,0.0876569
0.000101834,8.68050150254,8.93390528331,0.00477579889914,0.956393,-0.16195833483,-0.0691292,11.2087,0.0688874,0.0537662372866,24,-3.29044946734,0.132777522734,23.8483025704,0.0809689650698,12.8146,-7.40404852146,-5.44697971931,-23.0858309497,-0.0108395994424,0.0687730169652,-36.6245304633,11.1006606643,0.0804595
0.000125682,8.87369417744,11.4382009834,0.00522759926554,0.977061,-0.185859783652,-0.0539733,11.488,0.0600906,0.0479153222128,25,-3.88603633178,0.0744101959732,11.6291768553,0.0723360355056,12.8741,-5.07126774424,-6.07074073831,-34.4976902753,-0.0138389376134,0.0599244486335,-40.8355678636,9.82279034213,0.0718618
7.97194e-05,-0.0876361521047,10.3659286493,0.00466115150001,0.999994,-0.266169609634,-0.0804102,11.7307,0.047031,0.031493333304,26,-28.3282990709,-0.0881655308342,-19.7027799748,0.0610901918628,13.1712,-35.7998128849,-37.5823330499,-48.334680349,-0.175702065607,0.04701363365,-56.1390511517,6.44625442966,0.0608328
0.000136338,-28.00740617,7.00908079028,0.00555769587215,0.999998,-0.242772831153,-0.103629,12.0773,0.0768826,0.0267094900379,27,-27.675759149,-0.102602106889,-22.6274640313,0.0921769006759,13.1379,-37.3069343486,-36.7183812322,-52.9702704591,-0.171485133882,0.076724868758,-51.3961588672,5.46738100635,0.0916981
9.07494e-05,-5.38464262088,18.7310780461,0.00482009007114,0.933618,-0.1771743489,-0.121321,12.2059,0.0920499,0.039914998151,28,-13.4951495596,0.0108671330247,-0.951275438123,0.109540385037,12.941,-30.1322446335,-20.8500527123,-83.4572138261,-0.0865591990658,0.0919371499203,-39.0798723995,8.10700796503,0.109319
0.000150272,-6.34980212315,4.67891557178,0.00611261762782,0.997166,-0.134287120335,-0.12812,12.2367,0.10915,0.0340857257728,29,-11.2498295913,0.0254794260593,1.74415798047,0.127012255786,12.974,-15.7316223127,-17.052565698,-23.7553181345,-0.0668479315532,0.108995643813,-30.5924245685,6.89739437621,0.126413
0.00015236,-7.32141750879,6.48796719603,0.00598883345108,0.99993,-0.15544598924,-0.135365,12.4443,0.120568,0.0405171032093,30,-11.2050150658,0.0468997916489,6.09038310325,0.1382578598,13.0077,-19.7454982559,-17.0570113975,-30.9359244533,-0.0668283436326,0.120471072691,-34.9037896364,8.21471174941,0.137857
0.000150705,-3.29631159093,6.37799908876,0.00587083476831,0.999986,-0.185067161248,-0.133747,12.7111,0.124527,0.0415083474235,31,-11.9575937391,0.0214344423976,0.89557547854,0.142524793817,13.0243,-12.6362537045,-18.2548958564,-22.9469745245,-0.0725942855291,0.124424990336,-41.8824690149,8.44488107507,0.142271
0.000147797,-0.723133726381,8.70083725186,0.00596501446006,0.99999,-0.173773245825,-0.131766,12.9383,0.127174,0.0459237733449,32,-11.3918397356,0.0755626394435,11.8620607187,0.144812628176,13.0289,-17.0300027808,-17.4166279952,-26.8088945624,-0.0686268878786,0.127069272706,-38.7169073443,9.35182904397,0.144609
0.000343597,1.97808704902,7.46307345036,0.00858841547611,0.999998,-0.198389737633,-0.12215,13.1805,0.119066,0.0400647646787,33,-11.5871129308,0.00151237286427,-3.0956870566,0.137561855781,13.0567,-12.4856686303,-17.7173253333,-22.9021668229,-0.0701373754385,0.118828782187,-43.5973337075,8.13923712035,0.13728
0.000167964,-10.3469562678,7.18254954082,0.00628096949387,1.0,-0.173534577527,-0.112802,13.4218,0.11371,0.0429474108574,34,-11.1990508657,0.0452331117742,5.7337532798,0.132479869929,13.0649,-21.3670316259,-17.0741366289,-33.0731681232,-0.066856697833,0.113512751396,-38.6608366263,8.70761561395,0.131885
0.000393402,-5.53009063044,6.92701995184,0.00892342222012,1.0,-0.159393256082,-0.0905544,13.6924,0.0986401,0.0412296479513,35,-10.5904304093,0.0422615863137,4.96684522944,0.117386310961,13.0682,-13.841737317,-16.2580220772,-27.5207595219,-0.0626090205843,0.0982118574789,-35.7659957061,8.41425476224,0.117042
0.000144026,-8.74724276776,6.09142126043,0.00596555651398,0.966498,-0.095930798521,-0.0725865,13.8863,0.0826286,0.0235013726866,36,-8.25897973698,0.0261948713012,2.9693906384,0.101703340875,12.8213,-16.0065901032,-10.6393756405,-28.8687286523,-0.0402340630614,0.0823784371289,-22.0821632697,4.79892428056,0.101047
0.000128247,8.79699439562,10.6547949531,0.00569957495839,0.856196,-0.185687663042,-0.0880438,14.0523,0.0660813,0.0621261843685,37,-7.41951957327,0.0674977001315,10.6263165742,0.0848759638635,12.7559,-10.6582722423,-12.5571998597,-28.7248549147,-0.046793060777,0.0659135236676,-41.6080021209,12.8575291198,0.0845765
0.000151958,4.02712954285,4.88051088563,0.00646153051645,0.864884,-0.182471606795,-0.107799,14.0038,0.0819822,0.0582009895949,38,-5.20941998509,0.10183761934,17.8239840666,0.0999773305479,12.7658,-5.30104798856,-8.74076394229,-12.6040421043,-0.028925745666,0.0818838056683,-41.0469693046,12.1428858361,0.0991146
0.000155413,3.25481660895,4.72727466882,0.00598837370088,0.912834,-0.241755349662,-0.134998,13.9728,0.109579,0.0615301819164,39,-5.84470813906,0.0684499008982,10.6738683348,0.126046047493,12.7885,-4.51677431893,-9.67065569436,-15.0181045745,-0.0319737758122,0.109452438354,-52.8670971677,12.6703839112,0.125414
0.000346705,3.50981797425,6.47270617816,0.00820511109428,0.876399,-0.172782199414,-0.150837,14.1348,0.126899,0.0518869734817,40,-5.04413837562,0.0849761443436,14.0875131164,0.143067129091,12.8713,-7.95860473678,-8.20053368465,-15.1689022743,-0.0253526288208,0.126686346277,-39.0513654826,10.7260239636,0.142255
0.000253429,3.67874094052,6.45719600601,0.00747118491211,0.999998,-0.219387651667,-0.165804,14.2083,0.142016,0.0532403874725,41,-5.29055993084,0.0814810948632,12.9947442053,0.157820077499,13.0042,-8.50214431763,-8.48836946346,-20.878841704,-0.0252771150225,0.141843879745,-48.4232352008,10.9658478933,0.156914
0.00028254,4.29475502999,5.48259993084,0.00776167437359,0.867387,-0.240281139383,-0.177037,14.3459,0.156044,0.0617578657327,42,-5.88692899487,0.0485451063528,7.26792416855,0.171577100751,13.0536,-3.75877435743,-9.63460315625,-11.2423134646,-0.0333784696318,0.155994348387,-52.046450216,12.714279718,0.171112
0.000335842,10.0966445895,11.0203325072,0.00832492982012,0.868462,-0.203879739572,-0.185179,14.4796,0.166603,0.0572821090261,43,-4.42206863247,0.0970836479897,16.7915547526,0.181604605335,13.0596,-9.04975762355,-7.37284588381,-29.1948454275,-0.0224592945797,0.166507869315,-45.0866345587,11.84167842,0.180952
0.000386011,8.72985760663,12.7938192622,0.00861159399172,0.877042,-0.20444047824,-0.189172,14.549,0.175586,0.0492487883872,44,-4.69584777009,0.0499717169004,7.79500527016,0.190407026399,13.1216,-7.87570287511,-7.52371842967,-41.3690006698,-0.0237128329071,0.175633823471,-44.8654986022,10.2200047074,0.18983
0.000595045,1.65692638373,13.0914398111,0.0100822536712,0.893556,-0.0800409366005,-0.183166,14.6663,0.17509,0.0316821759257,45,-3.22225115234,0.113708513282,20.7889909774,0.187835155681,13.1691,-7.90250636961,-3.89131098109,-50.6673650171,-0.00786561203819,0.174740497986,-18.5067551099,6.43538299716,0.18609
0.000576798,2.81098984922,6.60802216421,0.00950909360938,0.999348,-0.194710304947,-0.176178,14.7623,0.171758,0.0520930658114,46,-4.91753837968,0.0860359204791,13.9053041945,0.183157626653,13.2758,-6.20782704569,-7.86514699095,-17.8160488473,-0.0220662643953,0.171510875273,-43.5103942846,10.6583607621,0.181472
0.000398674,-0.24860735001,8.57716290406,0.00793454153831,0.999854,-0.1693825542,-0.167426,14.8778,0.166445,0.0526290449445,47,-4.84543963905,0.0993813879062,16.6570445641,0.176505971083,13.2847,-10.7206201927,-7.82700231434,-31.7504341521,-0.021811325866,0.166090795522,-38.4584155032,10.8004343165,0.175461
0.000265945,6.48248606755,7.23012250201,0.0069222023041,1.0,-0.190744908206,-0.1592,14.9511,0.158744,0.0530849717807,48,-6.31515663527,0.0525809957692,7.13114725619,0.168923348619,13.3712,-4.76981601334,-10.3029339641,-18.4637465356,-0.0339978787007,0.158593321525,-42.6700315925,10.9481310493,0.168179
0.000224238,3.27082793456,8.23477936061,0.0063477360913,1.0,-0.197485895374,-0.149444,14.9741,0.15001,0.059956625061,49,-5.65878769644,0.10129853885,17.079198149,0.160771994179,13.3712,-7.1204206704,-9.10122894641,-25.4306024925,-0.0281068470837,0.149888421897,-43.9778021532,12.2924721802,0.160289
0.000173427,3.26922293638,6.96503803734,0.00569586767585,1.0,-0.182801466356,-0.139313,15.0176,0.140031,0.0492160240427,50,-5.81362584378,0.0719333172474,11.4569405082,0.151688490097,13.3712,-5.63915559032,-9.40155266279,-21.6726751645,-0.0296165931426,0.139937080693,-41.0420780911,10.114542443,0.151295
0.00022354,2.21789838863,8.13231405641,0.00624217443123,1.0,-0.173046156856,-0.130715,15.1343,0.131781,0.0520884635292,51,-5.86957350605,0.104195878011,17.5273269888,0.143938057384,13.3717,-10.8566826219,-9.5794884304,-31.2309913184,-0.0303610741289,0.131725225021,-39.1243552247,10.7161627353,0.143398
0.00017607,8.10169232906,13.6036583457,0.00592975618009,0.999939,-0.178897962603,-0.123501,15.3318,0.125307,0.0553185370709,52,-5.77755900261,0.13866949086,24.6378703643,0.137670788097,13.3735,-10.1695233748,-9.50602820845,-42.3529042348,-0.0299954075562,0.125198800917,-40.2961016375,11.3821773179,0.137275
0.000193825,4.88277456447,7.70461202085,0.00608999763167,1.0,-0.177544434719,-0.1192,15.4205,0.117632,0.0502700069838,53,-4.98717893813,0.0777171637577,12.4113183007,0.130081974669,13.4302,-9.67497497952,-8.00804122633,-25.4734978279,-0.0227200610003,0.117486636548,-40.0656091936,10.3256431178,0.129361
0.000155933,4.18365105617,9.77839777109,0.00529414388764,0.999994,-0.241706116327,-0.116463,15.4562,0.114262,0.0501331061141,54,-4.73182801771,0.0867206996346,14.1825987713,0.126865294846,13.4418,-5.53996807472,-7.56544011579,-26.0967883113,-0.0205524234146,0.114203501121,-52.8477664633,10.2502375452,0.126453
0.000194026,7.69193972676,12.0345272051,0.00579241927279,0.999996,-0.210494864497,-0.112353,15.6084,0.110033,0.053663598939,55,-6.33368174886,0.0529277368428,7.21352534413,0.122086489668,13.4428,-7.35272853511,-10.4727013926,-36.0908697952,-0.0345846430033,0.109927691235,-46.6814066132,11.1046828501,0.121478
0.00012523,5.24024062485,5.86963308424,0.00484140644195,1.0,-0.178600879157,-0.108941,15.7079,0.106061,0.0526459823139,56,-5.26847940201,0.0918185905924,15.1152456351,0.118168190731,13.477,-3.63945450842,-8.69733922674,-11.8397272487,-0.0258784639507,0.105969795786,-40.1945066222,10.8834985035,0.11782
0.000143991,8.21268191501,11.2390705574,0.00511331401651,1.0,-0.182192763944,-0.109312,15.8022,0.104787,0.0513165296083,57,-5.06634895489,0.0849114571738,13.7083049144,0.116110220162,13.4771,-7.04205026606,-8.19012038072,-33.0604898692,-0.0235102886621,0.104699727865,-41.1331244869,10.5636649077,0.115742
0.000191613,21.6910455782,10.5845676323,0.00597479867863,1.0,-0.183343239524,-0.104157,16.0078,0.102435,0.0560408180749,58,-6.36214943722,0.0880668921946,14.7465814191,0.11330298412,13.4804,-5.54460233592,-10.4993070791,-18.8853714269,-0.0348351246513,0.102332835273,-41.1529632314,11.5507248093,0.112603
0.000130424,5.78305673279,10.8778312601,0.00510869418098,1.0,-0.147545539805,-0.0989163,16.2529,0.0977191,0.0481576213322,59,-5.35741882446,0.0736821252551,11.3854399591,0.109079130192,13.4803,-11.1828856482,-8.67877707269,-34.7580049591,-0.0259462742363,0.0976994805055,-34.0677779675,9.90912141394,0.108641
0.000121716,6.29074115365,11.1012281161,0.00467356658716,1.0,-0.212835373035,-0.0971247,16.3629,0.0949441,0.0471817705135,60,-5.6711209023,0.0652220337896,9.67122325466,0.105644416041,13.4804,-11.4885668921,-9.13193468311,-29.5135042341,-0.0280754509448,0.0948722410298,-47.163035242,9.70890824157,0.10527
0.000196783,3.64127356672,11.0368662091,0.00634325486504,0.999995,-0.176252492801,-0.105362,16.563,0.100256,0.0531113651979,61,-5.57793106144,0.0992653309861,16.5776137868,0.109483976109,13.5554,-8.44458500987,-9.05066781259,-28.1020518236,-0.0278342179294,0.10018903905,-39.7881247404,10.9212972026,0.109132
0.000142514,0.627215146483,5.65295211043,0.00506113727413,0.999986,-0.158301652902,-0.104191,16.658,0.101081,0.0460943767769,62,-5.13730398132,0.0859299116775,13.9175745731,0.109435378817,13.5498,-5.46408391073,-8.32228164288,-21.8459369222,-0.0241594926203,0.100985123535,-36.2647268066,9.49115189,0.109173
0.000148076,-1.3125364429,6.92574993798,0.00501584546713,1.0,-0.216203245627,-0.100578,16.8245,0.0988776,0.0582375181528,63,-5.65382187394,0.0980984790323,16.3219739132,0.105999632025,13.6199,-8.51261213821,-9.00567953171,-27.2902508493,-0.0277750334148,0.0988404469485,-47.8641006183,11.9285199475,0.105587
0.000111649,5.94119548641,14.2213428156,0.00457906839435,1.0,-0.19863494732,-0.0940532,16.9731,0.0952289,0.0570754878306,64,-5.16690627912,0.0842092554112,13.5512948443,0.101902311015,13.6405,-9.65916272651,-8.51121634614,-47.7130984603,-0.0250805454902,0.095133175293,-44.3258213667,11.735964638,0.101679
0.000100212,1.18704390614,7.18185045864,0.00412046206938,1.0,-0.171254972364,-0.0875803,17.1094,0.0890616,0.0535860074143,65,-4.86640472676,0.0790705242817,12.5053981138,0.0960129388313,13.657,-9.93852821656,-8.20615383876,-22.0957244576,-0.0232990874886,0.0890042504582,-38.810373685,11.0430894183,0.0957797
9.62887e-05,-0.0826591614507,7.95506601199,0.00418876132146,1.0,-0.143210018382,-0.0899173,17.3157,0.0839382,0.0414870100883,66,-11.5728305713,0.0338368824842,3.39659920287,0.0906812869052,13.6916,-18.8175702476,-17.5477686808,-29.8557880729,-0.0692807441491,0.0839128066043,-32.5674973568,8.42289864463,0.0904897
0.000181134,-0.00776448924315,9.12458933041,0.00521664407312,1.0,-0.180451467938,-0.0963754,17.3555,0.0904799,0.0450164261328,67,-12.041595272,0.0416212606621,4.99694890031,0.0959979645438,13.6924,-17.8026464071,-18.3969406274,-31.4136698432,-0.0733351221842,0.0903781235086,-39.9880089503,9.15098787234,0.0954882
0.000137822,2.0997231822,7.66215054465,0.00464311086504,1.0,-0.191020245194,-0.0907488,17.4545,0.088366,0.0444252979612,68,-11.1490291675,0.0304144839079,2.73648215532,0.0939482474418,13.6936,-11.4803145322,-17.0529464178,-20.3633945838,-0.0666735381265,0.0882927173876,-42.164066404,9.03447031623,0.0936637
0.000185595,0.0605615565798,8.81153144292,0.00537970112834,1.0,-0.20463787244,-0.0862741,17.6421,0.085387,0.0403507650631,69,-11.9501622021,0.0116801714985,-1.0984658904,0.0910810051744,13.6941,-14.4311796378,-18.284901654,-27.0393934835,-0.0727693502571,0.0852937725802,-45.7416724432,8.24880051383,0.0906212
0.000128732,-1.32617958403,8.88682182109,0.00448926922322,1.0,-0.17196432707,-0.0818788,17.8249,0.0815786,0.0372013131256,70,-11.7631067564,0.00882195679445,-1.60248220061,0.0878314469533,13.6942,-18.5577788678,-18.0713384861,-31.9685691738,-0.071690028537,0.081537196534,-38.3052698447,7.58307701499,0.087524
0.000134962,-0.0918118709416,6.23423919628,0.00443762297051,1.0,-0.152675237268,-0.0784721,18.01,0.0783326,0.0406596781079,71,-11.7418543822,0.0543193870803,7.58453757746,0.0850530507244,13.6943,-12.8533885056,-17.8417288248,-24.3436191756,-0.0707433184841,0.0782696226387,-35.1906576002,8.25155910364,0.0846882
0.000113727,-9.16918141607,7.40712673583,0.00425118718558,1.0,-0.210442452185,-0.0760954,18.1488,0.0755232,0.0412877078512,72,-12.4555921188,0.0338729469745,3.44854967005,0.0824416395763,13.6945,-16.7923467705,-19.0113653639,-33.7149953397,-0.0764621137679,0.0754615091589,-46.0582232672,8.38766330862,0.0820645
0.000112705,-0.533661326327,7.09794475411,0.00425144525417,1.0,-0.17237114462,-0.0748577,18.2656,0.0732224,0.0454356176087,73,-10.4496629868,0.0436684286881,5.37256227789,0.0802743571324,13.6947,-18.2044423908,-15.9889565028,-25.5147736488,-0.0614379527907,0.0731908572633,-39.3612952401,9.26869676051,0.0798949
9.80759e-05,-0.687168770302,8.02522955121,0.00401684350035,1.0,-0.172128690032,-0.0725529,18.3536,0.0710708,0.0457698132111,74,-11.3381422657,0.058709900555,8.43558587277,0.0781440258005,13.6947,-19.1581951054,-17.1816916225,-30.0800698155,-0.067552309922,0.0710158938095,-38.2714354016,9.28929725594,0.0777339
0.000106919,0.175728548164,8.37583302758,0.00420441719771,1.0,-0.147715066884,-0.0697334,18.4993,0.0683335,0.0400162163606,75,-11.3616551212,0.0224268163032,1.05193373223,0.0760177990264,13.6948,-13.4063496625,-17.3773723355,-24.1016286003,-0.0681811229228,0.0682842944009,-33.33650948,8.15897538679,0.0757244
0.000130892,-0.159521700832,9.04158612921,0.00450946041436,1.0,-0.162144293841,-0.0708302,18.7292,0.0677748,0.0381880883516,76,-10.6153048969,0.0298219010448,2.57098107848,0.075340647874,13.695,-14.7023602917,-16.1791467938,-31.6256131446,-0.0624466178178,0.067683113327,-36.281009609,7.77681473416,0.0747743
0.00011681,-0.236307977518,10.3202360775,0.00420355963622,1.0,-0.15667825683,-0.0704033,18.8655,0.0678793,0.0374593137026,77,-11.9360706649,0.0314104765057,2.87987648255,0.0754428781321,13.6952,-15.2701379265,-18.1573840752,-35.7190361755,-0.0721909094403,0.0678085375365,-35.2120390779,7.60871930345,0.0749781
9.91732e-05,-5.07059298202,8.04561510827,0.00409308657238,1.0,-0.173045589732,-0.0707298,19.0646,0.0666756,0.0403324895236,78,-11.3105235327,0.0177835172675,0.198935626033,0.0738918770878,13.6953,-15.7276478112,-17.2756047029,-26.961396451,-0.0678624240682,0.0666188480318,-38.5597069179,8.19660559391,0.073529
9.16996e-05,-0.163982063591,10.0093123478,0.00394128831663,1.0,-0.153280534743,-0.0730664,19.1456,0.0677795,0.0409706383372,79,-11.6146978434,0.0149006943479,-0.416129308806,0.0744341915811,13.6955,-15.2178304686,-17.6523117566,-28.1506934333,-0.0696830656359,0.0677251309252,-34.4875124552,8.36030097729,0.0741235
9.77137e-05,-4.65043221165,7.47293251066,0.00396054807212,1.0,-0.18418861258,-0.0735478,19.1789,0.0693205,0.0434641689231,80,-11.0002274675,0.0505741840747,6.7201750885,0.0755717546003,13.6957,-17.4810199888,-16.7647967707,-27.939530927,-0.0652720976011,0.0692840252649,-41.6941185904,8.83312233112,0.0752085
9.41525e-05,-3.01004991189,7.68215052837,0.00390647686474,1.0,-0.161438132083,-0.0723748,19.2669,0.0688792,0.0429494006651,81,-11.2300732061,0.0210798557376,0.854807954646,0.0749824170014,13.6958,-17.2564459945,-17.0961816765,-28.8011738575,-0.0669303669644,0.0688694492967,-37.0746646846,8.73550575149,0.0746847
9.30329e-05,0.081745793981,9.5027881946,0.00402640107936,1.0,-0.156351989083,-0.0705887,19.3863,0.0687359,0.0363904702654,82,-11.0838714432,0.0197792200182,0.483773925966,0.0747498797265,13.6958,-14.4230706184,-16.8887990813,-36.1032345059,-0.0659551282898,0.0686699546188,-36.0384184434,7.38480554919,0.0743892
0.000104571,-1.29864545951,8.35125167355,0.0041393027438,1.0,-0.133960817938,-0.0701464,19.589,0.0677662,0.0387681796683,83,-10.9432951232,0.0400572979729,4.48943454299,0.0736561521508,13.6958,-17.3422916273,-16.6775772928,-30.067825832,-0.0649216090757,0.0676938130931,-30.6555367745,7.85173203524,0.0731814
9.48596e-05,-1.01038274568,10.2468029641,0.00391984395218,0.999023,-0.2673637495,-0.0672936,19.7794,0.0655819,0.0470987402612,84,-10.9305447373,0.0269516013857,1.90926002216,0.0718440073414,13.5891,-13.2273238921,-16.8919320513,-36.6731752922,-0.0660562305765,0.0655403496205,-57.853750898,9.58045565398,0.0715253
8.55978e-05,-0.571490501472,8.23205552877,0.00379899830816,0.998602,-0.172204414937,-0.0646932,19.9695,0.0637403,0.0415121829581,85,-12.0065728115,0.04937146941,6.60700066227,0.0701188095702,13.617,-14.3122111623,-18.3399847493,-26.7254543355,-0.0731855669195,0.0637130181972,-38.3680507597,8.43291065453,0.0698003
7.99566e-05,-2.54900036334,7.68633606628,0.00366838347139,0.998635,-0.142695573458,-0.0626494,20.1148,0.0619762,0.0392768135274,86,-10.3885947079,0.0320725257312,3.0396669438,0.0685252034836,13.6184,-16.863410828,-15.8304700305,-32.5643482157,-0.0608482136703,0.0619286170667,-32.3508748926,7.9678278063,0.0681827
8.46376e-05,0.138423567719,10.7267085347,0.00375929280009,0.999147,-0.151849755049,-0.0605118,20.202,0.059156,0.0452483069856,87,-11.4840469291,0.0543299623598,7.55162080278,0.0658577566212,13.6646,-16.9318784817,-17.6770784943,-36.4930163645,-0.0698314303521,0.059116250726,-34.1531586651,9.1974909373,0.0655355
7.46043e-05,-10.6521548838,5.49175225969,0.0036647873845,0.999084,-0.194191658136,-0.0586881,20.3546,0.0570871,0.0462369789078,88,-11.7956546177,0.0513025334189,6.99448073253,0.0638591356592,13.7231,-18.5167329248,-18.2669540018,-25.9303987143,-0.0726642162411,0.0570496147072,-43.5070086039,9.46006155074,0.0635508
6.79207e-05,-0.261786504152,10.0872417993,0.00346875947861,0.997589,-0.189031521793,-0.0544487,20.5071,0.054398,0.0437966248561,89,-12.8608745901,0.0243636970154,1.43335513942,0.0613898649084,13.7396,-20.3741029379,-19.9527754509,-37.6572096566,-0.0810576362626,0.0543523623299,-41.6494621568,8.87736325024,0.061051
6.7675e-05,-3.26877508897,7.86945878524,0.00350641877956,0.866775,-0.245234903864,-0.0501296,20.7275,0.0511519,0.0475456847941,90,-14.7027869133,0.00716667853303,-1.64709330796,0.0583035872384,13.8661,-17.9882744138,-23.6033931549,-28.119210429,-0.10071212405,0.0511186128043,-53.877050642,9.72098722388,0.0580092
7.87734e-05,-0.0340690443853,11.2232864988,0.00372386675893,0.947616,-0.170803042486,-0.0486193,20.8862,0.0475402,0.0413498979152,91,-12.5828244785,0.00623838912977,-2.13360692024,0.0551748775851,13.9016,-15.4273799748,-19.2699888067,-33.8520017746,-0.0779239714325,0.0475111201342,-38.0118090215,8.44329000382,0.0548196
