AverageReturn,Epoch,StdEsReturn,AverageAction,AverageY,AverageAbsQ,MinForwardProgress,MaxEsReturn,AverageAbsQYDiff,AverageEsReturn,AverageQLoss,MinEsReturn,PolicyRegParamNorm,MaxReturn,StdForwardProgress,StdReturn,AverageDiscountedReturn,AverageAbsY,QFunRegParamNorm,MaxForwardProgress,MinReturn,AverageQ,AveragePolicySurr,AverageForwardProgress
122.856470517,51,37.358696783,0.68116,0.465269114274,0.466273,0.724660113101,135.590783941,0.0210236303252,64.5556501763,0.00204045,7.35395610272,22.1425,144.440276694,0.130553508408,9.09377920179,86.4290480915,0.465424566651,24.0964,1.51328329129,94.6700329349,0.465166,-0.496883,1.15161360939
139.452834761,52,40.4419366855,0.703462,0.475154003934,0.476387,0.578129288684,133.163261556,0.0212096262516,54.7457293254,0.00212816,9.01706719233,22.2036,230.652184579,0.320624809904,30.8365373704,89.3418273421,0.475361493417,24.287,1.97390417517,81.9510940791,0.475067,-0.506983,1.12916186735
117.458493704,53,48.744824667,0.688873,0.486279357564,0.487535,0.634145346362,164.552001928,0.0215147630275,80.6526380438,0.00216752,10.5749712798,22.2522,164.331944607,0.209682437845,14.866893392,82.425335517,0.486512630286,24.475,1.66058524738,80.5359849698,0.486211,-0.51834,1.01982015476
129.115937149,54,39.8117059398,0.700812,0.497220082299,0.498522,0.689711682783,146.454153936,0.0217780151676,65.0930139033,0.00221681,10.7132482785,22.2997,182.287083699,0.254751308649,18.9792257573,89.1161222258,0.497401493548,24.6722,1.87224867498,82.779242264,0.497182,-0.529677,1.22139376348
122.88415436,55,45.8459378789,0.699558,0.506676002294,0.507833,0.347592359708,154.426415682,0.0223918140815,65.2609189616,0.00241215,11.3787126312,22.3796,182.867158706,0.303144350883,23.6645874752,85.1242921125,0.506861533141,24.8578,1.9197690243,57.1135629561,0.506621,-0.539824,1.11574748311
119.774703539,56,38.867327075,0.723305,0.516986124753,0.518301,0.819006887982,165.646484228,0.0224464905684,59.869573374,0.00235989,9.97371608108,22.4399,188.714153852,0.304661626756,24.972695598,83.9835256292,0.517194315564,25.0075,1.99979028551,96.749856144,0.516913,-0.550958,1.11825799272
127.571482647,57,37.5320962113,0.717299,0.528797243706,0.530049,0.711718082239,127.846809704,0.0230980390985,69.9107324657,0.00250805,11.5359258215,22.4829,197.17492295,0.438947831325,35.3956776527,85.7968327978,0.528966111298,25.2169,1.9416818771,91.3757134644,0.528718,-0.563491,1.13893489519
151.905879074,58,45.6690347799,0.70576,0.542254096202,0.543459,0.774812815182,206.847546773,0.0232721677762,61.3246048271,0.00261006,6.96110462102,22.5331,203.267071797,0.369632079471,29.0550613785,96.6650734821,0.542423278338,25.427,1.99553382708,93.0143438241,0.542192,-0.577048,1.39995716006
114.457596333,59,52.5291978201,0.672295,0.552572029015,0.553884,0.559460083605,196.731395541,0.0242376249107,71.3407194858,0.00275698,8.80684070808,22.5753,165.418905875,0.212132917868,16.1492535148,81.6860073633,0.552778002001,25.6124,1.70951852671,79.3833791407,0.552509,-0.588926,1.04424876454
130.652642393,60,45.8404582926,0.697025,0.563582402133,0.565039,0.748184576704,144.907216409,0.0240292814212,55.7109951487,0.00279764,5.41086859357,22.6441,171.803701079,0.188843148213,16.6953426512,87.1503348781,0.563814586867,25.7748,1.64955014266,90.7622850224,0.563524,-0.599008,1.07545536928
116.063484578,61,43.2436182901,0.660554,0.574599914493,0.57601,0.734679968044,146.729313857,0.0245169427438,86.7160859045,0.00297947,12.3164692097,22.693,152.45543172,0.10932365612,7.51025139342,83.3095413821,0.5748495307,25.9226,1.56100023359,91.8194199293,0.574538,-0.610577,1.08033956584
116.376909775,62,42.9742830367,0.653428,0.583901766886,0.585364,0.678132278929,140.084433825,0.0249501205781,70.8018180559,0.00301702,8.79911971266,22.7402,131.823199961,0.116358126812,8.10925862842,83.2036646516,0.584121534717,26.0972,1.29133905266,88.7577556816,0.583865,-0.619304,1.06545159882
112.148361817,63,43.0998102872,0.614265,0.59250178277,0.594017,0.710602294793,167.706623844,0.0255635309113,71.5847424228,0.00313099,3.62180675595,22.8356,123.755442263,0.1054482259,7.32654678881,80.8785360398,0.592784598239,26.3044,1.1997533846,88.576229069,0.592423,-0.628592,1.01953297195
122.756190751,64,38.3817375052,0.67955,0.603317898098,0.604851,1.11268919249,121.514023158,0.0257826217964,54.3334146615,0.00327185,9.38751712606,22.9031,132.927016568,0.0425994525188,3.71802769772,87.466661178,0.603563627945,26.4551,1.375658359,112.242293809,0.603223,-0.639619,1.20989488233
131.978254109,65,41.226980574,0.680123,0.611335108818,0.612906,1.21032565637,140.682034407,0.0261397572961,58.8722985871,0.00325358,9.38244441988,22.9598,139.785019493,0.0593576647259,4.55035568154,92.887500459,0.611584260117,26.6312,1.467597955,119.007305485,0.611287,-0.648806,1.36325296895
124.028089795,66,45.2896196819,0.664335,0.621595406597,0.623259,1.03426680322,145.785005091,0.0262402326099,55.2935325179,0.00344009,8.78133871506,23.0531,137.559890451,0.0575906752816,4.26159525808,87.7647686633,0.621941078118,26.8198,1.37848518074,109.684250835,0.621507,-0.65806,1.21640546356
127.399963425,67,40.9741525209,0.74374,0.630435893713,0.632044,1.15390205136,156.619786145,0.0265355440872,81.5488894142,0.00345413,9.45442599421,23.1484,144.755764242,0.0831365011945,6.3847224126,90.3537773386,0.630740273608,26.9989,1.52983703292,115.359156814,0.630329,-0.667434,1.31790827339
117.604519305,68,45.4920483889,0.672293,0.638939608482,0.640521,0.709996898565,154.81121453,0.0263730273253,57.49220698,0.00335998,6.38215776733,23.249,130.083026559,0.0775072192649,5.74684021286,84.5866329747,0.639297825773,27.151,1.31399868416,87.4006809084,0.638851,-0.676415,1.1372868306
120.400983296,69,45.1654866766,0.640749,0.647765870133,0.64955,1.07900692837,129.465411987,0.0271453986871,63.8526869802,0.0036683,5.15889039782,23.32,129.560741821,0.0514785099834,3.63438350078,86.3354889721,0.648076244427,27.3136,1.31840127687,111.904239799,0.647766,-0.685242,1.19566364226
124.832670109,70,43.9969804752,0.713047,0.655399849313,0.657054,1.10944418369,134.122604937,0.0274335305465,72.6550562606,0.00372839,7.24157137246,23.3733,136.19730771,0.0481067593975,3.39770233319,88.7824342266,0.655782333816,27.4634,1.38539830872,116.264662007,0.655307,-0.693039,1.26133364675
115.041817266,71,40.1684470296,0.692858,0.665231831614,0.666859,0.837417213339,155.749179074,0.027236550509,57.1476105259,0.00368808,4.54097230535,23.4161,125.515845855,0.0801275142834,5.79357144224,83.0615168812,0.665509644671,27.6349,1.23467410224,97.2577952005,0.665143,-0.702937,1.11326919228
114.165423832,72,40.1995487389,0.648446,0.671802427026,0.673542,0.968040012916,140.299380995,0.0275917546729,90.4849580195,0.00380227,17.2844944992,23.4634,124.018377339,0.0602511048772,4.76093260423,82.715977124,0.672103640398,27.8017,1.22119200244,105.063752134,0.671715,-0.708843,1.10879032376
133.703776306,73,42.9660639236,0.693332,0.680763156185,0.68255,1.28636911526,142.360717378,0.0276595507292,62.9859926029,0.00388235,8.01363051725,23.5079,139.536934638,0.0313554266261,2.35231691457,93.8544293171,0.681121732431,27.9447,1.47574394148,123.126165355,0.680748,-0.718077,1.39629968694
132.816836427,74,45.4736166381,0.695294,0.686586335985,0.688336,1.22282696601,149.921044686,0.0277454184226,66.5423512377,0.0038776,8.512628281,23.5746,142.097830872,0.0661482258079,4.66373299538,93.2809651668,0.686865610519,28.1049,1.52351302684,117.627245492,0.686469,-0.724713,1.39223964993
123.881752659,75,48.2381233066,0.63507,0.695457612642,0.697263,1.09534162072,139.443082496,0.0281070166549,66.9305982436,0.00418672,6.26056679402,23.6566,132.152028033,0.0494739831508,3.96770117237,88.4290965961,0.695801170929,28.2737,1.34551447857,110.03778117,0.695388,-0.732792,1.25447576793
130.172720655,76,52.9902069194,0.741601,0.702437938339,0.704257,1.17423876047,151.422624575,0.0273097665379,85.1906916322,0.00386544,7.6555258391,23.7292,141.750599908,0.0663757080505,5.25599740501,92.1272503534,0.702788358522,28.4254,1.47930937227,116.49758157,0.702359,-0.739421,1.35467284978
132.868087973,77,46.5288157203,0.662034,0.707814017093,0.709659,1.25200421383,149.419553037,0.0279965902889,65.8658443312,0.00421112,9.15386317535,23.7997,143.499543255,0.0543564628802,3.94183255227,93.5402773531,0.7081548033,28.573,1.55688859469,123.695991194,0.707729,-0.7457,1.38597827916
132.835571452,78,45.3093337658,0.681418,0.71525465786,0.717159,0.742846154404,142.949473812,0.0281364087617,76.0638261868,0.00422831,5.90791373276,23.8688,145.580338819,0.0826853199331,6.23726961623,93.1272106731,0.71556449216,28.7234,1.49690711114,89.1613936074,0.715167,-0.752498,1.35055134567
153.085864889,79,48.4089221689,0.737681,0.72010320514,0.72208,1.55801494474,166.526414449,0.0277433676996,74.3893623317,0.00429214,8.71728835002,23.9645,161.939600119,0.0546135001198,3.4570573631,104.544966149,0.720521539915,28.8561,1.81032656976,145.595493024,0.720003,-0.756502,1.68297302794
147.901731598,80,56.4305769827,0.743257,0.727609789152,0.72969,1.49402986523,171.920415238,0.028014294312,77.2766261078,0.00421095,11.829439795,24.0039,155.950752044,0.0515177132704,3.97239001795,101.385582665,0.727954150018,28.9775,1.72277101776,138.878078807,0.727524,-0.764765,1.60161338497
147.52814383,81,45.0236814114,0.737238,0.73296561747,0.734905,1.43492010625,132.487263272,0.0279728590384,58.4708540304,0.00418734,8.86947553052,24.0598,159.513141301,0.0637765300201,4.77082602083,101.349744502,0.733387721172,29.14,1.73327071854,135.63303775,0.732877,-0.769337,1.58987572453
155.182876801,82,50.05802097,0.772554,0.736705775784,0.738781,1.43991476801,169.720092267,0.0285567282772,79.99785379,0.00446953,6.42540874699,24.1107,175.042332284,0.124533302004,9.2464193188,105.526994763,0.737079681651,29.2754,2.01360983047,135.291706053,0.736644,-0.774061,1.69205360277
149.920606046,83,41.6782794154,0.763874,0.741470082607,0.74366,0.62094834668,154.912943902,0.0282468937345,63.4674173946,0.00435413,7.80314859102,24.1727,180.645844808,0.180391487434,12.4220761383,102.441994874,0.741950444952,29.4133,2.06216119833,72.7404632775,0.741378,-0.778856,1.57891155184
150.599939241,84,48.9662833836,0.758947,0.748891832469,0.750964,0.611957034102,151.033343273,0.0279498307499,56.7753194599,0.00443371,4.39082699225,24.2303,168.629728678,0.175296774282,12.9496598176,103.018646739,0.749311938257,29.5375,1.80806911706,77.7630150063,0.748854,-0.786705,1.61071591115
148.575607018,85,47.3983039404,0.770126,0.753389769244,0.755536,0.635475202122,155.871187299,0.02834240872,84.6454568007,0.00441435,5.21770244166,24.294,195.614505394,0.18535421002,13.217260521,102.098723625,0.753827297301,29.6657,2.22249373239,72.6574624798,0.753271,-0.791053,1.6002402073
153.258559555,86,47.1379126788,0.788031,0.760127099454,0.762234,1.41174532529,171.244745598,0.0281828826839,91.5267141341,0.00449415,15.0455585999,24.365,167.767769456,0.0735356723365,4.8950221898,104.01334072,0.760587078895,29.8045,1.8181470589,138.721242356,0.760015,-0.797775,1.65751283559
150.223653553,87,55.3233919695,0.816225,0.762454524717,0.764884,0.720955573957,158.956987026,0.028239881137,80.3249469178,0.00444872,6.87291773899,24.4312,160.774743739,0.117354855455,8.52689526702,102.705385982,0.763004901092,29.906,1.77649590219,82.5437711675,0.762423,-0.800186,1.61960509214
151.861717873,88,43.8591353636,0.809104,0.768489093926,0.770822,1.42728898646,143.289401175,0.0285677434636,52.6363420815,0.00470059,5.81807423642,24.4919,162.626420369,0.0817913207882,5.19824118958,103.253857296,0.769025731547,30.045,1.81904521947,138.782995092,0.768399,-0.807218,1.63273313052
152.955230542,89,54.3160194835,0.815234,0.773063621016,0.775546,1.46422884126,159.230158472,0.0287913741327,75.6505689099,0.00466613,5.44387985982,24.5422,178.803422402,0.0792891389669,5.02713776841,104.231974104,0.773632634222,30.1998,2.00932359559,138.862830501,0.772948,-0.809692,1.66905717078
152.881079814,90,52.5874036666,0.77121,0.778716616554,0.781044,1.49043019721,157.783792739,0.0284672353288,89.1768096802,0.00469356,6.46658696889,24.5987,178.375303563,0.0812242361932,5.68283885314,103.818735064,0.779280448788,30.341,2.00069665689,142.478274031,0.778593,-0.814876,1.63283346736
153.401920943,91,42.9434895843,0.805258,0.782911820996,0.785524,1.44827364739,153.457820546,0.0282017450921,59.5250030762,0.00468423,10.005613041,24.6319,167.019616067,0.0777874986715,5.11920791915,104.593161001,0.783715150251,30.4595,1.86807139204,138.607715701,0.782881,-0.820151,1.68180931436
145.174960322,92,52.8862357864,0.829005,0.785434476979,0.788286,0.670471487881,209.307883354,0.0290941477577,82.4736033472,0.00477171,11.9987643916,24.7134,163.418849527,0.162037406116,12.0154418986,99.6044638526,0.786216672603,30.5797,1.76827163839,82.5406348504,0.785384,-0.822965,1.51464246669
150.883842493,93,49.8428787034,0.801787,0.790954295192,0.793519,0.452197355011,180.657089569,0.028836875015,66.9645319945,0.00486615,7.7083826816,24.7457,167.950247368,0.180613444938,13.7535226943,102.453150925,0.791722669103,30.7073,1.80018263405,62.1036111025,0.790842,-0.827954,1.58807096389
152.295514334,94,49.025510988,0.836126,0.795658713441,0.798399,0.573868006649,155.933217615,0.0286060797417,56.7073239527,0.00471866,5.3370181958,24.7978,170.464073161,0.137149942534,10.1041693086,103.807779545,0.796514945625,30.8418,1.87040873407,70.6232154272,0.795607,-0.832259,1.64019250681
157.176611517,95,48.15766478,0.773577,0.800361575363,0.803004,1.20661130557,154.227534736,0.0281894135532,53.9033646548,0.00451014,5.882526985,24.858,218.701715425,0.111790607389,8.87283481787,105.498572599,0.801206447688,30.9523,2.27889563981,124.766617026,0.800277,-0.839023,1.65566668353
130.471706541,96,55.1074381666,0.80496,0.80242959165,0.805167,0.64418805304,177.92024612,0.0299376578976,57.8579710415,0.00523262,5.05568129852,24.9387,162.331377725,0.173265305327,12.5276696807,91.8751857539,0.803239609148,31.1116,1.80973026568,77.2780396773,0.802275,-0.841007,1.3210025679
155.947366275,97,48.1532714521,0.799573,0.808889074317,0.811828,1.11686462595,166.62481385,0.0288846777557,60.9637031031,0.00480101,7.73511510964,25.007,191.926831379,0.109655861803,7.60290061046,105.4351887,0.809684855753,31.1909,2.20214625101,116.222864334,0.808895,-0.846334,1.66369066301
151.697580181,98,63.168031831,0.791115,0.812381246985,0.815033,1.10898658143,230.750942797,0.0295160209883,92.0119769015,0.005259,10.6940976327,25.0417,184.788726374,0.224432648567,16.041829499,102.850920026,0.813182226082,31.3371,2.07564947904,112.360283704,0.812244,-0.849409,1.6182921114
158.680707444,99,58.0232119077,0.775276,0.812628460549,0.815454,1.47502219085,219.01067957,0.0295681843419,73.978879989,0.005079,7.27003587684,25.0895,243.500078384,0.146468886901,10.4810755453,106.415951516,0.813488568436,31.4738,2.82548245371,139.58135608,0.812551,-0.850452,1.70560524511
