MinReturn,PolicyRegParamNorm,AverageQ,StdEsReturn,StdReturn,AverageReturn,AverageAbsQYDiff,AverageAction,Epoch,MaxEsReturn,AverageQLoss,AverageY,QFunRegParamNorm,AverageAbsQ,AverageEsReturn,Iteration,MaxReturn,AveragePolicySurr,MinEsReturn,AverageDiscountedReturn,AverageAbsY
166.652313296,21.4368,1.47311,48.5608631729,1.43676057006,172.511779037,0.0723053840114,0.792103,19,200.829130815,0.0220937,1.47391527088,15.1496,1.47543,165.765094629,19,175.41100748,-1.60715,7.37934249451,111.501737112,1.4750573216
168.186616946,22.4991,1.67665,50.786564382,3.98849045076,177.718500521,0.0801089186278,0.543246,20,189.277461973,0.02797,1.67771005806,15.9476,1.67899,147.611167218,20,185.015331442,-1.81748,29.9352133748,112.8780704,1.6788677261
167.394832496,23.6565,1.86976,36.3168895947,2.04718566717,173.990272722,0.0838267421133,0.757127,21,198.164797279,0.0297657,1.87076434756,16.6593,1.87244,165.047733324,21,177.734567956,-2.02112,74.6095848868,112.171706304,1.87180940681
174.270224726,24.6792,2.08172,50.5239157037,1.6004148321,176.689247446,0.0900328070871,0.669895,22,186.454345415,0.0341368,2.08270721845,17.4291,2.08452,147.556397439,22,184.105508541,-2.24363,16.7384424811,112.91290405,2.08361752078
186.275690758,25.6171,2.28195,59.2090295546,5.93489132155,196.362044966,0.0909605731203,0.713917,23,190.310848244,0.0341313,2.28261671666,18.1262,2.28482,137.836466248,23,209.637705883,-2.45725,26.7351765312,119.092774908,2.28351240527
169.728417218,26.4119,2.4883,33.6528553665,1.41876117154,172.51301777,0.0969542877889,0.799181,24,207.575210333,0.0393626,2.48920132713,18.8638,2.49119,169.35803991,24,176.789673763,-2.66281,69.9783245316,111.426568884,2.4899177692
177.078369621,27.1827,2.69625,35.0960766365,3.73722135672,183.529139837,0.0970654776706,0.805828,25,207.843641384,0.0377435,2.69735204678,19.5334,2.69932,167.472784678,25,191.197537016,-2.88142,86.4935147994,115.313145298,2.69796109851
179.303475293,27.7988,2.89308,58.4758598672,4.24830969294,189.094557185,0.104811325626,0.754486,26,184.18830615,0.0444376,2.89383580952,20.2091,2.89657,127.982556528,26,201.432300614,-3.08092,7.74156580135,116.91297616,2.89455295291
182.155075319,28.5939,3.08546,60.678931371,1.54573219262,185.53448833,0.103465561517,0.791955,27,201.656349602,0.0438799,3.08618407003,20.854,3.0894,148.072601703,27,189.787909499,-3.27191,9.7117224479,116.939701709,3.08684850769
180.808068146,29.1429,3.28199,46.1179870228,3.0924292439,188.19902257,0.106925668884,0.797995,28,215.433946024,0.0458859,3.28278071077,21.4373,3.28563,165.082680532,28,195.481423377,-3.48526,75.6037222369,118.056851897,3.28354261016
186.661256113,29.731,3.488,62.1688419681,1.36664603847,189.042840263,0.113502586984,0.848998,29,209.415627863,0.0529348,3.48879175128,22.0355,3.49216,149.852492662,29,192.152860468,-3.68989,17.4918324152,118.045003364,3.48959098918
182.609691293,30.413,3.68417,57.2990682668,1.88481772378,186.345639409,0.114093537167,0.875877,30,229.370335305,0.0479344,3.6850817642,22.5593,3.68822,168.28853174,30,190.065409107,-3.88902,15.9278700037,116.937919732,3.68572141971
187.439946202,31.0117,3.85941,42.7523943769,0.806758172453,189.14055374,0.120858341306,0.761128,31,191.694085224,0.0576835,3.86042193003,23.1615,3.86384,168.009677853,31,190.872374495,-4.06731,28.9209388069,117.880339405,3.86119188335
173.361932017,31.5973,4.06117,47.6304409568,1.08828148817,176.597157886,0.123826619233,0.775748,32,194.229616258,0.0632843,4.06186928826,23.7551,4.06569,166.054874728,32,178.288253808,-4.26419,14.8641327266,112.435567001,4.06287092106
170.78432388,32.2636,4.23508,34.2132858552,0.957362843911,172.986356078,0.128197253328,0.721735,33,193.882607419,0.0707576,4.23599242486,24.2493,4.23933,164.74515164,33,175.17356486,-4.44106,80.4735893018,111.332244256,4.23686770578
174.174061585,32.8446,4.41283,52.8350773748,1.16953579419,176.494116055,0.134349923977,0.762999,34,187.945170433,0.073845,4.41374015207,24.7221,4.41738,141.246249595,34,179.85577155,-4.62392,25.3862262487,112.73465051,4.41440140853
173.725441457,33.3679,4.59226,44.7054836949,1.88157839302,178.989610827,0.133262510172,0.779777,35,189.096205377,0.0724495,4.59343766887,25.1997,4.59802,138.662715917,35,182.216996813,-4.79683,52.7643167812,113.658673317,4.59470161988
181.323163788,33.74,4.74951,47.2845870074,0.629647202879,182.525579018,0.137279518333,0.818084,36,230.404418151,0.0820328,4.74988992608,25.7643,4.75474,154.208454218,36,184.181884208,-4.96234,72.216719049,115.219314476,4.75061866418
165.217438315,34.1363,4.91664,59.9959299466,1.55839050628,171.118315403,0.149209564331,0.788999,37,190.339687898,0.0988377,4.91765069851,26.298,4.92236,142.171349512,37,174.642776597,-5.14158,5.75867455978,110.394103324,4.91861599627
176.415749313,34.4894,5.11497,29.2485085044,0.728276635783,178.179712127,0.142563632917,0.836905,38,195.868969993,0.086493,5.1155329675,26.763,5.12085,168.910238173,38,179.796586049,-5.32972,83.2023019904,113.170897683,5.1165575492
147.151500194,34.8632,5.26434,43.1347872774,4.63093333351,155.714018726,0.152001453714,0.8018,39,205.832359898,0.100062,5.2656514547,27.2505,5.27012,151.734790705,39,166.030834402,-5.49387,54.563376795,103.698313313,5.26663707932
159.427305538,35.1578,5.45114,19.2111305288,4.05457882027,173.767701421,0.15341034291,0.829423,40,192.28637768,0.101027,5.451766581,27.7294,5.45641,172.444628006,40,178.585623823,-5.68696,126.936882427,111.624060686,5.45275781018
177.610947465,35.4999,5.6214,39.0247978639,1.53314437875,180.708960642,0.158545524557,0.790535,41,203.251406601,0.113334,5.6224910375,28.1915,5.62692,165.859643697,41,184.58614017,-5.86262,44.2866904743,114.627827636,5.6233213574
168.063313575,35.6937,5.80162,53.8788757183,3.42359808923,180.35160926,0.161734299809,0.767473,42,224.161215938,0.113532,5.80256273659,28.5964,5.80665,160.096557029,42,184.931286561,-6.0384,18.6523559552,114.570834958,5.80348650565
168.838215429,35.9024,5.97261,39.4840494297,3.28187275184,176.693705183,0.173374874325,0.76978,43,191.043813022,0.139056,5.97380085051,29.1034,5.97852,157.798220294,43,180.929391654,-6.21383,74.0461652544,112.872356613,5.97471711397
87.0695367486,36.1288,6.1015,87.2992201012,98.6701067891,241.492126477,0.170468241098,0.821551,44,333.715181881,0.127216,6.10234538132,29.5583,6.10805,165.157032163,44,434.914099679,-6.36011,19.7761474956,132.451936925,6.10347231978
86.5922079361,36.3801,6.333,156.535525935,1.30466222394,89.6570596867,0.174298299268,0.902256,45,587.575443021,0.130359,6.33413010374,29.9678,6.33832,143.349484695,45,92.3492587362,-6.63039,16.7777231412,70.056239087,6.33505991549
150.29264771,36.627,6.54682,71.8826321652,73.2202343652,265.350865287,0.183742447306,0.849326,46,329.745830514,0.149752,6.54788126446,30.3708,6.55213,129.447957902,46,385.761123336,-6.84564,46.8896922728,143.612087635,6.54845489571
293.44344784,36.9088,6.79546,92.6306012472,99.1694735597,342.624713319,0.196602707125,0.642257,47,318.617543381,0.188235,6.79663182886,30.7725,6.79992,158.707348306,47,679.434012553,-7.12407,38.2538428028,160.089967026,6.79706474475
250.951662696,37.2541,7.07895,103.03912533,8.00805591144,264.619316221,0.193348812259,0.633326,48,360.446617885,0.172218,7.08087528055,31.1745,7.08412,240.634453237,48,293.148800917,-7.42477,79.2445065883,143.324891719,7.0814792966
228.16529717,37.5938,7.28218,82.1071663453,5.79224267064,240.194905027,0.207323241866,0.597636,49,279.753714979,0.204326,7.28390636667,31.6085,7.28678,178.999067662,49,253.00634026,-7.65951,10.3665070812,137.542779656,7.2844518565
231.439139348,37.9284,7.58348,152.332105614,126.087076604,442.746720955,0.212019885122,0.621576,50,572.910012387,0.221573,7.58468862514,31.957,7.58823,231.788692491,50,598.187511818,-7.95477,18.8275282129,186.831367674,7.58511587052
407.864910841,38.3136,7.86841,148.118405071,90.6292493635,622.613068265,0.21526349716,0.557786,51,496.3901233,0.213728,7.86936207429,32.3509,7.87364,152.674294483,51,853.030553382,-8.27038,13.1494595847,193.401087319,7.87000584928
370.969865163,38.5936,8.1636,200.64653532,109.096014326,591.429113381,0.231729083452,0.561104,52,586.343527652,0.262887,8.1658109671,32.7795,8.16989,143.360334404,52,841.851422281,-8.54992,13.8564855117,180.937065356,8.16628029018
577.067510354,38.9934,8.47529,140.127424853,424.747238502,812.826383433,0.222854190095,0.625983,53,390.723654414,0.234349,8.47603598244,33.1956,8.48095,173.369792928,53,2066.22684955,-8.85066,18.0115540447,191.042939923,8.47658045506
22.5842279316,39.2462,8.68121,193.392432913,14.5277388608,28.3669874046,0.251878980173,0.623493,54,454.94104179,0.311171,8.68376514774,33.6513,8.6871,237.942105591,54,263.731528918,-9.05199,23.8747970807,25.198269867,8.68433746129
260.910085598,39.5507,8.95453,141.66088865,5.77990371882,273.437323952,0.241714292729,0.581068,55,420.121785615,0.279339,8.95545151534,34.0741,8.96023,141.567238093,55,283.990737022,-9.32634,19.4234480388,143.560738935,8.95584614881
255.973984155,39.8545,9.16061,112.445690574,15.9230010739,269.525582434,0.251957957519,0.554256,56,363.054064925,0.308931,9.16266384216,34.5078,9.16595,217.789840382,56,387.171821859,-9.52671,14.5917189951,142.613298898,9.16303070782
235.305194933,40.1376,9.39219,142.62120383,61.9268530669,347.002780385,0.251667066327,0.641431,57,443.087664784,0.312358,9.39356917218,34.925,9.39971,182.760272403,57,419.706379573,-9.7708,11.1891044549,160.711222074,9.39394129939
277.648852699,40.4677,9.64038,136.399526734,121.032810615,317.745069251,0.262814666159,0.705176,58,331.313074164,0.32266,9.6421743408,35.3077,9.64673,169.825069967,58,964.860368071,-10.0277,12.2266076936,151.806090315,9.64250508343
245.671684316,40.7268,9.8299,51.1388111236,7.96925518357,260.146354535,0.272843872565,0.650388,59,385.59451809,0.349772,9.83096758334,35.7292,9.83812,342.708130798,59,278.077443438,-10.223,249.446004753,142.072217022,9.831408746
260.653316679,40.9994,10.1016,187.440765674,23.5861640081,284.981900045,0.271310503536,0.651672,60,678.434482429,0.35175,10.1043361542,36.0796,10.1087,212.78037473,60,395.762761542,-10.4707,10.2464866606,146.617528962,10.1048801865
238.241759105,41.1996,10.3104,124.088582167,11.1361938477,271.45772704,0.280691355836,0.687091,61,386.898600937,0.391012,10.3119669822,36.4683,10.3186,155.495639932,61,298.811255734,-10.6859,7.4061390519,143.868529809,10.3128092253
272.916850961,41.4024,10.5308,100.735819713,8.24879657575,288.822881985,0.27374174754,0.733499,62,424.44128349,0.382396,10.5321297063,36.8912,10.5406,249.742812875,62,317.645000553,-10.9105,50.7301876381,147.878048724,10.5332485954
264.34006944,41.6261,10.7165,152.37008089,10.8507739588,282.635388978,0.277135570856,0.696448,63,584.584474763,0.375772,10.7191255948,37.3324,10.7264,291.179251648,63,317.993159463,-11.1095,16.6022047261,147.141424033,10.7203245669
221.781970697,41.8781,10.9252,94.6464781605,8.74606824134,240.181110328,0.277222638271,0.726813,64,342.600785498,0.38401,10.9266036502,37.7211,10.9343,204.38712286,64,261.78347795,-11.3304,18.8238517887,137.243810574,10.9278677803
228.294354268,42.1273,11.117,123.424095402,5.87807246047,241.486748022,0.294804842836,0.762392,65,342.431089231,0.43114,11.1184105115,38.1237,11.1278,179.003615917,65,262.49087822,-11.5156,11.9998673095,138.815914985,11.1199870734
242.260889387,42.3895,11.3188,86.518977651,10.9873398252,263.638086993,0.301213278001,0.74815,66,304.837544484,0.456889,11.3209608552,38.4908,11.3286,204.626301312,66,286.286419745,-11.7144,39.7624986514,145.315515327,11.3225043971
361.023246196,42.7007,11.5307,79.1850046211,4.44826708253,374.780689081,0.301499674181,0.878236,67,311.762843697,0.439907,11.5330366191,38.8887,11.5425,214.848288052,67,387.433460709,-11.9183,89.3125551882,180.542785317,11.5345478192
368.011125482,42.887,11.6859,116.572068768,10.393781834,386.850724375,0.302334751536,0.868317,68,364.987090664,0.475093,11.6870985161,39.2312,11.6977,191.32150709,68,405.827146098,-12.0769,12.8976373579,185.703152742,11.6897898092
291.147022115,43.1417,11.8916,126.794568413,28.1573164092,347.527809242,0.311018000054,0.889596,69,447.332590025,0.468726,11.8942018288,39.5616,11.9036,215.037968979,69,377.19103,-12.2782,11.2422685637,172.134993973,11.896789549
141.293538921,43.4452,12.0796,113.958067466,64.6825019221,183.970060206,0.295256826641,0.798723,70,375.486383156,0.43002,12.0812465623,39.8569,12.0946,170.374192328,70,334.537128373,-12.4648,9.18656532492,114.983224706,12.0846995601
142.853872149,43.7035,12.2654,107.631485547,76.6803597427,209.030638081,0.325601801342,0.843817,71,343.566484057,0.513651,12.2670386532,40.2436,12.2796,183.965654225,71,369.785315753,-12.6676,48.1473050717,124.244421909,12.2710212029
145.36483532,44.0296,12.4708,105.899407231,83.1496410185,273.796304192,0.313696432794,0.813086,72,367.985717688,0.502829,12.4731633448,40.5905,12.484,197.935617869,72,379.824184638,-12.861,13.7741763182,147.568969961,12.4769448013
145.770563657,44.2285,12.6187,114.798227731,85.8130468513,259.023959924,0.330488509975,0.82788,73,352.108865056,0.55016,12.620694964,40.917,12.6336,186.669975954,73,384.765662212,-13.0159,14.1512180393,142.181639287,12.6237697505
299.70225907,44.5447,12.8049,104.606689733,15.5942761001,336.23726642,0.324540301839,0.832957,74,378.994835686,0.531056,12.8069729623,41.2471,12.8179,269.558500086,74,370.305337303,-13.2089,85.5479340164,170.357319635,12.8106672674
240.439578601,44.8064,12.9522,99.132107251,28.4565766689,305.537377379,0.340747968672,0.86588,75,353.056832892,0.585333,12.9537817532,41.6384,12.9669,201.740086893,75,365.162594463,-13.3261,78.3327093737,161.193946837,12.9575875883
278.348785842,45.0665,13.1118,91.0949394876,11.7946394649,303.492382775,0.338749481279,0.864222,76,454.837927043,0.577786,13.1136003539,41.9373,13.1261,289.819989123,76,325.503984837,-13.509,131.637643863,160.741573503,13.1177600466
278.179666406,45.3296,13.3083,124.011087458,18.9590345872,321.021091081,0.310865309547,0.831622,77,336.918258766,0.417795,13.3109981703,42.2225,13.3226,175.806018996,77,371.805453087,-13.7241,10.5068506611,162.593784218,13.3157942886
281.922375439,45.5727,13.4669,115.639697144,8.96522538541,304.48474612,0.336770975465,0.880472,78,368.637684222,0.520164,13.4677429902,42.5438,13.481,203.163178448,78,324.708805397,-13.8944,34.3368624494,161.517522045,13.4715522729
288.309251822,45.7695,13.6311,102.832773411,23.4704583764,335.123573744,0.359549911943,0.86467,79,329.802302234,0.668742,13.6337014888,42.9426,13.6474,181.280556476,79,395.372522907,-14.0356,22.1785438105,169.428877607,13.6373729171
280.347575485,46.0346,13.7457,103.163743994,14.2186147103,314.821655571,0.330348012647,0.815995,80,334.045188251,0.505917,13.7478440039,43.2536,13.7591,207.726673727,80,364.893013911,-14.1577,13.2074071149,164.125976198,13.7509665531
278.467996198,46.1726,13.9437,121.233164815,15.9569460794,316.677950897,0.377531555436,0.877213,81,402.380224912,0.741119,13.94591701,43.5811,13.9591,206.612728548,81,346.854912189,-14.355,15.7929111542,165.568868515,13.9493155651
353.867287945,46.34,14.1022,110.37610896,27.4468187244,403.256166618,0.359650354154,0.796543,82,431.010585636,0.657396,14.1038561767,43.9199,14.1149,127.587291981,82,496.769925494,-14.5154,7.01201596384,183.080098138,14.1065126819
269.878495253,46.569,14.2609,118.088728345,18.3502345953,319.787328428,0.366899031402,0.821123,83,416.258152317,0.68928,14.2630017743,44.2475,14.2743,257.394988335,83,369.726312889,-14.6939,64.8585107589,165.652996579,14.2663526216
280.59074932,46.7743,14.3999,88.0334003524,20.8479515076,317.437782584,0.380423614917,0.896798,84,366.625571528,0.774956,14.4013272945,44.51,14.4141,253.441924541,84,368.119032931,-14.8142,68.8139675343,165.485919752,14.4048124476
275.968450382,46.9165,14.6178,134.781130986,16.8300976111,311.02999014,0.363164676806,0.849992,85,420.016702931,0.740393,14.6190829624,44.7942,14.6308,173.996499617,85,342.702234695,-15.0225,12.297854669,161.133031072,14.6221957494
279.259712563,47.0916,14.7562,131.153441979,20.319991973,329.173854982,0.370473270612,0.806978,86,401.669901391,0.708352,14.7584739127,45.0997,14.7698,179.088026901,86,371.793550683,-15.1708,8.90744731517,164.767911259,14.7628339357
227.88718232,47.2034,14.8619,129.433551527,29.1948153502,285.016413002,0.384204679805,0.823211,87,469.885252587,0.731413,14.8639298452,45.4008,14.8781,210.79039562,87,345.089675239,-15.2931,11.0524970474,153.729717873,14.8686764469
49.03020267,47.3123,15.0256,107.288438852,101.761008005,264.231629596,0.373965167465,0.873491,88,337.423295681,0.685381,15.0274960384,45.7155,15.04,207.665900289,88,416.101510073,-15.455,57.7876312093,142.036127157,15.0307899726
42.2796226422,47.4475,15.2063,138.408412382,62.4201352219,68.5758693923,0.396302255407,0.956837,89,445.343409501,0.7529,15.20792221,46.049,15.2221,181.066430683,89,352.184060919,-15.6401,26.4376522334,52.4309534317,15.2120446096
146.625969384,47.6587,15.3721,128.592519528,135.709380855,367.951127595,0.398590283477,0.879912,90,398.561447823,0.829029,15.3755598067,46.3651,15.3892,266.802505657,90,557.441066738,-15.826,72.0421127003,168.583743573,15.3803764346
251.391510863,47.8298,15.5401,123.985311449,28.720813358,407.314372198,0.397460972287,0.904308,91,412.346535785,0.787802,15.5415311468,46.5556,15.5554,218.912037326,91,448.419280832,-15.9687,13.8790176688,187.16314959,15.5455167192
319.027896015,48.0231,15.6397,136.992692192,40.7852776869,401.901464607,0.412961357047,0.904172,92,425.799630161,0.92595,15.6415256667,46.8356,15.6565,159.073023873,92,514.90740223,-16.0661,9.87186027635,185.530783235,15.645094009
385.584602214,48.1642,15.8457,110.998097998,8.99217788498,411.760859829,0.389314178459,0.91166,93,344.953467959,0.698632,15.8482813218,47.0322,15.8606,173.242790519,93,435.146944249,-16.272,15.1534646712,194.665425276,15.8509995053
316.732173047,48.3407,16.0342,142.817319381,6.12011318015,354.326350913,0.415373761487,0.895921,94,373.722657699,0.87185,16.0362746067,47.2937,16.0486,192.317488813,94,366.078687593,-16.4501,6.62095427482,180.119077842,16.0397545879
281.722969664,48.4982,16.1975,123.749832699,24.7049135535,370.301719708,0.403752583633,0.894727,95,374.92206395,0.833031,16.1984487931,47.5702,16.2128,179.726392782,95,435.324790748,-16.6167,13.5187271971,184.491352189,16.2017460205
351.978076781,48.6413,16.3025,159.643359741,17.8069720126,406.790989619,0.422816495026,0.885229,96,470.806676732,0.896045,16.3050176356,47.8598,16.3196,215.03945664,96,445.296108336,-16.7384,9.52999256488,189.332432413,16.3094861086
336.136902906,48.8041,16.4908,109.926406161,25.6508478207,364.594597987,0.402685321294,0.910558,97,320.624090186,0.825427,16.4921262233,48.119,16.5088,167.127893036,97,424.711150884,-16.9375,10.3271978069,182.101535794,16.4966187861
350.837641475,48.9495,16.6243,120.914881843,9.22949166828,367.601565267,0.408587108369,0.894484,98,357.656101573,0.881963,16.6263635677,48.2415,16.6412,221.838515988,98,398.078227581,-17.0502,21.1665888028,183.232223633,16.6316600619
350.866646995,49.0726,16.7021,137.928806127,10.7725187493,364.696948701,0.428225469183,0.892724,99,399.835153212,0.930616,16.7036894041,48.5096,16.7223,161.701691551,99,404.756759712,-17.1258,4.56502137666,183.349408807,16.7087482863
317.886421785,49.2758,16.8362,115.293355717,15.6487067985,362.767750035,0.422900773979,0.893979,100,356.710738461,0.879165,16.8378158108,48.7678,16.854,260.7989259,100,398.972605407,-17.2582,16.3752471486,182.466625373,16.8437474272
339.118182568,49.5117,16.9473,114.445728868,52.4620517159,402.750085876,0.424341972958,0.899716,101,333.655563111,0.921615,16.9509842856,49.1089,16.9634,135.872810512,101,595.889832923,-17.3812,8.58939797616,188.931272444,16.955827372
330.201778781,49.6194,17.1165,130.612461591,16.1144903848,349.786951964,0.443099384207,0.890526,102,472.918022057,1.05672,17.1177564596,49.3229,17.1321,158.917226727,102,407.621510072,-17.552,7.86972328272,178.91999879,17.1213840077
327.296428275,49.7771,17.2336,113.649809213,20.9998093159,368.086888752,0.41928207919,0.858151,103,362.61505618,0.889566,17.2359450593,49.5791,17.2481,153.317879887,103,412.702130901,-17.6771,4.93169903783,183.565232781,17.2394794678
346.795831983,49.9089,17.3442,109.908380487,24.5798367973,394.79707734,0.440523253487,0.875449,104,408.267970505,1.03041,17.3471700673,49.8189,17.3608,248.187164014,104,466.459612474,-17.7848,54.0900656106,190.50274554,17.3503261308
361.530728532,50.0216,17.5809,130.691046314,24.8067500882,414.36805917,0.441888450458,0.896917,105,413.182784969,1.01453,17.581100491,50.0477,17.5946,180.816290251,105,455.431606611,-18.0313,8.13090300416,192.838574893,17.5839603716
332.542514411,50.1567,17.6173,106.017540423,10.8034491447,374.619320431,0.433215347937,0.85867,106,464.017921211,0.879318,17.6194549725,50.3243,17.6359,329.627814103,106,396.866582906,-18.0865,126.182806798,184.557395343,17.6240274364
367.515223251,50.3022,17.7942,108.051337792,16.1173993231,408.595554408,0.442023084716,0.889639,107,433.162451668,0.999632,17.7961829309,50.5438,17.811,283.344576631,107,438.892401309,-18.277,85.6329732118,193.305201975,17.801882565
441.148888641,50.4478,17.9604,134.686216838,70.4025327953,570.116513348,0.456002527305,0.853889,108,422.348299027,1.05966,17.9635631977,50.8314,17.9748,265.742342716,108,690.513224367,-18.4186,58.6068002177,221.876158624,17.9674218502
421.319311385,50.5356,18.1149,132.774876373,65.230177316,506.191406219,0.47219026973,0.832974,109,370.328216023,1.13279,18.1155252891,51.083,18.131,187.639564517,109,728.054045329,-18.5847,10.8757150702,210.993684504,18.1203667001
395.182770388,50.6525,18.2554,136.714288971,112.019537081,564.995493519,0.464407172928,0.84572,110,436.559902098,1.1449,18.2585923388,51.3256,18.2727,166.882376174,110,881.736245437,-18.7237,10.8115440537,213.715745231,18.2621819037
428.672110227,50.7906,18.3267,218.892131102,82.8243458386,613.196470995,0.462276280183,0.843635,111,774.814244439,1.10551,18.3289136692,51.5689,18.3442,265.790456482,111,713.691874283,-18.8169,17.9323943041,224.491594075,18.3329488672
299.900326798,51.0308,18.5669,278.152429739,151.01032128,639.207730343,0.439183006508,0.859576,112,712.689731176,0.954262,18.5690206248,51.791,18.5839,328.803312476,112,848.910700312,-19.0469,7.69732214863,218.707806446,18.5736770555
375.781743144,51.1254,18.677,173.316353567,29.4730747084,451.379866412,0.481215118533,0.834664,113,469.91467605,1.2272,18.6793853649,52.0009,18.6955,183.574439527,113,500.229384467,-19.1579,12.4424487809,199.708495677,18.6835064211
363.977879783,51.214,18.8815,151.973641975,115.565919037,539.910548965,0.455819079019,0.826812,114,438.665371148,1.08505,18.8848721508,52.2302,18.8983,192.297795692,114,753.773918017,-19.3446,8.15472924721,208.314662918,18.8881258423
305.571382383,51.2923,18.9806,118.871258069,111.19144739,636.824102306,0.473020633844,0.847867,115,357.552015099,1.1044,18.9814932794,52.419,19.0027,235.922156212,115,776.647204553,-19.4725,7.55940029538,220.463961602,18.9869754114
568.79734793,51.4446,19.1635,169.726301728,55.8105258344,708.872496449,0.454764285431,0.820855,116,544.426373735,1.00943,19.1651851879,52.6797,19.1812,210.215384474,116,776.540647263,-19.6416,10.0631573141,232.411995715,19.1693114281
438.995929757,51.5409,19.2336,128.878790896,48.9403600443,517.5463347,0.48426062324,0.810653,117,415.340561112,1.25444,19.2362106247,52.8827,19.2514,205.100015394,117,668.6341005,-19.7032,10.6819272779,214.597195027,19.2405056441
393.177558965,51.7129,19.3842,176.055675302,7.52447403565,409.637456824,0.467270682163,0.808988,118,461.800303016,1.18232,19.3868379089,53.0953,19.4024,269.781335715,118,425.396739986,-19.8368,11.325664557,180.444735704,19.3914707017
465.243350084,51.8184,19.4715,130.175955715,79.6511938394,601.135362569,0.459490172935,0.848992,119,389.305554515,1.08006,19.4734682167,53.3053,19.488,176.599850221,119,857.463676458,-19.9357,5.66611083457,220.328854037,19.4787039312
568.298853909,51.9719,19.5244,196.65264356,27.1516629358,693.339601474,0.468606939315,0.889934,120,675.428458584,1.18067,19.5258002073,53.5212,19.5434,171.937641807,120,715.256505001,-20.0075,5.92648791614,231.607258146,19.5309953475
433.328746259,52.1437,19.7192,179.226794525,88.8634213069,560.331286584,0.471528597061,0.834693,121,738.56895962,1.19588,19.7215937589,53.733,19.737,396.70572452,121,706.10844068,-20.1852,158.336892659,213.612352856,19.726761645
455.095266551,52.2534,19.8612,171.433621077,74.7830279403,594.011428884,0.494267663781,0.846668,122,524.361600719,1.30706,19.8632962748,53.9307,19.8799,190.545527466,122,727.042163854,-20.338,7.48060410384,225.267638149,19.8678542949
399.274917623,52.4104,19.9591,157.717926729,29.8724963596,451.861419722,0.493899030837,0.830214,123,520.934569837,1.30821,19.9610069554,54.189,19.9765,186.201341483,123,532.968454687,-20.447,7.84084608426,203.53659175,19.9652945653
122.555899781,52.613,20.0648,175.548861563,90.0852921018,362.237022251,0.489081994928,0.897853,124,565.377880935,1.31362,20.0680125502,54.4032,20.0837,240.213091229,124,477.086080547,-20.5501,9.29690037849,173.85533971,20.0730795128
