MaxEsReturn,AverageQLoss,AveragePolicySurr,AverageAbsQ,AverageAction,AverageY,MinReturn,AverageAbsQYDiff,Epoch,AverageEsReturn,Iteration,MinEsReturn,AverageAbsY,PolicyRegParamNorm,AverageQ,MaxReturn,StdEsReturn,StdReturn,AverageDiscountedReturn,AverageReturn,QFunRegParamNorm
658.039293408,1.10629,-17.6125,16.5985,0.737649,16.601226022,151.610585673,0.704895727046,37,658.039293408,37,658.039293408,16.6056920724,26.8629,16.5957,768.085321019,0.0,169.512615173,95.1881127039,597.668515973,28.984
601.085359524,1.16148,-18.5795,17.5588,0.753144,17.5627663699,810.011664115,0.716842130902,38,601.085359524,38,601.085359524,17.5662100726,27.2639,17.5577,985.123412269,0.0,56.0318235063,87.9279793432,897.076331034,29.405
702.878950364,1.27409,-19.6413,18.5952,0.808741,18.6001584197,907.566847935,0.740666760874,39,702.878950364,39,702.878950364,18.6026499623,27.6061,18.5945,1644.12349054,0.0,241.893016083,109.395731899,1293.61315449,29.825
702.261265739,1.26056,-20.6302,19.5533,0.771309,19.5595431571,812.290138131,0.74737984373,40,702.261265739,40,702.261265739,19.5619554829,27.9499,19.5525,1273.73886549,0.0,142.398995205,112.928155278,1002.40131496,30.2422
634.702775398,1.39413,-21.7308,20.6412,0.795528,20.646178443,823.906158966,0.76660805512,41,634.702775398,41,634.702775398,20.648152816,28.2549,20.6405,1234.23911049,0.0,115.462346179,90.9939100128,974.874474576,30.6483
687.61843486,1.47582,-22.8126,21.6998,0.76577,21.7054975815,794.133427481,0.779411114392,42,687.61843486,42,687.61843486,21.7064680286,28.575,21.6995,922.497782832,0.0,38.3697292031,94.4709699576,860.560415795,31.0222
635.498658232,1.46726,-24.0032,22.8766,0.824078,22.8841511552,862.462329842,0.788653369283,43,635.498658232,43,635.498658232,22.8848009881,28.9246,22.8764,2096.34541378,0.0,428.308836214,145.637559321,1483.20451351,31.3478
765.211725738,1.56719,-25.159,23.989,0.816176,23.995707562,46.0418510363,0.805086704172,44,765.211725738,44,765.211725738,23.9963046302,29.2075,23.989,1275.68252826,0.0,303.386147698,130.475782738,878.756670788,31.6809
693.246575394,1.72852,-26.3111,25.1403,0.812728,25.148917874,924.806559237,0.814708850209,45,693.246575394,45,693.246575394,25.1494987064,29.5553,25.1403,1355.37361217,0.0,123.873506982,119.535690813,1033.54930394,32.0723
724.165428228,1.82705,-27.4132,26.2294,0.83053,26.2384062055,891.961070005,0.834027732232,46,724.165428228,46,724.165428228,26.2388542884,29.87,26.2294,1542.21062276,0.0,238.427596943,114.800399991,1260.78992625,32.3845
411.310521748,2.14264,-28.7562,27.5284,0.863453,27.5384416649,712.427746165,0.898523316141,47,411.310521748,47,411.310521748,27.5388009121,30.2091,27.5284,2076.19663261,0.0,387.969512068,142.786041516,1156.70452062,32.7005
944.300069353,1.9962,-29.9232,28.6856,0.847366,28.6957577117,967.845603657,0.866964388211,48,944.300069353,48,944.300069353,28.6960715741,30.5331,28.6856,1900.51183863,0.0,307.481564724,131.214739239,1507.41426445,33.0152
786.71491463,2.11869,-31.2513,29.9907,0.846324,29.9990576194,1047.66225217,0.87353319026,49,786.71491463,49,786.71491463,29.9994362687,30.8265,29.9907,1757.40642844,0.0,257.710788315,167.756165662,1350.26443409,33.367
862.866775107,2.2596,-32.4291,31.2049,0.849728,31.2139527387,842.822278999,0.888537720531,50,862.866775107,50,862.866775107,31.2145139027,31.1179,31.2049,1331.68555483,0.0,166.305243068,128.35937889,1052.13373933,33.7116
777.692043705,2.327,-33.8444,32.6277,0.866399,32.6389738903,1071.32366801,0.895072573386,51,777.692043705,51,777.692043705,32.6394818843,31.4063,32.6277,1290.43611641,0.0,64.6683219924,151.108127919,1157.25559471,33.979
1351.82389043,2.33127,-35.0292,33.8296,0.894252,33.8380398081,932.652272367,0.901176069886,52,1351.82389043,52,1351.82389043,33.8384716043,31.6709,33.8296,2629.89180802,0.0,514.189128628,188.236263095,2096.75710323,34.2899
801.275439773,2.49861,-36.1868,34.9839,0.867363,34.9927863018,960.158291684,0.911316894911,53,801.275439773,53,801.275439773,34.9931875644,31.9008,34.9839,1439.44913137,0.0,139.963585448,153.280769669,1182.74497499,34.6051
955.568110092,2.73993,-37.3975,36.2164,0.880491,36.2253138016,917.489924227,0.925319039151,54,955.568110092,54,955.568110092,36.2259348599,32.1297,36.2164,2720.01510053,0.0,740.120796291,183.888931251,1944.05081149,34.9227
891.506788901,2.55697,-38.6856,37.4819,0.884643,37.4921440242,991.402410022,0.939169701125,55,891.506788901,55,891.506788901,37.492784879,32.44,37.4819,2126.78871431,0.0,355.332827212,175.501234885,1457.5655754,35.1848
1480.88819155,2.75613,-40.1725,38.9359,0.905238,38.9442668419,-586.497506876,0.958188148993,56,1480.88819155,56,1480.88819155,38.9448068091,32.6628,38.9359,2817.6818778,0.0,940.385473488,162.266522084,1368.23847261,35.5511
781.974147532,2.83685,-41.4336,40.2267,0.876724,40.2351779436,848.903668896,0.973200993776,57,781.974147532,57,781.974147532,40.2357954175,32.909,40.2267,1651.89244731,0.0,259.074514355,131.719952117,1078.836737,35.8707
997.872250107,3.22689,-42.611,41.3779,0.861804,41.3874705126,296.599548258,0.991432633387,58,997.872250107,58,997.872250107,41.3881727618,33.1818,41.3779,1111.0735852,0.0,210.575095176,120.231636441,884.28980107,36.1436
799.504708535,3.12056,-43.9178,42.6649,0.890089,42.6729158811,-140.748193104,0.996352700089,59,799.504708535,59,799.504708535,42.6732903042,33.4812,42.6649,1426.34765746,0.0,429.311288815,157.823536026,975.556848477,36.4946
1126.71389862,3.44775,-45.0781,43.8304,0.902363,43.8390808379,777.374026257,1.02768729475,60,1126.71389862,60,1126.71389862,43.8396226649,33.6797,43.8304,2093.39731129,0.0,375.895768229,195.372748975,1231.12597102,36.8048
780.022798886,3.39938,-46.3143,45.0639,0.883527,45.0730284414,-278.029962627,1.01895659922,61,780.022798886,61,780.022798886,45.073529317,33.944,45.0639,1763.01023634,0.0,507.934568707,131.194261089,806.53078864,37.0582
1183.61971411,3.29011,-47.6777,46.4252,0.892568,46.4327289432,942.590759636,1.02447313359,62,1183.61971411,62,1183.61971411,46.4331184332,34.1847,46.4252,3071.56348585,0.0,810.317849791,200.762078148,1905.04250962,37.363
671.666567029,3.65522,-48.8622,47.6265,0.874722,47.6361337086,-71.2097037088,1.05091759061,63,671.666567029,63,671.666567029,47.6367328124,34.4578,47.6265,1904.82560373,0.0,490.596655313,156.206456132,1128.78637824,37.6748
1304.63527356,3.68896,-49.9976,48.7267,0.865333,48.7350423789,982.810826992,1.06588786175,64,1304.63527356,64,1304.63527356,48.7355799312,34.7219,48.7267,2875.18303723,0.0,641.338167186,194.408642255,1848.79667766,38.0074
638.295872364,4.02906,-51.2915,50.0215,0.88824,50.0310542011,-447.088372143,1.09492136469,65,638.295872364,65,638.295872364,50.0318580951,35.0008,50.0215,2972.03641354,0.0,828.126143282,152.97392195,1293.23786264,38.2785
826.342751311,4.63683,-52.3612,51.0936,0.871982,51.1029350062,1000.77612062,1.11918147873,66,826.342751311,66,826.342751311,51.1036438958,35.272,51.0936,2756.85479039,0.0,778.908283899,169.528799295,1951.40296985,38.6779
871.221788145,4.25822,-53.6123,52.3479,0.881542,52.3555235453,222.711707119,1.10968897078,67,871.221788145,67,871.221788145,52.3561219436,35.4994,52.3479,1497.08141394,0.0,336.203386554,159.216243445,1150.97724343,38.9838
1235.39259495,4.42591,-55.0396,53.754,0.888254,53.7631884451,-338.718739648,1.12849405833,68,1235.39259495,68,1235.39259495,53.7637381079,35.71,53.754,1979.78909348,0.0,572.797605928,182.554729066,1138.00354169,39.241
1267.01749255,4.47538,-56.4294,55.1162,0.880806,55.1251953692,817.717765764,1.15000804666,69,1267.01749255,69,1267.01749255,55.1257148536,35.8965,55.1162,1440.11964073,0.0,222.998376459,160.575600428,1048.67318508,39.5469
1190.36217358,5.00569,-57.4799,56.1826,0.871049,56.1920690796,-599.931018378,1.17626949122,70,1190.36217358,70,1190.36217358,56.1927636249,36.1724,56.1826,1948.41321996,0.0,639.318638076,173.66986603,1156.0624594,39.8402
974.913123086,4.99087,-58.8923,57.5684,0.876033,57.5761064989,1077.55601973,1.18319410641,71,974.913123086,71,974.913123086,57.5765350526,36.416,57.5684,2722.26609385,0.0,495.500783233,219.237739237,1537.09168055,40.21
1214.40353325,5.11079,-60.3805,59.0725,0.900546,59.081250352,-596.136649867,1.22186154828,72,1214.40353325,72,1214.40353325,59.081731537,36.5946,59.0725,2095.0749856,0.0,914.361145841,116.59606365,809.40086123,40.5017
1286.69995865,5.59383,-61.7445,60.4064,0.87863,60.4158026076,245.624711997,1.24964737535,73,1286.69995865,73,1286.69995865,60.4161160498,36.86,60.4064,1812.56522521,0.0,419.154134727,197.911217715,1153.27526996,40.8773
1578.90850226,4.71168,-63.0999,61.7686,0.86715,61.7783530167,913.557523638,1.22538783964,74,1578.90850226,74,1578.90850226,61.7785363565,37.0622,61.7686,1152.90146445,0.0,78.8152623138,134.114685913,1015.12993262,41.2177
940.253154073,6.29522,-64.3939,63.0485,0.870573,63.057444699,183.080570523,1.29107492873,75,940.253154073,75,940.253154073,63.0581465827,37.2926,63.0485,1699.32694222,0.0,389.810558643,166.580372559,1095.81213088,41.5965
1477.05449998,5.80811,-65.9311,64.5764,0.855181,64.5860168547,932.178144467,1.28405490826,76,1477.05449998,76,1477.05449998,64.5863776057,37.5456,64.5764,1319.07716268,0.0,149.254166567,155.066708415,1124.07804167,41.9333
1195.42360293,6.54471,-66.959,65.5945,0.847917,65.6034804447,31.3428619627,1.30899556003,77,1195.42360293,77,1195.42360293,65.604188991,37.7263,65.5945,1400.74813781,0.0,438.022150116,145.301875208,944.059868657,42.231
880.421905606,7.20619,-68.2743,66.8878,0.899418,66.8987387925,-307.956272548,1.34485565123,78,880.421905606,78,880.421905606,66.8991770486,37.988,66.8878,1261.34268512,0.0,447.83535958,149.365793601,839.404581866,42.6807
952.849341158,6.27219,-69.499,68.1338,0.872015,68.1419830247,110.742241488,1.33544750406,79,952.849341158,79,952.849341158,68.1423244735,38.1983,68.1338,1668.50770941,0.0,410.897887808,198.265486257,1170.80725129,43.0158
869.525986097,7.04829,-70.6019,69.2134,0.895285,69.2231772285,1664.33827551,1.35548346086,80,869.525986097,80,869.525986097,69.2238032496,38.3976,69.2134,3449.38726602,0.0,519.142358587,259.331629007,3085.26146355,43.3466
870.685445752,7.59592,-71.7908,70.3983,0.895957,70.4091573254,3104.27902083,1.39735737445,81,870.685445752,81,870.685445752,70.4095449056,38.6843,70.3983,3306.40887248,0.0,64.6447515638,257.974701491,3176.36314954,43.6804
1391.30278238,7.45119,-73.1437,71.7283,0.884147,71.7365504227,1257.26236913,1.38898116912,82,1391.30278238,82,1391.30278238,71.7369015337,38.8417,71.7283,3468.69771195,0.0,729.943116731,267.471499107,2441.00609778,44.0286
1126.52986091,7.09596,-74.5469,73.148,0.867175,73.15903705,1378.26811194,1.37742608297,83,1126.52986091,83,1126.52986091,73.1593906059,39.0326,73.148,3346.82307125,0.0,634.977529917,265.061555194,2796.08109727,44.3183
1352.48211823,8.00705,-75.7077,74.3173,0.912368,74.3253162689,2292.01714887,1.4200240421,84,1352.48211823,84,1352.48211823,74.3258192646,39.2418,74.3173,3145.68467223,0.0,215.024517184,241.297006198,2848.70535267,44.7464
677.677926398,8.54295,-77.0564,75.6525,0.892375,75.6637031569,1605.53604788,1.45890988258,85,677.677926398,85,677.677926398,75.6641725162,39.4657,75.6525,3436.09413618,0.0,568.15918337,267.14898813,3053.31520346,45.1068
1566.90649481,8.87843,-79.0207,77.5705,0.89045,77.5785554238,1359.17671361,1.48692451017,86,1566.90649481,86,1566.90649481,77.5790819915,39.71,77.5705,3547.07540463,0.0,628.041828707,283.601830081,3229.96759023,45.4832
1966.85984421,9.10653,-80.5284,79.0859,0.885006,79.0982318708,1055.05730145,1.51206565167,87,1966.85984421,87,1966.85984421,79.0986740802,39.916,79.0859,4176.57410448,0.0,1290.5481064,271.050159675,2523.27545028,45.9008
1112.71175252,10.5719,-81.6394,80.1707,0.875601,80.1800254836,1097.53651307,1.53080309429,88,1112.71175252,88,1112.71175252,80.1809417656,40.0772,80.1707,3701.05406331,0.0,1037.89741641,254.551510368,2186.71794172,46.2815
1438.48720806,8.99818,-83.2836,81.8174,0.899579,81.8263177393,412.836435456,1.5109372239,89,1438.48720806,89,1438.48720806,81.8267427098,40.2899,81.8174,4095.31903958,0.0,1217.74893465,289.049190776,3332.98571513,46.5638
1354.14687335,9.29036,-84.6897,83.2576,0.878558,83.2694885803,338.806430833,1.54845390113,90,1354.14687335,90,1354.14687335,83.2699059082,40.4795,83.2576,3160.51942605,0.0,899.100251823,264.965140235,1839.21971047,46.9366
2660.37129905,9.77365,-86.648,85.1845,0.906148,85.1931620082,1199.98070429,1.57952127798,91,2660.37129905,91,2660.37129905,85.1938099461,40.7107,85.1845,4355.26653708,0.0,1171.37937913,282.567858389,3204.68901652,47.279
2306.29011304,11.168,-88.4848,87.0138,0.89461,87.0271272667,528.607329748,1.6425789202,92,2306.29011304,92,2306.29011304,87.0275328578,40.9362,87.0138,4068.55448527,0.0,1186.82887078,284.175878195,2318.85011688,47.6347
2567.95626421,11.2544,-90.4633,88.9298,0.904124,88.9384241767,1139.65495398,1.599501581,93,2567.95626421,93,2567.95626421,88.9391212849,41.0983,88.9298,4045.52923676,0.0,1089.74439569,298.642743711,3168.85777118,48.0091
1467.49469387,12.1899,-91.8295,90.3583,0.881759,90.3696854198,1195.97836943,1.66069561611,94,1467.49469387,94,1467.49469387,90.3701790716,41.3386,90.3583,3582.20435848,0.0,851.070049094,268.692955835,2207.49198351,48.3757
882.907608238,11.9031,-93.0927,91.6274,0.928478,91.6395486807,2884.38637043,1.66572059019,95,882.907608238,95,882.907608238,91.640092506,41.5141,91.6274,4005.56864151,0.0,330.068541356,316.130332501,3526.61116303,48.7971
2367.1975539,12.7559,-94.904,93.4024,0.920492,93.4099648795,1566.54071012,1.69140367935,96,2367.1975539,96,2367.1975539,93.4105695755,41.7582,93.4024,4026.23098166,0.0,773.556288943,303.383371102,3194.24324031,49.1705
2272.13423544,12.5023,-96.9284,95.3832,0.922811,95.3968154772,1971.48028343,1.71353343946,97,2272.13423544,97,2272.13423544,95.3971971182,41.9597,95.3832,3568.6303041,0.0,456.852601748,283.656681542,3307.50601831,49.5462
2460.20638454,14.1844,-99.1503,97.609,0.913231,97.6239843102,3044.39918404,1.77737885065,98,2460.20638454,98,2460.20638454,97.624447279,42.1522,97.609,3350.63517106,0.0,89.4820280329,258.381090053,3222.02022151,49.9001
2725.09398304,14.7692,-101.428,99.8967,0.915761,99.9043764727,621.507043398,1.75903015502,99,2725.09398304,99,2725.09398304,99.9049139604,42.3843,99.8967,4269.54991174,0.0,1377.83710474,322.736077985,2652.00134693,50.2214
2980.74088236,14.1336,-103.186,101.625,0.906465,101.639467709,1471.59770453,1.78458565707,100,2980.74088236,100,2980.74088236,101.640019965,42.5952,101.625,4363.15185974,0.0,1070.14594568,319.230945405,3072.95427806,50.6014
2792.68599644,15.9929,-105.13,103.548,0.914694,103.560796507,1102.99856193,1.82374454258,101,2792.68599644,101,2792.68599644,103.561218939,42.7685,103.548,3995.24834174,0.0,810.052198125,295.430151085,3500.33726311,50.8804
2713.1760669,15.1893,-107.309,105.733,0.911938,105.744792329,1342.61681515,1.82373311078,102,2713.1760669,102,2713.1760669,105.745261712,42.961,105.733,4077.2291899,0.0,817.3375743,308.601351285,3586.98520894,51.1561
2955.84519633,15.0084,-109.316,107.744,0.927816,107.758020188,2157.34020083,1.81210982674,103,2955.84519633,103,2955.84519633,107.758402366,43.1288,107.744,4674.0000422,0.0,705.452096778,358.26355384,4236.59307041,51.493
2715.12151559,15.401,-111.441,109.847,0.90863,109.85697085,937.093525192,1.85024936723,104,2715.12151559,104,2715.12151559,109.857416639,43.339,109.847,4468.58077812,0.0,1317.87878281,280.572214327,2544.67004478,51.8532
2799.95143823,15.9372,-113.3,111.704,0.898864,111.718357238,1214.7320775,1.86821227048,105,2799.95143823,105,2799.95143823,111.718796822,43.5187,111.704,3876.59791785,0.0,903.505249136,280.982693243,2648.29599935,52.1286
2600.9646504,18.0672,-115.352,113.778,0.914269,113.78950381,1405.59473031,1.90370003281,106,2600.9646504,106,2600.9646504,113.789849195,43.718,113.778,3734.29815089,0.0,689.424607339,286.431440321,3343.521089,52.4779
1830.05939605,18.1894,-116.991,115.386,0.904479,115.400246974,1110.28225371,1.95346882737,107,1830.05939605,107,1830.05939605,115.400726175,43.8859,115.386,4353.80879564,0.0,1250.85952826,300.399274025,2978.74808181,52.8366
2480.43421431,21.6836,-119.168,117.564,0.912648,117.576750293,1318.83261628,1.99719074008,108,2480.43421431,108,2480.43421431,117.577428633,44.1353,117.564,4439.05212072,0.0,1229.7441277,318.235565444,3147.70724641,53.1436
3073.87442535,19.4798,-120.921,119.237,0.88956,119.25234506,1342.34059918,1.95769677423,109,3073.87442535,109,3073.87442535,119.252704707,44.3404,119.237,4554.1165749,0.0,1051.01720407,331.615448289,2532.61851479,53.429
2515.9507145,20.653,-123.672,121.986,0.878139,121.997397835,570.461102495,2.00772870635,110,2515.9507145,110,2515.9507145,121.997911753,44.5583,121.986,4081.92262158,0.0,1126.53158295,230.249953973,1943.88372362,53.7881
2738.46237274,19.605,-125.717,123.965,0.879875,123.977680576,726.041832402,1.9899960372,111,2738.46237274,111,2738.46237274,123.978023329,44.8012,123.965,3376.09004264,0.0,696.774425346,287.360970322,2029.37018225,54.1446
2114.33013877,21.5916,-126.92,125.222,0.912874,125.23580928,1187.88628024,2.05876721389,112,2114.33013877,112,2114.33013877,125.23637553,44.9949,125.222,4113.29657971,0.0,977.621232367,305.972197924,3065.86599744,54.4642
1530.09989787,21.2844,-128.22,126.496,0.931914,126.513685021,3471.8223137,2.03793282169,113,1530.09989787,113,1530.09989787,126.514278175,45.2187,126.496,3793.66650349,0.0,97.5255255284,290.985230311,3649.18263684,54.8059
1576.21312647,22.9538,-130.293,128.568,0.942443,128.581429841,3637.70794215,2.06394953692,114,1576.21312647,114,1576.21312647,128.581753294,45.4573,128.568,4140.09069955,0.0,147.997832422,323.601662318,3933.17293722,55.0929
2679.08419547,23.3268,-132.65,130.954,0.920874,130.96824833,611.413832931,2.1122790965,115,2679.08419547,115,2679.08419547,130.968653869,45.6514,130.954,3606.1005004,0.0,1007.60606388,252.66323541,2616.0589461,55.4059
2617.81417651,19.6445,-134.921,133.195,0.910064,133.20340626,2403.48746967,2.05125696711,116,2617.81417651,116,2617.81417651,133.203787536,45.8909,133.195,3891.62516808,0.0,409.425814766,293.645276409,3583.6669038,55.6424
2273.31328222,30.0815,-136.326,134.605,0.930258,134.61950134,997.907047228,2.26167120592,117,2273.31328222,117,2273.31328222,134.61996777,46.0912,134.605,4146.97366108,0.0,980.186042386,298.57711724,3187.31687555,56.0284
2709.78563685,25.8989,-138.383,136.601,0.937652,136.61499288,1315.27469833,2.17828599861,118,2709.78563685,118,2709.78563685,136.615240982,46.3492,136.601,3987.5177019,0.0,786.795712044,302.061102717,3406.28337723,56.3478
3158.78391259,27.3968,-140.406,138.59,0.943675,138.606230942,3876.46539892,2.2082796602,119,3158.78391259,119,3158.78391259,138.606865272,46.5657,138.59,4317.8347946,0.0,147.531153543,308.981642677,4081.57896859,56.7185
2812.49803473,29.5079,-142.666,140.85,0.929947,140.861079086,261.009891587,2.25278774168,120,2812.49803473,120,2812.49803473,140.861466641,46.7373,140.85,4427.14358468,0.0,1468.84452369,295.754737935,2698.36155112,57.0025
2454.16232374,28.8741,-145.06,143.245,0.923152,143.267697574,767.077435369,2.30059130481,121,2454.16232374,121,2454.16232374,143.268298535,46.9144,143.245,4026.18554691,0.0,975.343870383,266.905840466,2843.88816649,57.3152
2789.32391057,27.21,-146.757,144.941,0.93608,144.952597544,192.315828512,2.26884792239,122,2789.32391057,122,2789.32391057,144.953034391,47.1308,144.941,4768.08453075,0.0,1363.28599355,318.793803394,3746.07547177,57.6819
2857.66590109,30.5403,-148.361,146.498,0.923837,146.512169131,1743.64753306,2.32284803199,123,2857.66590109,123,2857.66590109,146.512836835,47.3528,146.498,3954.65704705,0.0,611.498465437,300.287038121,3511.19851035,58.0234
2729.44258188,28.9773,-150.922,149.008,0.947826,149.024304286,4242.1625999,2.32970731855,124,2729.44258188,124,2729.44258188,149.025028158,47.539,149.008,4719.20879865,0.0,146.16776795,334.182284908,4487.65838147,58.3479
2579.26223357,26.5675,-153.644,151.708,0.944423,151.719807893,2410.9352539,2.28369660512,125,2579.26223357,125,2579.26223357,151.72023034,47.7539,151.708,4971.51993353,0.0,933.094166087,373.547347403,4159.31051936,58.6185
