Epoch,PolicyRegParamNorm,AverageEsReturn,AverageDiscountedReturn,MaxReturn,StdForwardProgress,MaxEsReturn,AverageAction,MinEsReturn,AverageReturn,AverageAbsY,AverageForwardProgress,AverageQLoss,QFunRegParamNorm,AverageY,MaxForwardProgress,StdReturn,StdEsReturn,AverageQ,MinReturn,AveragePolicySurr,AverageAbsQYDiff,AverageAbsQ,MinForwardProgress
19,19.8729,40.4647789783,34.6495924942,124.589405845,0.432664216925,104.046348425,0.940376,-33.2770704977,66.9819684723,0.470811796708,0.428332602046,0.0025469,13.0135,0.402748660073,0.786843608769,44.9005995194,49.8273062252,0.402814,-70.2993797242,-0.416649,0.0292953416123,0.470197,-1.01641598851
20,20.1798,71.3374466303,36.0046814612,110.185124755,0.36500062452,103.039014078,0.919259,22.6312325561,72.51704335,0.523522151316,0.475260410099,0.00291326,13.3683,0.447669333327,0.802081542225,38.2545430493,22.1275267786,0.447738,-46.1836790728,-0.463819,0.0313703188545,0.522799,-0.697612979286
21,20.4771,54.1739332667,34.2047607063,105.230058124,0.346484963878,111.919687574,0.94044,7.26854609943,61.5049364834,0.570208615569,0.405589248888,0.0036779,13.6688,0.489270578981,0.771024934776,36.0640495922,34.4571653662,0.489333,-38.732038873,-0.503531,0.0346419354736,0.569622,-0.589675409664
22,20.7335,61.248769324,31.5381900578,101.791405207,0.319112362627,108.262941311,0.896589,-20.7166941001,54.867638195,0.61731465259,0.335160490778,0.00391721,14.0114,0.533718998018,0.689525952895,32.5326829059,40.6613645049,0.533795,-51.69961404,-0.548368,0.0364440540904,0.616665,-0.831538418908
23,21.004,62.215301754,40.8526843818,137.168234902,0.152619325889,83.4299039167,0.870877,16.1625764929,81.8343747387,0.665293418167,0.575305985763,0.00470675,14.3259,0.578927776507,1.04063327222,16.5311799839,18.7836660375,0.579045,-16.8507364794,-0.602,0.0394502651163,0.664448,-0.336987125254
24,21.2701,63.5483749533,31.8708437885,91.4850253879,0.25037198176,94.943776071,0.899317,-5.44229160836,56.6095506221,0.726843731129,0.356846184819,0.00501508,14.6763,0.638446894296,0.633571454067,25.4586556326,33.530177831,0.63847,-18.0294887982,-0.662023,0.0413714834319,0.725933,-0.414037353815
25,21.5024,83.6427343921,34.6816928242,104.414475107,0.168625045729,98.9815239964,0.917887,52.74152481,64.3299664315,0.785658088942,0.429825701838,0.00515211,14.9968,0.700159002197,0.762119428695,18.5859512587,14.4343925456,0.700166,-13.8971134432,-0.724446,0.0427119630421,0.784721,-0.299501449443
26,21.6968,64.6852613296,26.2435779083,86.7205727717,0.23426802876,88.4234373092,0.877265,-25.793526971,45.6609495522,0.846854997943,0.249038526501,0.00602329,15.2949,0.768032924465,0.643798879095,24.3114523,33.0037893201,0.768094,-19.8286818456,-0.791928,0.0458496687681,0.845911,-0.406277790451
27,21.8986,36.4810216051,33.2980826693,103.263995812,0.26887683558,100.919610188,0.926807,-20.710877834,61.6019798057,0.896714785323,0.39128191896,0.00654885,15.6782,0.815158289435,0.732491189923,27.6467530155,46.2826332313,0.815295,-19.179622726,-0.84219,0.047595162217,0.895858,-0.391085937267
28,22.0736,66.6215556933,26.8070260691,103.046250471,0.383807952866,109.057120961,0.89727,22.3691756568,48.2804595345,0.944219225844,0.245605554477,0.00695178,16.012,0.86140495509,0.752339320179,40.1248655318,29.6939498767,0.861306,-15.2574756319,-0.886867,0.0492174129107,0.94329,-0.392751008593
29,22.2798,54.3668852529,25.7984164515,96.4164559021,0.347166454961,91.7281644423,0.918117,-12.7910593571,45.1705623348,0.999469146043,0.220800906304,0.00699623,16.2941,0.917053484608,0.706749189252,35.1894422695,31.2630526893,0.917105,-22.4418057077,-0.942911,0.0495793580506,0.998647,-0.443849827495
30,22.4022,73.3275647848,25.0239132756,79.0902482348,0.300848954288,114.56338329,0.898973,-10.2925309228,40.7198984997,1.05305637341,0.187148444296,0.00793783,16.592,0.969634403437,0.553638044608,29.3974174049,36.5738565543,0.969651,-33.3901723527,-0.99325,0.0520884150966,1.05223,-0.547300116969
31,22.528,26.1867263086,34.5044613874,110.444810912,0.258458365896,78.1222606944,0.904473,-23.2329544336,63.6838870511,1.09313968198,0.415279150888,0.00794116,16.8488,1.00381691773,0.759833077221,27.5063890689,37.128039573,1.00396,-15.397536391,-1.02345,0.052301792838,1.09205,-0.369369999782
32,22.7375,84.6034535236,33.6342825077,104.808544523,0.274654094034,134.981479635,0.931154,39.2121465399,59.48931643,1.14786192623,0.382248799765,0.00813643,17.0702,1.05587187787,0.703816124778,27.7868379843,27.3609901002,1.05597,-18.0438694252,-1.08169,0.0530739702787,1.14712,-0.409054882283
33,22.8728,43.1442381124,29.9364470094,108.569248746,0.323774622212,95.6872579458,0.917928,-31.4640483535,50.2799078797,1.19552445751,0.316445813191,0.00869933,17.323,1.10250539384,0.741254151789,34.9776868152,37.8059444517,1.10264,-28.2352225996,-1.1275,0.054381095312,1.19477,-0.497859542582
34,22.9714,48.511739434,12.8867835506,124.337560749,0.417809791816,110.141033157,0.875677,-18.0658205175,20.9079674089,1.24559786703,0.00432271370885,0.00903092,17.5886,1.14934638185,1.01672451923,45.6076594634,43.6990903132,1.14962,-60.156621857,-1.17427,0.0558743958088,1.24467,-0.817283416112
35,23.0731,31.0773521001,18.2972584489,98.8594187832,0.169591652878,88.9488779253,0.9231,-14.5850764678,24.1634593091,1.28183064113,0.0875139655965,0.009915,17.8948,1.18407432133,0.693267095887,19.6065370159,29.6578058961,1.18414,-30.5661290951,-1.20892,0.0594334044166,1.28093,-0.470738392618
36,23.2318,8.09810718571,9.28351537243,46.9466918526,0.207765049115,31.5865785883,0.951429,-26.5110287527,9.21188448648,1.31307457366,-0.039399228629,0.0108446,18.1622,1.21042048946,0.334283937143,19.1950145016,17.5558402619,1.21061,-31.9639463776,-1.23813,0.0617141897521,1.31215,-0.50351195404
37,23.3453,23.8946163005,18.1381091126,106.096365762,0.210780511738,45.1832927623,0.917893,-14.5817104151,24.0283389247,1.34339903061,0.118218910663,0.0115514,18.4551,1.24070351882,0.604282410422,18.1351865973,13.6789958538,1.24086,-65.7699364514,-1.26456,0.0635755764576,1.34228,-1.06219180083
38,23.4642,40.0930932894,20.8512865124,49.0663154586,0.132716647378,96.5912274317,0.939925,11.2807426902,29.0420473113,1.38922955732,0.158433687519,0.0120722,18.7414,1.28421030648,0.366262775033,10.3824705186,19.7069267614,1.28436,-32.6941776764,-1.31467,0.0666933504946,1.38793,-0.555111208684
39,23.5426,19.5386280841,12.1605887797,59.5070032786,0.229637737669,47.8099245999,0.936887,-23.6976417981,14.2031560012,1.41971401478,-0.0066461984032,0.0123682,19.011,1.31394120046,0.38902705734,21.9254813421,23.0908336065,1.3143,-27.4353711684,-1.34458,0.0681180441218,1.41862,-0.432605502
40,23.6516,31.2121395771,21.8627177599,122.522108607,0.133114180091,57.5899856073,0.919444,21.4463324557,28.0229884225,1.46000011254,0.133681225088,0.0124881,19.3012,1.35392571982,0.896739900289,14.8656616382,10.0132947024,1.35408,0.899148135011,-1.38219,0.069375273093,1.45849,-0.132353216729
41,23.759,30.0291076083,23.4706615544,65.7508387301,0.103000154318,81.2068061397,0.92543,7.16359171628,31.7294750763,1.49725399173,0.195418199054,0.0135454,19.5148,1.39071256601,0.510293442422,11.4620099621,21.1226115279,1.39094,10.0925749428,-1.42286,0.0712812162213,1.49577,-0.0212233557677
42,23.9276,41.7543328027,28.4366800222,108.386434136,0.164940211579,111.837399897,0.9156,5.93231681387,42.6575771216,1.56144265085,0.249137236697,0.0156029,19.7924,1.46212456076,0.794907103028,19.1349323621,28.1965760639,1.46187,-3.0636980956,-1.52353,0.0794231043366,1.5595,-0.249350963303
43,24.0718,34.172229964,23.7028725887,106.789502677,0.245364351992,52.4285061989,0.917472,6.64460452954,33.0861613865,1.61314604492,0.119809842013,0.0146331,20.0,1.51736322668,0.800778144329,26.4063225734,13.2573660835,1.51735,-32.2265868798,-1.56499,0.075830200076,1.61155,-0.518509998043
44,24.1849,33.0823601073,21.7430452073,85.1305007426,0.16249591434,66.7289307132,0.950332,14.4481210556,30.341549127,1.66352875685,0.162290482934,0.0139921,20.1513,1.56937289834,0.635261145333,17.3030600774,14.8938991094,1.56955,-6.36390063069,-1.61819,0.0748658789206,1.66244,-0.179073633683
45,24.3196,38.1525978522,29.8310493739,137.407355671,0.195646469137,60.4156125499,0.8887,4.08032372741,46.5002875085,1.71427301471,0.287963269683,0.0148946,20.3208,1.62267290052,1.06995079151,21.1594990536,17.2597935077,1.62278,-3.30721475759,-1.66855,0.0774044582794,1.71296,-0.202829666613
46,24.4851,21.7394050322,27.1665268404,122.294021753,0.236277028101,48.409078514,0.914268,-15.5568255638,38.7379705374,1.7480938434,0.187612072193,0.0155779,20.5315,1.65002092518,0.841213731292,26.5835654626,16.2518903628,1.65017,-6.63442582681,-1.69427,0.0788438371141,1.74681,-0.223832096392
47,24.6154,42.7207973809,25.8390417222,101.054714933,0.149026576714,80.2550381982,0.921548,26.9684744253,38.6522420763,1.81061413526,0.230635852457,0.0167336,20.7755,1.71461502527,0.782798469971,17.2956666603,14.0366635227,1.71471,-1.56732359111,-1.76638,0.0813080971634,1.80913,-0.181699926566
48,24.7406,28.6538947652,20.8891641413,97.6097615352,0.123195965799,69.7979692396,0.893939,-19.3277713955,28.6568384891,1.84107889301,0.161374857886,0.0167144,21.0691,1.74451489489,0.753164544955,14.3956016401,23.1982317639,1.74464,6.50168984554,-1.7977,0.0812213332243,1.83974,-0.047465838751
49,24.9017,67.8848374523,31.4956636501,139.906524285,0.256319509431,116.258162686,0.908779,35.56956245,47.0654344851,1.89634649681,0.265971783154,0.0169975,21.3357,1.80189828667,0.997501300578,28.2104474342,23.1772787105,1.8018,-31.6416463361,-1.85202,0.0826099710646,1.89477,-0.525320690185
50,25.0478,44.1493125535,22.2948288754,121.100765041,0.280319018888,112.666627176,0.878256,-1.75718597039,36.040798921,1.94644705816,0.177666721336,0.0184206,21.6055,1.85905839774,0.895784712631,31.9550265802,35.9572885252,1.85898,-30.2172537081,-1.90644,0.0845417499077,1.94527,-0.486321073015
51,25.1948,23.8032178659,20.1152244551,90.5494692005,0.139387049336,103.607696036,0.898183,-33.3953817029,23.7341096998,1.98792652431,0.0502894836844,0.0187813,21.9346,1.89815349415,0.417295342282,15.7164015832,36.3756151224,1.89843,-22.580183431,-1.94295,0.0868084813267,1.98641,-0.465864012883
52,25.3469,35.603117014,33.9433059213,130.921182098,0.363399017201,106.766278909,0.921908,-3.44211016431,64.2018664928,2.00968335103,0.360400796489,0.0196173,22.2137,1.92516010051,0.97657064563,40.1137990084,30.5962006513,1.92524,-10.9129343431,-1.97114,0.0875193999029,2.00855,-0.433089974336
53,25.4708,45.7595562365,23.5328963639,128.977822184,0.32554860917,144.256144118,0.892585,-6.69006014558,27.4514820878,2.05372498319,0.0160924509285,0.0203283,22.4881,1.97176762551,0.913594754989,34.7861373595,53.9996404291,1.97175,-48.3100013759,-2.01373,0.0886635173663,2.05226,-0.766376831123
54,25.5723,32.8402696869,21.0750914282,161.72168627,0.304087890714,115.924967114,0.896543,1.72889637412,31.5433566032,2.10808958678,0.100824261142,0.0242491,22.7011,2.02952614859,1.2216210872,33.0938812553,34.3115096617,2.02925,-25.5042224696,-2.10608,0.0980887729079,2.1062,-0.433988043238
55,25.6619,20.6209919528,25.8200450071,133.106977884,0.251511989117,86.526219317,0.915058,-9.30937877952,37.9944592811,2.14607744389,0.184661758899,0.023045,22.9238,2.06767953629,0.995803585237,28.0845444911,27.2369916892,2.06798,-4.28671078891,-2.11404,0.0941664119084,2.14463,-0.258635900391
56,25.7928,45.4345080989,26.1863481918,133.924556102,0.233968041033,102.148450761,0.904191,20.0018600777,42.3312960589,2.17515186068,0.224059019655,0.0239547,23.2134,2.09650084434,0.937098753301,26.94768351,23.8742030497,2.09637,4.39595503375,-2.13993,0.0948396130889,2.17337,-0.127350138832
57,25.8342,34.7184462771,32.8691310556,151.129540115,0.27754691494,88.9634439177,0.900656,4.63377923704,57.2884956085,2.22093668786,0.357036720207,0.0250747,23.478,2.1430824532,1.17440716423,31.5760682087,24.356284327,2.14307,-10.6561329058,-2.19787,0.0965530180414,2.21976,-0.264469860232
58,25.8995,30.4530713147,23.165628694,93.7437111419,0.171090153917,57.7167053864,0.931507,9.71719339375,33.2535325011,2.24815890459,0.154463475649,0.0239465,23.6447,2.17168448872,0.717402521265,17.090830818,14.058710321,2.17178,-13.4149918365,-2.21396,0.0962645643793,2.24692,-0.359008672385
59,25.9216,49.9480713382,37.4107123326,169.048133666,0.358771455978,149.637545718,0.923478,18.171289038,67.8729532925,2.26811778676,0.448904264933,0.0240601,23.9021,2.19185857651,1.29803833936,41.0288994755,37.8038607327,2.19188,0.402095941802,-2.23019,0.0965957480562,2.26731,-0.165725935429
60,26.0126,29.4820389547,29.0589540182,134.068655124,0.260703925335,99.0522717412,0.928679,-3.02834649962,46.1388722918,2.2989041074,0.22607490003,0.0255467,24.1315,2.22223392855,1.06662374961,29.3243004581,27.6747025528,2.22222,-5.912042767,-2.27521,0.0991225156689,2.29777,-0.251470339641
61,26.1126,32.7271813488,24.8472589528,207.560610682,0.275455799361,85.6966632494,0.927358,-30.9618789395,39.4590206029,2.33302627539,0.186914474231,0.0255609,24.3595,2.25786829449,1.65348536773,32.3901450049,33.8568333907,2.25806,-22.356905179,-2.30226,0.0998010920974,2.33211,-0.49833067502
62,26.1887,30.9978515257,20.2595762723,135.078670249,0.287033398721,89.4303762922,0.926057,-13.7762033804,27.9098337937,2.3608463125,0.08399809244,0.0258686,24.5758,2.28595907794,1.09067994909,30.430120662,29.0489274351,2.28583,-22.658463635,-2.34178,0.100085580668,2.35961,-0.384094656204
63,26.2607,36.0980631687,26.0071590177,167.462621949,0.207163701464,104.112123025,0.932643,4.39960829034,40.450721308,2.39432107009,0.205808574084,0.0269547,24.7863,2.32273766331,1.19917455905,24.4575144071,26.7692256841,2.32262,-9.89310778059,-2.38096,0.0997580010071,2.39305,-0.284998523891
64,26.3379,35.3466887312,32.8091368872,190.323533094,0.352119802067,50.1771064924,0.934532,5.73008243352,57.4304318664,2.42644545986,0.342126682381,0.0274371,24.9895,2.35547079729,1.54995736436,40.0886846464,16.8537266604,2.3555,3.72190205951,-2.41118,0.102603504167,2.42559,-0.242768987377
65,26.407,62.3394260886,24.6645336284,153.066047791,0.186864352539,130.93620668,0.948955,8.61047436962,35.384276041,2.4673728625,0.152315822418,0.0309474,25.253,2.39879175368,1.13841307892,19.509200857,43.274924223,2.39878,1.50283787445,-2.45552,0.103819431715,2.46613,-0.272420430238
66,26.5111,48.0067568411,34.99135996,148.295601622,0.307516190862,91.7620645422,0.920026,15.4491558599,60.1790334361,2.51011523886,0.381156361284,0.0278375,25.467,2.44471226273,1.16362601143,33.9196282154,31.3963148731,2.44496,0.72386509516,-2.51042,0.102256636127,2.5093,-0.184572246287
67,26.6244,54.0469316749,40.9628863287,165.714258746,0.278497923034,128.710893755,0.922351,23.1508929759,71.4632821843,2.54170444667,0.45505981761,0.0289347,25.6698,2.47882800312,1.35117580574,32.1197123968,33.35002308,2.47884,-8.45230351333,-2.5351,0.103505457678,2.54122,-0.243257191893
68,26.7426,64.7936732184,48.7634317682,188.821192369,0.418503344636,125.734285204,0.922453,38.8493672843,94.8099210336,2.57825061644,0.638651306678,0.0273873,25.8521,2.51781539236,1.38844054918,48.1362462034,26.0752164605,2.518,7.87010654995,-2.57713,0.102299733084,2.57733,-0.182961754028
69,26.8263,49.759367878,52.3370052599,233.180917016,0.315048233242,101.796617922,0.909413,-6.88575030286,104.03095853,2.61013882354,0.780273005865,0.0293717,26.0751,2.54885488418,1.91395369239,35.3479569332,27.9156950339,2.54905,5.09050132695,-2.60139,0.104535757844,2.60947,-0.103475554115
70,26.9209,65.455475839,36.5941255493,148.003854317,0.23777975117,137.326936531,0.910644,-11.7183588126,64.976396471,2.65845236845,0.445806200675,0.0298945,26.3406,2.60051670217,1.18641619973,27.3492540221,43.2897579328,2.60093,24.5807459373,-2.66422,0.107266227774,2.65777,0.0133634264327
71,27.0174,49.9068262705,24.2519596184,109.071563807,0.198104158746,113.053849108,0.897277,-3.81677193211,38.2044909507,2.70538106183,0.194034087063,0.0332842,26.5256,2.64800885225,0.84022996749,24.3853504648,36.4299773642,2.64824,-20.0149889565,-2.70148,0.109850119211,2.70509,-0.390669368293
72,27.1016,49.3570465768,28.7857754085,120.160976402,0.266967558715,152.885983883,0.883047,1.05493498067,56.6312753088,2.73989245498,0.33747900184,0.0332055,26.7037,2.68464103228,0.790360702485,29.3084084704,44.212941728,2.6852,-17.8224950593,-2.73893,0.110681248672,2.73966,-0.420905227086
73,27.1467,39.9487771852,27.2390171007,105.834516491,0.183609977226,104.292734466,0.906326,0.381922888651,52.6209578424,2.75764405169,0.298374037481,0.0366189,26.9158,2.70057993036,0.709167364375,19.7306785623,34.9649002381,2.70088,3.22827591041,-2.74422,0.112190051037,2.75664,-0.134309551068
74,27.1678,70.4919487782,32.8754181679,144.483290381,0.231302799147,138.744352271,0.923227,4.98016464378,57.7419385321,2.7767178553,0.331156130023,0.0337615,27.1558,2.71766945787,1.12420018077,25.8558641307,43.5269302209,2.71768,5.82839480997,-2.76223,0.111091117222,2.77526,-0.138055012186
75,27.2052,61.889226655,31.9851809403,127.667679055,0.264469544694,102.840176867,0.900343,6.08011051127,57.7795877313,2.81325530431,0.357338773968,0.0323607,27.3412,2.75142470717,0.962863354032,28.5995360687,31.7030094102,2.7517,-7.28829352446,-2.79546,0.110257794805,2.81264,-0.313134066667
76,27.2687,72.9439160074,55.301990464,181.824913336,0.323479071339,130.251337158,0.911612,28.0085085779,110.16774383,2.83316396509,0.830095649728,0.0363933,27.5577,2.77156497703,1.45366604556,34.3235599176,33.6745018393,2.77182,52.2454144108,-2.80927,0.112487193124,2.83267,0.245486630573
77,27.3608,66.8242896156,45.64431072,166.837694956,0.293660873113,170.955560426,0.885452,27.8784575062,85.2594544822,2.84939203455,0.611715111884,0.0351929,27.7106,2.78577059996,1.32788904087,31.9670616665,47.8946342152,2.78597,17.8285822506,-2.83533,0.112342664075,2.84859,-0.0454638879468
78,27.4353,83.0757634373,44.0675748699,187.636325747,0.32659862527,162.444651472,0.893828,19.8567052429,82.3455796511,2.89350717513,0.577947221497,0.0369581,27.9113,2.83177047469,1.511301658,36.1234425691,43.1022968045,2.83169,13.9747354627,-2.87586,0.112832868696,2.8921,-0.0466161276519
79,27.4837,52.5250571685,42.563815948,167.806915219,0.418854737625,151.685895725,0.890175,-9.76268191446,81.0743012551,2.8992590061,0.545720425458,0.0365168,28.1228,2.84056161757,1.27022152993,46.1879572916,46.2554546205,2.84082,-15.5772994026,-2.88207,0.114610333108,2.89848,-0.343494525593
80,27.5588,89.0735486009,37.6343748414,132.854243712,0.206244659964,160.136882625,0.903311,49.4654181408,64.2811441402,2.92198271845,0.415959486644,0.0384233,28.3109,2.86374482697,0.990524237583,22.834293011,40.5437166606,2.8637,-39.8004376913,-2.90909,0.116430234675,2.92089,-0.678813671518
81,27.6453,76.51339969,42.8733349878,123.629407843,0.228726678508,126.368803308,0.896151,36.8777025359,79.7275618723,2.94867054599,0.539176218973,0.037946,28.4983,2.89195936158,0.972277196649,26.1255577206,24.8896438627,2.89205,21.253164278,-2.94155,0.116002185849,2.94849,0.0111744831312
82,27.7608,44.4070026898,28.7346940213,143.492530783,0.238488441348,100.694283372,0.91499,-17.6149403126,44.9373613933,2.96084425893,0.246612783561,0.0398758,28.6929,2.9059242342,1.12887624859,27.3574410515,33.6586943044,2.90587,-9.91520499978,-2.96427,0.117071350575,2.95994,-0.25440610377
83,27.8277,74.3763011233,37.5273079671,162.676270037,0.271705979589,165.032564453,0.905127,24.4552019078,63.4364668095,3.00212992707,0.422337820638,0.0401062,28.8617,2.94882783318,1.27293685703,31.0433017799,41.1913381763,2.94907,19.1188449865,-3.00339,0.120070625654,3.00053,0.0343111914894
84,27.9023,72.5558297058,43.3927531452,140.721205373,0.251281351952,107.209110405,0.907187,-2.9769107228,78.23156379,3.03957211632,0.555456797173,0.041242,29.0736,2.9890337866,1.14248471196,27.2664233165,32.9985644492,2.98936,9.16886174371,-3.0424,0.119771290495,3.03885,-0.150764818851
85,27.981,37.0818974899,34.2289872799,163.576808686,0.211134431704,54.2085740888,0.87743,-15.2616516996,58.4482655969,3.0607787954,0.381381915643,0.0419893,29.2465,3.01301920807,1.20966138142,25.8365548898,19.9433103986,3.01296,-7.04620946088,-3.06335,0.119654861927,3.05892,-0.251448521957
86,28.0906,58.9818284789,45.5508838975,168.648440296,0.313626653242,101.279871837,0.878981,8.40305604323,88.9932789598,3.07754336401,0.624401236599,0.0463063,29.4167,3.02911083381,1.26253326831,35.1403034557,36.3287339837,3.02951,11.5686239506,-3.08986,0.125911008966,3.07643,-0.0632764892141
87,28.1937,71.1100311267,49.2579707905,165.928820869,0.355716521756,151.707526719,0.893723,10.1860264978,97.232281454,3.10939836433,0.713046236394,0.0412204,29.5852,3.06368495025,1.27870908989,39.7838636666,36.5091953153,3.06432,6.46538374237,-3.12167,0.122026116315,3.1091,-0.0774943898214
88,28.3062,76.0670766826,44.7844248079,172.819296951,0.273109472963,103.105159099,0.903359,34.8584697149,79.5500161657,3.14441360388,0.574555406679,0.0452656,29.7728,3.10194287629,1.29685397701,31.8551475287,20.8588262686,3.10218,21.5006503512,-3.152,0.125530025146,3.14381,-0.0353343177647
89,28.3937,47.5513036398,38.9669015418,180.5218502,0.356918087152,75.643153972,0.929545,19.1017549346,71.5004787671,3.17049791935,0.468291768793,0.0460816,30.0221,3.13032159583,1.35120052545,39.3540062369,19.5647170759,3.13084,9.46505407302,-3.17761,0.1250127146,3.17061,-0.106213459542
90,28.4805,69.8162083744,45.2979398635,154.495560323,0.307777796648,132.25008475,0.921314,-0.974010966495,83.0761804606,3.18590211724,0.603234867859,0.0478029,30.2465,3.14272937108,1.17032262462,34.9364578595,40.4756411055,3.14266,28.6456668661,-3.18658,0.125253345356,3.18437,0.0834464856659
91,28.5536,33.4208710973,35.5385568159,110.622966632,0.289019195389,93.2668009536,0.917519,-14.8528438727,65.4872332067,3.20653331431,0.386639490528,0.0489508,30.4834,3.16232023677,0.802336374361,28.9012171786,31.8064093588,3.16259,-23.1975870143,-3.21308,0.128690168196,3.20569,-0.428933886761
92,28.5938,64.0958476672,22.3357439655,128.367261394,0.446132776177,94.3265984473,0.933265,6.79738771076,39.6057510791,3.232526746,0.141642426243,0.0483204,30.686,3.1880979842,0.877445136391,47.144912821,29.1602054763,3.18834,-72.8817309935,-3.23872,0.127080698278,3.23155,-0.935496107839
93,28.7061,77.7809410476,23.1780612899,115.757426298,0.440062586442,101.488618567,0.956702,29.1868352064,42.3801826783,3.26031597138,0.181245728656,0.0527034,30.8392,3.21587870741,0.873932488971,46.8787316923,26.5922144945,3.2157,-45.8212494946,-3.27068,0.13042002023,3.25865,-0.662348733799
94,28.7464,59.5246860214,20.6551399346,123.202665252,0.373964707678,94.7510371685,0.878139,21.2571978299,37.5109371998,3.29143765417,0.168843405968,0.050212,30.9407,3.24701222066,0.882541598454,40.7583084349,29.3689658535,3.24732,-51.9242487346,-3.29856,0.128211363664,3.29135,-0.703283220352
95,28.7613,64.5640252042,29.841309619,128.402749466,0.394608488831,105.375583036,0.915969,38.6106036928,58.7271139833,3.31202968318,0.336340814928,0.0520037,31.1001,3.26805484667,0.987331332467,41.1324983296,22.5861228355,3.26822,-17.5682314265,-3.31595,0.128788280193,3.31153,-0.532598250478
96,28.8368,63.2775127599,30.9254538377,114.178351389,0.363280698284,97.2826709403,0.917125,-8.50510225085,60.2093142366,3.32738767221,0.363241260895,0.0522898,31.3315,3.28389835745,0.835584815142,37.9471479961,35.99820518,3.28463,-23.6397833605,-3.34329,0.129090539293,3.32706,-0.424814649393
97,28.9075,51.5712437161,25.0872461721,217.161257191,0.349231892151,138.665871428,0.91595,-0.897591677451,43.9537396881,3.35258165779,0.232812341687,0.0529601,31.4882,3.30755359572,1.80409021418,37.6982501084,52.8213423439,3.30785,-14.1469896993,-3.36523,0.13096298897,3.35202,-0.441309769076
