MaxEsReturn,AverageForwardProgress,Epoch,AverageReturn,AverageAbsQ,AverageAbsQYDiff,MinForwardProgress,MaxReturn,StdForwardProgress,MinEsReturn,AverageY,QFunRegParamNorm,StdEsReturn,StdReturn,MaxForwardProgress,PolicyRegParamNorm,AverageEsReturn,MinReturn,AverageAbsY,AverageDiscountedReturn,AverageQ,AverageQLoss,AveragePolicySurr,AverageAction
-27.8842287197,0.163433655551,20,-50.2999209232,0.141202,0.0134460517469,-0.105830693893,-31.1288949162,0.103697168727,-64.1140926263,-0.0436952686559,22.9502,12.9680139947,10.1949256213,0.354671951883,20.3218,-45.1996880575,-76.5188332164,0.142013008744,-9.89632942574,-0.0437038,0.000719278,0.043144,0.898966
-55.2615132363,0.00855931232082,21,-73.1314066776,0.160827,0.0147971802526,-0.190942243943,-58.462066783,0.0859480588221,-87.9413474072,-0.0591730567305,23.4968,12.4216557331,8.35604857492,0.158634542704,20.4893,-68.7879539563,-92.3618350073,0.16179777611,-26.1991617021,-0.0591852,0.000845975,0.0606884,0.990816
-44.2028058883,0.152360015551,22,-56.8203205164,0.182164,0.015960830381,0.0436102205105,-48.443593715,0.0546990521772,-78.259765183,-0.0742022801161,23.9759,12.4730342274,5.23794033462,0.246025442052,20.6324,-60.6486788827,-68.6949572998,0.183168109651,-17.3178070336,-0.0742203,0.00099787,0.0626789,0.965958
-53.6743954888,0.0992271748152,23,-58.5687220033,0.196375,0.0172800651474,-0.0278549177907,-51.280694467,0.0439240019871,-66.9549693014,-0.0848458764431,24.5524,4.96344855993,4.26083207448,0.169778414873,20.9104,-59.5655493056,-70.6095339774,0.19756143457,-17.3704629747,-0.0847871,0.00115792,0.0816988,0.918723
-62.0378303946,0.136885099205,24,-58.061089926,0.2138,0.0183866287823,-0.00976781239092,-42.6973034042,0.0638368365163,-108.983917927,-0.0958100352041,25.0985,21.4153184291,6.19781926401,0.283941473245,20.9806,-86.7753252229,-71.8665090748,0.215222622085,-19.8925674344,-0.0957852,0.00129062,0.0767493,0.963745
-53.6675380606,0.256236442062,25,-47.7219601714,0.219638,0.0194102437391,0.0472824056376,-28.1375730759,0.103128732408,-76.1747205851,-0.0926493605521,25.6245,8.50784414513,10.0028631321,0.458045592673,21.0891,-62.55968018,-67.2258219744,0.221146576093,-8.85298839035,-0.0925862,0.00141089,0.0700918,0.983725
-6.45116387803,0.807833263197,26,12.3754908962,0.223375,0.02155784318,-0.0297910595438,73.5766239721,0.273214729825,-83.8695231894,-0.0877323466231,26.1776,27.4088499396,27.0596344311,1.4158916863,21.1827,-45.3617456129,-71.0232601534,0.224981688617,9.8124423195,-0.0875854,0.00176539,0.0657715,0.953119
111.415053293,0.904387388772,27,24.6188358845,0.229129,0.0245320668851,0.187028051195,102.548478755,0.366551503538,-38.4769100559,-0.0658249952275,26.8182,54.6413816861,36.9194942806,1.69883024599,21.2726,34.2895330358,-46.3866124987,0.230773677473,16.785644882,-0.0657989,0.00226646,0.0319034,0.920916
47.3197437568,0.741496812875,28,9.11389590962,0.238438,0.0286059611563,0.107656859781,100.281564251,0.379397422537,-0.0240854304058,-0.0339615927837,27.4398,18.2491723953,36.8497524259,1.68175955297,21.4033,24.05193845,-54.3910142003,0.240628132617,17.9727783805,-0.0339458,0.00317705,-0.00126095,0.931572
44.0806124234,0.522751105008,29,-11.8905740184,0.261552,0.0310253917967,-0.0843259356315,92.5416867706,0.358855099204,-63.9433538405,-0.0173483077646,28.0036,42.3794293278,36.4295165669,1.57718823009,21.4687,-28.2716849318,-72.6287043134,0.264084349784,-3.43077662517,-0.0173543,0.0036807,-0.0235638,0.928417
93.9177581514,0.231806397825,30,-43.1888356715,0.260834,0.0306852703554,0.0651856358572,-27.8940002296,0.0837867454919,-48.1047886333,0.0140795909217,28.4673,57.914472806,8.80506327567,0.378959640545,21.5788,-5.89122206115,-60.4011699309,0.263539925187,-11.6365556077,0.0140516,0.0036505,-0.0678956,0.888116
30.6938315548,0.359851826416,31,-35.4215868669,0.266706,0.0326823500187,0.0447263876364,45.6878720693,0.211113650509,-70.8493980755,0.0457811115063,28.9729,40.3051477267,22.3807860479,1.13410691789,21.7607,-38.3193753029,-69.4315232341,0.269818643433,-8.80810614102,0.0457016,0.0040066,-0.0842484,0.967587
-46.8959350669,0.0880349330811,32,-62.1762565834,0.273683,0.0335489466401,-0.260115057299,-30.3510337963,0.144624516063,-64.2221430978,0.0700473653707,29.4857,6.6920039263,15.3979926333,0.380879802856,21.8999,-54.372265825,-97.1850958583,0.276667447483,-23.3749196389,0.0700375,0.00426668,-0.10012,0.95641
16.7231171642,0.340991850283,33,-33.0863181286,0.291881,0.0342418757847,0.0116364078009,27.6337577057,0.171567362955,-56.7740227784,0.0770578527934,29.9729,26.9758003298,17.3861509905,0.929474884857,22.0542,-22.8704872855,-67.0310782588,0.294843610942,-8.54705888702,0.0771205,0.00449015,-0.095385,0.912401
21.4904690526,0.363436714583,34,-31.4958665205,0.30955,0.0354920864866,-0.47302017588,54.7925020274,0.266122817665,-67.3614835529,0.0907917566942,30.4003,37.9269753446,27.1483789438,1.1908460408,22.2683,-17.4290980833,-112.739133338,0.31288636097,-3.22394251461,0.0907845,0.00480544,-0.112564,0.94021
2.99656678196,0.382069306251,35,-32.6049759527,0.318673,0.0366234447163,-0.00593193624864,25.5812023956,0.218817473755,-44.1049165126,0.099670427626,30.826,16.8121294754,21.7580755671,0.955126544187,22.4769,-18.9587787187,-70.9700777671,0.322204604565,-2.15257119465,0.099721,0.00528644,-0.127916,0.958456
-12.9357081294,0.306978677176,36,-37.9587468129,0.322698,0.036825549742,-0.233351518235,29.441116002,0.380170326385,-51.6074655057,0.112595362079,31.2288,14.5840889648,37.9082346806,0.982156795435,22.5666,-27.2731072616,-92.3356326872,0.326193228347,-10.6491291671,0.112691,0.00513849,-0.137503,0.926164
1.46503249669,0.434337989564,37,-22.71606173,0.324342,0.0374737768573,0.020666533655,15.0493681454,0.313033702094,-65.6328540825,0.124009434651,31.6498,28.0767018232,28.9848022927,0.84075816673,22.5908,-38.0924106572,-63.0132544488,0.327713963907,-3.07145181847,0.124107,0.00533802,-0.149359,0.887722
9.25758036293,0.595693841796,38,-5.19888153987,0.338247,0.0380370134119,0.485917019144,7.87130868718,0.0578116639278,-59.7800513212,0.142309191489,32.0402,25.6108526075,5.58815216534,0.732160285593,22.8161,-17.5607579107,-16.1266687878,0.341366280788,8.21961292308,0.14242,0.00547951,-0.17748,0.868768
0.323062500231,0.727463250757,39,6.9551960993,0.360441,0.0388205930034,0.342275384077,28.8748373753,0.126613230688,-25.2294545868,0.163046623401,32.368,10.2106395456,12.6537118123,0.945953330156,22.9185,-8.3697198455,-31.427432576,0.363562968648,11.1881939127,0.163042,0.00543165,-0.194383,0.900107
44.271695413,1.26463977932,40,65.5829352819,0.381596,0.0409137588212,0.17280634128,145.920707601,0.461275724939,-7.78155335194,0.190298844012,32.7909,22.2557839295,46.4931228351,2.06426738214,23.0454,21.7993584717,-45.6594784062,0.38456096039,23.1714640926,0.190446,0.00595524,-0.221486,0.933679
126.196388629,1.04792856492,41,42.2747836785,0.405078,0.0437138038984,0.345252628579,138.117381499,0.421028810605,9.15374831679,0.222157956665,33.1649,41.8775180595,42.3920222958,2.01573443942,23.155,68.285215079,-28.6083970423,0.40878932291,16.9833168337,0.222103,0.0066517,-0.264109,0.911774
118.549446889,1.77294045314,42,123.493321434,0.43214,0.0464379723026,-0.623986063802,375.026088722,1.25900165072,36.6902023279,0.272281062375,33.568,35.6148928484,128.001391697,4.26171478617,23.2576,71.68725649,-119.674276094,0.435795537011,33.1414824365,0.272295,0.00751648,-0.322414,0.917995
249.224481086,0.857221869408,43,29.0406709331,0.473462,0.0510857492294,-0.666113795306,214.175632383,0.661492725368,141.033824578,0.333232061433,33.9421,49.1174026867,66.6362094423,2.68043186938,23.335,190.191494872,-124.059366501,0.47724046784,3.98538413837,0.333281,0.00956562,-0.377157,0.923016
196.312157015,1.42647754469,44,86.4246994646,0.523682,0.0524829565576,-0.0526401569414,236.814358801,0.810422282081,-2.02467861358,0.39119641907,34.3123,80.0398597067,80.9082918427,2.93269353264,23.4912,135.640315166,-60.3833280997,0.527442232178,25.6590741378,0.390945,0.0101832,-0.429968,0.920994
208.675108737,1.53422383941,45,95.5424223077,0.569769,0.0540485422406,0.218461606627,194.158235245,0.513991876295,16.6486911239,0.44433902145,34.6969,79.9578095512,51.9022733597,2.5106184519,23.6198,153.901571993,-36.6591861055,0.573148456837,26.5776768598,0.444414,0.0105145,-0.488427,0.930857
135.496273262,2.01355777151,46,141.885813163,0.601418,0.0554883466694,0.890243348396,288.398993817,0.591343709608,-61.8281075065,0.492342577348,35.0715,69.8979701354,59.3113488495,3.47881574909,23.6953,40.6367909839,28.7847832538,0.604501328109,48.308907998,0.492178,0.0112215,-0.52112,0.917691
151.028392156,1.68186217616,47,108.403987854,0.625182,0.0582926787457,0.189100256354,194.422872748,0.456246879577,45.3570102616,0.520039849929,35.4876,39.314323868,45.9593247911,2.52742428429,23.7602,92.0566053417,-42.6835388633,0.628806330522,37.0457489096,0.520084,0.0121046,-0.548279,0.934218
124.215721606,2.06671211175,48,146.349847552,0.659274,0.057999930271,0.503500993946,279.546830117,0.562896612917,33.0058693493,0.554968294836,35.8758,34.0872458926,56.5061112236,3.41135981269,23.841,87.739426774,-9.83685365507,0.66256366171,57.4895770471,0.554953,0.0115627,-0.582276,0.947089
195.982269294,2.15840953037,49,155.243461195,0.698539,0.0608166393545,0.0145909146046,235.295153533,0.644173250298,13.5870655498,0.594049937731,36.2153,66.2404208671,64.7053135656,2.94360625321,23.9689,118.370005488,-60.5004044615,0.702076183261,59.3872474681,0.593885,0.013051,-0.626468,0.956778
212.74285908,1.863837949,50,122.146101044,0.726812,0.0631672053481,0.624963788513,218.45825244,0.437785314294,-84.195695267,0.622261530703,36.5968,111.176808463,43.5821832868,2.76008934063,24.1561,100.325026152,-0.113797950044,0.730240867409,47.5706792172,0.622015,0.0139894,-0.642979,0.94128
189.107215999,1.63144974758,51,98.6015908516,0.76565,0.0673925986292,0.978105655496,184.449525476,0.372330154924,113.222665325,0.662753580466,37.0074,28.2035106018,37.9147246254,2.46459365977,24.3433,159.057238133,32.5171883361,0.769239580646,36.6734265872,0.66284,0.0154223,-0.696273,0.928198
308.911485599,2.56438404908,52,193.012836654,0.820955,0.067817269054,1.68741721805,287.234049178,0.517615557297,71.5504024613,0.715833430261,37.3279,86.6660958208,52.0860386031,3.48986356142,24.4317,168.780366808,105.109645964,0.824234003894,56.1658352354,0.715795,0.0159095,-0.754727,0.94424
294.297652942,2.33819309671,53,170.907942474,0.892642,0.0717825578738,1.23264476269,309.253534116,0.609502323995,105.85666113,0.784619443252,37.6734,68.2728346485,60.961539761,3.70635716248,24.5309,189.024326585,58.2592528996,0.895812237009,44.7919712803,0.784501,0.0184774,-0.824271,0.933189
208.476366761,3.05393937192,54,243.74736137,0.962033,0.0740236006694,1.57950391551,375.689287513,0.644617845859,75.4795596717,0.856397017257,38.0219,51.9145621624,64.6337141875,4.37033913411,24.6741,157.447637533,96.7134253875,0.965172541488,65.4999939006,0.856564,0.0186884,-0.905582,0.944124
185.9610347,1.61212026245,55,95.8035154921,1.02612,0.0776043571221,0.793137408055,265.011676749,0.621036000848,5.30890821298,0.926025923049,38.349,70.1146654796,62.1480255889,3.28933961702,24.8235,92.5903364873,14.439306181,1.02933476799,38.6632857379,0.925799,0.0207147,-0.976814,0.92217
277.630931882,1.71512004153,56,104.422096621,1.08589,0.0797627660271,0.376391861065,209.408686149,0.53591629595,-61.900545018,0.991370702426,38.7146,140.701291572,53.750718626,2.73508449427,24.8964,34.6638052135,-31.5960307218,1.08917660028,43.2863441857,0.991345,0.0218273,-1.04384,0.927089
168.012023122,2.67017267384,57,205.793994295,1.1223,0.081149386256,0.76834445372,361.74571995,0.874228027309,-13.958454331,1.0291148121,39.0447,68.7303705479,87.274966635,4.23361127222,24.9435,53.0684253823,15.2626460892,1.12596377106,57.2817635777,1.02913,0.0222047,-1.07023,0.943542
294.038015405,2.3249875416,58,171.390983919,1.18826,0.0838835982475,0.174184937514,305.535990267,0.879305625906,217.879346842,1.09909229033,39.3493,27.7632123022,86.8859840261,3.67675612808,25.0394,254.422249401,-42.3797579379,1.19158127573,43.2191493092,1.09908,0.0241234,-1.1383,0.955048
257.344791174,2.17849042193,59,156.743664281,1.24709,0.0870230058431,-0.0443463118389,265.183505266,0.937611212158,49.5623580206,1.16188431868,39.6248,85.6177116826,92.7249384997,3.27237877222,25.0858,148.681954835,-62.535038293,1.25067761187,54.7929147262,1.16176,0.0264075,-1.20079,0.948302
280.93391501,2.10455392408,60,149.409818119,1.31808,0.0890479110835,0.629434628067,258.571882657,0.653118528625,97.6170355118,1.24115271462,39.9964,84.3393756833,64.4327902077,3.22165921792,25.114,194.86922914,3.60241914707,1.32124374442,51.0111820025,1.24098,0.0281867,-1.27858,0.962201
214.470240078,2.43213857232,61,181.70027628,1.37074,0.0901391479868,0.88552386235,247.543450617,0.55356874891,94.7292300264,1.29870989836,40.3266,47.8632886142,54.8051609331,3.10375564275,25.1981,172.690469957,28.673280673,1.37369728886,58.380669838,1.2987,0.0278484,-1.33624,0.954848
212.395692677,2.11131541901,62,147.728913067,1.42267,0.0905177102575,1.00910870994,201.875413809,0.419359716644,141.271423552,1.35696381263,40.6067,29.8907727197,41.3042625552,2.66067669005,25.2645,160.674242977,36.5395655497,1.42514537591,42.0907115087,1.35692,0.0276993,-1.39435,0.966297
177.75364492,1.94685820863,63,131.597574059,1.46766,0.0934182645944,0.97539310897,219.948333105,0.422632393531,-113.415631101,1.40372672789,40.9308,110.547645151,40.9422419481,2.82139881432,25.3263,67.2534897419,34.8065545993,1.47032140189,34.3671323034,1.40351,0.0292184,-1.44863,0.964239
158.152953974,2.02306713803,64,140.4672122,1.51819,0.0955467526639,1.24254535417,245.644569388,0.465129639872,4.78307298348,1.45291907667,41.2263,61.2078113761,45.6085037163,3.08761282111,25.3964,97.4211628695,65.1186139151,1.52071608283,42.5724941559,1.45278,0.0295854,-1.50735,0.961728
279.106891678,2.86945742446,65,224.770635914,1.60009,0.101339084958,0.838764844023,330.062512843,0.6218954102,115.734756449,1.5425992595,41.5338,58.9025844328,61.1655619917,3.95559329004,25.5051,191.624600934,23.1103581314,1.60303651936,68.7547099253,1.54234,0.0338625,-1.59398,0.96846
302.732238149,2.50033256791,66,195.205171846,1.65896,0.099791497605,0.227030658473,311.98375627,0.736201208713,157.188016798,1.60203610437,41.822,57.0709297904,72.7548161642,3.67486271341,25.5657,224.389229495,-31.2341724133,1.66177741657,50.8269665804,1.60169,0.0322728,-1.64882,0.955227
273.388267392,2.7499544061,67,220.035109559,1.73549,0.102388721921,0.837202038723,342.793540399,0.921577789998,110.298054096,1.68561988443,42.1465,74.7866038703,91.5163850596,4.01777409045,25.6192,192.74918816,32.7350989398,1.73796728377,61.6710318437,1.68537,0.0332991,-1.73686,0.968828
289.463907146,2.36168213599,68,180.040593774,1.8344,0.105123816527,-0.89175094932,330.912300427,1.21398025824,14.1779248567,1.78599210212,42.4044,103.034199671,122.21014472,3.87487830106,25.6967,174.593072616,-145.051776234,1.83679450985,50.4716785464,1.78599,0.0345629,-1.84046,0.96952
355.717953392,2.73762505095,69,213.56926346,1.91382,0.108638036366,-0.947808994264,414.00976933,1.42974385673,-152.009747734,1.86489131017,42.7315,211.589987428,142.809446281,4.74219496457,25.7883,213.714377034,-155.63961246,1.91598207376,62.6247633706,1.86462,0.0367757,-1.92079,0.966888
330.156685241,3.43017237087,70,284.332456103,1.98871,0.113219216783,1.49671802855,444.723272965,0.95510219975,58.3696540326,1.93681699883,42.999,113.792569441,95.2243815202,5.0429236654,25.8625,255.17919186,92.1532122759,1.99127106392,81.86953837,1.93637,0.04198,-1.98851,0.966343
317.010692105,2.61011184297,71,200.679824086,2.06605,0.11352028796,-0.155075625069,396.952681945,1.19391247691,190.36523823,2.01793023799,43.2864,55.2079469207,118.810930892,4.55554594244,25.8958,255.212272349,-74.535956648,2.06860958518,59.9467156799,2.01781,0.0410292,-2.06919,0.966957
316.58779054,2.7265938598,72,211.536806822,2.13091,0.118559651585,-0.244503186846,455.705669204,1.42679822758,-132.225465172,2.08087317234,43.5873,163.630126454,142.004258069,5.1638213459,25.9604,127.464337964,-83.868993722,2.13360745489,64.1814442151,2.08097,0.0447638,-2.13246,0.964375
376.564380605,3.04488274833,73,246.41165107,2.20127,0.118576865132,-2.01207331266,499.999462024,1.85376310311,-7.5835831832,2.14854655246,43.855,153.346610741,184.319002133,5.59637021004,26.0259,152.416218714,-259.473758538,2.20441103338,71.6434505547,2.1478,0.0450051,-2.21173,0.971492
405.617974961,2.66157058101,74,207.629975459,2.28588,0.118528487965,0.55624522588,438.286035266,1.16733412642,149.67712333,2.23686184592,44.1099,98.3940796061,115.514465441,4.99737167842,26.1451,240.244192946,-1.42215042391,2.28900223827,60.9888068429,2.23673,0.044327,-2.29246,0.96595
353.615083931,2.63853496833,75,207.471207232,2.36673,0.121211765912,0.130036045388,389.699663557,1.12841038496,-9.78458807037,2.31713750245,44.3694,143.747904898,112.07828206,4.47716391364,26.2903,151.78466124,-51.6954893241,2.3692989967,57.1162552489,2.317,0.0450802,-2.37685,0.969256
404.348726229,2.88403358522,76,231.534170236,2.47529,0.122977282839,0.748971862083,425.485314032,1.13762037241,330.591002731,2.42934244136,44.5817,28.2719380868,113.259689487,4.843539532,26.4308,375.508128673,19.3578302707,2.47712083414,62.6412880905,2.42923,0.0468852,-2.48914,0.975948
318.481090806,3.18009140645,77,263.04345874,2.56431,0.128700726955,0.69537420773,492.034735774,1.40463637364,-80.4796319605,2.51832591461,44.8843,151.706957811,140.718057487,5.51957299628,26.5103,171.358425373,21.7628936713,2.56721310329,72.3155792929,2.51808,0.0528988,-2.57794,0.981153
436.391338881,3.843605387,78,328.986840383,2.63806,0.126396857488,1.4589106001,476.183705413,1.04621494492,368.278912018,2.58987947246,45.1447,29.2487523561,105.588223386,5.33974004193,26.5692,407.886553549,90.338873343,2.64061486628,95.4610458529,2.58982,0.0497802,-2.64018,0.982384
419.899879738,3.85428326464,79,331.724602671,2.73493,0.129539385299,1.35403348051,448.107276528,1.08890907182,-0.0562181395655,2.68778445564,45.4531,156.395804687,108.658452946,5.01270243518,26.6666,257.183591979,87.8742661141,2.73749899823,94.2732891666,2.68737,0.051737,-2.75935,0.987182
449.375706683,3.68656116533,80,311.574286474,2.83319,0.133691477199,1.1345853419,447.813214441,1.10328823882,162.306923392,2.78856097691,45.6692,106.282278377,109.679688516,5.07090217522,26.7137,336.979229635,59.1925345107,2.83594340756,90.9939218077,2.78853,0.0577645,-2.84298,0.986017
412.647427442,3.47549539219,81,289.027910607,2.924,0.133470832597,1.14528385096,478.057770612,1.15749504048,164.49071226,2.88110566527,45.9363,98.4397745163,115.825378738,5.39782184484,26.7732,312.63637835,50.8337600892,2.926397075,86.9804831519,2.88092,0.057261,-2.93442,0.984852
463.112493516,3.5666695217,82,299.041590877,3.02209,0.138831665944,1.17536198448,512.896060698,1.19841746948,105.772960016,2.97933354333,46.183,128.359594274,117.904312576,5.75436864137,26.8451,301.430528123,64.9802922396,3.02465020112,89.2756406493,2.97925,0.0602639,-3.03792,0.985563
378.056128025,3.11601849951,83,254.754879523,3.121,0.14150588605,0.895457748655,470.915526254,1.25526389759,127.527073038,3.08122103726,46.4074,101.080873116,124.388085458,5.32278803049,26.9542,300.271593846,29.2292590679,3.12301171436,80.6105205002,3.08102,0.0636379,-3.14719,0.984869
374.815204384,3.82201798343,84,324.29460024,3.2189,0.141549282115,1.81232436273,477.492584486,0.907797098308,131.380232109,3.17915148659,46.7313,93.4432932628,89.2837649473,5.39398429377,27.0275,284.066730229,122.734796798,3.22054030041,92.6580167478,3.17938,0.0631172,-3.23947,0.983486
322.968735444,3.70982787483,85,312.104770274,3.30882,0.146989892258,1.09411959533,514.717786045,1.17913471447,25.6031138544,3.27155043468,47.039,114.615557439,115.617514932,5.77478806783,27.1294,219.503533993,46.3764925036,3.3115738103,82.2493836855,3.27121,0.066932,-3.33526,0.985253
342.725768511,3.12130091676,86,254.390176869,3.39276,0.147799866783,1.04369444124,505.815813802,1.07313176968,102.07178164,3.35479400783,47.3227,98.9990522756,105.476894933,5.70828188212,27.1701,270.277245684,50.663419583,3.39482246217,77.7684013273,3.35463,0.0667669,-3.41865,0.981346
343.579498964,3.16855969573,87,258.808161571,3.49411,0.147388768914,0.19545712945,486.233558662,1.38982309785,201.93412576,3.45579291852,47.5866,54.1873738211,136.568394987,5.51021029113,27.2378,290.362829056,-35.7210867383,3.49548007254,73.9593427326,3.4561,0.0643991,-3.51837,0.98273
336.701017369,2.9966622239,88,239.163279472,3.59519,0.149546777905,-0.509490895773,406.98970138,1.31418311497,208.169791305,3.55867530669,47.8943,48.1611728216,128.935798491,4.71750455417,27.3016,287.980390165,-106.86741422,3.59673651398,67.0731903297,3.55878,0.0692566,-3.62215,0.979433
278.588738703,3.07975051041,89,247.284374852,3.70947,0.151721957433,-0.365161152161,363.48275488,0.99186838988,265.179209675,3.67572923592,48.166,5.44891014101,96.4610402928,4.31395406587,27.3673,270.024975457,-90.6233484609,3.71082653873,70.7858309477,3.67605,0.0712906,-3.73586,0.977772
264.212263466,3.09938591606,90,245.679442903,3.77497,0.157476048428,0.0501012366441,372.355827933,0.895966584423,-16.0472312486,3.74154647259,48.4496,107.887762841,87.1496390973,4.37844389765,27.4832,107.477461142,-54.3040905943,3.7767798632,67.2891953892,3.74137,0.0779318,-3.79919,0.971963
314.964167572,2.96816317139,91,233.550749049,3.86964,0.157266422668,-0.00496712298821,338.418599794,0.859209570896,261.666134516,3.83623328156,48.7428,19.6706612016,82.833908216,3.98166494377,27.5669,282.680170835,-54.4948499298,3.8715261196,67.7325341986,3.83658,0.0747178,-3.90233,0.977638
304.968743789,3.23225608767,92,261.356769457,3.96435,0.158293725071,1.14281226516,399.60879633,0.902753717506,228.679155697,3.93374738271,48.9805,30.4868422673,87.9492278554,4.64200409678,27.6355,263.619219982,49.3411715558,3.96634573433,70.8552727621,3.93358,0.0774787,-3.99281,0.976021
280.803073593,3.46908662959,93,284.175273048,4.06053,0.161735540048,0.753275556979,402.788118367,0.82002211173,207.162662959,4.03331099246,49.2259,28.8115607994,80.1618543829,4.6876914372,27.67,255.744416471,20.2983181309,4.06275187081,76.3974139626,4.03315,0.0776143,-4.09635,0.977294
397.131862933,3.32637906811,94,271.327907693,4.13652,0.160730054083,1.11895462127,411.189010994,0.880234693409,23.5422009489,4.10809810407,49.5033,140.926995168,86.4500609846,4.7965426239,27.7204,235.747607868,56.0707032345,4.13814073123,73.3058860075,4.10772,0.0758391,-4.17535,0.980359
305.2484225,3.56366206536,95,299.086640863,4.23273,0.167153643969,1.21302469169,458.842402627,1.08003187656,91.1271262066,4.20562784494,49.7695,79.0154345686,106.3046306,5.19196520702,27.7959,194.537136823,59.2288746117,4.23452042305,84.5446720696,4.20552,0.0835348,-4.28422,0.983528
364.958494121,3.73100569405,96,314.668555303,4.34836,0.16945832178,0.735220311215,467.202314543,1.0890662598,263.374337702,4.32239117979,50.0021,38.9597794792,107.676867862,5.30153404123,27.8661,308.092013919,20.8435991554,4.35018412332,85.3180619431,4.3221,0.0831147,-4.40932,0.984622
300.549345554,3.43628167194,97,286.593033023,4.43006,0.167939525589,0.780106221196,449.664288495,1.10568847127,-16.8782851817,4.40652844161,50.2105,121.931396967,108.839124264,5.11523662211,27.929,179.919302035,25.7498819459,4.43166787666,78.2164641512,4.4065,0.0828951,-4.4946,0.985731
306.2954531,3.45673329161,98,287.85338227,4.56396,0.173942409481,1.12350379862,452.402376784,1.0250474223,-43.6637396523,4.53858719178,50.459,138.02799729,102.266601579,5.09841134352,28.0018,182.49611283,50.1591226532,4.56613369031,72.8948891595,4.53799,0.0873226,-4.62493,0.988025
