AverageDiscountedReturn,QFunRegParamNorm,AverageAbsQYDiff,MaxReturn,StdReturn,AverageAction,AverageQLoss,AverageReturn,AverageQ,StdEsReturn,MaxEsReturn,MinReturn,AverageEsReturn,AverageAbsQ,PolicyRegParamNorm,Epoch,AveragePolicySurr,Iteration,AverageY,AverageAbsY,MinEsReturn
84.3422995505,32.7114,0.0703404043609,1000.0,283.507864412,0.124511,0.0269323,359.928571429,2.22256,18.4686269548,81.0,92.0,17.8771929825,2.22636,25.8181,38,-2.50395,38,2.22301288745,2.22514274507,3.0
99.9956828753,33.2843,0.0720189945015,1000.0,0.0,0.23533,0.0285421,1000.0,2.29183,13.1671996996,66.0,1000.0,15.3846153846,2.29591,25.9854,39,-2.59275,39,2.29194436526,2.29356354915,3.0
99.9956828753,33.7932,0.0770976547834,1000.0,0.0,0.313827,0.0332521,1000.0,2.36125,14.3702427798,102.0,1000.0,14.4428571429,2.3656,26.1973,40,-2.66873,40,2.36160089533,2.36365715966,3.0
99.9956828753,34.3902,0.0758060403461,1000.0,0.0,0.267929,0.0327584,1000.0,2.43185,12.7946446648,73.0,1000.0,13.8611111111,2.43586,26.4955,41,-2.75014,41,2.43212328236,2.43370049941,3.0
99.9956828753,34.9044,0.0865396971094,1000.0,0.0,0.34442,0.0427062,1000.0,2.51045,9.10703226791,44.0,1000.0,11.5402298851,2.51434,26.6899,42,-2.83468,42,2.51068482646,2.51157980638,3.0
99.9085634198,35.5103,0.0802946116401,1000.0,154.664125561,0.287536,0.0366913,951.090909091,2.60637,6.95460379551,36.0,462.0,10.2040816327,2.61068,27.0882,43,-2.92615,43,2.60661143351,2.60750418122,3.0
92.5985467801,36.043,0.0900120920071,1000.0,377.113175239,0.267966,0.0459288,758.285714286,2.67456,16.8391981326,102.0,84.0,15.4375,2.67855,27.3218,44,-3.01423,44,2.67515465028,2.6763286683,3.0
99.9956828753,36.4198,0.0902455763056,1000.0,0.0,0.292765,0.046667,1000.0,2.76337,13.9966544606,72.0,1000.0,15.1818181818,2.76862,27.4822,45,-3.09911,45,2.76344229145,2.76541077366,3.0
75.8735258112,36.8388,0.090551809721,548.0,106.893114516,0.294287,0.0481915,177.0,2.83693,13.3719853958,80.0,73.0,12.8974358974,2.84161,27.6535,46,-3.19864,46,2.83744102538,2.83941566792,3.0
99.9956828753,37.3777,0.0920912067721,1000.0,0.0,0.322481,0.0515844,1000.0,2.92118,8.50739692674,45.0,1000.0,11.0444444444,2.92599,27.8326,47,-3.28358,47,2.92138121115,2.92316484177,3.0
99.9956828753,37.9217,0.104147589596,1000.0,0.0,0.241555,0.0644032,1000.0,2.99018,9.68165504676,50.0,1000.0,11.2333333333,2.99626,28.1663,48,-3.36588,48,2.99059747196,2.99210305453,3.0
99.9956828753,38.5072,0.102067578192,1000.0,0.0,0.285942,0.0613791,1000.0,3.07986,7.48874686713,54.0,1000.0,10.5157894737,3.08563,28.2828,49,-3.46617,49,3.08032146808,3.0821000945,3.0
99.9956828753,39.0328,0.100549859711,1000.0,0.0,0.402041,0.0614389,1000.0,3.15961,8.58940281113,44.0,1000.0,10.4361702128,3.16585,28.5394,50,-3.54803,50,3.15954183617,3.16183757766,3.0
99.9956828753,39.5729,0.101953770873,1000.0,0.0,0.295792,0.0608308,1000.0,3.23197,10.8536445492,51.0,1000.0,13.28,3.23704,28.7767,51,-3.63889,51,3.23238560023,3.23449867192,3.0
99.9956828753,40.0821,0.106613322374,1000.0,0.0,0.25046,0.0676097,1000.0,3.3122,6.61606947192,28.0,1000.0,10.099009901,3.3183,28.9113,52,-3.7212,52,3.31266791612,3.31515731117,3.0
99.9956828753,40.5704,0.112077911111,1000.0,0.0,0.383376,0.069951,1000.0,3.40311,9.62665570175,49.0,1000.0,12.55,3.41031,29.1522,53,-3.82381,53,3.40341418455,3.40606031631,3.0
99.9956828753,40.9677,0.119100054811,1000.0,0.0,0.331165,0.0836565,1000.0,3.49016,11.268734401,61.0,1000.0,11.375,3.49792,29.3652,54,-3.9262,54,3.49085489311,3.49368186676,3.0
99.9956828753,41.4478,0.115902917281,1000.0,0.0,0.312367,0.0836159,1000.0,3.55055,9.98804627391,62.0,1000.0,11.734939759,3.55648,29.4328,55,-4.00847,55,3.55038550453,3.5526283283,3.0
99.9956828753,42.0261,0.11880244134,1000.0,0.0,0.231381,0.089851,1000.0,3.64855,10.0426184373,44.0,1000.0,11.4494382022,3.65451,29.7333,56,-4.1128,56,3.64928376956,3.65086260524,3.0
99.9956828753,42.3073,0.124700281047,1000.0,0.0,0.239384,0.0864137,1000.0,3.73065,10.6357172173,55.0,1000.0,11.9761904762,3.73841,29.9024,57,-4.2045,57,3.73124070325,3.73326196845,3.0
99.9956828753,42.8476,0.121147132599,1000.0,0.0,0.262136,0.0874911,1000.0,3.82982,11.0512523053,49.0,1000.0,12.8461538462,3.8367,30.1249,58,-4.30157,58,3.83028368651,3.83206959099,3.0
99.9956828753,43.3026,0.126219827927,1000.0,0.0,0.104603,0.095733,1000.0,3.90579,12.4377485696,64.0,1000.0,13.2432432432,3.91353,30.2012,59,-4.39296,59,3.90574759714,3.90799067084,2.0
99.9956828753,43.8412,0.12975178497,1000.0,0.0,0.0723743,0.103242,1000.0,3.9839,9.55961651759,45.0,1000.0,12.2891566265,3.99281,30.3571,60,-4.46529,60,3.98428134797,3.98732190028,3.0
99.9956828753,44.3099,0.125328629482,1000.0,0.0,0.19806,0.0993804,1000.0,4.06928,8.05059413784,37.0,1000.0,10.3541666667,4.0764,30.5999,61,-4.56591,61,4.06984971417,4.07236729268,2.0
99.9956828753,44.5381,0.141783667,1000.0,0.0,0.195826,0.120704,1000.0,4.13735,8.62618662906,42.0,1000.0,10.206185567,4.14531,30.7779,62,-4.63376,62,4.13791953189,4.14015465599,3.0
99.9956828753,44.9847,0.13192871456,1000.0,0.0,0.150989,0.107072,1000.0,4.21738,8.85880900897,53.0,1000.0,10.5744680851,4.22584,30.9915,63,-4.72895,63,4.21777036193,4.21949372499,3.0
99.9956828753,45.3919,0.148481144299,1000.0,0.0,0.0893721,0.128583,1000.0,4.29541,8.46109801475,38.0,1000.0,10.5051546392,4.30331,31.0877,64,-4.81902,64,4.29593704617,4.29672376769,3.0
99.9956828753,45.7899,0.136535563323,1000.0,0.0,0.136583,0.114592,1000.0,4.37069,14.8925131202,92.0,1000.0,14.0422535211,4.37707,31.2541,65,-4.90536,65,4.37117809615,4.37210506896,3.0
99.9956828753,46.1658,0.145471454986,1000.0,0.0,0.201754,0.132279,1000.0,4.44536,10.0906482697,53.0,1000.0,12.2784810127,4.45324,31.3723,66,-4.98274,66,4.44588762942,4.44673093279,3.0
99.9956828753,46.5806,0.14793572025,1000.0,0.0,0.213235,0.13151,1000.0,4.51425,11.5003914181,46.0,1000.0,13.3684210526,4.52287,31.5532,67,-5.0554,67,4.51469132471,4.51594691467,3.0
99.9956828753,47.0723,0.146462896679,1000.0,0.0,0.132872,0.135917,1000.0,4.59949,9.42674425406,45.0,1000.0,11.4886363636,4.60664,31.7486,68,-5.14357,68,4.59994573157,4.60127304338,3.0
99.9956828753,47.3897,0.157175750235,1000.0,0.0,0.175875,0.151765,1000.0,4.67018,12.7080029049,55.0,1000.0,12.987012987,4.68025,31.99,69,-5.21365,69,4.67042993199,4.67170083191,3.0
99.9956828753,47.7759,0.147929446112,1000.0,0.0,0.354397,0.140271,1000.0,4.7647,12.0562657043,66.0,1000.0,13.4324324324,4.77221,32.275,70,-5.31298,70,4.76493718931,4.76642126148,3.0
99.9956828753,48.1468,0.164066392859,1000.0,0.0,0.23024,0.157406,1000.0,4.81753,13.1851063447,78.0,1000.0,13.9861111111,4.82722,32.4578,71,-5.39512,71,4.81786843581,4.81901463942,3.0
99.9956828753,48.486,0.159141987677,1000.0,0.0,0.222195,0.154661,1000.0,4.90127,11.4313233845,48.0,1000.0,13.3611111111,4.91044,32.7018,72,-5.4816,72,4.90191173643,4.90305632468,3.0
99.9956828753,48.9615,0.158759878031,1000.0,0.0,0.248382,0.15625,1000.0,4.96698,12.7289762031,58.0,1000.0,13.6973684211,4.97636,32.9135,73,-5.55772,73,4.96696891933,4.96796607815,3.0
99.9956828753,49.3741,0.157396252095,1000.0,0.0,0.278622,0.160381,1000.0,5.05227,11.5525362475,49.0,1000.0,12.1625,5.0612,33.1265,74,-5.64326,74,5.05280647673,5.05415049646,3.0
99.9956828753,49.6886,0.168498575547,1000.0,0.0,0.241582,0.169978,1000.0,5.12079,14.3379174848,69.0,1000.0,14.338028169,5.13167,33.4428,75,-5.74162,75,5.12115843547,5.12317578186,3.0
99.9956828753,50.077,0.167512992475,1000.0,0.0,0.117823,0.164489,1000.0,5.2279,12.5360159309,73.0,1000.0,12.3414634146,5.23823,33.5509,76,-5.84713,76,5.22856645839,5.23051093983,3.0
99.9956828753,50.472,0.172482403882,1000.0,0.0,0.0884379,0.182214,1000.0,5.3213,12.9135180388,78.0,1000.0,13.4324324324,5.33282,33.7714,77,-5.92426,77,5.32150611733,5.32363760383,3.0
99.9956828753,50.708,0.170185744542,1000.0,0.0,0.227212,0.181473,1000.0,5.38096,14.0120489149,69.0,1000.0,15.4307692308,5.39305,33.9733,78,-6.0115,78,5.38134810756,5.38270772508,3.0
99.9956828753,51.1631,0.186177454193,1000.0,0.0,0.282836,0.213567,1000.0,5.47555,11.5635062866,74.0,1000.0,12.2962962963,5.48715,34.1412,79,-6.11189,79,5.47641274401,5.478037405,3.0
99.9956828753,51.4444,0.179428992486,1000.0,0.0,0.197754,0.197538,1000.0,5.55881,12.5752801598,57.0,1000.0,14.0563380282,5.56919,34.3232,80,-6.19403,80,5.55909879126,5.56067746256,3.0
99.9956828753,51.8921,0.174114411485,1000.0,0.0,0.118044,0.181655,1000.0,5.62885,11.5274646923,59.0,1000.0,13.025974026,5.63901,34.4596,81,-6.27996,81,5.62889859412,5.63076835445,3.0
99.9956828753,52.145,0.182482484585,1000.0,0.0,0.139923,0.204121,1000.0,5.7141,7.68241987768,50.0,1000.0,9.79591836735,5.72488,34.6054,82,-6.35643,82,5.71443331014,5.71626094668,3.0
99.9956828753,52.4517,0.189552591061,1000.0,0.0,0.135011,0.224647,1000.0,5.77998,12.7384614634,67.0,1000.0,11.6629213483,5.79326,34.8017,83,-6.44192,83,5.78084777253,5.78251569835,3.0
99.9956828753,52.7441,0.187058780053,1000.0,0.0,0.169442,0.208602,1000.0,5.84777,10.2621794405,67.0,1000.0,12.7631578947,5.85993,34.8688,84,-6.54075,84,5.84826063655,5.85047472375,3.0
99.9956828753,53.1574,0.193303719953,1000.0,0.0,0.162106,0.236163,1000.0,5.95858,10.1863846372,52.0,1000.0,13.9315068493,5.97076,34.9677,85,-6.65348,85,5.95916657652,5.96160151637,3.0
99.9956828753,53.4515,0.18702481025,1000.0,0.0,0.237219,0.22898,1000.0,6.03853,11.5585157289,62.0,1000.0,14.323943662,6.05218,35.1033,86,-6.72743,86,6.03858558389,6.04022602207,3.0
99.9956828753,53.7155,0.19516038413,1000.0,0.0,0.350414,0.252354,1000.0,6.14547,9.602029713,39.0,1000.0,15.640625,6.15921,35.1213,87,-6.82645,87,6.14608521878,6.14862882981,3.0
99.9956828753,54.0447,0.189876020592,1000.0,0.0,0.222164,0.236791,1000.0,6.24886,12.1393982649,46.0,1000.0,15.703125,6.2627,35.2211,88,-6.93721,88,6.249609144,6.25234139845,3.0
99.9956828753,54.3089,0.195629809716,1000.0,0.0,0.127351,0.254999,1000.0,6.31224,19.1188179219,85.0,1000.0,20.2127659574,6.32666,35.3854,89,-7.03772,89,6.31273231056,6.31641381403,2.0
75.3664890147,54.5876,0.190741071622,238.0,16.5469776435,0.0978327,0.23868,140.444444444,6.40348,15.4162045194,61.0,134.0,20.2156862745,6.41639,35.4895,90,-7.14029,90,6.40421375644,6.4071067679,3.0
93.1530114571,54.985,0.203380238189,461.0,59.0240064155,0.130619,0.283878,281.666666667,6.52467,16.2718302885,78.0,225.0,15.40625,6.53671,35.6297,91,-7.25779,91,6.52551554314,6.52759067397,3.0
89.1071618012,55.4245,0.194634002325,322.0,31.6812520017,0.130269,0.260645,226.377777778,6.64949,17.3220796488,73.0,142.0,15.765625,6.6623,35.689,92,-7.40572,92,6.64977034917,6.65322204303,3.0
92.4703572836,55.6752,0.214894264399,444.0,64.3426047156,0.100928,0.298578,273.594594595,6.73211,13.7888630866,59.0,215.0,14.7971014493,6.74778,35.7621,93,-7.51767,93,6.73255217465,6.73586403656,3.0
82.6234558826,55.9559,0.223927445203,247.0,41.6640082899,0.17181,0.324346,182.763636364,6.89688,16.5901682431,74.0,132.0,14.5373134328,6.91038,35.8907,94,-7.69648,94,6.89800322344,6.90015782609,3.0
90.5190128485,56.3882,0.207411345806,336.0,38.3286598748,0.167458,0.285021,240.904761905,6.99202,14.107409116,58.0,147.0,13.6216216216,7.00372,35.9711,95,-7.81416,95,6.99201119247,6.99335632042,3.0
76.5584547136,56.6854,0.226779315744,249.0,39.6254911643,0.185514,0.315558,150.701492537,7.14015,11.548001754,48.0,126.0,12.9487179487,7.15354,36.0821,96,-7.97979,96,7.14164576262,7.14256732843,3.0
74.6692893652,57.0521,0.229889977836,147.0,6.55059814152,0.190041,0.361899,136.851351351,7.24562,15.1623989093,83.0,111.0,14.0144927536,7.25898,36.2056,97,-8.11587,97,7.24566809354,7.24644566973,3.0
74.4661331334,57.3599,0.223849622815,141.0,3.7530849254,0.149137,0.327815,135.905405405,7.42502,14.515644766,59.0,120.0,15.2686567164,7.43929,36.2684,98,-8.27353,98,7.42666582371,7.42802281647,3.0
65.0501689407,57.7957,0.224924055813,222.0,42.1486299503,0.143399,0.339583,113.179775281,7.56171,11.7599501213,57.0,58.0,12.7341772152,7.5768,36.4162,99,-8.45142,99,7.5623246146,7.56397697818,3.0
76.5833062147,58.1139,0.239815906295,231.0,11.7540179843,0.216988,0.381261,145.014285714,7.71891,12.5352762929,59.0,133.0,12.8227848101,7.73551,36.6076,100,-8.63822,100,7.7201781302,7.72198065664,3.0
75.8061915523,58.3798,0.247356766073,237.0,12.0357036796,0.28343,0.415918,141.76056338,7.87807,13.0407997803,53.0,130.0,12.7435897436,7.895,36.7774,101,-8.78488,101,7.87869453437,7.87975697285,3.0
48.2836761314,58.6638,0.249008252039,162.0,38.4885743714,0.224311,0.43671,72.15,7.96813,12.3189111099,65.0,39.0,11.7176470588,7.98632,36.8402,102,-8.90681,102,7.96952651542,7.97151309251,3.0
74.7041436961,58.9832,0.252807423046,149.0,5.75708982668,0.189579,0.42337,136.932432432,8.15831,10.8997961245,55.0,123.0,12.8333333333,8.17522,36.9619,103,-9.11164,103,8.15974772955,8.16154637104,3.0
85.7133370548,59.313,0.252754003421,326.0,46.0774749123,0.155747,0.453353,204.734693878,8.30788,15.9902271103,88.0,131.0,13.6486486486,8.32346,37.1306,104,-9.29458,104,8.30838310842,8.31027650498,3.0
93.5882714522,59.695,0.253841397329,755.0,165.391485069,0.105583,0.44546,353.7,8.47032,14.5893248526,63.0,159.0,14.2794117647,8.48764,37.2793,105,-9.46999,105,8.47142982832,8.4728435809,3.0
99.9956828753,59.9969,0.279071166622,1000.0,0.0,0.34595,0.51717,1000.0,8.63684,16.9874354821,68.0,1000.0,16.868852459,8.65842,37.4451,106,-9.63994,106,8.63783527342,8.6402443651,3.0
99.9956828753,60.2933,0.270024615456,1000.0,0.0,0.169873,0.500876,1000.0,8.7789,15.4562516247,73.0,1000.0,14.3,8.79658,37.5755,107,-9.83866,107,8.7802212733,8.7827353183,3.0
72.2155065282,60.6217,0.271294801612,1000.0,346.146786488,0.291444,0.499128,328.909090909,8.95625,15.2076389926,84.0,45.0,13.0410958904,8.97475,37.7177,108,-9.99938,108,8.95713295848,8.95874856362,2.0
99.9956828753,60.9478,0.272102552139,1000.0,0.0,0.223746,0.517267,1000.0,9.08816,13.7376303957,65.0,1000.0,13.7466666667,9.10686,37.8394,109,-10.1579,109,9.08832594552,9.09059488128,3.0
99.9956828753,61.3703,0.277486942533,1000.0,0.0,0.236098,0.562178,1000.0,9.24831,15.0601755929,87.0,1000.0,13.5333333333,9.26575,37.967,110,-10.3435,110,9.24902382241,9.25192726673,3.0
99.9956828753,61.7188,0.294876158387,1000.0,0.0,0.341093,0.592918,1000.0,9.40067,16.8020240592,83.0,1000.0,15.5806451613,9.42366,38.0677,111,-10.53,111,9.40246927922,9.40506491878,3.0
99.9956828753,61.992,0.294468350145,1000.0,0.0,0.27362,0.621031,1000.0,9.5712,18.52789325,110.0,1000.0,15.3333333333,9.59193,38.2498,112,-10.682,112,9.57162549553,9.57353136032,3.0
99.9956828753,62.411,0.29202398239,1000.0,0.0,0.23163,0.595368,1000.0,9.74132,22.1445754582,129.0,1000.0,16.8666666667,9.76191,38.3987,113,-10.8513,113,9.74200403371,9.74410474201,3.0
99.9956828753,62.6594,0.297464185968,1000.0,0.0,0.326656,0.643956,1000.0,9.86252,15.2217492548,103.0,1000.0,12.7594936709,9.88403,38.5931,114,-11.0084,114,9.86424314849,9.86619026939,3.0
99.9956828753,63.0942,0.301952134606,1000.0,0.0,0.245399,0.674634,1000.0,9.99837,10.4231772238,48.0,1000.0,12.0609756098,10.0199,38.7102,115,-11.1374,115,10.0000278684,10.002022607,3.0
99.9956828753,63.2909,0.300028704126,1000.0,0.0,0.358258,0.639007,1000.0,10.1329,13.9587511868,61.0,1000.0,14.4428571429,10.1573,38.8395,116,-11.2884,116,10.1337839287,10.1367979316,3.0
99.9956828753,63.6317,0.305718222942,1000.0,0.0,0.374595,0.664705,1000.0,10.2494,14.1086937913,68.0,1000.0,14.4202898551,10.2696,39.009,117,-11.3904,117,10.2499946408,10.252373393,3.0
99.592807427,64.086,0.306862597926,1000.0,239.43090812,0.285814,0.695541,818.615384615,10.3924,10.9280392876,60.0,321.0,11.2471910112,10.4133,39.1361,118,-11.5588,118,10.3943679266,10.3968628646,3.0
99.9956828753,64.468,0.320267486324,1000.0,0.0,0.299038,0.707369,1000.0,10.4715,18.392542506,80.0,1000.0,17.5272727273,10.4958,39.2672,119,-11.6894,119,10.4721661589,10.4747599984,3.0
99.9956828753,64.7411,0.310505364969,1000.0,0.0,0.418487,0.691777,1000.0,10.6287,20.0337215714,95.0,1000.0,16.5,10.6522,39.3688,120,-11.8289,120,10.6300140863,10.6320803361,3.0
99.9956828753,65.1111,0.297865256947,1000.0,0.0,0.453379,0.633107,1000.0,10.7579,13.3971407211,56.0,1000.0,13.7368421053,10.7783,39.4014,121,-11.9836,121,10.75816354,10.7594020507,3.0
83.3900422077,65.447,0.304993852516,1000.0,429.754713979,0.61387,0.706007,644.941176471,10.873,17.511107586,68.0,63.0,16.8333333333,10.8946,39.5597,122,-12.0405,122,10.8746098667,10.8772751741,3.0
99.9956828753,65.7118,0.312641152795,1000.0,0.0,0.447834,0.725692,1000.0,10.935,18.9304191231,83.0,1000.0,18.5185185185,10.962,39.6471,123,-12.0918,123,10.9354851941,10.937867094,2.0
99.9956828753,65.9579,0.320682104354,1000.0,0.0,0.458012,0.760795,1000.0,10.9661,18.2812494549,85.0,1000.0,17.7857142857,10.9912,39.7044,124,-12.1432,124,10.9670580807,10.97087008,2.0
99.9956828753,66.1994,0.316769125687,1000.0,0.0,0.360231,0.764074,1000.0,11.0163,13.4081358984,62.0,1000.0,11.9512195122,11.0426,39.7989,125,-12.1882,125,11.0171542336,11.0211249529,3.0
99.9956828753,66.5208,0.310162914462,1000.0,0.0,0.397953,0.676308,1000.0,11.1183,13.3427590253,53.0,1000.0,13.4324324324,11.1445,39.8458,126,-12.2836,126,11.119105597,11.1244595735,2.0
99.9956828753,66.924,0.327207763399,1000.0,0.0,0.327453,0.825987,1000.0,11.1233,15.0566343925,78.0,1000.0,12.1547619048,11.1531,40.041,127,-12.3344,127,11.1236158358,11.1289933661,3.0
99.9956828753,67.342,0.333344139427,1000.0,0.0,0.489052,0.800988,1000.0,11.2239,9.81304444145,50.0,1000.0,10.8260869565,11.2505,40.1738,128,-12.4516,128,11.2253727797,11.230346212,3.0
99.9956828753,67.6434,0.310258015118,1000.0,0.0,0.508128,0.738731,1000.0,11.2746,15.3737719039,74.0,1000.0,14.776119403,11.3009,40.3363,129,-12.4943,129,11.2752849826,11.2818004925,3.0
82.4082365402,67.9245,0.332014973342,1000.0,430.36499356,0.617609,0.833632,618.176470588,11.3823,19.3522108431,114.0,64.0,16.5,11.4096,40.4344,130,-12.5552,130,11.3829464196,11.3875746838,3.0
99.9956828753,68.252,0.31191623037,1000.0,0.0,0.459988,0.774662,1000.0,11.4281,20.8752280929,109.0,1000.0,15.3846153846,11.4543,40.5434,131,-12.6444,131,11.4290014968,11.432905701,2.0
99.9956828753,68.5449,0.32964195175,1000.0,0.0,0.591814,0.8597,1000.0,11.4864,20.2694206282,101.0,1000.0,17.5660377358,11.5108,40.6575,132,-12.6859,132,11.4865825349,11.4895861462,2.0
