StdReturn,AverageEsReturn,Epoch,AverageReturn,PolicyRegParamNorm,AverageAbsY,AveragePolicySurr,AverageY,AverageQ,AverageAbsQ,MaxReturn,MinEsReturn,MaxEsReturn,AverageQLoss,MinReturn,StdEsReturn,QFunRegParamNorm,AverageAction,Iteration,AverageAbsQYDiff,AverageDiscountedReturn
91.8415263775,11.7932810898,36,-30.3816563734,24.4117,21.5855524808,-22.5605,20.5684336689,20.5613,21.5433,822.692188433,-42.4951983589,152.151727192,4.93675,-95.9005695366,59.5712793101,27.564,0.74209,36,1.26478385264,-13.429691021
156.432818255,53.8969692783,37,200.870983558,24.7412,22.4626336173,-23.4239,21.4888310836,21.4762,22.4299,637.014155489,-35.4745535664,364.967203141,5.50975,-8.93766296354,128.83491861,28.0634,0.788438,37,1.29259736384,77.3315697237
27.672082782,54.7470875738,38,297.147190809,25.0263,23.2873379592,-24.2305,22.3038085119,22.2967,23.2478,337.920926158,-37.0852765566,288.98205128,5.79157,183.088872372,124.55316738,28.5515,0.787295,38,1.36416144875,113.106385411
32.6856623425,186.225879216,39,334.59880369,25.3745,24.2446102082,-25.1207,23.2477383987,23.2365,24.202,410.694912862,-10.971194203,463.127962552,6.09545,271.555715218,154.644708468,29.1131,0.927047,39,1.42324508473,138.303554591
236.441608854,442.281945305,40,313.484275676,25.6748,25.5516382612,-26.5677,24.5604139892,24.5497,25.51,994.252442257,406.483153699,503.065046222,5.88483,23.0513562482,36.3846915274,29.5361,0.785326,40,1.43818613615,98.3918866995
385.239369761,312.987824139,41,365.945187915,26.0021,27.0229195274,-28.124,26.0578903354,26.0488,26.984,964.31612475,23.981022205,605.410563478,6.73723,-68.382460467,206.535301759,30.0897,0.780197,41,1.49839575528,65.6186420069
51.9676140484,225.687297777,42,343.707834513,26.3173,28.6433200281,-29.7854,27.6904574502,27.6804,28.6048,566.913968072,-14.6036214169,426.967634989,6.53888,260.335802775,185.711149785,30.6453,0.792799,42,1.53913621242,127.65893672
124.444788212,148.340083634,43,309.410537043,26.6185,29.8874419577,-31.0922,28.9610870371,28.9508,29.8471,744.080279357,44.0121454841,324.421679276,7.71947,26.1059119445,104.034987641,31.1903,0.836672,43,1.6254579028,116.086686429
334.638772023,241.887108857,44,476.768102527,26.9214,31.1199453092,-32.5551,30.2216450134,30.2128,31.0815,994.297902802,23.640057727,417.297873194,8.82279,151.369438916,176.484741928,31.7015,0.883683,44,1.71536158408,107.020360734
231.636349033,218.398533479,45,247.439588739,27.2502,32.4517467212,-33.7739,31.5600888296,31.5478,32.4195,980.99926842,10.9084987117,326.809068738,9.19622,-40.8324001718,107.712916697,32.167,0.822648,45,1.74465708996,80.4629510715
122.24569864,154.503203425,46,283.027141727,27.4927,33.9342565809,-35.2956,33.0832234295,33.0675,33.9013,563.671509487,16.0830768391,441.314998611,9.54405,30.0929807476,170.75266983,32.6935,0.808919,46,1.78780364658,103.8925743
344.35601126,147.380293998,47,398.645259563,27.8146,34.9490769201,-36.3049,34.1177510447,34.1039,34.914,960.317315839,-3.30240786146,304.917223413,10.7467,-52.4872120224,106.6695905,33.1734,0.861229,47,1.90121411604,86.2657385156
64.3009301937,154.678987859,48,276.732309449,28.1842,36.1650265427,-37.5852,35.3612643691,35.3449,36.1352,415.639109941,16.968011378,360.671080717,10.9155,116.432888395,121.224145919,33.6368,0.884743,48,1.93815311136,117.191333066
219.952179868,161.988768173,49,279.507393603,28.5334,37.2114065335,-38.6802,36.4211344657,36.4095,37.1842,1109.37167127,22.0572014252,463.886051124,10.8073,-5.97981931866,179.927949819,34.0505,0.815957,49,1.96468245098,85.6248044319
102.336790348,93.0222726579,50,120.945081734,28.8868,38.4519707543,-40.0088,37.6752890493,37.6573,38.4204,487.491132142,-19.7753323651,192.435165292,11.0904,-45.2883720972,70.5943743467,34.5177,0.859368,50,1.98346870744,63.52361629
102.135598041,141.066679792,51,238.492438036,29.1434,39.5452670253,-41.1095,38.7953336269,38.7874,39.5182,497.83502813,11.7341727277,501.731186966,12.0463,-1.35484253751,183.3118405,34.9485,0.808051,51,2.08482835086,88.796660476
234.815798169,129.980900869,52,519.737012344,29.4781,40.9312301313,-42.4611,40.1796381263,40.1581,40.8889,1023.6541558,-10.9898110054,445.851758197,13.6987,97.4175737829,151.923265479,35.3828,0.849713,52,2.1950636477,111.408594359
245.863332007,304.304386174,53,552.909364023,29.7975,42.0883184199,-43.7993,41.3632034552,41.3439,42.0493,892.236087859,127.490054073,462.968726913,14.9336,6.97919306199,158.68764246,35.8457,0.833484,53,2.24067318273,95.6121115336
215.466653432,175.881094265,54,177.524162428,30.0997,43.3210155996,-45.0685,42.6162798455,42.6037,43.2786,960.035220673,-32.4156085138,461.241477323,14.2819,-2.00665373153,167.966751565,36.2012,0.832483,54,2.24858913724,70.2467088129
128.945193507,205.076364821,55,175.898402086,30.3624,44.7847056821,-46.5214,44.1245059357,44.1096,44.752,962.63709672,65.1113717205,321.744308844,15.7253,13.5499270506,96.8405030004,36.5973,0.839034,55,2.37205708152,80.8040480096
253.383489765,64.1252176981,56,654.329663322,30.6358,45.9260259356,-47.6022,45.2821400395,45.2656,45.8977,876.840259366,1.57477259697,169.450490506,16.2197,12.7753521723,55.1439330441,37.0342,0.871877,56,2.38544176203,83.5514185013
181.173451666,336.26449588,57,265.143703373,30.9314,47.2216486941,-49.1377,46.6310992049,46.6109,47.1902,916.152303377,206.737025324,413.991588899,17.3251,30.0798182459,92.1993234444,37.505,0.843432,57,2.45547946355,94.1503075046
204.263197078,250.375320215,58,314.612439105,31.2304,49.0424122129,-50.8949,48.5024838398,48.4873,49.0128,729.393662844,95.6179262517,493.22211938,17.0108,-18.0866783784,119.408548937,37.8767,0.835353,58,2.51265545679,78.0842267181
108.831366501,256.425901038,59,222.680049836,31.5297,50.4804109682,-52.4403,49.9694565783,49.9492,50.4535,475.923274683,136.30160252,353.960908523,18.7345,20.978296824,79.1256388065,38.2686,0.830253,59,2.57726276633,101.486491585
95.8671363872,198.427805824,60,340.235558893,31.8825,51.6119862712,-53.6261,51.1192911575,51.098,51.573,694.443506005,71.6537422735,364.77318222,18.8581,141.669810277,104.325052795,38.6271,0.854679,60,2.57867180391,134.617918514
165.951290586,325.077526279,61,306.281309824,32.1889,53.2958386642,-55.3106,52.8729122986,52.8514,53.2721,811.275005905,23.6043129378,574.947081764,20.0919,164.622536599,196.279128571,39.0403,0.830943,61,2.66280568064,114.405728776
56.1426940194,453.713602605,62,386.919841338,32.515,54.3652729236,-56.5555,53.9543395842,53.9327,54.3452,531.319292176,418.814969392,518.08721195,19.3405,223.154942825,45.5728369327,39.4122,0.873944,62,2.66084491755,132.553037398
57.2892944945,215.123678825,63,337.402107112,32.8056,55.9493020261,-58.2243,55.5716663552,55.5536,55.9244,503.128761223,16.8914866786,419.660942036,21.4527,170.673147852,140.671530322,39.8014,0.866923,63,2.75796887589,133.439657259
72.574607556,464.399575742,64,373.241028704,33.0592,57.9443635849,-60.2459,57.6020456072,57.5816,57.9238,499.208738843,227.179745582,707.062904245,21.8009,57.1758084815,175.336649414,40.1978,0.848503,64,2.76908740644,141.202414714
165.649111274,269.921491924,65,375.798811233,33.3385,59.4419028771,-61.8828,59.120547482,59.1012,59.4221,970.658010698,22.6600805836,453.708677313,21.3243,28.8658046268,134.528122296,40.559,0.773962,65,2.78430475804,131.256113645
135.412406635,165.766770999,66,303.914892814,33.5769,60.7921441549,-63.3749,60.4979405734,60.4799,60.7769,723.90506496,49.8476976364,385.348325741,22.8732,116.142593004,95.230185806,40.9477,0.781956,66,2.88305447913,127.215139436
101.077123599,164.481656066,67,354.606009812,33.7955,62.6208863908,-65.2502,62.3446254005,62.3198,62.6114,656.500369834,2.99763394159,356.211230198,25.9183,27.4083653477,130.500575188,41.3272,0.776435,67,2.97538194744,127.478057546
190.78771475,215.467208735,68,318.842669241,34.0245,64.7155839073,-67.3695,64.4478469897,64.4205,64.6991,801.432873331,7.64450341618,518.601364764,23.0229,23.9442333963,163.7934125,41.676,0.764661,68,2.92575285675,94.2416506728
75.1915520484,185.42775582,69,243.700824336,34.2895,66.188420496,-68.843,65.9197045496,65.9022,66.181,448.989968273,20.6595282651,363.784051504,25.566,69.8486074952,116.657603728,42.0178,0.765188,69,2.98526815312,113.904468475
97.2852375875,126.901756371,70,195.571742624,34.5307,68.0923122354,-70.8356,67.8585303369,67.8349,68.0711,495.166788981,2.05918137737,248.973989097,26.5666,78.954731536,85.2806003437,42.2769,0.721479,70,3.00928511031,99.2252244801
153.47280734,268.426023005,71,313.429256044,34.7531,69.6662215335,-72.4617,69.4474729779,69.4242,69.6582,882.912655524,19.740450248,529.842990891,28.2045,78.5993905584,166.623475941,42.6293,0.751684,71,3.09909976416,100.128084283
230.795604285,157.545954854,72,352.833360761,34.9411,71.6138657786,-74.4147,71.4247550196,71.4018,71.606,1358.72794782,6.34986906593,369.658537794,27.894,99.9978228621,132.422389704,42.9598,0.73945,72,3.13236067522,111.341301658
51.8513308241,85.5982406818,73,162.317919561,35.176,72.9323786426,-75.8271,72.7717875359,72.7484,72.9265,471.125605933,-17.5161540074,262.633815811,25.9724,97.8833153218,89.5989803795,43.2655,0.811168,73,3.10892373336,92.8256546106
115.924811444,88.663701547,74,300.976475686,35.3954,74.8949442615,-77.8873,74.7420336649,74.7123,74.8873,733.934203423,1.23347880614,343.61728243,31.1961,146.494925473,114.546151634,43.5654,0.794178,74,3.23050350028,120.137612682
119.319210573,160.125208371,75,260.014359589,35.6308,76.5040828745,-79.3699,76.366025317,76.3347,76.4857,672.758499353,-7.86397594498,319.697434899,32.9603,38.9370845776,113.205406385,43.8631,0.752158,75,3.26601505206,103.883549298
104.077919603,290.247358516,76,290.75187965,35.8486,78.0647237058,-80.9898,77.9260299734,77.9073,78.0613,632.677692212,34.1796322452,609.576779939,32.3542,154.610082551,238.226438379,44.2066,0.761034,76,3.23547670152,116.422715563
163.062771631,147.079547698,77,387.254528621,36.032,79.8480349226,-82.9114,79.7447421331,79.7161,79.8368,886.702498257,9.24872999849,369.744997589,30.0925,158.97437927,120.0921308,44.5294,0.788641,77,3.26209697703,124.230582004
75.8301462335,157.760420452,78,230.068822314,36.2445,81.4920485764,-84.6019,81.3770702878,81.3434,81.4699,520.649452254,15.721649186,295.866680965,33.917,110.44620964,89.1997712647,44.7707,0.794911,78,3.30750838358,107.648972602
205.54149147,135.976473821,79,410.683784167,36.4215,83.1423336838,-86.3328,83.0441267094,83.0178,83.1255,1087.09987413,2.19922326875,255.282088571,32.1609,142.574385459,92.1315929625,45.0977,0.816911,79,3.30121685927,121.863798883
199.073314991,102.449726465,80,331.040826373,36.6458,84.6657963102,-87.8689,84.5635848677,84.5318,84.6542,927.667690382,3.44921487266,433.65291337,32.6213,72.4354847704,136.015924673,45.4026,0.840817,80,3.34162060748,113.857332442
304.126834302,148.829396535,81,312.2324777,36.8195,86.7340982631,-89.8877,86.6386283751,86.6151,86.7318,1078.83233873,4.99757384512,337.309037673,33.0793,7.19992787113,105.061050345,45.7073,0.8027,81,3.33862837755,83.9223183881
252.638468736,133.598069242,82,365.053016504,37.0108,88.0643374252,-91.2882,87.9702106068,87.9392,88.057,1099.37638933,6.69600573543,365.145140159,36.7887,62.8872405076,122.57582393,46.0126,0.841825,82,3.46152799421,115.338146107
51.2601128486,109.613478092,83,175.159048269,37.1963,89.694335122,-93.0527,89.6035680978,89.5779,89.693,368.780689982,4.34456252401,401.442281617,35.7659,108.765624242,125.54679299,46.2868,0.85225,83,3.45399420824,96.72503891
105.457977098,103.059412092,84,144.539582008,37.4187,91.5723419184,-95.027,91.4983141123,91.4656,91.5644,452.917834353,-0.143534038184,460.115976448,36.0689,-14.392413976,151.594563152,46.5828,0.843898,84,3.4249260735,73.1247643842
40.304619536,122.771406932,85,183.093218137,37.6387,93.2492392808,-96.6883,93.1781564025,93.1434,93.2369,343.749068012,0.405340276377,418.467908358,37.341,124.794573884,133.34206262,46.9159,0.847294,85,3.49759459191,96.0511530491
157.505126264,159.480050811,86,385.007442139,37.8489,95.0632852308,-98.52,94.9984061571,94.9763,95.0557,1030.81358448,29.2130844271,343.428698269,37.6046,178.226383908,110.400239427,47.1996,0.853401,86,3.4935115087,135.13544834
155.971235076,227.694683357,87,348.697004381,38.0192,96.9902319097,-100.458,96.9258529613,96.893,96.978,898.650564169,23.4937180898,415.012074735,40.4705,183.383328625,138.107994603,47.5295,0.86881,87,3.61291199419,126.137996522
252.133291437,142.898992129,88,416.416669627,38.2294,98.3963984946,-101.914,98.3299831955,98.3068,98.3917,802.510505027,0.952421784725,302.83639825,38.2848,13.567110708,105.131568143,47.8475,0.846216,88,3.57258922219,88.5809254514
53.2131736629,193.906546782,89,258.427599139,38.4284,99.8646459092,-103.585,99.8071918543,99.7746,99.8548,380.869089272,29.9473019071,319.859305643,38.9327,164.324794184,89.7651341718,48.1484,0.868878,89,3.6456921611,116.253011239
32.7049562215,236.013696355,90,181.777491101,38.6003,102.050489595,-105.57,101.993356935,101.959,102.042,299.067369024,5.32444408947,505.147925027,39.908,137.870595637,155.294877185,48.4409,0.855307,90,3.59052462361,102.427095923
127.313499883,172.386082398,91,200.998858146,38.8069,103.360796299,-107.104,103.305769943,103.281,103.363,981.227310578,102.757179076,225.104018707,42.9559,124.675055095,38.7544325482,48.7545,0.863102,91,3.68748521882,99.359254967
107.165450651,83.8456279181,92,221.053188228,39.0306,104.885093249,-108.603,104.831092323,104.797,104.883,896.909286343,7.34517912909,257.26532519,41.0994,120.805348825,86.2260317257,49.078,0.86746,92,3.7196956298,101.793071805
110.34699645,139.047764409,93,251.45843682,39.2371,106.199914294,-109.668,106.149429093,106.131,106.202,591.623342633,2.19582154211,294.652333389,41.165,130.115549877,104.275580842,49.3406,0.86459,93,3.65682242525,110.635206282
145.892439235,194.945490196,94,239.841852987,39.3947,107.959947081,-111.481,107.914915553,107.884,107.952,787.236393987,1.96906091767,437.790761282,40.0732,103.038202926,153.009914905,49.6436,0.833961,94,3.68743159762,88.2784460675
110.222412166,283.887115599,95,129.404242703,39.6151,109.240127287,-112.799,109.193459669,109.174,109.251,407.353087984,126.579993894,503.858885337,40.1847,-16.2928936638,162.832963022,49.8879,0.830309,95,3.64105373385,51.4823655027
137.899234513,89.8082926424,96,181.705371961,39.7778,110.717346623,-114.204,110.671150903,110.637,110.713,499.856577729,9.91015474817,236.913705895,40.6581,-51.9543242495,91.431309496,50.1738,0.843727,96,3.67196839927,63.2148328173
195.622108457,214.407385545,97,112.42815569,39.959,112.378954862,-115.857,112.334417803,112.316,112.394,755.752570636,49.6671798214,399.909281159,50.5561,-43.0288604685,123.941058645,50.5206,0.839769,97,3.9017480315,26.174313321
240.72927312,35.633037983,98,366.401450803,40.115,113.596606967,-117.117,113.547437066,113.514,113.597,975.466041164,-22.046466553,190.684379693,45.8308,106.230599544,59.5841483023,50.8212,0.838998,98,3.82161499118,94.2655581383
160.294111348,70.524556998,99,360.492410616,40.3076,114.652703443,-118.125,114.605898398,114.572,114.651,857.511942047,-39.6781335601,268.419266282,42.598,110.691834585,85.5629430646,51.1098,0.868251,99,3.7585757755,99.4319908301
157.709941091,47.0925189015,100,274.610432882,40.5089,115.837318569,-119.314,115.795293658,115.778,115.845,737.82967807,-6.82555888103,235.802181412,47.3562,-16.8944228137,67.721142926,51.3478,0.855416,100,3.78784088725,96.9110732299
187.386275738,88.1656484074,101,256.99135997,40.6476,116.853225371,-120.473,116.812809617,116.769,116.837,763.256401328,0.692044570065,342.902116561,42.364,38.9517115409,107.75885569,51.6481,0.848639,101,3.72146082485,84.0660929991
96.9672411373,92.7167081718,102,257.027817374,40.8175,118.444603493,-122.003,118.402532674,118.388,118.456,586.936165273,-40.2339560326,300.857824156,48.5942,116.206717801,106.409987022,51.9303,0.861125,102,3.87271996212,109.54613357
96.0075403577,235.850110199,103,236.377913868,40.9995,119.535479653,-123.043,119.480919432,119.452,119.526,494.007532834,49.2234504017,782.885768531,41.634,53.9058917559,252.029553431,52.2307,0.825951,103,3.74206330772,94.1671944085
164.905636753,95.2609176058,104,334.246433207,41.1695,120.606704489,-124.153,120.560038046,120.534,120.611,836.641917663,-30.1373382787,285.565752125,50.5354,117.73760876,114.822517211,52.5126,0.876542,104,3.94117426207,109.418281826
98.396560732,115.71807905,105,124.668328722,41.4007,121.534838293,-125.022,121.470180154,121.447,121.536,372.921762629,5.76246105906,316.727553356,48.5073,-106.780693541,86.6741047236,52.7676,0.870218,105,3.87295592053,45.461662097
90.9473545069,160.575149054,106,215.874281187,41.5741,122.899279474,-126.281,122.833495132,122.806,122.901,416.165587747,-2.01078381189,485.552093737,49.9531,79.7453488155,154.836608424,53.0525,0.898514,106,3.92317516499,102.648617131
107.262497873,169.477113269,107,230.218100285,41.744,123.914778715,-127.329,123.837632835,123.8,123.915,585.564395314,2.18380747618,516.023368209,52.3049,116.552678617,179.930196239,53.3124,0.847984,107,4.00264927479,99.457712407
87.7429642837,103.176992781,108,208.499706132,41.8846,124.871741725,-128.268,124.801334905,124.777,124.876,498.740257236,21.3879938352,212.665315001,49.3076,46.6912535274,64.6126778281,53.6022,0.882344,108,3.92510471951,89.8345115809
65.1606097702,177.169671269,109,181.727354738,42.0155,126.015976599,-129.38,125.954847515,125.926,126.02,355.673699518,2.41032464703,493.335006241,54.3387,90.5622395154,164.412199442,53.9222,0.883045,109,4.01829601759,96.9219025281
76.549639298,106.052252572,110,264.771452758,42.2058,127.062063381,-130.38,126.986100173,126.963,127.082,473.114720627,12.6294087319,482.058969419,54.7726,113.607589433,129.726681426,54.1928,0.889558,110,4.03241228776,109.135320198
103.40083589,142.931939451,111,298.80502061,42.3789,127.986722172,-131.471,127.918062452,127.89,127.995,636.710641286,13.4175145721,258.373777328,47.6706,107.332691972,101.289723659,54.3911,0.869904,111,3.9333728013,102.018291518
