AverageEsReturn,Iteration,PolicyRegParamNorm,AverageAbsY,StdReturn,QFunRegParamNorm,AveragePolicySurr,AverageDiscountedReturn,AverageAbsQ,AverageY,AverageAction,MaxEsReturn,StdEsReturn,AverageQ,MinEsReturn,AverageQLoss,Epoch,AverageAbsQYDiff,MaxReturn,MinReturn,AverageReturn
240.085683152,36,28.6994,44.5976962322,6.60967929554,37.1978,-46.5244,146.880200787,44.6107,44.5833929452,0.825537,361.312635044,78.4192887775,44.5731,67.0016360548,7.49672,36,1.25198670796,286.876471449,256.761699726,270.492789454
256.151873283,37,28.9639,46.8468503468,6.26265761323,37.8913,-48.8643,148.152033349,46.8571,46.8340996979,0.760412,304.56483036,75.3023846558,46.824,65.4311521155,8.98109,37,1.28632988769,288.512321983,255.622222396,275.378396984
302.472567632,38,29.2901,48.9707542679,6.12035746981,38.708,-51.1721,142.871149268,48.9853,48.9598571693,0.798183,554.723858034,98.882759668,48.9508,215.123296258,10.3798,38,1.41437857995,276.232319074,249.508777346,259.385653373
172.088797517,39,29.5077,51.2248212394,6.40416140173,39.5134,-53.4298,147.180397772,51.2357,51.2134671062,0.713076,293.267655407,84.4751687579,51.2051,39.9887364476,10.1453,39,1.40200622052,297.244829678,265.353329515,282.45231469
220.481679676,40,29.7442,53.5568758612,20.7936011786,40.2086,-55.7233,149.179823711,53.5725,53.5458777775,0.704296,454.61164737,124.730386325,53.5364,20.0905301954,10.1971,40,1.41981616759,332.585892877,247.561189204,280.74491708
190.469351524,41,29.9886,55.4872050135,9.54406151453,40.9455,-57.7708,136.841743231,55.5055,55.4754519383,0.699478,384.390234059,110.965226275,55.4675,13.4412019247,11.6014,41,1.49714145826,257.754371442,207.790602904,235.973928615
209.809844808,42,30.1764,57.9927194139,18.7466937309,41.6813,-60.3848,143.265264422,58.0042,57.9826033559,0.726674,300.474062475,81.2188429468,57.9713,91.8404020911,13.0735,42,1.59558762825,348.478219597,226.486007694,265.160901906
266.850895249,43,30.4516,60.0059264803,12.554581173,42.4622,-62.3322,125.909868301,60.023,59.9957645599,0.77551,411.127600351,77.8715902124,59.9874,157.992876495,13.7106,43,1.65143862448,244.604498512,183.660687052,211.574488753
230.383109841,44,30.7623,62.2696099465,58.9403141507,43.0717,-64.5996,148.669424603,62.2916,62.2588570985,0.700058,448.286979782,135.821080619,62.2473,39.3130733502,14.8665,44,1.72934737136,354.824738847,167.708354303,273.851160604
246.022530859,45,31.0262,64.5888473645,32.3579421609,43.728,-66.864,151.197427153,64.6081,64.574878171,0.691901,375.174507356,98.2989758027,64.5635,43.1761116925,14.2237,45,1.74739861541,355.121713738,230.787759129,284.49515793
238.799125326,46,31.2801,66.6867167895,19.4022553583,44.3761,-69.1552,139.575258736,66.7043,66.6737428769,0.739184,381.272294427,87.1286248899,66.6617,75.5431299091,14.8177,46,1.76380563329,294.510356456,205.940024542,249.108474199
210.99071617,47,31.4673,68.8866630288,13.2299912886,45.0565,-71.3539,156.751259577,68.9102,68.8715235755,0.742637,316.664169291,83.2503686256,68.8656,21.1279179846,14.2221,47,1.74948192418,330.070507984,265.897482585,304.135700166
236.847069051,48,31.8098,71.0523305391,24.7504960492,45.738,-73.5599,142.107525516,71.0726,71.0396635869,0.7267,398.865236848,105.334653371,71.0278,80.1282360508,16.9532,48,1.89838831058,314.764117318,195.794917918,258.048838224
196.123126174,49,32.162,73.1868154802,22.2289058601,46.391,-75.6485,150.190459758,73.2076,73.1741951525,0.737484,382.47952114,118.922590665,73.1608,8.83787224728,19.6694,49,2.00739174041,312.438283319,198.712905155,275.788142482
266.717584128,50,32.3771,75.3274603834,13.9035822163,47.0559,-77.8621,145.595235404,75.3506,75.3155482328,0.735695,358.17589302,97.1065922736,75.3054,45.2457682643,17.5825,50,1.94574196203,298.460554831,210.997324266,260.80000548
275.077619059,51,32.6568,77.2872375494,16.9246931524,47.5962,-79.8697,148.703512353,77.3159,77.2742305476,0.72609,493.526809038,115.171732944,77.2647,87.1210915552,16.63,51,1.94220786847,324.746151781,236.096011796,272.019974174
271.2509354,52,32.9216,79.8838772137,10.3683045427,48.3359,-82.5127,164.854526561,79.9042,79.8696880347,0.773399,562.545577045,142.395741292,79.8549,68.2887304161,22.1466,52,2.16428045189,346.799931726,289.762261402,324.304986277
270.13632312,53,33.1467,82.167237882,12.7418175485,48.9792,-84.8859,157.462085286,82.1925,82.1487404839,0.742468,343.734733275,97.226074469,82.134,10.8786217488,17.6656,53,2.02221981258,339.469386566,274.974422593,299.334776077
184.49447881,54,33.4151,84.3274984688,20.5410833455,49.6332,-87.0322,157.88837825,84.3516,84.3139993834,0.740376,341.953935718,123.591711048,84.3011,13.9906629082,20.6101,54,2.14444638401,347.541461242,258.407720482,306.303910844
216.83925957,55,33.6729,86.5414676711,8.11901216364,50.1997,-89.3447,157.49818413,86.5751,86.5275304265,0.763273,408.172730069,123.952923041,86.5173,8.25953213452,22.7609,55,2.21052181579,316.170880768,280.074194441,298.251804392
301.154381061,56,33.864,88.8230402045,15.0454535296,50.8117,-91.6204,159.206414713,88.849,88.8087552959,0.739012,444.38331033,106.623828052,88.7965,68.7957426545,21.7959,56,2.22130055996,335.794384406,269.620878104,308.429107476
310.035109587,57,34.0736,91.1050703234,8.52653519469,51.4169,-93.8463,166.222039196,91.1403,91.0893178823,0.749152,545.083736762,109.005547313,91.0749,121.370018504,25.0961,57,2.34355435493,339.628152488,284.627735634,325.55332413
235.938438669,58,34.2125,93.3837257718,6.27215204024,52.0065,-96.1777,166.668362822,93.4134,93.3713093878,0.807881,318.608259179,108.625777853,93.3544,14.3750210846,21.9033,58,2.26080319643,334.802515712,301.277066578,322.189483275
251.966502023,59,34.3898,95.7286267032,9.81182030125,52.5311,-98.563,168.393370782,95.7612,95.7137409691,0.746819,332.199157136,103.767986161,95.7018,46.3530341242,20.6551,59,2.22926692463,357.141287558,312.746465005,329.581101667
253.044770333,60,34.5662,97.3005608654,10.3352569052,53.0652,-100.155,157.473884095,97.3393,97.2873716263,0.744042,528.29038309,135.807189679,97.2754,36.2297593135,24.2164,60,2.34791119749,336.917538388,273.215574315,298.613570394
323.095455168,61,34.7296,99.5564862841,3.76699742718,53.5864,-102.432,158.900415005,99.6115,99.5376665414,0.748373,526.599705597,103.889060394,99.5299,143.60386194,24.4388,61,2.381351623,311.020770284,292.80572036,301.914370508
294.648612974,62,34.8981,101.774351423,3.39554760899,54.1316,-104.802,156.124816337,101.808,101.752564827,0.739559,468.483068779,85.5758864337,101.732,128.724954385,25.4752,62,2.45013749982,301.732932256,278.346423099,292.636819162
270.823877147,63,35.1557,104.004494698,4.45182209044,54.6408,-106.922,155.472632619,104.04,103.982258782,0.768222,313.884737096,40.5945006853,103.97,201.981214242,24.9239,63,2.45957522642,312.834812654,278.361172537,288.006784576
255.721422913,64,35.4199,106.501976466,5.55369255777,55.1503,-109.517,155.477841053,106.534,106.479598632,0.751844,493.076340604,124.671859794,106.468,82.5408293331,23.4963,64,2.40814271215,301.040163662,275.735560883,285.325765393
229.618686332,65,35.6391,108.159830056,5.72743205996,55.7414,-111.214,156.191511904,108.197,108.137082239,0.718865,349.484469741,118.346824093,108.116,18.659706088,27.2052,65,2.55400206305,301.282820222,276.956931521,288.257136985
322.502602829,66,35.8933,110.78075753,9.30686509386,56.4005,-113.977,151.25851852,110.827,110.761248271,0.748305,468.833915428,64.158618344,110.748,233.599163403,31.711,66,2.69964589207,294.831718356,257.573857899,277.780274645
210.876035866,67,36.1694,112.869056227,10.5682597258,57.0295,-116.084,147.639521272,112.923,112.846688638,0.748738,378.426233393,96.5868594435,112.833,79.5230896414,29.1555,67,2.67594614485,290.734830413,237.553755787,264.641444943
229.696357172,68,36.3823,115.224046089,6.6000837278,57.5212,-118.463,138.402672596,115.257,115.208697358,0.810192,313.592951296,74.5843587001,115.187,63.087107074,31.0048,68,2.66685984064,261.071272867,230.019601586,239.608535858
232.131128601,69,36.5688,116.940139508,7.2245306447,58.0011,-120.159,146.070236782,117.001,116.922154609,0.737638,309.310068395,78.598290467,116.916,47.7674864389,34.2531,69,2.77293143433,281.294228007,248.155924802,260.725021518
255.341349793,70,36.7975,119.049721535,9.61119342627,58.4142,-122.331,148.567949887,119.079,119.030710773,0.761403,440.060637928,97.1632906473,119.001,65.782235411,33.379,70,2.75559290775,285.676843472,231.848339294,265.26333149
269.561967275,71,36.9546,121.243397283,10.9811793247,58.9067,-124.643,148.723429228,121.311,121.226588584,0.76609,334.766548422,46.9377382858,121.22,192.345371732,32.4122,71,2.80045680066,289.489920066,207.828406383,268.160446415
219.574999436,72,37.181,123.619877571,3.73442597045,59.2873,-126.993,150.915757252,123.66,123.603926192,0.761334,318.112474554,99.9579943954,123.584,8.49711343532,42.8419,72,2.98983148677,286.301838581,268.09067841,277.376617702
222.138225546,73,37.4112,125.80926321,6.89669101529,59.6434,-129.238,157.562893594,125.85,125.797984723,0.779449,464.521925879,114.656047576,125.787,40.1061652517,40.7211,73,3.0346016187,304.337888773,272.818761708,291.700660431
218.856091094,74,37.6627,127.220079217,10.8586137762,60.1659,-130.807,156.063329276,127.258,127.208956926,0.761734,321.814233346,95.1326502706,127.184,45.5544142858,42.9703,74,3.04880615988,319.961373122,269.564795064,294.735147977
219.138384821,75,37.9179,129.83952627,8.86388413357,60.6056,-133.318,143.401670995,129.901,129.829088273,0.825578,367.266870985,108.527529589,129.819,9.08447201348,42.2769,75,3.06030467204,290.058987882,238.904305092,254.748131867
246.934953833,76,38.1361,132.206259162,7.88021394386,61.0999,-135.774,145.128836643,132.253,132.196832319,0.843107,299.732139119,58.3588207802,132.18,91.7183534309,37.7066,76,2.9597228932,283.232912141,247.696832341,260.605841936
242.604078564,77,38.3357,133.827199877,13.4935548631,61.6304,-137.359,146.642391683,133.865,133.816079821,0.827196,328.626775437,88.6777547918,133.8,28.9053792811,42.2948,77,3.13142736187,297.006885557,240.770599765,265.080139576
219.359286458,78,38.4825,136.174507143,27.4877259655,62.108,-139.78,153.486482268,136.202,136.163081464,0.829619,348.953694069,106.289554972,136.139,32.1979079773,40.0518,78,3.07930817937,335.074995,245.437015962,283.794567858
203.708108999,79,38.7118,138.059993037,12.0334711008,62.4582,-141.727,151.134998902,138.1,138.049193161,0.814634,291.598399674,84.2629902464,138.036,10.6873270328,42.5838,79,3.12782989723,304.607116426,249.273534563,275.190237409
309.2658633,80,38.8325,139.936213021,8.20960855927,62.8748,-143.562,146.739837612,139.999,139.925770265,0.828974,544.29594751,92.1911832038,139.913,243.658531184,43.9397,80,3.30672764559,284.459217956,242.916446079,264.428435158
281.459523859,81,39.0392,142.313022607,4.92361909159,63.2789,-145.928,153.57306122,142.349,142.301300854,0.827284,445.314149144,84.383308604,142.276,94.5519976706,43.4255,81,3.23296740137,298.735916206,273.77738916,285.24581446
252.208341469,82,39.2677,144.53746205,7.88824679752,63.7751,-148.224,148.969667883,144.583,144.529284782,0.861165,328.338787436,69.3889722286,144.514,133.616938565,47.1891,82,3.35216749955,298.096349901,257.099409271,271.433332753
225.372135962,83,39.4711,146.604697166,9.03451514825,64.2092,-150.312,157.739557818,146.644,146.593147115,0.833957,324.989128657,87.5101996613,146.578,50.2826617688,46.9224,83,3.27252765179,317.054326475,275.289408535,295.162316057
234.661010978,84,39.7132,148.343515421,5.52634352984,64.7164,-151.997,141.117599323,148.391,148.33512454,0.868322,315.014817386,66.4984596791,148.318,109.548579437,51.3526,84,3.38454658047,264.005905128,233.642986771,248.365393538
251.287385761,85,39.8956,150.044415258,7.99306086206,65.1664,-153.685,160.158434239,150.109,150.032342854,0.842833,374.346708325,88.6645455709,150.021,36.9532333661,45.732,85,3.2678158857,320.116387476,285.813591338,300.699525738
221.711320388,86,40.0888,152.006120106,7.47305528027,65.6589,-155.68,153.278790841,152.054,151.995809358,0.859515,310.596457486,107.665624055,151.98,13.141388072,46.2167,86,3.25789122581,309.708951995,274.222256202,287.185608749
277.408573883,87,40.228,154.154921523,11.8126857226,66.1538,-157.966,147.71978672,154.197,154.146386642,0.851165,532.478606117,107.798943268,154.127,151.441153986,46.0216,87,3.30697266501,294.117057963,238.409365631,268.073221982
252.489466475,88,40.4561,156.132577952,18.1546848247,66.4988,-159.846,163.468274824,156.19,156.120492242,0.840048,324.218411968,68.0559167447,156.105,101.334507369,47.3551,88,3.31178690807,359.19832876,280.324955962,316.959945139
260.161765059,89,40.616,157.533909686,14.862519064,66.8341,-161.156,177.701784495,157.589,157.524835527,0.849744,333.414691374,71.6735494467,157.505,87.9019844572,47.046,89,3.36888039234,392.943703032,322.631408477,363.561811958
301.325033606,90,40.8269,159.756703419,26.5291569307,67.3061,-163.464,168.369687124,159.799,159.74548561,0.860729,381.079981822,67.2108238681,159.726,147.27484529,54.217,90,3.50739579883,381.435855047,223.076793087,330.5211175
257.907693897,91,40.9914,161.07618818,31.1946369759,67.7139,-164.784,184.118834011,161.125,161.063732639,0.846225,367.62022297,79.9899411686,161.04,68.3968363864,54.3914,91,3.4346228514,436.215123823,329.511430801,380.50729183
302.572585341,92,41.148,162.992958462,10.8492841694,68.0954,-166.596,203.151237207,163.059,162.975915483,0.861517,388.131385843,67.5641358472,162.973,171.015417335,52.5142,92,3.35488481965,467.125414313,383.3364934,451.802647067
278.730772198,93,41.3,164.698441962,25.0768050948,68.495,-168.212,179.65377084,164.747,164.684771153,0.874253,339.619041792,54.8426687561,164.658,198.849929462,56.1706,93,3.45762377139,387.623618822,309.190441325,366.629284272
289.432215094,94,41.4496,165.960781091,61.1073557027,68.8894,-169.498,173.544996561,166.032,165.939777568,0.902867,374.625043433,102.486779827,165.93,12.5582941961,53.7607,94,3.51109895199,402.89104294,241.763435473,343.145579597
290.798687061,95,41.5875,166.974816136,20.1260852399,69.1812,-170.588,196.123812589,167.051,166.95584991,0.873069,712.346150272,187.083958672,166.94,9.50500090515,54.8951,95,3.53213173454,504.393714929,389.620821864,436.319655333
279.048726737,96,41.7523,168.510625784,25.3001381476,69.5264,-172.063,202.281693137,168.582,168.493049963,0.8759,518.30817741,151.492428922,168.478,10.3815709214,50.7623,96,3.46568360348,491.758911375,353.206475359,460.010184515
363.5185172,97,41.934,170.056859415,36.46757477,69.9005,-173.758,184.202656585,170.147,170.03730362,0.885157,717.905936189,146.692237247,170.021,211.76055014,56.7246,97,3.53761012365,554.503381016,361.09169193,406.679448596
283.751836088,98,42.1091,171.714332372,31.1090320564,70.2058,-175.399,195.019473105,171.787,171.696357014,0.860562,436.206824324,125.74590608,171.683,13.9204332778,54.4422,98,3.52823268881,496.72602294,405.567519758,446.365232877
264.081051197,99,42.2137,173.602474101,19.405649941,70.5451,-177.259,204.393076439,173.669,173.573728067,0.872556,463.018021672,168.42306393,173.561,12.1391669591,58.3427,99,3.53331725858,515.374127456,419.098276312,477.854708387
264.071140793,100,42.3701,175.022982501,17.6547465742,70.8337,-178.655,198.228535251,175.088,175.0012456,0.8749,454.250009088,139.072810187,174.984,18.8394925294,61.2752,100,3.6643449994,498.760909323,420.768477484,441.59760789
299.779471949,101,42.5405,176.559938115,11.8235503301,71.2034,-180.212,196.675761522,176.648,176.53091906,0.861792,462.323408747,121.651864937,176.52,59.4636188541,53.0671,101,3.48544436644,476.89143104,409.919401498,441.746812695
301.505394167,102,42.6695,178.222751844,36.7979453557,71.6303,-181.844,193.415195434,178.306,178.205268606,0.84997,482.091419505,89.8500204832,178.187,142.465966437,62.8467,102,3.70327292222,469.32621654,284.233959025,432.305283801
271.748210733,103,42.785,179.393256326,77.8644002819,71.8811,-183.022,184.815069174,179.456,179.371744464,0.846464,495.183327092,118.901952882,179.351,52.1056729901,66.1999,103,3.7700257725,571.041418373,154.718177847,407.596947597
360.925126795,104,42.9696,180.569721585,51.7254194226,72.2079,-184.104,222.682290961,180.62,180.539566345,0.832467,672.884459302,175.284913338,180.523,81.7106632077,55.2376,104,3.59055338885,640.139338723,279.887441404,597.31421959
321.682895523,105,43.1141,181.68015112,73.8165412043,72.5008,-185.309,205.216182626,181.744,181.646783561,0.85314,600.415559879,155.210010916,181.632,17.1709321236,54.378,105,3.53950538687,893.058520965,386.623012456,493.058117628
354.920089257,106,43.2199,182.628607518,579.119697005,72.8729,-186.441,202.825468727,182.706,182.604265919,0.886862,618.108306937,185.764082032,182.582,6.4079626784,77.1902,106,3.95197234288,1887.59271098,186.869848501,1064.53823357
403.536244992,107,43.3767,184.163134508,545.958227621,73.223,-188.056,175.116783174,184.239,184.13315279,0.909572,987.313539439,296.43670061,184.123,45.694413754,63.4284,107,3.66116804543,2392.27244037,150.778481122,639.824053244
411.802858814,108,43.4701,186.190077261,307.03850439,73.5439,-190.101,197.502830894,186.249,186.168676881,0.886802,919.411942479,327.754527724,186.154,75.8733451136,69.6478,108,3.79667946797,2046.94249074,178.200975993,737.030798936
457.116643688,109,43.5675,187.78870423,462.672752868,73.898,-191.682,213.926808568,187.849,187.751063372,0.856111,1493.73467111,456.00544582,187.736,93.7708128579,57.2713,109,3.63589354417,2427.15340906,405.462891755,690.794683708
233.900758207,110,43.6939,188.834833662,602.432132164,74.2613,-192.776,190.755950976,188.89,188.775545816,0.867056,630.564754357,173.870642959,188.755,15.392474416,56.3981,110,3.65316475028,2570.80744125,272.885761543,682.579293251
396.636354102,111,43.8805,191.544307654,211.183618711,74.7231,-195.655,208.36973644,191.614,191.521499665,0.848799,770.284570326,240.297693422,191.504,150.102872343,62.8495,111,3.75341964756,998.246541626,313.523959772,627.936427684
269.831274531,112,44.0093,192.175399456,86.3201909331,74.9861,-196.26,191.219216157,192.244,192.134340997,0.8335,502.454245658,153.527755424,192.115,47.4814851313,66.8299,112,3.86627165803,600.448762024,162.930927189,445.423770266
228.860544528,113,44.1116,193.928961285,152.381365941,75.3309,-197.956,186.097994093,194.014,193.8699029,0.801402,464.12162022,154.876211877,193.853,7.50452175845,73.0268,113,3.87154645717,1188.53294311,156.088053025,447.229630103
443.695396176,114,44.2641,195.491815521,780.90327185,75.6429,-199.402,205.484925355,195.553,195.450065156,0.826858,675.892265393,171.472849246,195.424,225.436794888,71.5972,114,3.90410243186,2382.93858117,303.954501687,1281.50725127
430.486549196,115,44.3645,197.038857503,131.591114867,75.8378,-201.202,211.157970457,197.108,196.997547611,0.803741,688.098446311,156.485423887,196.977,219.074025695,62.6545,115,3.72855371254,1027.89241005,335.153299711,590.219312397
316.158499443,116,44.494,199.160510272,224.675778281,76.1916,-203.28,196.079255738,199.246,199.103239642,0.799609,772.466023414,252.739920235,199.086,50.4224713162,72.2289,116,3.97491612365,1013.67790362,317.77984558,542.837550827
288.134429395,117,44.6612,200.653724577,155.017877704,76.4915,-204.66,197.774782552,200.746,200.600792464,0.820581,613.747132944,220.987444191,200.583,8.21461562476,66.6507,117,3.89700012394,949.972395922,318.742989207,499.995236813
242.085766474,118,44.8106,202.399175225,237.633442665,76.8072,-206.553,200.884214118,202.49,202.344559899,0.814286,913.340770382,249.622541021,202.324,11.7870119116,77.334,118,3.95829536584,1514.91291397,397.017200179,604.010846232
192.9657685,119,44.9426,203.966040637,95.2945398741,77.0777,-208.064,202.245128544,204.041,203.908046205,0.779078,372.354178102,107.245048002,203.891,49.989464787,71.3316,119,3.9604063668,729.109873383,232.311639891,522.312212327
356.789615368,120,45.0882,205.201376637,27.6438578013,77.3385,-209.523,176.727765607,205.283,205.146931157,0.828721,733.440474298,235.073281068,205.11,10.7857404419,83.7672,120,4.21539195796,418.866004753,311.110686108,357.204752851
272.811209555,121,45.2454,207.387898959,106.445381513,77.7965,-211.832,163.508495895,207.46,207.345827621,0.825023,606.404648038,185.05255529,207.324,77.6018323275,89.6731,121,4.35071931116,524.530523795,102.084018469,332.45474787
331.09681127,122,45.3118,209.470518794,65.5641379873,78.0906,-213.794,200.439537009,209.561,209.421170375,0.80186,805.159010039,216.586604412,209.412,87.7942986614,72.032,122,4.05565363673,615.843724394,375.532181687,493.341086265
303.525276294,123,45.4429,210.010567544,38.8366819482,78.3691,-214.371,202.657877544,210.111,209.958048546,0.787321,519.33560431,163.873612781,209.924,8.01678854487,78.1711,123,4.18295004487,557.659290509,317.257321497,505.5708091
394.850489783,124,45.5625,212.045066192,58.4115013454,78.7188,-216.506,185.739855315,212.133,212.012974323,0.807126,933.972628256,291.770357284,212.009,74.921010031,83.7488,124,4.24791696497,591.099096983,340.101277923,434.39784724
203.343170881,125,45.644,214.039362405,57.435759819,79.0508,-218.39,188.272810089,214.101,213.987740574,0.836791,536.273473227,168.735787042,213.963,12.0979341865,66.9659,125,4.03412335055,581.718890035,354.561749837,438.182356264
271.78578229,126,45.7365,215.147519095,33.3586655645,79.5268,-219.545,191.801547019,215.224,215.105337277,0.794249,683.174358098,222.444069677,215.088,38.849433255,83.2402,126,4.30707961926,517.388162205,352.343788556,453.739692502
244.355971996,127,45.9085,217.56298814,172.178937135,79.8783,-221.902,121.556486977,217.639,217.505399409,0.841478,549.457123933,191.361431678,217.477,13.6984791623,87.0803,127,4.45274343511,508.162514538,68.3533525312,246.307821264
