AverageAbsQ,StdReturn,AverageReturn,AverageQLoss,PolicyRegParamNorm,MinReturn,MaxEsReturn,AverageQ,AverageY,QFunRegParamNorm,AverageDiscountedReturn,MinEsReturn,Epoch,MinForwardProgress,AveragePolicySurr,AverageEsReturn,StdForwardProgress,StdEsReturn,MaxReturn,MaxForwardProgress,AverageAbsY,AverageAction,AverageAbsQYDiff,AverageForwardProgress
0.106878,4.25568483829,5.88922343759,0.000943278,17.6454,-5.93155158174,28.1385365934,0.0758971,0.0759817500586,24.4434,4.52782525641,-2.3881764768,19,-0.0186848750391,-0.0894654,6.6375489742,0.0197893400964,6.99646125089,20.2780986811,0.106338412515,0.109078442543,0.881902,0.0215474740603,0.0395303522686
0.120567,5.28589799956,11.2793011228,0.00116865,17.7907,-4.30009076641,25.4557519523,0.0881913,0.0883318063171,25.0336,8.58380023793,-4.02382521456,20,-0.00819296863937,-0.101295,7.13379400994,0.0246398668281,6.97540821367,23.5266269854,0.121638111504,0.123031205402,0.90153,0.0230415019527,0.0646848979839
0.135673,3.72124583986,13.1577768501,0.00129193,17.9629,1.44099863316,17.6191138303,0.102933,0.102955937661,25.6664,10.2617484631,-0.883402635373,21,0.0152709683581,-0.118785,6.33193057374,0.0178144599084,5.21180432449,22.0514445071,0.113549096484,0.137936402122,0.897569,0.0246251589348,0.0721857962797
0.151146,4.69901153141,13.6597067132,0.00144597,18.1322,-1.34273266166,22.2604140127,0.120418,0.120500910426,26.2386,10.5164808242,-3.3393026677,22,0.00125635048818,-0.139405,7.77477070073,0.0229157727491,7.25592777247,27.5426404791,0.143803841365,0.153344866544,0.941105,0.0259748605859,0.0753807693574
0.168749,5.21113873821,14.4154338766,0.00165992,18.2687,1.72760272297,23.2091150795,0.140785,0.140908108771,26.8483,10.7204505366,-5.19617131441,23,0.0229685928806,-0.159806,8.10790786834,0.0239742860977,7.16565242297,25.9116553615,0.137331839611,0.170802378561,0.944314,0.0277619924677,0.0819581072346
0.189866,5.25972169999,15.5074203882,0.0019428,18.3797,2.91308866069,20.5863422579,0.162964,0.163072020252,27.3812,11.3642351262,-5.65981908754,24,0.0245154598976,-0.183931,6.54204157992,0.0252987405185,6.18686734877,32.2321767474,0.169163387527,0.192024154182,0.937292,0.0296397471229,0.086785391582
0.209488,4.76410962103,14.4175653105,0.00234855,18.3996,-3.48342107523,25.5957610048,0.183194,0.18331695097,27.8979,11.0419643239,-20.3853200184,25,-0.00278671454864,-0.204241,6.41256390175,0.0232358893694,8.94525240626,30.7561194495,0.159595929411,0.211783648995,0.953573,0.0319679919186,0.078927416808
0.233867,4.78190237243,15.3258078549,0.00231752,18.4421,1.38811650685,19.1631099835,0.209421,0.209467054026,28.4233,11.6025637171,-13.3228077607,26,0.015579509889,-0.232337,7.38511215354,0.0234007651987,7.16103369116,28.3786025518,0.150036460835,0.235837884157,0.93435,0.0327712389807,0.0841328664347
0.257082,4.81048849663,14.5175011742,0.0027523,18.4792,2.13681161269,28.7664403169,0.233568,0.233753553167,28.987,10.9252636293,-16.7735075413,27,0.017157811916,-0.256812,5.81277688845,0.0241001585836,11.4012353625,26.9478798299,0.142638463855,0.259328119304,0.941562,0.0344082533746,0.0805965498052
0.279802,4.43967927589,14.7728171642,0.00318663,18.5205,1.3347953498,28.1432650069,0.258557,0.258658145114,29.4986,10.9780568647,-16.3001156409,28,0.0152729238162,-0.283004,9.49537176188,0.0219813263185,10.3580340733,26.6841636777,0.138777761956,0.281818479816,0.948468,0.0372132053527,0.0819392047097
0.304454,4.92341485799,16.5403520322,0.00330758,18.5877,3.01628355222,40.0229770498,0.283998,0.284121800441,29.9666,12.4133944911,-6.98554583722,29,0.022922386044,-0.308305,12.7904963721,0.0247342252343,9.99161643742,32.7159220364,0.170946501337,0.306281843838,0.953865,0.0388169193615,0.0902989925435
0.335146,4.98257989407,16.27496165,0.00410345,18.5741,4.38102458244,25.9522946996,0.312907,0.312973193781,30.4401,12.2568307098,-68.0995900695,30,0.0292383436033,-0.340098,7.71510316242,0.0250447474435,17.2772055865,31.0176553716,0.161794985929,0.337107367948,0.956265,0.0420624313044,0.0887470510303
0.363382,5.28171684903,14.8509978119,0.00431845,18.56,-0.00926059161132,41.2369437185,0.343395,0.34351397209,30.8475,11.4971335988,-8.23582266003,31,0.00957454864035,-0.373418,10.4426092334,0.0260825396483,9.8852124207,29.7218168062,0.153975972485,0.365171546611,0.962987,0.0435726844382,0.0798883668834
0.396639,4.75530301536,15.5177719143,0.00461068,18.6627,3.0764975417,72.9923671516,0.377645,0.377792120503,31.3675,11.923360906,-13.7834299095,32,0.0226148829919,-0.409258,12.4556969232,0.0236927437135,16.3835427422,29.5484636755,0.154167463369,0.39816924865,0.960639,0.0457705619849,0.0836299891014
0.424958,4.72031934312,17.4773225233,0.00496274,18.7274,4.62715562267,26.774031499,0.406682,0.406797698626,31.8321,13.3022359605,-14.0318483272,33,0.0293111849282,-0.439021,8.21264562047,0.0236645045771,8.33581044648,29.7509450758,0.154120902036,0.426356529973,0.949045,0.0474848429783,0.0932963378677
0.459598,5.17565362345,17.4693316935,0.005483,18.8236,4.89518338298,47.4734242489,0.442697,0.442917661977,32.253,13.3294921729,-3.01530782466,34,0.0307408732861,-0.478567,12.9583090395,0.0260501691053,9.27086865012,28.3095760985,0.147445257786,0.461049666097,0.954878,0.0495193158976,0.0936450752652
0.498282,5.63989787656,17.6536233101,0.0059778,18.8984,1.083792703,17.6485225339,0.481898,0.481949089979,32.6824,13.4249689335,-1.86522255366,35,0.0122022512096,-0.520342,8.90883260231,0.0279701953615,5.14637650921,30.1302716506,0.156375751382,0.499446687546,0.961688,0.0518533921904,0.0942832018731
0.527977,4.03843452814,15.6077926793,0.00626344,19.0052,4.07860875411,17.8613751326,0.512404,0.512273776801,33.1025,11.6871396102,-11.8064130996,36,0.0270008080868,-0.548998,6.53805816717,0.0201883202595,6.75051858585,25.4209463797,0.135357626217,0.529080001695,0.957792,0.0536224557299,0.0864193530402
0.558672,5.90295396586,15.7094241882,0.00625358,19.099,-0.380478968188,28.6616281439,0.541645,0.5416406318,33.593,12.0459438028,-7.10856404257,37,0.00619415128106,-0.57892,8.94760888509,0.0298705843124,7.98396489845,31.1032331601,0.163465311877,0.559676833363,0.923457,0.0541998220038,0.0845615437842
0.591615,5.23985868693,14.0032190176,0.00737086,19.1987,3.13506806775,43.0607810896,0.575512,0.575378410129,34.0594,10.9689030536,-3.20536726853,38,0.0223220054532,-0.614784,9.67775684296,0.0263143467128,9.28004244703,30.9154156691,0.162082660245,0.592375605612,0.942502,0.0578360616368,0.0758064578538
0.623985,5.51295765562,15.3595517138,0.00715689,19.2853,2.77661693,23.0908564305,0.608671,0.608498261531,34.5268,11.8281848909,-3.3065247191,39,0.0209460929691,-0.649208,10.3067483633,0.0275310194254,6.32437758109,36.2047742279,0.186606151769,0.624358903698,0.922123,0.0581787725387,0.0826668074594
0.657819,4.47182600171,15.8398138784,0.00776214,19.3678,1.65028043851,24.6450701214,0.6433,0.643186963166,34.9917,12.2434569748,-3.15552049208,40,0.0155525686518,-0.68516,8.59346998146,0.0222234263251,7.09053701112,32.9325528969,0.170748312748,0.658748408037,0.915398,0.06036021806,0.0846583894662
0.687612,5.10839641444,18.9724133105,0.00811295,19.3855,4.76722209741,31.493146753,0.673882,0.673774674023,35.3324,14.1729608426,-9.68110597749,41,0.0326138381318,-0.716497,10.0481706786,0.0250676239907,8.8520596935,31.8189602081,0.164889229755,0.68845712613,0.923829,0.0614753516348,0.101852957668
0.71906,4.75664328326,14.6394415598,0.00931919,19.396,4.02683764654,24.8336429972,0.704771,0.704696114506,35.7267,11.4147486797,-10.2717338262,42,0.0266261339865,-0.745605,10.3952003831,0.0234960577205,7.58725757307,26.5822025194,0.137185395106,0.720378351634,0.919797,0.0632807031534,0.078446669339
0.750085,4.87313491014,17.2172105706,0.00916057,19.4818,6.10820580085,24.5965287089,0.735207,0.734887989125,36.1566,13.0425979068,-6.11385779279,43,0.0390293996822,-0.779082,9.49351299901,0.0236048389815,7.24176304244,33.6517212195,0.172887624709,0.750721490105,0.902713,0.0653099313248,0.0929781890247
0.779067,4.7355772775,15.4937806862,0.0101023,19.5915,4.08840532745,18.7285385141,0.76451,0.764403066805,36.5496,12.0765336197,-4.88162228846,44,0.0299492468846,-0.808202,8.23960304329,0.0233549510946,6.51633258146,34.0528755882,0.1733011581,0.780058374041,0.859799,0.0666036162643,0.082134566598
0.809775,4.82561451889,17.157730275,0.0103262,19.6211,4.67401814746,25.194086915,0.795651,0.795639054157,36.9613,13.045645959,-11.2976999655,45,0.0306073987875,-0.845816,10.0153922301,0.0236820357223,8.21356146094,29.4084840354,0.153006649881,0.81073006393,0.916757,0.0668199026465,0.092099273843
0.848232,3.87760459916,20.1634397167,0.0109794,19.6872,9.37070945315,40.5384816646,0.835454,0.835111921769,37.3498,15.1697607774,-7.73949346587,46,0.053339380863,-0.885192,10.6232181034,0.0190582357666,10.4009627887,31.8031911481,0.164026668278,0.848869377749,0.892884,0.0710744010699,0.106330520025
0.888605,14.4210089078,23.6019822422,0.0121723,19.8479,-6.99382436435,65.642880302,0.877492,0.877133166018,37.843,16.858790065,-7.49770137205,47,-0.0272452972677,-0.965165,18.3878711532,0.0708821766922,18.5713882774,70.5260873462,0.353709328224,0.888885288691,0.824741,0.0726334530978,0.120305525672
0.939196,13.3042427604,19.1410988053,0.0144768,20.0642,-2.32817372697,114.659051561,0.927735,0.927351371387,38.2901,14.1671811957,-7.26825884578,48,-0.00781804708584,-1.01444,33.685019518,0.0666129657339,32.8419638782,56.8845621127,0.28634739743,0.939759949383,0.812178,0.0768307899249,0.0991658664961
1.03919,3.97957309533,7.596846372,0.0150962,20.3067,-2.3848427373,124.464930961,1.03021,1.03037804371,38.7298,6.15196216325,-5.53523510094,49,-0.0069873719905,-1.11999,13.4481943138,0.019452591726,24.0446405843,25.334240402,0.12947289369,1.04006901991,0.823255,0.0777024885742,0.0417775807703
1.11326,8.96200249045,16.3559694998,0.0173132,20.4748,-2.27556933427,62.7680605157,1.104,1.10371784955,39.1711,12.4426122546,-1.68918248242,50,-0.00748600691517,-1.1967,10.3624487897,0.0458486658312,11.9090404029,50.242291378,0.258050686529,1.11347543938,0.817619,0.0822240558372,0.0863511765449
1.18428,14.5408908261,22.0029796481,0.0181187,20.5828,0.0543666406482,103.915258115,1.1759,1.17583593932,39.5092,15.8410977319,-1.60584261342,51,0.00384669431439,-1.27363,13.5274084729,0.0735283424822,21.6087286168,113.777865447,0.583094246362,1.18427989248,0.825797,0.0854948572306,0.113729306469
1.26663,12.0568617396,15.8718687732,0.0196756,20.7092,-6.37443057489,154.796029984,1.2589,1.25854354928,39.9857,11.7404852529,-0.760450911849,52,-0.0268883466291,-1.36927,22.164887982,0.0609570112577,36.4036175631,61.8901550965,0.31731452331,1.26640740816,0.832717,0.0892359788806,0.083741603099
1.33413,41.4495058817,60.8702594021,0.0198618,20.823,3.71596608128,73.3842398465,1.32683,1.32685899385,40.2434,33.4765026555,-38.8829599216,53,0.0243546856207,-1.43144,18.2809216031,0.216566337398,27.2717952883,207.712153456,1.0763374684,1.33413754856,0.848219,0.0887816405653,0.319684700105
1.40856,87.8632331143,149.71353667,0.0198416,20.8839,32.4492102778,205.773545659,1.40035,1.40056151501,40.6632,68.4067713932,-22.5639567506,54,0.172872852398,-1.5053,44.5026627464,0.444758850245,66.3742599498,336.419210062,1.71262081643,1.40865871449,0.827391,0.090198328848,0.777802441516
1.47756,68.0799415408,135.174755591,0.0213591,20.9504,19.966972817,147.437436765,1.4699,1.47025319736,41.0797,62.0094914088,50.0776005135,55,0.111297805899,-1.56861,78.8414427812,0.351936053084,36.731827937,272.802100713,1.40148349103,1.4773951121,0.865756,0.0934004481207,0.700822061945
1.53818,37.1258854105,73.9938048997,0.0233781,21.0456,32.5761842706,114.325201284,1.53024,1.53035519011,41.5351,41.7592154313,-52.2231050796,56,0.17250597496,-1.62359,24.5352600838,0.191968029625,60.5830734038,207.705881794,1.07762745501,1.53798984748,0.840308,0.0947188104429,0.38017143433
1.60078,67.2978796504,125.570451189,0.0233577,21.1414,43.5259719846,92.0526399458,1.59331,1.59334430854,41.8882,60.5430521528,-14.4811076135,57,0.22431419483,-1.6867,39.0250096893,0.347783436718,31.4487525701,295.533813766,1.51110578877,1.60027686054,0.821493,0.0954819444103,0.646178781329
1.65516,70.8723531792,114.531485461,0.0247738,21.1728,47.9410543658,182.635451892,1.64703,1.64718657732,42.2804,53.8889951779,-47.2924804113,58,0.247921495936,-1.7322,82.8966021315,0.364194588283,88.7858171678,300.95106946,1.53454408979,1.654989918,0.801238,0.0976843628964,0.586836068643
1.70351,21.0376505441,33.3951914784,0.0237779,21.2537,-23.1309779432,198.034551875,1.69651,1.69655817517,42.6421,30.756973877,-19.7953033159,59,-0.064101055963,-1.77831,73.4338897372,0.101561012414,77.6305068753,80.692451333,0.439554630717,1.70294979551,0.746014,0.0961355698905,0.204070388122
1.75403,16.1889486268,9.38426459875,0.0259468,21.2938,-29.9500057407,123.542735547,1.74469,1.74479982912,43.0133,18.9254244223,-61.108846213,60,-0.129731005183,-1.83196,10.9933674255,0.0816381293508,66.5627839244,52.0556092747,0.294137871616,1.75340745136,0.756572,0.0997997456648,0.079761604945
1.79748,37.5026180745,26.8982905916,0.0260867,21.348,-35.7016498526,123.579806279,1.7866,1.78637033345,43.4647,14.2114172479,-22.7656784535,61,-0.156996302255,-1.87673,48.3877534163,0.187130571977,55.2446554229,133.079971101,0.689211737554,1.79626922755,0.777432,0.102159882426,0.169642235605
1.8404,5.82598154691,9.84571254761,0.0271354,21.4731,0.368905058037,33.7589505255,1.82905,1.8292243892,43.7921,7.16111938171,-66.5187769579,62,0.0147424194306,-1.91778,-7.48278074327,0.0305502592289,29.3244698546,26.4950190364,0.153456219002,1.83945885595,0.785927,0.103586821816,0.0662006235752
1.87883,8.85200573715,5.38534431876,0.029181,21.5311,-16.6981141725,44.888847858,1.86836,1.86825126552,44.124,4.17241467886,-41.965703212,63,-0.0603157572005,-1.9571,7.0356154457,0.0427488785129,21.6389119665,25.658571494,0.143181541718,1.87789264053,0.79776,0.1065627105,0.0443304101831
1.93416,8.9332415081,7.34135600673,0.0312325,21.5949,-14.1619481309,120.40126788,1.9232,1.92285376267,44.4559,6.33967024281,-62.5399448048,64,-0.0482849423018,-2.01874,8.03483722871,0.0435564254205,48.0615402524,28.633356702,0.16072400255,1.93306276223,0.796664,0.110166497643,0.0555284849617
1.99099,4.21630320096,6.65667029231,0.0333998,21.6996,-7.50078910436,68.1335958421,1.98128,1.98122653047,44.8202,5.3156176227,-42.5840496185,65,-0.0174086261532,-2.07736,17.6048933307,0.0208858786527,37.8476540641,21.0882323095,0.123112358874,1.99046591847,0.736607,0.11257701441,0.04824551921
2.027,7.30574263459,8.00719843606,0.0343498,21.774,-9.67241826787,128.535699711,2.01512,2.01525684943,45.1584,6.10677878827,-51.9502272204,66,-0.00828964601083,-2.10882,12.2900299985,0.0376866407714,57.9450311166,53.3772080691,0.304018481387,2.02615237119,0.761215,0.115104743329,0.059828893723
2.07015,48.2697938619,21.2747637972,0.0385991,21.8646,-69.7886540611,34.1064099749,2.05913,2.05892592173,45.5014,7.70654308361,-49.3692082085,67,-0.312793899729,-2.15701,-4.51733813809,0.242043789835,30.2450126775,117.05066532,0.61235292955,2.06948593455,0.784928,0.120411736232,0.134384375109
2.11217,7.44985744714,14.408650604,0.0367707,21.9401,-3.12793151848,51.8321152367,2.10021,2.09985584695,45.9781,9.4055525966,-21.3044349252,68,-0.0021537398813,-2.1897,6.35608985787,0.0379758615349,22.5720367099,35.0020319412,0.195506122412,2.11122155365,0.796666,0.118825057358,0.0879660253689
2.14863,76.5541603366,75.5912337044,0.0381837,22.0196,-10.0501598576,134.006386278,2.13687,2.13677167282,46.3483,21.1449294827,-47.0933520268,69,-0.0283645501927,-2.23339,9.4583949392,0.386717865154,56.7336392561,202.548791049,1.04337423401,2.14760388605,0.78527,0.121499339182,0.404811743241
2.20486,37.2110434582,42.4435966198,0.0435488,22.1013,-27.8178839438,200.701707558,2.19365,2.19363826034,46.6704,20.5604194985,-21.9523184734,70,-0.121091361299,-2.29068,65.5312568167,0.185008793727,81.5149948662,118.1211547,0.603183434643,2.20423199848,0.761175,0.126644850663,0.226740428224
2.23444,47.8691035056,26.6695103391,0.0421684,22.281,-41.2481684971,31.6990445515,2.22382,2.22375562663,47.0086,11.6958605432,-41.2310246307,71,-0.189964895907,-2.3127,-5.13259935515,0.240543711799,22.9420302138,144.663357402,0.759523945446,2.23340355872,0.823399,0.126513441684,0.151335900094
2.26267,42.7479209747,32.2703870084,0.0424007,22.3799,-40.8154995487,118.451735724,2.249,2.24929216944,47.4547,15.7790545253,-56.4375216127,72,-0.188310835265,-2.34597,-0.66366433559,0.216981167873,58.5135138357,143.090320901,0.751181226668,2.26140489932,0.842645,0.129921197867,0.179680530261
2.29558,42.8524312118,33.0882324481,0.0424814,22.4384,-23.2943761444,68.2630476257,2.28181,2.28171132677,47.7442,15.2891809914,-51.9770694395,73,-0.100111803113,-2.37655,1.8836678128,0.218151532259,40.1054092628,160.408131127,0.844371878106,2.2940133373,0.828889,0.130758800015,0.183078804455
2.32274,60.2007419884,62.2125623126,0.0499052,22.5335,-21.553173238,73.7511662532,2.30972,2.30961849611,48.0744,25.4506375549,-22.0095356476,74,-0.0933780572029,-2.4017,21.0513652075,0.306649776904,34.3221397191,232.438736517,1.19603528545,2.32091516918,0.847465,0.136133669933,0.335974814138
2.36011,63.9035359794,81.6681922519,0.0499926,22.6308,-1.0305492214,29.3073666468,2.34575,2.34588442674,48.3922,36.3723721926,-32.5000895994,75,0.0126846943001,-2.44194,2.50125525534,0.327551576552,19.0850127865,266.138377025,1.36494199794,2.3589186642,0.817839,0.13730044857,0.426571423969
2.39763,87.9105525273,132.278490976,0.0510943,22.7589,-2.74792608916,195.644398581,2.38376,2.38388750388,48.6597,48.8800087234,-13.6299069997,76,0.000789016821166,-2.48068,63.8550757182,0.441726312723,60.9655264842,287.715709753,1.46996080437,2.39629691176,0.84955,0.141157199879,0.691900950573
2.44647,74.7435773174,213.215173218,0.0529388,22.8263,53.2656861923,243.23613582,2.43193,2.43161946713,49.0464,74.3333728445,-2.09617133971,77,0.274271385254,-2.53318,58.1434761953,0.376441628981,78.93086346,322.765080817,1.64458734458,2.44504356223,0.87819,0.144332519754,1.09740671799
2.51497,107.632863444,192.373940332,0.0545468,22.8922,36.6238996818,273.724417187,2.49982,2.4997621942,49.4192,67.5961853637,0.0982514557966,78,0.190706309708,-2.60883,111.792717681,0.5473295005,96.3167266884,339.021854574,1.72281474204,2.5134000961,0.880281,0.146267701832,0.985813126164
2.56783,99.8612149554,201.602937711,0.0555389,22.9883,35.2764268539,269.819752062,2.55362,2.55366364128,49.7521,70.5171355828,21.9619584035,79,0.184834221536,-2.66873,78.4724362227,0.508931120109,79.9312545043,309.20155544,1.58172914133,2.56659604905,0.877332,0.149457713727,1.0337745836
2.64041,69.172314643,172.330584495,0.0597217,23.0569,38.3199716534,251.221347703,2.62427,2.62445585368,49.9513,69.9820588695,3.15480922905,80,0.1990112514,-2.74254,84.5573451825,0.358128137136,91.4484435781,278.747672417,1.43630262843,2.63901956082,0.875672,0.153150851382,0.888203922793
2.70875,52.6923880848,181.497773933,0.0637223,23.1288,36.6132438288,207.960209804,2.6946,2.69457824419,50.3125,73.6678776378,-1.44157406879,81,0.18943523469,-2.81789,42.5570343888,0.274170807319,59.8215383047,243.388131786,1.2638034746,2.70787982077,0.84205,0.158542260402,0.945487367333
2.79323,55.1011208186,150.955738078,0.0638064,23.178,41.6157740103,262.482802871,2.77741,2.77726787777,50.689,59.6189137128,1.7581755599,82,0.215410071749,-2.90512,101.027524393,0.278588431564,90.6294635966,254.447342916,1.29556720485,2.79177395824,0.787736,0.159382577525,0.776596395562
2.87357,55.7101757424,140.184022554,0.0600847,23.2406,33.1951151593,225.520076888,2.8568,2.8572184388,51.006,61.8228921531,18.4645774062,83,0.171119992595,-2.99001,95.6136570583,0.281315445355,77.3905605503,382.124768926,1.93709936116,2.87231525679,0.824886,0.158993437222,0.720322115718
2.95191,76.1325684288,142.576292171,0.065587,23.3408,29.1782476083,215.935643916,2.93234,2.93243256977,51.3683,59.4786014077,11.5939565664,84,0.154805779058,-3.06661,85.3885221153,0.386755994444,78.7402828015,288.145816493,1.4664280373,2.95033636468,0.846558,0.162815857302,0.73949883765
3.04323,92.9785680235,241.209327781,0.0675751,23.4188,-2.96011668121,303.368704357,3.02456,3.02459949983,51.7046,80.4310662049,51.422146763,85,-0.00472311460495,-3.15807,166.195621038,0.469470510411,106.152116497,397.912490628,2.02113131512,3.04169595782,0.828867,0.166859265975,1.23998715625
3.12461,100.436035073,189.882127822,0.0706875,23.5009,42.8664725968,201.739522999,3.1052,3.10539358854,52.0129,70.3950939155,-2.87077181982,86,0.222347094673,-3.2468,102.948797114,0.507498744397,87.9337203187,393.060954335,1.99630876035,3.12284139109,0.839541,0.170915189433,0.975546392991
3.21334,114.447713475,233.169961474,0.0750601,23.558,20.2868574399,342.542660403,3.19497,3.19496659438,52.4318,82.9807015105,4.86813264168,87,0.110150867055,-3.33068,127.901334498,0.57840936293,116.45414002,457.08008369,2.3128973429,3.21185225591,0.855785,0.171404843487,1.19904614009
3.28288,88.7374546859,264.686325427,0.0800835,23.635,44.9176902161,326.501119999,3.26663,3.26669711105,52.801,84.1014416253,1.17007488904,88,0.235674857146,-3.39996,144.151396415,0.444621101516,107.652924906,415.026929155,2.10357503579,3.2816655089,0.846214,0.175671277177,1.35420276847
3.36097,99.2178909798,242.155808323,0.0773531,23.711,10.9360678754,312.331217316,3.34375,3.34356262515,53.1158,84.3747894346,-10.4889847791,89,0.0650528783828,-3.47788,158.670961666,0.504239213652,117.55812701,447.026296545,2.26017228518,3.35972474082,0.855413,0.17219749497,1.24379969859
3.44144,39.3157054096,204.977430641,0.0751771,23.7878,46.9982078754,188.938667866,3.42376,3.4238357878,53.4947,77.2790965588,-11.8083293214,90,0.244964280388,-3.56115,56.5742481424,0.204510820027,71.5415348075,260.739532166,1.34978995096,3.44003692247,0.83955,0.173737954235,1.06548082024
3.49254,34.196112326,58.495742022,0.0780354,23.8911,12.0102052004,224.100504546,3.47666,3.47725858894,53.8684,32.1282626532,-26.5620108469,91,0.0725966623085,-3.60641,90.3169745214,0.175923435678,95.351878961,130.871019174,0.676187584953,3.49201163326,0.816409,0.175598513802,0.306898267794
3.56667,52.9595999446,175.245451704,0.0795314,23.9711,33.9029101388,175.53712394,3.547,3.54715066545,54.2042,70.5427980764,-6.63811335564,92,0.180256892122,-3.67922,67.8340305811,0.265920248578,59.053474593,287.872838121,1.46995570806,3.56538665809,0.849076,0.176734796195,0.914157769337
3.62106,52.306910222,72.9877114407,0.0847465,24.0442,17.3884095767,196.647806999,3.60273,3.60272283481,54.6566,36.3958596632,7.26072297378,93,0.0988362399392,-3.73409,83.1717978095,0.270431020503,57.1067534526,193.202206003,1.00339921063,3.61968746467,0.845895,0.18094856259,0.383408713212
3.67188,52.0220940895,180.985228711,0.0850972,24.1113,41.1246525712,221.941242577,3.65292,3.65285947055,54.9991,73.0646563118,22.8199053323,94,0.215010578041,-3.788,131.283931734,0.259708489515,78.5769136652,307.699787569,1.57090315874,3.67084382542,0.846101,0.180651576502,0.941829136737
3.73235,63.1568838144,136.159452176,0.090491,24.18,21.6487882716,238.709086933,3.71494,3.7152473999,55.4221,58.8689583997,-1.60966784924,95,0.120754282585,-3.84847,52.1225058728,0.326063263721,69.0351988306,252.851981291,1.30703063872,3.73131103938,0.841343,0.186577956203,0.710370295283
3.80465,33.9879558414,88.473030731,0.0914429,24.2266,18.2541524058,184.356043442,3.78712,3.78752436715,55.9064,47.0813717576,-5.42317422925,96,0.099208138964,-3.92474,54.2024419331,0.17796802541,57.4065980486,187.78301772,0.958373152411,3.80334338346,0.870266,0.187116632592,0.46524135343
