QFunRegParamNorm,PolicyRegParamNorm,AverageQ,AveragePolicySurr,MinReturn,AverageAction,MaxEsReturn,Iteration,Epoch,AverageEsReturn,StdEsReturn,StdReturn,AverageReturn,AverageDiscountedReturn,AverageAbsY,AverageAbsQYDiff,AverageY,AverageAbsQ,AverageQLoss,MaxReturn,MinEsReturn
27.0306,28.0685,5.02791,-5.37769,20.8286941956,0.867856,274.322074421,47,47,59.4692355723,106.719664057,138.35616759,145.976355794,75.6358637034,5.04330913097,0.244982051052,5.02949054993,5.04232,0.180587,1011.57353629,-56.350697829
27.4,28.4067,5.16885,-5.529,-45.3245053389,0.84242,186.735105877,48,48,87.6059702776,69.1195257881,198.674329289,247.779714709,88.6562153131,5.18282336786,0.258308198872,5.17028736535,5.18186,0.205477,1061.00120187,4.21319912634
27.7599,28.7085,5.31683,-5.69737,12.6058949237,0.837764,283.892331468,49,49,124.048863869,94.4823921349,179.063595073,256.324981313,90.1099095982,5.33105033353,0.257816481701,5.31878652034,5.33011,0.203199,742.712093718,-13.7803773527
28.1403,28.9537,5.46251,-5.86047,173.095611606,0.855378,170.197545262,50,50,68.7796347249,71.781504717,271.06253361,397.563196243,101.587657624,5.47658985256,0.270546294542,5.46470628689,5.47498,0.22391,957.919585955,-24.4770494108
28.5103,29.1956,5.63671,-6.041,102.501519158,0.845796,354.691597208,51,51,136.063474215,129.481794541,38.070845478,178.75289629,102.373517578,5.65006965038,0.27297177883,5.63845328419,5.64884,0.223121,297.361905135,-1.04694330039
28.8351,29.471,5.84256,-6.23052,84.3075315463,0.84713,373.194034377,52,52,174.439659814,113.366431158,169.071221052,436.0282412,115.593536059,5.85533561087,0.270541975591,5.8444889139,5.85389,0.213479,798.404687237,-14.0514777067
29.2127,29.7392,6.04598,-6.44177,133.017104947,0.853682,271.327992014,53,53,158.551877683,84.5643626857,23.2590555235,185.004572842,105.066084752,6.05810257779,0.274863856061,6.04834912763,6.05578,0.221051,239.36717261,38.6068179798
29.605,30.0298,6.19395,-6.6003,110.772055731,0.867638,427.307152308,54,54,138.960985782,135.500527325,60.256568669,185.068684682,105.411028602,6.20527698213,0.279866189718,6.19560004576,6.20389,0.250462,579.664218012,2.37239699823
29.9995,30.2321,6.35175,-6.75763,28.0394703234,0.895599,205.706427972,55,55,55.659799733,70.7483960059,60.5567571675,268.895682501,116.366620679,6.36294814706,0.291495180572,6.35311668544,6.36317,0.254768,379.011402209,-60.0258797008
30.3672,30.6145,6.53425,-6.92082,68.5979049396,0.862608,253.35518783,56,56,127.600074722,86.3637774506,106.075029958,321.254618538,112.968930279,6.54575454398,0.280382731684,6.53643772702,6.54389,0.235802,606.406675704,32.6429837221
30.7803,30.8934,6.70662,-7.08041,-15.758002246,0.884579,303.905959833,57,57,139.515047039,100.110192133,72.6296140501,183.263803221,100.65654443,6.71819441189,0.303561916474,6.70895163667,6.71724,0.290495,395.327702854,20.2883589168
31.1525,31.1612,6.82837,-7.21244,136.155718368,0.88962,310.595136106,58,58,162.487309688,113.035671684,75.5198087759,256.831686035,128.667212186,6.83892612316,0.290708590085,6.83001857299,6.83839,0.251762,490.705697871,-6.13727295916
31.5014,31.421,7.0173,-7.40649,171.264752653,0.88035,288.686413322,59,59,161.464472227,75.3145867007,101.221650195,304.705385348,122.834744364,7.02813458582,0.304587300586,7.01930614316,7.02868,0.300845,639.485554226,36.9225624126
31.851,31.6214,7.18569,-7.56503,-86.9720087909,0.865732,412.981190447,60,60,165.329948632,155.915560153,156.590038178,212.498314412,80.3246256015,7.19616797286,0.301462970781,7.18804815519,7.19602,0.268674,656.628705256,-21.2327198175
32.1218,31.8571,7.28185,-7.66901,60.0324287327,0.879111,350.70768978,61,61,159.293769027,100.044024065,67.238336526,217.998834051,103.482387721,7.29239826054,0.309285655179,7.28344867224,7.29323,0.295665,431.247411723,35.9583905046
32.4105,32.0957,7.44215,-7.81442,39.5736274571,0.849838,284.821830679,62,62,156.975827354,87.2668381427,149.545222818,272.481812992,87.1383089125,7.45263370974,0.308292954216,7.44394450166,7.45331,0.298343,844.685508319,42.7007778376
32.6821,32.3751,7.61053,-8.00506,110.90090839,0.880196,246.930386079,63,63,116.971574398,76.7209077609,92.77671563,265.48390856,102.747502771,7.62157247935,0.305925741834,7.61285406515,7.62173,0.307648,483.963166172,17.891237795
32.9774,32.7187,7.78467,-8.16508,4.46102008401,0.853134,272.901360235,64,64,182.094173297,95.7067418898,195.53883604,239.279625287,65.94250205,7.79460877826,0.316992524897,7.78642202079,7.79525,0.334151,729.476231461,20.8976345218
33.2742,32.959,7.92514,-8.30183,-30.5250780669,0.891272,242.345220216,65,65,124.662737099,80.021735425,78.0221632336,202.580581438,92.279329542,7.93699915078,0.307200065529,7.92752477042,7.93715,0.292685,370.016162939,11.5240187583
33.5815,33.2149,8.08922,-8.48949,96.0033213937,0.934972,403.657584827,66,66,170.325911707,112.487900287,50.5045386794,180.81187649,80.9949828332,8.10074882729,0.30921868959,8.09031523711,8.10194,0.301154,324.156742061,52.0940298318
33.9183,33.432,8.25035,-8.64745,24.635311271,0.92151,169.64028497,67,67,88.2242434481,51.5626361143,78.2795738386,150.196200257,77.1915956007,8.26286451241,0.32370975441,8.25300262496,8.26314,0.33208,476.214059407,8.95674483074
34.2069,33.616,8.4033,-8.79594,-39.3667009959,0.882556,237.092441702,68,68,111.852023542,65.9762409846,71.4919220374,170.058345443,79.9060598479,8.41639865622,0.325306983276,8.40499094614,8.41745,0.328437,307.422820642,10.6012009541
34.5105,33.846,8.55942,-8.95982,89.0867287377,0.898407,281.569710312,69,69,154.945034696,89.0799116257,10.3364326451,104.261487615,66.2789565744,8.57156964172,0.320165337603,8.56071207562,8.57309,0.311456,181.000338838,2.24892465638
34.8245,34.0639,8.75382,-9.17229,101.231531422,0.926587,225.190185514,70,70,140.266448142,63.075529549,8.96521232882,108.218598577,73.3813404671,8.76524855873,0.328798665911,8.75660551304,8.76591,0.32709,167.784436991,17.6151949308
35.0924,34.227,8.88225,-9.28561,83.6977177968,0.958242,214.83080496,71,71,139.173027268,32.6927027287,4.25574573955,95.117633837,67.7986951499,8.89260769926,0.334022964317,8.88375055355,8.89489,0.331688,105.139842523,110.184037908
35.4076,34.3696,9.07417,-9.49048,88.4911732385,0.942277,352.300525399,72,72,168.796002568,84.8558690469,2.36048617968,94.8656910103,68.9324477045,9.08541568611,0.351138559901,9.07674958413,9.08771,0.393097,99.998603834,95.6806255176
35.7079,34.5021,9.21843,-9.64528,86.4981971477,0.935523,194.338397878,73,73,120.413203014,48.4075453314,56.2113773304,139.251426565,79.0318642702,9.22750149707,0.355808921993,9.21950430092,9.22977,0.413433,314.053690429,40.4553058927
36.0219,34.636,9.39818,-9.83149,91.1249918232,0.932968,295.895885336,74,74,152.878498723,69.5746726011,5.71023796243,103.5679768,73.0153062383,9.40732952418,0.353863937738,9.40021058211,9.40783,0.39126,121.947749946,93.4643513665
36.3057,34.752,9.56604,-10.0203,101.219182916,0.959542,330.252027769,75,75,138.010268671,73.7036907577,1.90167531081,112.523624601,76.7751265054,9.57575485405,0.371854946605,9.56894585603,9.57588,0.445593,115.428340288,58.0237343359
36.591,34.8689,9.78994,-10.3114,74.2570434877,0.931227,229.272521742,76,76,134.458443486,37.2273231617,6.22524924873,92.4539132288,66.2473836303,9.79962757394,0.361416049864,9.7925782486,9.80059,0.378545,111.370698064,95.8514407089
36.8413,34.9786,10.0065,-10.538,99.0014349402,0.906669,208.20107329,77,77,97.2245814911,53.411593107,5.76773247923,105.594322565,74.1591284505,10.0151311145,0.372373075077,10.0082487401,10.0161,0.433923,144.493737455,3.78705347954
37.0988,35.1346,10.3418,-10.883,28.4665132356,0.906572,203.596112503,78,78,120.558318011,59.309484495,55.9122001639,124.282640962,75.4899008213,10.350580057,0.36988604088,10.344402566,10.3512,0.390417,365.317090816,2.680019435
37.3356,35.2796,10.4901,-11.0527,85.8774305137,0.926107,261.121082134,79,79,116.390844136,76.4724111413,3.43292630697,94.6413469348,66.5908394815,10.4985693356,0.386998479356,10.4923389876,10.5001,0.436358,110.570073615,38.144249083
37.6659,35.4303,10.8309,-11.4098,100.677297646,0.902834,213.110601835,80,80,110.091462055,45.1615579582,36.1632286267,144.233810581,88.965435835,10.8390804087,0.401222909807,10.8336701511,10.8396,0.468197,263.643651178,25.4072249231
37.9727,35.5564,11.0094,-11.5792,105.607340274,0.920713,271.526366648,81,81,132.997236125,74.1311413189,22.7707366954,130.562355684,83.339686112,11.0178985148,0.401779393022,11.0116808703,11.0191,0.464477,257.243034269,22.1932290576
38.2763,35.7177,11.2886,-11.8528,50.8919990112,0.908489,236.454184419,82,82,131.779078096,58.5026829416,92.1667213605,223.188503854,87.2215831091,11.2971223571,0.407621242543,11.2913747944,11.298,0.514598,471.853986276,47.4640484233
38.5803,35.8479,11.4551,-11.9956,86.6462240945,0.938354,292.897421893,83,83,128.384026119,80.6250887774,60.0871850967,111.523746176,69.1698140637,11.4623862408,0.414198521576,11.4569212834,11.4643,0.528116,676.903973968,13.1424435924
38.8456,36.0303,11.622,-12.1454,93.5877798218,0.925757,277.965919777,84,84,158.642261675,59.4027631168,7.02312297894,102.621762734,68.3514538089,11.6298627472,0.408307193653,11.6240796533,11.6313,0.483391,159.004508465,87.2711284534
39.1168,36.2277,11.7816,-12.3014,99.596264433,0.919882,209.72817876,85,85,120.10716094,53.7141497911,40.9944046582,168.49971417,81.7133260521,11.7906042699,0.414296725414,11.7845524856,11.7903,0.496318,325.15572686,3.14920313648
39.368,36.4206,11.9683,-12.4661,77.3358130293,0.928875,207.664370167,86,86,108.176196829,47.3315468298,3.95225383626,87.2100909286,59.0891425819,11.9755584506,0.414211554318,11.9695312829,11.9786,0.502057,106.952486075,45.655911792
39.6501,36.6178,12.0566,-12.5501,117.253441109,0.886711,281.633960409,87,87,187.350451803,70.0328942882,53.0990002195,195.365574302,85.7991004974,12.0654805738,0.428717733607,12.0601476452,12.0654,0.542736,337.825821457,86.0240450948
39.9311,36.8058,12.1216,-12.6147,-46.5492589066,0.926113,263.799524167,88,88,127.787218927,86.4571813916,130.240005883,204.14133591,64.0469530923,12.1294856604,0.430981132026,12.1240951432,12.1309,0.549552,537.678182652,17.1644987421
40.2361,37.0126,12.2804,-12.7538,38.8440328559,0.895462,239.38104844,89,89,184.896211063,55.1368303681,93.4874917666,162.251139371,71.1737239382,12.2876516925,0.430580383251,12.2822152974,12.2897,0.570586,402.655425731,63.252455989
40.4807,37.1656,12.3611,-12.8125,-81.2714070015,0.898618,259.041602283,90,90,53.7802110549,110.507721544,72.5571763187,178.966510283,75.2162753515,12.368421997,0.428228589774,12.363471929,12.3693,0.55663,300.818743033,-106.357995761
40.7243,37.3556,12.4405,-12.8959,90.1944915796,0.861364,173.016767283,91,91,76.0659893972,65.0548912451,51.6476273728,149.951037563,87.3453582375,12.4472161239,0.437500597734,12.4421279638,12.4497,0.603995,378.696985614,4.74324364505
40.9797,37.4808,12.5159,-12.9671,345.754664909,0.849969,275.414185921,92,92,189.244191186,70.7409315892,13.2243883292,370.810844441,134.159878943,12.5245032775,0.417478683997,12.5194933175,12.5245,0.514752,401.931965101,87.5917366007
41.1758,37.687,12.5819,-13.0433,152.576042886,0.894325,404.345617722,93,93,141.017541615,142.376005521,54.8737269519,294.617862845,115.507843279,12.5885417963,0.415843544974,12.5838486956,12.5895,0.504355,384.2633882,-35.7958138483
41.4306,37.7825,12.669,-13.1353,162.595604641,0.931885,285.895045566,94,94,97.0871597478,122.980096601,20.782950556,203.708173804,107.893178719,12.6766559631,0.436273396365,12.6719964466,12.6776,0.565543,260.946846497,-99.6885212152
41.6772,37.959,12.7676,-13.2408,-135.430572992,0.859021,203.005472495,95,95,43.6220290763,92.3640779977,95.9299151833,-34.9391080512,-10.2913179098,12.7741709365,0.432147759473,12.7690763519,12.7776,0.610683,345.775170652,-83.2444760496
41.8878,38.1245,12.8207,-13.2773,85.0583325322,0.913374,286.87255957,96,96,72.5179099637,124.783839225,57.2828492292,170.609892353,82.6131610435,12.829440412,0.419788827075,12.82382178,12.8313,0.522282,369.584906144,-78.2519615542
42.1309,38.2398,12.9075,-13.3893,98.0025477911,0.923863,311.99605727,97,97,185.562189545,95.3969132938,135.011670263,312.591910785,97.6229952469,12.9159025146,0.429904397545,12.9102745006,12.9175,0.599676,853.846784606,54.1918398362
42.3741,38.372,13.0584,-13.5352,-65.0680705682,0.886655,254.319620621,98,98,68.3924203205,92.728025395,107.027435553,168.211778452,58.7905680087,13.0649896658,0.433585298602,13.0606460875,13.0664,0.63836,362.255063288,-34.614239449
42.6149,38.5142,13.1074,-13.5794,-69.22236758,0.805801,107.295069373,99,99,28.4763304814,41.2104675594,153.42891641,155.895032286,35.6338685352,13.115262421,0.435916281943,13.1103981025,13.1164,0.605045,479.328260938,-11.0350696907
42.822,38.5909,13.2019,-13.7052,-157.517302584,0.794126,364.643256917,100,100,124.931133853,160.318707705,126.323527347,76.8005042974,33.7635414066,13.2085726449,0.431332630586,13.2036994477,13.2108,0.60375,330.382044905,-21.5476263141
43.0304,38.7483,13.3908,-13.8676,-2.24927576929,0.900671,160.593333083,101,101,43.1279832525,56.1103912906,0.644225335623,-1.20754131289,-0.834981273609,13.3976016838,0.425795880734,13.3931760642,13.3998,0.541806,0.45453678255,-14.6950943039
43.2199,38.8822,13.4717,-13.95,191.129339798,0.85519,307.791683764,102,102,70.2668983316,94.6765851859,215.645972908,456.136873304,90.7538524177,13.4807012768,0.437258952152,13.4748984577,13.481,0.57065,914.192725069,-3.18219460151
43.4594,39.0719,13.6067,-14.0934,176.527453575,0.941947,245.6783034,103,103,79.4911017294,81.5744771671,28.1745442745,228.507401157,120.82696856,13.6152258766,0.432440040193,13.6091456226,13.6164,0.567395,296.580871249,-2.2793330347
43.6832,39.2547,13.7132,-14.2091,-18.8282242573,0.825404,359.440497744,104,104,168.300856881,130.459375426,135.721047598,220.620612527,67.0583110578,13.7217694396,0.444761214085,13.7160531106,13.7237,0.630991,539.291345999,-3.79051332361
43.8889,39.4415,13.7901,-14.2814,11.5260145076,0.866717,301.086239901,105,105,138.13279597,119.471272472,128.063538329,187.689910125,82.1301575129,13.7989195244,0.444709861091,13.792697177,13.8004,0.633031,523.90646502,1.29242425504
44.1464,39.6281,13.9238,-14.4182,-33.0041509987,0.878767,475.330904889,106,106,172.756275138,173.141867704,172.703371425,207.498126043,87.6223583863,13.9340930141,0.443214809243,13.9263098182,13.9351,0.604033,919.181881467,0.601403622993
44.374,39.7985,14.0575,-14.5433,122.54445449,0.884923,266.233303629,107,107,68.8369284162,94.5309823531,45.3331835722,219.046160252,113.604475995,14.0666852663,0.447337159927,14.0602714058,14.0674,0.613663,338.063853099,-58.7052771239
44.5797,39.9632,14.1565,-14.647,132.533499218,0.870672,248.412626189,108,108,123.028381596,90.7668626934,105.372405992,235.88676541,100.859646846,14.1662008038,0.46786960022,14.1593517789,14.1678,0.767014,820.079400749,16.6669011374
44.8369,40.1343,14.2536,-14.7507,159.01980721,0.924287,435.514887597,109,109,106.362208632,144.728934743,23.6937220756,200.947205557,112.568548272,14.2636336172,0.465004978091,14.2564943226,14.2659,0.708491,263.576658274,-43.168043838
45.0117,40.2992,14.3537,-14.8238,148.868210802,0.895449,211.064292235,110,110,73.2779373835,118.964096838,45.750008316,230.011234437,116.83322449,14.3645703936,0.455995192622,14.3561395536,14.3671,0.635224,362.964101985,-178.502095603
45.2279,40.4755,14.3908,-14.8573,117.992740974,0.931909,258.800568468,111,111,182.682749703,73.0686908533,13.901994284,153.864226938,96.4974979011,14.4038313082,0.471658233725,14.3933516703,14.4073,0.761388,192.409727351,10.1800855532
45.4261,40.6625,14.4806,-14.9505,133.454048057,0.838659,329.618091937,112,112,202.370775487,101.54304932,200.885485598,507.588639153,94.9551708695,14.4939888975,0.458656120197,14.4835036265,14.4951,0.690577,862.047135624,36.7628638929
45.6453,40.8567,14.5743,-15.0143,98.6496839095,0.861724,300.225438532,113,113,187.232135588,112.10933514,48.0461828951,270.876995089,113.424616374,14.5869848052,0.46508135414,14.5764285304,14.5907,0.713323,409.771634816,18.9566775863
45.8649,41.0377,14.628,-15.0623,102.534289616,0.934889,316.25282112,114,114,150.29226284,94.6537858231,16.7375190041,144.948946223,88.6234521235,14.6417663357,0.45543937412,14.631256049,14.6444,0.693401,209.710125189,21.0068747407
46.1321,41.2515,14.6394,-15.0804,144.1013717,0.94181,394.52091598,115,115,169.036629528,138.190738629,32.975474938,182.231483805,103.597339246,14.6513568339,0.469658964163,14.6420590914,14.6556,0.738702,339.365299915,5.59167754289
46.3893,41.417,14.6668,-15.1151,24.1305013661,0.853806,292.204208009,116,116,129.261319798,121.821086855,169.113165881,375.889290497,111.744338941,14.6781475218,0.482794393636,14.6691375594,14.6843,0.841915,1005.93550764,1.00021068686
46.5778,41.6016,14.7487,-15.1869,-142.433905007,0.871919,335.332788193,117,117,164.747969171,140.988619026,135.087083453,258.337285137,102.516158741,14.7617157078,0.471041385611,14.7511744607,14.7659,0.749897,492.670720554,9.54533098023
46.8223,41.7881,14.8251,-15.2624,29.8793594393,0.894132,226.418788411,118,118,112.717758203,77.6843987554,151.927741472,253.364814347,87.247195656,14.8380005424,0.468693842021,14.8279356046,14.842,0.739133,630.903181625,-16.6605128204
47.0106,41.9283,14.8734,-15.3071,-367.520492029,0.846296,500.240533605,119,119,145.236750475,172.425826133,152.22324682,-0.751799988799,31.3351135079,14.8850579744,0.464517661677,14.8754402682,14.889,0.693929,337.616729343,-45.8015860809
47.2155,42.0803,14.8747,-15.3013,-99.1897144099,0.891546,308.134183498,120,120,113.940003274,134.484568912,104.152825158,140.831816852,75.8430503633,14.8858820812,0.486689994624,14.8777214538,14.8917,0.832686,446.290654732,3.19798653697
47.4402,42.2376,14.8958,-15.3114,0.535931059218,0.893236,261.729989646,121,121,105.514269897,79.0149699107,98.773479257,241.914857606,95.701158928,14.9069158175,0.481146193712,14.8987447403,14.9109,0.813779,488.318821665,3.53463686781
47.6489,42.3939,14.9686,-15.3817,-128.527875612,0.857804,199.162191921,122,122,67.3825916912,62.8144167428,105.48083821,88.0196151853,43.7378657142,14.9781165039,0.472592440574,14.9700880598,14.9839,0.799063,380.548216141,1.06324919895
