Gather_AverageReturn,StdEsReturn,PolicyRegParamNorm,Gather_MedianReturn,AverageAbsY,MinEsReturn,MaxEsReturn,wrapped_AverageForwardProgress,AverageY,Gather_MaxReturn,QFunRegParamNorm,AverageQLoss,AverageEsReturn,Epoch,wrapped_StdForwardProgress,wrapped_AverageReturn,StdReturn,MinReturn,AverageAction,AverageDiscountedReturn,AverageAbsQYDiff,AverageReturn,Gather_MinReturn,MaxReturn,AverageAbsQ,wrapped_MaxForwardProgress,AverageQ,Gather_StdReturn,wrapped_MinForwardProgress,AveragePolicySurr
0.0,0.0,18.1991,0.0,0.00217003322935,0.0,0.0,-0.0961355930117,0.00208113493999,0,15.5995,2.83943e-07,0.0,20,0.221354103583,-6.90087475559,0.0,0.0,0.998661,0.0,0.000193820557446,0.0,0,0.0,0.00217,0.374762094802,0.00208109,0.0,-0.415802614595,-0.00207308
0.0,0.0,18.2131,0.0,0.00216070491704,0.0,0.0,-0.0210667473055,0.00208738120004,0,15.6648,1.83989e-07,0.0,21,0.209688236178,-5.41035109286,0.0,0.0,0.998815,0.0,0.000165569191611,0.0,0,0.0,0.00215855,0.376942168137,0.00208739,0.0,-0.409239174296,-0.00209335
0.0,0.0,17.9833,0.0,0.00212900704481,0.0,0.0,0.0401205738463,0.0020749552679,0,15.7074,1.49407e-07,0.0,22,0.244670234174,-4.19199880458,0.0,0.0,0.997065,0.0,0.000161223714978,0.0,0,0.0,0.00212695,0.446761080512,0.00207496,0.0,-0.326612921122,-0.00211883
0.0,0.0,17.9267,0.0,0.00213005864077,0.0,0.0,0.00520166074683,0.00208630398868,0,15.7462,1.38691e-07,0.0,23,0.185737763887,-4.88739273211,0.0,0.0,0.998725,0.0,0.000153804178113,0.0,0,0.0,0.00212852,0.401672169296,0.00208626,0.0,-0.227596165742,-0.00210915
0.0,0.0,17.8291,0.0,0.00214314590169,0.0,0.0,0.0298218653181,0.00209895487085,0,15.7779,9.03329e-08,0.0,24,0.169089461261,-4.34474639668,0.0,0.0,0.986433,0.0,0.000136733872419,0.0,0,0.0,0.00214204,0.417849496009,0.00209901,0.0,-0.324454880145,-0.002118
0.0,0.0,17.5868,0.0,0.00216152889594,0.0,0.0,-0.013341448457,0.00211864937007,0,15.8103,1.08404e-07,0.0,25,0.0920999350065,-4.34207482558,0.0,0.0,0.81751,0.0,0.000140308813724,0.0,0,0.0,0.00216133,0.133931302684,0.00211883,0.0,-0.192034877924,-0.0021631
0.0,0.0,17.6309,0.0,0.00222554296711,0.0,0.0,-0.00761691154226,0.00218788302735,0,15.834,1.03126e-07,0.0,26,0.126468414393,-3.31330684555,0.0,0.0,0.633335,0.0,0.000136230858162,0.0,0,0.0,0.00222427,0.245241406008,0.00218775,0.0,-0.21200310235,-0.00227064
0.0,0.0,17.6503,0.0,0.00231171360003,0.0,0.0,0.0826853638428,0.00228984861104,0,15.8664,1.28515e-07,0.0,27,0.0717511618406,-3.1617357943,0.0,0.0,0.964989,0.0,0.000149849050676,0.0,0,0.0,0.00231189,0.301824401451,0.00228975,0.0,-0.050795194666,-0.00240831
0.0,0.0,17.6048,0.0,0.00240871511769,0.0,0.0,0.00903967572935,0.00240392607635,0,15.8995,1.07146e-07,0.0,28,0.125967984101,-4.64651445642,0.0,0.0,0.966439,0.0,0.000136076729574,0.0,0,0.0,0.00240964,0.201897853408,0.002404,0.0,-0.37791712747,-0.00246999
0.0,0.0,17.5499,0.0,0.0024380224159,0.0,0.0,-0.0617790019506,0.00243783048844,0,15.9399,1.03006e-07,0.0,29,0.213169210897,-4.41409484287,0.0,0.0,0.634612,0.0,0.000133251270165,0.0,0,0.0,0.00243829,0.463352264609,0.00243773,0.0,-0.509270051894,-0.00250794
0.0,0.0,17.5555,0.0,0.00242759627061,0.0,0.0,0.0889447498931,0.00242751880664,0,15.9818,9.82987e-08,0.0,30,0.252870806902,-2.26171382471,0.0,0.0,0.80136,0.0,0.000128613489619,0.0,0,0.0,0.00242779,0.508603192104,0.00242735,0.0,-0.488099215994,-0.00248513
0.0,0.0,17.6714,0.0,0.00245835432624,0.0,0.0,-0.0117592023531,0.00245835432624,0,16.0265,1.33359e-07,0.0,31,0.134092503517,-4.81472615865,0.0,0.0,0.911739,0.0,0.000153098339177,0.0,0,0.0,0.00245905,0.247430061539,0.00245876,0.0,-0.273077367408,-0.00255163
0.0,0.0,17.7569,0.0,0.00253817487689,0.0,0.0,0.000625865728029,0.0025381706343,0,16.059,1.36809e-07,0.0,32,0.249736200697,-4.6146995004,0.0,0.0,0.922197,0.0,0.000149982987219,0.0,0,0.0,0.00253835,0.46538184893,0.00253782,0.0,-0.413813297035,-0.00267291
0.0,0.0,17.7271,0.0,0.00256730654749,0.0,0.0,-0.000427609957007,0.00256715632826,0,16.1164,1.31569e-07,0.0,33,0.19536676533,-2.78801190479,0.0,0.0,0.559112,0.0,0.000150657132072,0.0,0,0.0,0.0025679,0.31630874787,0.00256755,0.0,-0.409553880325,-0.00267278
0.0,0.0,17.7753,0.0,0.00258351456273,0.0,0.0,-0.0879387983302,0.00258321638261,0,16.1973,1.38741e-07,0.0,34,0.229017241021,-5.20562752567,0.0,0.0,0.68993,0.0,0.000164452235185,0.0,0,0.0,0.00258334,0.416782344919,0.00258301,0.0,-0.354810204068,-0.00274191
0.0,0.0,17.8422,0.0,0.00265458510824,0.0,0.0,-0.0800445260663,0.00265453009799,0,16.2951,1.51618e-07,0.0,35,0.183770603982,-5.15346863135,0.0,0.0,0.708945,0.0,0.000174552549095,0.0,0,0.0,0.00265501,0.294028468889,0.00265455,0.0,-0.380260645021,-0.00281209
0.0,0.0,18.0004,0.0,0.00278894250605,0.0,0.0,-0.0913837207124,0.00278869979223,0,16.3963,1.39133e-07,0.0,36,0.111609732153,-5.92753115769,0.0,0.0,0.788157,0.0,0.00017445919705,0.0,0,0.0,0.00278919,0.0840526190805,0.00278879,0.0,-0.285493756992,-0.00300648
0.0,0.0,17.947,0.0,0.00287633120944,0.0,0.0,-0.135798998252,0.00287631113317,0,16.4703,1.59906e-07,0.0,37,0.110025977009,-6.99101646019,0.0,0.0,0.813421,0.0,0.000184437430622,0.0,0,0.0,0.00287648,0.0796087367551,0.00287621,0.0,-0.332177293123,-0.00301263
0.0,0.0,17.9352,0.0,0.00290138039083,0.0,0.0,-0.153846916761,0.00290138039083,0,16.5243,1.55335e-07,0.0,38,0.18098531322,-6.08998594951,0.0,0.0,0.584174,0.0,0.000178396388446,0.0,0,0.0,0.00290159,0.127815505322,0.00290134,0.0,-0.494082988956,-0.00299853
0.0,0.0,17.9167,0.0,0.00289209881142,0.0,0.0,0.0216797695561,0.00289209881142,0,16.5674,1.35004e-07,0.0,39,0.248759364607,-3.43288732829,0.0,0.0,0.772812,0.0,0.000170742700941,0.0,0,0.0,0.00289242,0.409120234425,0.00289209,0.0,-0.384230030844,-0.00294648
0.0,0.0,17.8812,0.0,0.00288759717132,0.0,0.0,0.121148537923,0.00288759717132,0,16.6425,1.53649e-07,0.0,40,0.158455397901,0.267979848788,0.0,0.0,0.432019,0.0,0.000177318902855,0.0,0,0.0,0.00288818,0.488333246234,0.00288762,0.0,-0.229875225166,-0.00292633
0.0,0.0,17.8982,0.0,0.00286307918563,0.0,0.0,0.117691309912,0.00286307918563,0,16.7052,1.27626e-07,0.0,41,0.203480640884,1.07049007612,0.0,0.0,0.254806,0.0,0.000157102720473,0.0,0,0.0,0.00286327,0.450031644331,0.002863,0.0,-0.220286049346,-0.00289034
0.0,0.0,18.0448,0.0,0.00278856781041,0.0,0.0,0.216814571854,0.00278856781041,0,16.7403,1.33695e-07,0.0,42,0.347480038046,0.799215703118,0.0,0.0,0.710964,0.0,0.000161099354084,0.0,0,0.0,0.002789,1.04930936525,0.00278886,0.0,-0.246477032937,-0.00285174
0.0,0.0,18.042,0.0,0.00276183656793,0.0,0.0,0.255666264337,0.00276183656793,0,16.8022,1.25374e-07,0.0,43,0.204188214039,0.532151375622,0.0,0.0,0.914663,0.0,0.000162138538915,0.0,0,0.0,0.00276188,0.646590236609,0.00276158,0.0,-0.247914638658,-0.0028031
0.0,0.0,18.0657,0.0,0.00272331625079,0.0,0.0,-0.0830340382275,0.00272331625079,0,16.8489,9.8922e-08,0.0,44,0.359287830466,-4.95068115793,0.0,0.0,0.646204,0.0,0.000140699350687,0.0,0,0.0,0.00272339,0.38083738589,0.00272331,0.0,-0.627719354405,-0.00273385
0.0,0.0,18.183,0.0,0.00269031723935,0.0,0.0,0.302458720825,0.00269031723935,0,16.9076,1.07859e-07,0.0,45,0.212212977674,3.03782530407,0.0,0.0,0.601272,0.0,0.000148004373337,0.0,0,0.0,0.00269057,0.790976556087,0.00269036,0.0,-0.0337479651069,-0.00273792
0.0,0.0,18.2723,0.0,0.00271503629638,0.0,0.0,0.343868166821,0.00271503629638,0,16.9689,9.99996e-08,0.0,46,0.139999163522,4.05362090941,0.0,0.0,0.565825,0.0,0.000144745405493,0.0,0,0.0,0.00271514,0.580136240974,0.00271508,0.0,0.0910063913263,-0.00279034
0.0,0.0,18.3352,0.0,0.00276398653842,0.0,0.0,0.142560182511,0.00276398653842,0,17.0094,9.33289e-08,0.0,47,0.08517794678,-1.22102722869,0.0,0.0,0.811837,0.0,0.000143818470442,0.0,0,0.0,0.00276407,0.277718993717,0.00276403,0.0,-0.011602813738,-0.00283314
0.0,0.0,18.5578,0.0,0.00281565901289,0.0,0.0,-0.0966593177667,0.00281565901289,0,17.0573,9.47529e-08,0.0,48,0.232520595988,-6.86940465152,0.0,0.0,0.990957,0.0,0.000143751434578,0.0,0,0.0,0.0028157,0.491720362553,0.00281562,0.0,-0.448641320038,-0.00293076
0.0,0.0,18.7881,0.0,0.00287142246377,0.0,0.0,0.0180474001691,0.00287142246377,0,17.1129,1.04556e-07,0.0,49,0.249574619336,-4.56727935811,0.0,0.0,0.985186,0.0,0.000145977372316,0.0,0,0.0,0.00287171,0.402952893048,0.00287156,0.0,-0.404718163439,-0.00293595
0.0,0.0,18.7949,0.0,0.00288527818273,0.0,0.0,-0.00313543833236,0.00288527818273,0,17.1494,1.02328e-07,0.0,50,0.252816629825,-4.72289525527,0.0,0.0,0.930518,0.0,0.000148195258844,0.0,0,0.0,0.00288512,0.427418294806,0.0028851,0.0,-0.412774750345,-0.00295367
0.0,0.0,18.7121,0.0,0.0028988792088,0.0,0.0,-0.0392031531533,0.0028988792088,0,17.207,9.03386e-08,0.0,51,0.174452660063,-5.16089261254,0.0,0.0,0.868485,0.0,0.000143770544782,0.0,0,0.0,0.0028991,0.306771538725,0.00289892,0.0,-0.289360869541,-0.00294499
0.0,0.0,18.7183,0.0,0.00294882743661,0.0,0.0,-0.147083687395,0.00294882743661,0,17.2482,1.04292e-07,0.0,52,0.10934291148,-6.69892990851,0.0,0.0,0.740472,0.0,0.000145036185733,0.0,0,0.0,0.00294866,0.0273724743702,0.00294863,0.0,-0.411816853464,-0.00302396
0.0,0.0,18.7221,0.0,0.00294240078621,0.0,0.0,-0.221742274837,0.00294182265185,0,17.3143,9.75499e-08,0.0,53,0.12170134571,-8.76282078506,0.0,0.0,0.832166,0.0,0.000148022097397,0.0,0,0.0,0.00294242,0.0748088563148,0.00294219,0.0,-0.444767529401,-0.00300767
0.0,0.0,18.7348,0.0,0.00295750412896,0.0,0.0,-0.172633973973,0.00295688819367,0,17.3672,9.5026e-08,0.0,54,0.221902543736,-8.40881912619,0.0,0.0,0.989924,0.0,0.000143243415155,0.0,0,0.0,0.0029567,0.336639964152,0.00295666,0.0,-0.528213930224,-0.00299851
0.0,0.0,18.7324,0.0,0.00295038709151,0.0,0.0,0.20033602909,0.00295038709151,0,17.4277,1.01417e-07,0.0,55,0.230428387333,-0.956489620984,0.0,0.0,0.989479,0.0,0.00014371282181,0.0,0,0.0,0.00295035,0.631763709861,0.00295032,0.0,-0.274325947449,-0.00299606
0.0,0.0,18.8287,0.0,0.00295711131598,0.0,0.0,-0.162790527684,0.00295711131598,0,17.4758,8.41917e-08,0.0,56,0.231152545384,-8.24493820662,0.0,0.0,0.995505,0.0,0.000133251453563,0.0,0,0.0,0.00295744,0.288745775407,0.00295738,0.0,-0.595297547189,-0.00300907
0.0,0.0,18.9412,0.0,0.00302829110745,0.0,0.0,-0.0711998557687,0.00302829110745,0,17.5305,9.8538e-08,0.0,57,0.227959953012,-6.43007235566,0.0,0.0,0.997115,0.0,0.000147694814183,0.0,0,0.0,0.00302834,0.510530564442,0.00302814,0.0,-0.397279959767,-0.0031259
0.0,0.0,18.9913,0.0,0.00298716217401,0.0,0.0,-0.141115154008,0.00298716217401,0,17.5867,1.0501e-07,0.0,58,0.19049697096,-6.21626833294,0.0,0.0,0.678183,0.0,0.000141535271681,0.0,0,0.0,0.00298727,0.280105055097,0.00298727,0.0,-0.505604564703,-0.00298736
0.0,0.0,18.9477,0.0,0.00301042396934,0.0,0.0,0.119388992906,0.00301042396934,0,17.6277,9.86488e-08,0.0,59,0.223599443651,-2.60256620067,0.0,0.0,0.994998,0.0,0.00013644401482,0.0,0,0.0,0.00301044,0.557603419386,0.00301042,0.0,-0.353707163841,-0.00304464
0.0,0.0,18.9893,0.0,0.00301396810932,0.0,0.0,0.0485945732851,0.00301396810932,0,17.6882,8.17778e-08,0.0,60,0.141168264457,-4.0018919051,0.0,0.0,0.995713,0.0,0.000130907952235,0.0,0,0.0,0.00301399,0.282389513943,0.00301397,0.0,-0.178015446584,-0.00304642
0.0,0.0,18.9995,0.0,0.00300918494515,0.0,0.0,-0.295510082981,0.00300918494515,0,17.7325,1.02149e-07,0.0,61,0.159137639559,-10.837282912,0.0,0.0,0.983789,0.0,0.000142545788417,0.0,0,0.0,0.00300926,-0.0255180391811,0.00300924,0.0,-0.578037376448,-0.00304005
0.0,0.0,19.0527,0.0,0.00305269199086,0.0,0.0,-0.104455365436,0.00305269199086,0,17.7941,9.46496e-08,0.0,62,0.187008999184,-6.97000772448,0.0,0.0,0.972416,0.0,0.000137803562465,0.0,0,0.0,0.00305266,0.336691761156,0.00305259,0.0,-0.520455160322,-0.00311084
0.0,0.0,19.1244,0.0,0.00303706489744,0.0,0.0,0.0418025207207,0.00303706489744,0,17.8502,8.28214e-08,0.0,63,0.234865006252,-4.14577693822,0.0,0.0,0.99689,0.0,0.000130579175395,0.0,0,0.0,0.00303718,0.453645926001,0.00303715,0.0,-0.344300272021,-0.00307962
0.0,0.0,19.2227,0.0,0.00306596831346,0.0,0.0,0.0497010954724,0.00306596831346,0,17.9001,1.05581e-07,0.0,64,0.141838612854,-3.91895119774,0.0,0.0,0.98452,0.0,0.000135140999744,0.0,0,0.0,0.00306577,0.327092702571,0.00306577,0.0,-0.313694430532,-0.00309576
0.0,0.0,19.2725,0.0,0.0030871624766,0.0,0.0,-0.13238458706,0.0030871624766,0,17.9731,1.02409e-07,0.0,65,0.251190967498,-7.6194834496,0.0,0.0,0.995798,0.0,0.000148122537187,0.0,0,0.0,0.0030872,0.440080350615,0.00308719,0.0,-0.547763776386,-0.00315059
0.0,0.0,19.2484,0.0,0.00311294307819,0.0,0.0,-0.102275334735,0.00311294307819,0,18.0262,1.10255e-07,0.0,66,0.235071171249,-7.03257099364,0.0,0.0,0.996195,0.0,0.000148351373634,0.0,0,0.0,0.003113,0.300038011783,0.00311295,0.0,-0.598543727846,-0.00319346
0.0,0.0,19.2249,0.0,0.00312285154686,0.0,0.0,0.105774128975,0.00312285154686,0,18.0934,1.09213e-07,0.0,67,0.220414045023,-2.79839075749,0.0,0.0,0.983999,0.0,0.000141226514111,0.0,0,0.0,0.00312303,0.558587681312,0.003123,0.0,-0.229921527202,-0.00315233
0.0,0.0,19.2212,0.0,0.00311151714776,0.0,0.0,0.107507487225,0.00311151714776,0,18.1621,1.19907e-07,0.0,68,0.267714651928,-2.83216083129,0.0,0.0,0.994988,0.0,0.000150177057495,0.0,0,0.0,0.00311144,0.704821069417,0.00311144,0.0,-0.384409321056,-0.00313184
0.0,0.0,19.2886,0.0,0.00308041117184,0.0,0.0,0.165436593142,0.00308041117184,0,18.2193,9.84172e-08,0.0,69,0.194320457778,-1.68258864292,0.0,0.0,0.997203,0.0,0.000130993221034,0.0,0,0.0,0.00308031,0.563017523907,0.00308031,0.0,-0.18906435249,-0.00310792
0.0,0.0,19.3198,0.0,0.00310296140043,0.0,0.0,0.0943124514648,0.00310296140043,0,18.2785,8.88992e-08,0.0,70,0.282493360896,-3.11861058646,0.0,0.0,0.998645,0.0,0.000130607648083,0.0,0,0.0,0.00310316,0.639228029687,0.00310315,0.0,-0.320715463179,-0.00315963
0.0,0.0,19.2599,0.0,0.00309862937966,0.0,0.0,-0.0661748182374,0.00309862937966,0,18.3516,1.13155e-07,0.0,71,0.154162977995,-6.24726747883,0.0,0.0,0.982773,0.0,0.000141003779625,0.0,0,0.0,0.00309865,0.239591028434,0.00309855,0.0,-0.335484997677,-0.00311013
0.0,0.0,19.3082,0.0,0.00307611285696,0.0,0.0,-0.233943310105,0.00307611285696,0,18.4124,9.97542e-08,0.0,72,0.27937586444,-8.80034384077,0.0,0.0,0.822429,0.0,0.000135199954831,0.0,0,0.0,0.00307608,0.190416256404,0.00307608,0.0,-0.860424725107,-0.00309524
0.0,0.0,19.4335,0.0,0.0030643271418,0.0,0.0,-0.229701614755,0.0030643271418,0,18.4687,9.4034e-08,0.0,73,0.304396798332,-9.28408477364,0.0,0.0,0.938465,0.0,0.000123819731828,0.0,0,0.0,0.00306432,0.267647953522,0.0030643,0.0,-0.847050412355,-0.00310061
0.0,0.0,19.5083,0.0,0.00304920695057,0.0,0.0,0.229599837017,0.00304920695057,0,18.5331,1.11916e-07,0.0,74,0.170277343007,-0.406574675457,0.0,0.0,0.998723,0.0,0.000139579611911,0.0,0,0.0,0.0030497,0.434192454923,0.00304953,0.0,-0.294296224344,-0.00308756
0.0,0.0,19.5504,0.0,0.00306129695128,0.0,0.0,0.0767338774789,0.00306129695128,0,18.5729,1.08293e-07,0.0,75,0.204589759706,-3.46567131417,0.0,0.0,0.998765,0.0,0.00013275234882,0.0,0,0.0,0.00306112,0.474856039751,0.00306112,0.0,-0.365335028428,-0.0030958
0.0,0.0,19.5817,0.0,0.00310098385631,0.0,0.0,0.133630401242,0.00310098385631,0,18.6411,1.05824e-07,0.0,76,0.237485349778,-2.33544192997,0.0,0.0,0.998246,0.0,0.000127350520159,0.0,0,0.0,0.00310085,0.691378283616,0.00310084,0.0,-0.1745598516,-0.00315205
0.0,0.0,19.5832,0.0,0.00311940415155,0.0,0.0,-0.0815371293292,0.00311940415155,0,18.7041,9.88907e-08,0.0,77,0.207214983112,-6.64725565742,0.0,0.0,0.998809,0.0,0.000138854395878,0.0,0,0.0,0.00311944,0.262059958793,0.00311944,0.0,-0.478290034496,-0.00315238
0.0,0.0,19.5855,0.0,0.00309325302633,0.0,0.0,0.253321951677,0.00309325302633,0,18.7591,8.39645e-08,0.0,78,0.176460163402,0.0753210602566,0.0,0.0,0.99596,0.0,0.000123542031556,0.0,0,0.0,0.00309321,0.514535265016,0.00309321,0.0,-0.196558172278,-0.00310689
0.0,0.0,19.6727,0.0,0.00307011755653,0.0,0.0,0.0704103003399,0.00307011755653,0,18.8217,1.01557e-07,0.0,79,0.267006010692,-3.58564244427,0.0,0.0,0.999239,0.0,0.000132022765399,0.0,0,0.0,0.00307015,0.484758041254,0.00307015,0.0,-0.357629466834,-0.00310601
0.0,0.0,19.6801,0.0,0.00309984750526,0.0,0.0,0.0736266654999,0.00309984750526,0,18.8862,9.8559e-08,0.0,80,0.170603754167,-3.51354807491,0.0,0.0,0.99856,0.0,0.000128874261214,0.0,0,0.0,0.0030998,0.340531899122,0.0030998,0.0,-0.270427919604,-0.00317472
0.0,0.0,19.6797,0.0,0.00311155523573,0.0,0.0,-0.0143900522766,0.00311155523573,0,18.9724,1.01496e-07,0.0,81,0.239358247222,-5.271597926,0.0,0.0,0.996471,0.0,0.000142836602804,0.0,0,0.0,0.00311164,0.424942428985,0.00311161,0.0,-0.471943095435,-0.00313642
0.0,0.0,19.7475,0.0,0.00311279616967,0.0,0.0,0.201853039025,0.00311279616967,0,19.0433,9.75531e-08,0.0,82,0.177413706407,-0.95482860646,0.0,0.0,0.999489,0.0,0.000127779246398,0.0,0,0.0,0.00311268,0.527105484771,0.00311267,0.0,-0.159128619575,-0.00316505
0.0,0.0,19.7839,0.0,0.00311067475475,0.0,0.0,0.226167263322,0.00311067475475,0,19.1264,1.04999e-07,0.0,83,0.215863328454,-0.4885483014,0.0,0.0,0.999224,0.0,0.000134968950808,0.0,0,0.0,0.00311103,0.526873562379,0.00311103,0.0,-0.256757330326,-0.00312319
0.0,0.0,19.8687,0.0,0.00309567214094,0.0,0.0,-0.0424816581523,0.00309567214094,0,19.1921,1.23551e-07,0.0,84,0.212111674084,-5.82595746078,0.0,0.0,0.997777,0.0,0.000142035950217,0.0,0,0.0,0.00309534,0.284341027493,0.00309534,0.0,-0.406806709592,-0.00316936
0.0,0.0,19.9084,0.0,0.0031496550146,0.0,0.0,0.0842902161108,0.0031496550146,0,19.2552,1.16097e-07,0.0,85,0.21666056243,-3.32087381951,0.0,0.0,0.999352,0.0,0.000137007632284,0.0,0,0.0,0.00314998,0.331509586302,0.00314998,0.0,-0.391365098548,-0.00323226
0.0,0.0,19.8528,0.0,0.00313818605273,0.0,0.0,0.0822585318233,0.00313818605273,0,19.3038,9.78723e-08,0.0,86,0.214901689586,-3.34548162365,0.0,0.0,0.999215,0.0,0.000137234455067,0.0,0,0.0,0.00313798,0.420744099554,0.00313793,0.0,-0.319420392396,-0.00321278
0.0,0.0,19.8362,0.0,0.00312159617748,0.0,0.0,-0.0670316980196,0.00312159617748,0,19.3673,9.80267e-08,0.0,87,0.232938828625,-6.33505357778,0.0,0.0,0.999957,0.0,0.000132204318891,0.0,0,0.0,0.00312152,0.401820432834,0.00312152,0.0,-0.433850112361,-0.00315509
0.0,0.0,19.8268,0.0,0.00308757032538,0.0,0.0,0.0246483716023,0.00308757032538,0,19.4309,9.89148e-08,0.0,88,0.250591154125,-4.48618334756,0.0,0.0,0.994999,0.0,0.000130728673165,0.0,0,0.0,0.00308776,0.492911816034,0.00308776,0.0,-0.374222163505,-0.00310383
0.0,0.0,20.0573,0.0,0.00307189607103,0.0,0.0,-0.183265908477,0.00307189607103,0,19.4924,1.13052e-07,0.0,89,0.183360879061,-8.56417907998,0.0,0.0,0.981937,0.0,0.000138110366037,0.0,0,0.0,0.00307177,0.163253432821,0.00307177,0.0,-0.518424412701,-0.00311783
0.0,0.0,20.1166,0.0,0.00308027712943,0.0,0.0,-0.0329542119449,0.00308027712943,0,19.5434,9.66999e-08,0.0,90,0.172781011261,-5.57601800276,0.0,0.0,0.98238,0.0,0.000131260675246,0.0,0,0.0,0.00308042,0.375495838937,0.00308037,0.0,-0.364773857461,-0.00314043
0.0,0.0,20.2223,0.0,0.00309624764186,0.0,0.0,-0.0103757668973,0.00309624764186,0,19.6164,1.01006e-07,0.0,91,0.247041375465,-5.07594949569,0.0,0.0,0.974655,0.0,0.000133138012984,0.0,0,0.0,0.00309624,0.446850838095,0.00309619,0.0,-0.36676121146,-0.003142
0.0,0.0,20.2833,0.0,0.00306587575568,0.0,0.0,-0.0982411175214,0.00306587575568,0,19.6905,1.20361e-07,0.0,92,0.172198193016,-6.91981507799,0.0,0.0,0.989868,0.0,0.000149964105751,0.0,0,0.0,0.00306586,0.154130036508,0.00306586,0.0,-0.371845993376,-0.00310642
0.0,0.0,20.3456,0.0,0.00307078283018,0.0,0.0,-0.0088743896081,0.00307078283018,0,19.7459,1.03522e-07,0.0,93,0.243474069664,-5.07370047012,0.0,0.0,0.980486,0.0,0.000134399913075,0.0,0,0.0,0.00307091,0.363720984042,0.00307085,0.0,-0.505336778657,-0.0030827
0.0,0.0,20.3517,0.0,0.0030018177739,0.0,0.0,-0.423388332799,0.0030018177739,0,19.7961,1.03823e-07,0.0,94,0.181823549781,-12.5006468722,0.0,0.0,0.796541,0.0,0.000124834275716,0.0,0,0.0,0.00300165,0.135951071929,0.00300165,0.0,-0.705228033152,-0.00301477
