AverageReturn,AverageAbsQ,wrapped_AverageForwardProgress,QFunRegParamNorm,StdEsReturn,AverageDiscountedReturn,wrapped_MaxForwardProgress,AverageQLoss,AverageAction,MaxEsReturn,AverageQ,wrapped_AverageReturn,Gather_MinReturn,Epoch,Gather_StdReturn,AverageEsReturn,MaxReturn,AveragePolicySurr,PolicyRegParamNorm,AverageAbsY,MinEsReturn,StdReturn,AverageY,wrapped_StdForwardProgress,MinReturn,Gather_AverageReturn,wrapped_MinForwardProgress,AverageAbsQYDiff,Gather_MaxReturn,Gather_MedianReturn
0.0,0.00633497,0.127804950635,6.61805,0.0,0.0,0.544266457219,1.95376e-08,0.996842,0.0,0.00633497,-2.42945178642,0,35,0.0,0.0,0.0,-0.00643049,18.0858,0.00633495521146,0.0,0.0,0.00633495521146,0.16380845813,0.0,0.0,-0.165771621615,9.98297515635e-05,0,0.0
0.0,0.00638817,0.143542951357,6.60686,0.0,0.0,0.61024023237,1.73972e-08,0.996034,0.0,0.00638817,-2.11145412186,0,36,0.0,0.0,0.0,-0.00647903,18.2181,0.0063882678551,0.0,0.0,0.0063882678551,0.212481770505,0.0,0.0,-0.149072767145,9.30175724764e-05,0,0.0
0.0,0.00643781,0.143302099022,6.59552,0.0,0.0,0.608870285329,1.59047e-08,0.994929,0.0,0.00643781,-2.11476682049,0,37,0.0,0.0,0.0,-0.00652444,18.3454,0.00643773247179,0.0,0.0,0.00643773247179,0.216654299421,0.0,0.0,-0.185645290415,8.90205350822e-05,0,0.0
0.0,0.00647372,0.137029946223,6.58439,0.0,0.0,0.52384195118,1.49182e-08,0.99552,0.0,0.00647372,-2.23264133972,0,38,0.0,0.0,0.0,-0.00655327,18.4599,0.00647382027545,0.0,0.0,0.00647382027545,0.155780239427,0.0,0.0,-0.167058243697,8.70189752052e-05,0,0.0
0.0,0.00650185,0.143662642975,6.57419,0.0,0.0,0.52337320743,1.46985e-08,0.995527,0.0,0.00650185,-2.09006715751,0,39,0.0,0.0,0.0,-0.00657666,18.5769,0.0065018345437,0.0,0.0,0.0065018345437,0.150134763234,0.0,0.0,-0.133704463378,8.65744903072e-05,0,0.0
0.0,0.00652283,0.180996894886,6.56258,0.0,0.0,0.446677351809,1.34221e-08,0.994802,0.0,0.00652283,-1.33752369259,0,40,0.0,0.0,0.0,-0.00659366,18.6743,0.00652284179759,0.0,0.0,0.00652284179759,0.174319525211,0.0,0.0,-0.130972547234,8.21924739069e-05,0,0.0
0.0,0.00653486,0.217011359261,6.55282,0.0,0.0,0.523246578168,1.19205e-08,0.994804,0.0,0.00653486,-0.62546530116,0,41,0.0,0.0,0.0,-0.00660199,18.7697,0.00653484542846,0.0,0.0,0.00653484542846,0.164456663673,0.0,0.0,-0.111202557305,7.771538299e-05,0,0.0
0.0,0.00654846,0.195087980245,6.54415,0.0,0.0,0.59331581834,1.17981e-08,0.996465,0.0,0.00654846,-1.07378295576,0,42,0.0,0.0,0.0,-0.00661215,18.8524,0.00654840379803,0.0,0.0,0.00654840379803,0.171212566263,0.0,0.0,-0.0468605469982,7.68218990516e-05,0,0.0
0.0,0.00654276,0.118953417042,6.53481,0.0,0.0,0.425139487028,1.05953e-08,0.996418,0.0,0.00654276,-2.59382624933,0,43,0.0,0.0,0.0,-0.00659885,18.947,0.00654276440087,0.0,0.0,0.00654276440087,0.150308074004,0.0,0.0,-0.212148866315,7.3943168262e-05,0,0.0
0.0,0.00654643,0.143337095462,6.52621,0.0,0.0,0.30024316921,9.7541e-09,0.997396,0.0,0.00654643,-2.10614566293,0,44,0.0,0.0,0.0,-0.00659889,19.0239,0.00654645740664,0.0,0.0,0.00654645740664,0.107005241505,0.0,0.0,-0.0513065078033,7.07564958759e-05,0,0.0
0.0,0.00652924,0.147272566339,6.51676,0.0,0.0,0.597812684736,9.06899e-09,0.996491,0.0,0.00652924,-2.01650601039,0,45,0.0,0.0,0.0,-0.00657741,19.095,0.00652921517588,0.0,0.0,0.00652921517588,0.179592328762,0.0,0.0,-0.129398642088,6.73929407862e-05,0,0.0
0.0,0.00651342,0.167361010429,6.51026,0.0,0.0,0.348176163859,8.92536e-09,0.995903,0.0,0.00651342,-1.62268837885,0,46,0.0,0.0,0.0,-0.00655632,19.1454,0.00651344092424,0.0,0.0,0.00651344092424,0.120137939551,0.0,0.0,-0.104401942987,6.73612140638e-05,0,0.0
0.0,0.00649119,0.168315458617,6.50021,0.0,0.0,0.62353545007,8.20174e-09,0.996396,0.0,0.00649119,-1.60179175738,0,47,0.0,0.0,0.0,-0.00653068,19.2039,0.00649119871138,0.0,0.0,0.00649119871138,0.195670181645,0.0,0.0,-0.156871796546,6.51622272468e-05,0,0.0
0.0,0.00646734,0.241357010189,6.49477,0.0,0.0,0.529022851924,7.78158e-09,0.994973,0.0,0.00646734,-0.157161009097,0,48,0.0,0.0,0.0,-0.00650224,19.2458,0.00646738322676,0.0,0.0,0.00646738322676,0.162394569366,0.0,0.0,-0.0514887071414,6.36885282463e-05,0,0.0
0.0,0.00643785,0.214935009208,6.48821,0.0,0.0,0.399185954261,7.10133e-09,0.996331,0.0,0.00643785,-0.682948109224,0,49,0.0,0.0,0.0,-0.00646849,19.3212,0.00643780463481,0.0,0.0,0.00643780463481,0.109461590243,0.0,0.0,0.0190731228809,6.09484760372e-05,0,0.0
0.0,0.00640766,0.151420365313,6.48471,0.0,0.0,0.446604928371,6.30724e-09,0.997094,0.0,0.00640766,-1.94367058914,0,50,0.0,0.0,0.0,-0.00643443,19.3427,0.00640764741692,0.0,0.0,0.00640764741692,0.151936654858,0.0,0.0,-0.075229589262,5.72422975771e-05,0,0.0
0.0,0.006367,0.181600085563,6.48013,0.0,0.0,0.543214149396,5.6662e-09,0.996102,0.0,0.006367,-1.33721710801,0,51,0.0,0.0,0.0,-0.00639201,19.4062,0.00636700383466,0.0,0.0,0.00636700383466,0.134968742365,0.0,0.0,-0.0379560540371,5.40524876422e-05,0,0.0
0.0,0.00632668,0.215421594516,6.47765,0.0,0.0,0.485153892124,5.13584e-09,0.995926,0.0,0.00632668,-0.671579647077,0,52,0.0,0.0,0.0,-0.0063471,19.4713,0.00632667886701,0.0,0.0,0.00632667886701,0.149912885596,0.0,0.0,-0.0322675349422,5.22273330851e-05,0,0.0
0.0,0.00628608,0.201857336244,6.47344,0.0,0.0,0.38391234935,4.57541e-09,0.99523,0.0,0.00628608,-0.938805660711,0,53,0.0,0.0,0.0,-0.00630388,19.5173,0.00628609097418,0.0,0.0,0.00628609097418,0.10586673607,0.0,0.0,0.000737328693542,4.88613989847e-05,0,0.0
0.0,0.00623673,0.182922024376,6.47083,0.0,0.0,0.569776037883,4.69388e-09,0.995857,0.0,0.00623673,-1.30751295593,0,54,0.0,0.0,0.0,-0.00625148,19.574,0.00623667171928,0.0,0.0,0.00623667171928,0.146256367702,0.0,0.0,-0.0402031785558,5.06204287743e-05,0,0.0
0.0,0.00618556,0.197175111109,6.46717,0.0,0.0,0.555649074626,4.0221e-09,0.995887,0.0,0.00618556,-1.03948439131,0,55,0.0,0.0,0.0,-0.00619897,19.6129,0.00618559381677,0.0,0.0,0.00618559381677,0.126832624233,0.0,0.0,-0.00888041467171,4.66860607132e-05,0,0.0
0.0,0.00613788,0.152046443083,6.46489,0.0,0.0,0.46642015971,3.98321e-09,0.996204,0.0,0.00613788,-1.9119643956,0,56,0.0,0.0,0.0,-0.00614846,19.6276,0.00613788551047,0.0,0.0,0.00613788551047,0.11808695504,0.0,0.0,-0.0362385537221,4.64478226188e-05,0,0.0
0.0,0.00608539,0.209409795988,6.46348,0.0,0.0,0.460456750943,3.56523e-09,0.996436,0.0,0.00608539,-0.789357220778,0,57,0.0,0.0,0.0,-0.00609461,19.6637,0.00608539979994,0.0,0.0,0.00608539979994,0.160231473966,0.0,0.0,-0.121569007145,4.36118012579e-05,0,0.0
0.0,0.00603409,0.284228009301,6.46182,0.0,0.0,0.620475109024,3.26447e-09,0.996334,0.0,0.00603409,0.686390616969,0,58,0.0,0.0,0.0,-0.00604098,19.6946,0.00603409756582,0.0,0.0,0.00603409756582,0.164089787095,0.0,0.0,-0.0593343211141,4.20314815571e-05,0,0.0
0.0,0.00598292,-0.168729784809,6.45997,0.0,0.0,0.122023679545,3.22609e-09,0.946824,0.0,0.00598292,-8.13051309329,0,59,0.0,0.0,0.0,-0.00599434,19.6934,0.00598289836789,0.0,0.0,0.00598289836789,0.20772027625,0.0,0.0,-0.744511800851,4.29337656169e-05,0,0.0
0.0,0.00593621,-0.281493527313,6.45822,0.0,0.0,-0.10826784351,2.79012e-09,0.847643,0.0,0.00593621,-9.85018341709,0,60,0.0,0.0,0.0,-0.00594707,19.7504,0.00593618714645,0.0,0.0,0.00593618714645,0.107706136276,0.0,0.0,-0.524085609579,3.87717823854e-05,0,0.0
0.0,0.00589031,-0.153096779596,6.45652,0.0,0.0,0.0420382339879,2.76347e-09,0.863518,0.0,0.00589031,-7.3926804721,0,61,0.0,0.0,0.0,-0.00590242,19.8384,0.00589033640818,0.0,0.0,0.00589033640818,0.129173152376,0.0,0.0,-0.37801599373,3.95327681249e-05,0,0.0
0.0,0.00584477,-0.162544279445,6.45503,0.0,0.0,0.128836805196,2.51238e-09,0.884127,0.0,0.00584477,-7.67959305006,0,62,0.0,0.0,0.0,-0.00585587,19.8869,0.00584476869232,0.0,0.0,0.00584476869232,0.155409333525,0.0,0.0,-0.467058351673,3.82373095407e-05,0,0.0
0.0,0.00579969,-0.16629312007,6.453,0.0,0.0,0.207314883463,2.67006e-09,0.830407,0.0,0.00579969,-7.4754788669,0,63,0.0,0.0,0.0,-0.00580941,19.9452,0.0057996972525,0.0,0.0,0.0057996972525,0.195723092027,0.0,0.0,-0.477149387431,3.90460154656e-05,0,0.0
0.0,0.00575236,-0.0911797838265,6.45119,0.0,0.0,0.222288717414,2.22173e-09,0.904782,0.0,0.00575236,-6.36909569471,0,64,0.0,0.0,0.0,-0.00575841,19.9623,0.00575233509414,0.0,0.0,0.00575233509414,0.1619617604,0.0,0.0,-0.412214463622,3.53869805444e-05,0,0.0
0.0,0.00570003,-0.0968163222662,6.44975,0.0,0.0,0.293893436321,2.12282e-09,0.885983,0.0,0.00570003,-6.38607696179,0,65,0.0,0.0,0.0,-0.0057075,19.9975,0.00570004295218,0.0,0.0,0.00570004295218,0.21154286899,0.0,0.0,-0.415460073907,3.5227230278e-05,0,0.0
0.0,0.00565095,-0.142118910023,6.44802,0.0,0.0,0.253854724907,2.03581e-09,0.910675,0.0,0.00565095,-7.40683369363,0,66,0.0,0.0,0.0,-0.005657,20.0247,0.00565094170802,0.0,0.0,0.00565094170802,0.19887945661,0.0,0.0,-0.552827071198,3.49097989986e-05,0,0.0
0.0,0.00560059,-0.138145298622,6.44564,0.0,0.0,0.293213916486,1.96511e-09,0.901004,0.0,0.00560059,-7.27975622814,0,67,0.0,0.0,0.0,-0.0056046,20.0358,0.00560059002635,0.0,0.0,0.00560059002635,0.217287546091,0.0,0.0,-0.515015358484,3.43636559829e-05,0,0.0
0.0,0.00554925,-0.166615456887,6.44367,0.0,0.0,0.168690482956,1.85489e-09,0.922652,0.0,0.00554925,-7.94591383549,0,68,0.0,0.0,0.0,-0.0055523,20.0438,0.00554924051723,0.0,0.0,0.00554924051723,0.168854346594,0.0,0.0,-0.436159818711,3.27420182898e-05,0,0.0
0.0,0.00549897,-0.179997661671,6.44173,0.0,0.0,0.233488007807,1.86386e-09,0.946177,0.0,0.00549897,-8.33168474496,0,69,0.0,0.0,0.0,-0.00550229,20.0348,0.0054989626948,0.0,0.0,0.0054989626948,0.22146797148,0.0,0.0,-0.54132760717,3.38458446829e-05,0,0.0
0.0,0.00544572,-0.112302777394,6.43938,0.0,0.0,0.236244040797,1.71353e-09,0.952406,0.0,0.00544572,-7.0329094123,0,70,0.0,0.0,0.0,-0.00544862,20.0378,0.00544572415148,0.0,0.0,0.00544572415148,0.15663572657,0.0,0.0,-0.478062108937,3.20211826506e-05,0,0.0
0.0,0.0053944,-0.215428246801,6.4379,0.0,0.0,0.0155459376235,1.68636e-09,0.895079,0.0,0.0053944,-8.77669236589,0,71,0.0,0.0,0.0,-0.00539678,20.0336,0.00539437482682,0.0,0.0,0.00539437482682,0.117904458899,0.0,0.0,-0.576138995969,3.11508468801e-05,0,0.0
0.0,0.0053432,-0.16203701876,6.43605,0.0,0.0,0.0968736449267,1.63129e-09,0.884664,0.0,0.0053432,-7.68771946801,0,72,0.0,0.0,0.0,-0.00534617,20.0362,0.00534325933727,0.0,0.0,0.00534325933727,0.121458968295,0.0,0.0,-0.421156362885,3.15338569773e-05,0,0.0
0.0,0.00529276,-0.163094576208,6.43438,0.0,0.0,0.00576448807386,1.58471e-09,0.85251,0.0,0.00529276,-7.55047950108,0,73,0.0,0.0,0.0,-0.00529551,20.0351,0.00529274612132,0.0,0.0,0.00529274612132,0.113705246986,0.0,0.0,-0.427449593261,3.0896811454e-05,0,0.0
0.0,0.00524139,-0.222725594666,6.4322,0.0,0.0,-0.00178939005319,1.5909e-09,0.877405,0.0,0.00524139,-8.84244508517,0,74,0.0,0.0,0.0,-0.00524306,20.0356,0.00524140629426,0.0,0.0,0.00524140629426,0.110185910565,0.0,0.0,-0.514821727212,3.02863901589e-05,0,0.0
0.0,0.00519169,-0.199307828301,6.4306,0.0,0.0,0.00293664757584,1.58642e-09,0.914045,0.0,0.00519169,-8.56193104604,0,75,0.0,0.0,0.0,-0.0051931,20.0367,0.00519161518823,0.0,0.0,0.00519161518823,0.10553736982,0.0,0.0,-0.394042642024,3.08718280499e-05,0,0.0
0.0,0.00513974,-0.143540111417,6.42901,0.0,0.0,0.107603294088,1.38467e-09,0.964214,0.0,0.00513974,-7.70319391013,0,76,0.0,0.0,0.0,-0.00514089,20.0441,0.00513976146503,0.0,0.0,0.00513976146503,0.129424344933,0.0,0.0,-0.344965321558,2.93412072188e-05,0,0.0
0.0,0.00509006,0.0116085011072,6.42765,0.0,0.0,0.295293445351,1.32816e-09,0.980207,0.0,0.00509006,-4.67505140922,0,77,0.0,0.0,0.0,-0.00509119,20.0661,0.00509004219981,0.0,0.0,0.00509004219981,0.152442901036,0.0,0.0,-0.324308023996,2.85753135757e-05,0,0.0
0.0,0.00504081,0.1070113366,6.42618,0.0,0.0,0.337832416012,1.49819e-09,0.999986,0.0,0.00504081,-2.86832050562,0,78,0.0,0.0,0.0,-0.00504209,20.0651,0.00504082953248,0.0,0.0,0.00504082953248,0.174038286378,0.0,0.0,-0.358666787846,3.0081637156e-05,0,0.0
0.0,0.00499072,0.00209504543214,6.4243,0.0,0.0,0.406929952956,1.28056e-09,0.999993,0.0,0.00499072,-4.95726956101,0,79,0.0,0.0,0.0,-0.00499213,20.0653,0.00499073712797,0.0,0.0,0.00499073712797,0.212021429199,0.0,0.0,-0.364370151666,2.74664342459e-05,0,0.0
0.0,0.00494367,-0.0782838358399,6.42272,0.0,0.0,0.257022619733,1.33338e-09,0.999996,0.0,0.00494367,-6.55511456218,0,80,0.0,0.0,0.0,-0.00494581,20.0645,0.00494365869168,0.0,0.0,0.00494365869168,0.159894152499,0.0,0.0,-0.351576910933,2.86321693172e-05,0,0.0
0.0,0.00489542,-0.0577549995949,6.42113,0.0,0.0,0.408191822233,1.42278e-09,0.999999,0.0,0.00489542,-6.14323862895,0,81,0.0,0.0,0.0,-0.00489691,20.0651,0.00489544299797,0.0,0.0,0.00489544299797,0.232099757331,0.0,0.0,-0.383428656374,2.96036484711e-05,0,0.0
0.0,0.00484943,0.115939594122,6.41958,0.0,0.0,0.430774452113,1.2503e-09,0.999996,0.0,0.00484943,-2.70185736227,0,82,0.0,0.0,0.0,-0.00485082,20.065,0.00484939689376,0.0,0.0,0.00484939689376,0.20465337513,0.0,0.0,-0.27024011503,2.71035068633e-05,0,0.0
0.0,0.00480121,0.0187025601309,6.41822,0.0,0.0,0.515240209076,1.26947e-09,1.0,0.0,0.00480121,-4.6349621619,0,83,0.0,0.0,0.0,-0.00480316,20.0642,0.00480122797885,0.0,0.0,0.00480122797885,0.238353218043,0.0,0.0,-0.376178993685,2.80248864025e-05,0,0.0
0.0,0.00475563,0.0140690013015,6.41706,0.0,0.0,0.355851594961,1.22883e-09,0.999997,0.0,0.00475563,-4.7198881877,0,84,0.0,0.0,0.0,-0.00475769,20.0643,0.00475559724011,0.0,0.0,0.00475559724011,0.237273932161,0.0,0.0,-0.339497750418,2.7376806912e-05,0,0.0
0.0,0.00470942,-0.00517974639288,6.41554,0.0,0.0,0.331167294589,1.14708e-09,1.0,0.0,0.00470942,-5.10253110135,0,85,0.0,0.0,0.0,-0.00471145,20.0638,0.00470943433842,0.0,0.0,0.00470943433842,0.214750601914,0.0,0.0,-0.342327478312,2.64293876003e-05,0,0.0
0.0,0.00466511,-0.0225522478992,6.41418,0.0,0.0,0.343691955517,1.21584e-09,1.0,0.0,0.00466511,-5.44592508601,0,86,0.0,0.0,0.0,-0.00466764,20.0636,0.00466514378651,0.0,0.0,0.00466514378651,0.194210394281,0.0,0.0,-0.333950936767,2.71672061439e-05,0,0.0
0.0,0.00462164,0.0230350031105,6.41269,0.0,0.0,0.38165560573,1.10858e-09,0.999996,0.0,0.00462164,-4.54441524455,0,87,0.0,0.0,0.0,-0.00462335,20.0635,0.00462160869491,0.0,0.0,0.00462160869491,0.246490138185,0.0,0.0,-0.390929772648,2.60175467096e-05,0,0.0
0.0,0.00457738,0.0166910257332,6.41163,0.0,0.0,0.35225469668,1.21259e-09,1.0,0.0,0.00457738,-4.66021477909,0,88,0.0,0.0,0.0,-0.0045796,20.0635,0.00457739604443,0.0,0.0,0.00457739604443,0.231233276416,0.0,0.0,-0.387706750993,2.75313095437e-05,0,0.0
0.0,0.00453428,-0.00644417426433,6.41047,0.0,0.0,0.464988241922,1.02552e-09,1.0,0.0,0.00453428,-5.13098396915,0,89,0.0,0.0,0.0,-0.004536,20.0635,0.00453426523866,0.0,0.0,0.00453426523866,0.254184027249,0.0,0.0,-0.360010751362,2.47826005906e-05,0,0.0
0.0,0.00449076,-0.0231776777403,6.4093,0.0,0.0,0.331680217162,1.09097e-09,1.0,0.0,0.00449076,-5.45572469902,0,90,0.0,0.0,0.0,-0.0044931,20.0635,0.0044907624203,0.0,0.0,0.0044907624203,0.215741685282,0.0,0.0,-0.417035988367,2.60560066925e-05,0,0.0
0.0,0.00444851,0.00164238348679,6.40795,0.0,0.0,0.338671397433,1.14193e-09,1.0,0.0,0.00444851,-4.97493395055,0,91,0.0,0.0,0.0,-0.00445065,20.0634,0.00444851952047,0.0,0.0,0.00444851952047,0.211742780091,0.0,0.0,-0.309519073158,2.61750970021e-05,0,0.0
0.0,0.00440575,-0.0100186247458,6.40698,0.0,0.0,0.427640105434,1.05675e-09,1.0,0.0,0.00440575,-5.19954843161,0,92,0.0,0.0,0.0,-0.00440743,20.0634,0.00440575472498,0.0,0.0,0.00440575472498,0.236773489628,0.0,0.0,-0.393112248293,2.47296656128e-05,0,0.0
0.0,0.00436475,-0.0158546992388,6.40598,0.0,0.0,0.411473917335,1.08848e-09,1.0,0.0,0.00436475,-5.31332064079,0,93,0.0,0.0,0.0,-0.00436601,20.0634,0.00436474182734,0.0,0.0,0.00436474182734,0.239125417665,0.0,0.0,-0.38697590532,2.61443664385e-05,0,0.0
