AveragePolicySurr,StdEsReturn,AverageY,AverageAbsQ,StdForwardProgress,AverageQLoss,AverageAbsY,AverageDiscountedReturn,StdReturn,AverageEsReturn,MinReturn,AverageQ,MaxForwardProgress,Epoch,AverageAction,AverageAbsQYDiff,MinEsReturn,MaxEsReturn,MinForwardProgress,AverageReturn,QFunRegParamNorm,PolicyRegParamNorm,MaxReturn,AverageForwardProgress
-0.441584,34.7668326554,0.430219223342,0.500727,0.300749179158,0.00278013,0.501762283473,41.8834727423,36.5968017258,62.5678997527,29.8255352149,0.4303,1.33683475936,19,0.926466,0.0312222747123,13.9335730974,136.498337273,0.124466391283,73.2285176811,13.1715,19.5732,173.821711171,0.490794858452
-0.4929,50.3429808688,0.4770708236,0.549874,0.284285581851,0.00311428,0.550757163986,38.0442595389,33.9439436754,75.5392381353,-8.05240217317,0.477168,1.54105792861,20,0.935487,0.0335932122577,34.0399805225,193.453681317,-0.268944905018,63.7748120492,13.5236,19.7659,195.893797598,0.411643209728
-0.542306,21.3501302493,0.525492777419,0.599201,0.163933504436,0.00349142,0.599959123665,26.0720428886,18.3648306586,45.2579515837,-11.1117077266,0.525569,1.23452154359,21,0.870338,0.0357831411692,10.5786103856,73.7198571535,-0.276305626854,38.8678030891,13.8605,20.0068,170.943183874,0.22443073038
-0.595874,46.4906929755,0.577589961688,0.649452,0.283940829111,0.00392405,0.650378551471,42.6687755402,35.3404394945,75.7784467663,20.1431512582,0.577684,1.28215301114,22,0.909692,0.0382527710489,2.91305862199,141.06526119,0.000709846738278,78.5075785023,14.2105,20.2201,178.205755673,0.533460321465
-0.646048,50.5337468722,0.629262857775,0.704724,0.369515155383,0.0043411,0.705609717935,42.6667838347,42.4342164188,64.4631864646,6.30327364927,0.629429,1.49070783786,23,0.9025,0.0407781994078,-19.4949027369,164.028333186,-0.214518572336,76.4806357099,14.6056,20.4079,195.937127057,0.504445651746
-0.706791,37.3391589354,0.685353684254,0.760685,0.354030757561,0.00492905,0.761472646425,43.8061841646,42.5642621352,52.1916739001,23.6495852239,0.685554,1.47454177661,24,0.863637,0.0431299870886,15.2807064108,137.481112537,0.116109434462,75.696400123,14.9555,20.5763,185.607287947,0.538636438739
-0.758522,55.8673559268,0.734364245705,0.811768,0.509638801271,0.00541575,0.812913994727,49.7842826727,56.7707325083,82.9838687072,19.894942642,0.734417,1.66299425549,25,0.924305,0.0452475530037,20.5943024498,170.268734496,0.0187478082648,98.0131114628,15.2768,20.7773,204.679134803,0.71850652059
-0.822058,51.4163555395,0.796598267668,0.872254,0.32340543962,0.00611082,0.873259819998,44.6431268779,36.8295933876,73.8833308242,26.7758193867,0.796702,1.46835587855,26,0.928698,0.0483316590399,-18.9696358121,166.194054543,0.142398718921,74.9240919528,15.5486,20.9252,180.717761404,0.557537394149
-0.880308,45.8576193449,0.856332422973,0.933502,0.148806898938,0.00648786,0.934679844052,27.9962967291,17.5030720329,46.2515245282,14.4690408898,0.856424,1.00117876577,27,0.917315,0.0505730368728,-6.68859030686,152.046189511,0.0156920906367,40.1310752047,15.835,21.0881,141.210888464,0.246583847418
-0.924696,30.8970214491,0.898751678955,0.97867,0.297349937249,0.00721847,0.979798896187,37.2425292388,34.706514988,59.0682522643,13.0701257359,0.89883,1.32245609499,28,0.939889,0.0531586435572,18.3393473653,114.969343278,0.0317376828628,61.4750229192,16.1564,21.2818,160.936794169,0.446206799716
-0.990809,38.3853319904,0.963196968125,1.03972,0.222519307952,0.00764141,1.04077069715,33.8864541227,25.6105252686,46.30506493,-7.52603617696,0.963275,1.05936428628,29,0.926676,0.0553752955445,-17.7662287886,104.958128314,-0.205382060275,52.4129918914,16.4971,21.4238,130.098002373,0.362427319357
-1.05199,51.1479272891,1.02158749874,1.09766,0.256471406475,0.0083573,1.09895120086,35.1713790892,29.0569780814,77.347034757,-31.2600639306,1.02156,1.27803674929,30,0.931245,0.0576947783385,26.6357407444,168.844444173,-0.504218079391,56.2498149075,16.8499,21.597,152.476817278,0.393439609614
-1.11612,22.0521943878,1.08781065338,1.16137,0.319239073631,0.00912935,1.16239453769,49.9491987087,35.5399080073,49.7189791176,19.6507577434,1.08801,1.29335804288,31,0.932992,0.0602959278082,25.7132933016,89.6041162876,0.0611371688348,84.9744817603,17.1379,21.7524,155.758236075,0.655663611897
-1.17252,46.304831774,1.14497393459,1.21862,0.348870008203,0.00974304,1.21954552041,41.1900196322,39.2408140634,63.9892789084,-4.33795732159,1.14518,1.45386889431,32,0.944762,0.0618240551414,-27.3088717738,161.456747059,-0.236878584868,72.5355366906,17.4484,21.8623,173.246986551,0.535262118236
-1.22874,42.3694260032,1.19668965115,1.26984,0.157002136893,0.0108469,1.27064995316,31.8629841962,17.8369401395,67.4640260372,14.5557010711,1.19708,0.816022693376,33,0.908957,0.0646895128359,7.98702354792,148.103481739,-0.0109258988852,46.6169565406,17.7852,22.0302,105.416571818,0.311243890914
-1.29172,37.9239259799,1.26204079094,1.33451,0.321750740004,0.011064,1.33550389407,42.8234715837,37.018522613,60.7154510032,16.4436684761,1.2623,1.37704795455,34,0.901624,0.0658359828419,1.64983685278,120.853799137,0.0532357078826,70.4579752729,18.0669,22.17,165.903230646,0.530829766859
-1.35127,34.3993357149,1.31502318441,1.38667,0.255498589784,0.012187,1.38755811322,41.9760767546,27.5498888843,73.5293047568,1.49485972735,1.31545,1.16010272503,35,0.908086,0.0684950701414,26.4047138855,130.024406521,-0.152405202744,69.0780761789,18.416,22.3371,140.36749566,0.495492213385
-1.41928,27.9020490113,1.38165680875,1.45094,0.253826068908,0.0125622,1.45172196299,40.8585899434,28.207053642,71.7185851625,12.1999747655,1.38219,1.00980245851,36,0.922822,0.070139972565,25.1815045818,105.676221627,-0.00704116075577,64.4264190433,18.6518,22.5233,125.207944947,0.471458700672
-1.4829,43.8678077092,1.44496266885,1.51521,0.206575501984,0.0143293,1.51594594166,29.5482721251,23.285466427,62.2287247763,10.1347979272,1.44549,0.844465889944,37,0.922213,0.0741814590518,-14.6862134323,146.467414953,-0.0526298534784,44.0557078983,19.0091,22.7001,109.132243377,0.271120452838
-1.53169,32.2257961859,1.49198207618,1.56226,0.156308611707,0.0145802,1.56330922453,25.1010994494,17.6887711951,31.0384046501,5.69963042401,1.49234,0.697031235283,38,0.914626,0.0759740672284,-1.9613360774,102.423314186,-0.0916749098045,37.393535236,19.2738,22.8249,90.0886541356,0.200120253791
-1.57541,21.4658083615,1.53711460851,1.60818,0.112502256436,0.0160721,1.60916072611,22.7089229733,13.8766424768,47.3993220046,11.7007581522,1.53767,0.63957444417,39,0.933337,0.0792338564028,16.239784436,90.0793757949,0.0321265345809,30.9184728475,19.5547,22.9988,83.9168656132,0.197549186462
-1.63283,34.3451135942,1.59224059387,1.66138,0.23208525523,0.0167757,1.66200411766,39.4799251213,26.441202835,53.0313240547,17.357532868,1.59274,1.22295765772,40,0.935583,0.0820505352394,-5.63722280164,110.060898492,0.0770417573241,64.4534146195,19.8521,23.1134,148.173575745,0.467723542487
-1.6829,42.916900836,1.64471140122,1.71362,0.166407855275,0.0181962,1.71407129377,23.6425298836,18.7433260917,47.7305180425,1.5283784896,1.64548,0.808446325315,41,0.934656,0.0826873841954,-15.3959764408,124.759333297,-0.0995186704166,33.7623991246,20.0865,23.1819,102.098103104,0.178194021717
-1.73223,26.2765473647,1.69566098854,1.76348,0.151503305007,0.0190349,1.76425736785,22.6097667198,17.0350619436,30.2000343522,4.37608366993,1.69602,0.564817734893,42,0.934042,0.0856026917303,-1.4884357299,96.4773582106,-0.0837218472664,31.6308804515,20.3274,23.3181,75.1746964933,0.16118826778
-1.76052,20.7290028539,1.72570451092,1.79115,0.253272113298,0.0195564,1.79223316293,29.1428410234,28.7582942049,30.685129224,5.28041984158,1.72589,1.2042209126,43,0.923187,0.0875814458265,8.65061313186,89.4428928121,-0.0955880708633,46.5123879881,20.5572,23.4029,148.793001414,0.283933853684
-1.80195,18.6036812388,1.76192084636,1.82985,0.179556113822,0.0205112,1.83102603534,26.72147042,21.7443472191,24.115584776,12.9640697905,1.76212,0.882907071248,44,0.933038,0.089084840582,7.91740723575,73.4956272736,0.0169132593373,38.797751187,20.8133,23.5144,111.137881464,0.257640128423
-1.83996,48.9855992533,1.80001372274,1.86663,0.135370572777,0.0210668,1.86759651256,20.3547097439,15.906946156,55.0869127333,7.33870324023,1.80043,0.803631554844,45,0.928469,0.091013621618,15.6184048553,179.031196733,-0.0261816279698,27.285863603,21.0572,23.6625,101.726040597,0.140859184131
-1.90059,47.3785365312,1.85486395605,1.92001,0.17471421348,0.0224979,1.92119220364,26.6639975629,20.6726591976,45.9640514146,6.53653917441,1.85503,0.973051530714,46,0.945525,0.0932825985554,-25.148783647,155.191624945,-0.0631344483016,39.1007819002,21.3425,23.7551,120.616585579,0.243930557205
-1.9435,16.1366181235,1.89940074906,1.96071,0.244250603748,0.0233471,1.96197449532,29.4222137606,28.9784724443,31.2499732,10.9232953734,1.89953,1.14771097769,47,0.932621,0.0943578993948,9.69551533802,70.3405961173,0.0252614244051,45.4989955592,21.607,23.8929,138.468937479,0.30862699194
-1.9866,22.4755053955,1.93768760946,1.99758,0.205430221713,0.0237518,1.99853540039,30.6061418087,23.3295411724,34.6073164702,-1.58049590713,1.93765,0.828414399316,48,0.915607,0.0962300144586,2.89171117652,90.7818862417,-0.169810669715,46.0779555855,21.8437,23.9902,103.787644531,0.304353912149
-2.04785,39.9575299594,1.99917490386,2.05487,0.209052211589,0.0236264,2.05583588028,43.3034896971,23.155224406,89.053533664,22.6875363198,1.99944,0.999891958108,49,0.916977,0.0960784193943,32.5830892523,173.760840731,0.102370135469,72.3557160634,22.0885,24.1057,127.928983622,0.535273498125
-2.11456,46.9576972102,2.06692875892,2.12151,0.382022352545,0.0249845,2.12228375806,46.27958485,41.329898376,85.2904159919,5.36489819052,2.06741,1.41976094096,50,0.894749,0.0989802309479,-22.1888864545,143.107212883,-0.101100115213,83.6295848758,22.2997,24.2382,169.716178736,0.616899769173
-2.17762,51.1524248784,2.12870453231,2.18288,0.415948226651,0.0274289,2.18384840024,34.7530175093,43.4567432691,60.5844537224,-12.8648471943,2.12892,1.19897778154,51,0.915045,0.101458557981,6.2852708023,152.470766525,-0.395309164502,56.7958648286,22.5452,24.3424,142.265961761,0.347055494125
-2.25669,39.9854393781,2.20421179968,2.25482,0.550610015065,0.0300481,2.25586181917,29.9151845155,57.5105490986,120.480072666,-24.7076329953,2.20419,1.3319631732,52,0.931118,0.105051535722,38.9033978817,181.662554046,-0.491684621632,44.5932427198,22.7618,24.4401,161.803013857,0.203818443508
-2.31729,55.6388499422,2.27025051251,2.32142,0.462384525864,0.0300642,2.3223525026,35.7165518449,50.8927178776,62.1054501981,-34.4459746288,2.27036,1.37568039375,53,0.923951,0.105227810899,-29.7662381804,126.342505877,-0.582655779948,64.9081690466,23.0346,24.5622,167.034328451,0.436662534311
-2.36217,45.6122673818,2.31630160581,2.36753,0.49851946615,0.0285766,2.36839698445,23.0027774179,52.0356440798,73.4672683818,-31.0715022674,2.31618,1.21827770258,54,0.905333,0.104758776162,18.5603418728,154.526230168,-0.5325343739,30.53771481,23.2497,24.673,147.978054862,0.0807055630726
-2.40539,36.7695905352,2.36013722228,2.41326,0.409491878754,0.0306164,2.41433334989,43.8484295659,45.2366818929,62.7752863877,-14.8539261113,2.36002,1.39899865571,55,0.917306,0.107494282912,9.08188910837,127.843251201,-0.301999370314,76.640514613,23.4925,24.7702,169.517627463,0.556587266829
-2.46871,43.269257357,2.42482748981,2.47438,0.418791708925,0.0305996,2.47502506932,35.0500144106,43.4296365611,45.7680778004,-19.2799497181,2.42497,1.24656787287,56,0.93263,0.107478563155,-16.230071862,118.824112941,-0.36328766108,55.556863083,23.7034,24.8804,150.764269258,0.323886443798
-2.48378,38.8893348129,2.44629696565,2.49502,0.303119563801,0.0343502,2.49569918402,44.2776244647,31.8932372505,88.8427043862,-5.70217005979,2.44636,1.26959752229,57,0.928796,0.10966247436,31.497532157,136.883241227,-0.206025513664,75.7562801124,23.9378,24.9462,150.732542147,0.551762809134
-2.54186,30.7112223439,2.49481695899,2.54321,0.309669035628,0.034212,2.54405318368,45.8882444187,32.5960919094,52.63572701,1.55605286281,2.49484,1.26134392566,58,0.915025,0.109942154287,3.43539726618,107.482706589,-0.138241862508,78.8542203637,24.1647,24.9912,151.722234256,0.585876249729
-2.58681,39.8868184706,2.53617446898,2.58479,0.262602455568,0.0329725,2.58523056753,43.7319217503,27.800417144,66.0717140838,0.946797686183,2.53649,1.19104368545,59,0.914283,0.111410716954,24.3821154922,150.389471658,-0.131382487531,75.2385068341,24.4116,25.0884,144.216154712,0.547395517589
-2.64339,38.6421164316,2.59712964055,2.64373,0.346270031172,0.0349015,2.64443966015,55.3014741268,36.7796238277,87.7796052915,18.8022144996,2.59727,1.39869491195,60,0.913936,0.113232457437,15.4590370393,148.136917723,0.030423027615,107.060147121,24.6716,25.1373,167.447704462,0.832857982217
-2.6947,36.6810775967,2.65190574254,2.69478,0.257869159159,0.0362149,2.69608694921,48.8292229599,27.1482282855,101.676528085,26.3867697721,2.65198,1.13455067997,61,0.922922,0.113898499688,42.9591759217,151.529331058,0.0946855857923,89.4727330438,24.8734,25.2254,137.892337844,0.673445993173
-2.74278,33.0466818646,2.69738103824,2.74577,0.386910623199,0.0355289,2.74635742575,47.8005768443,40.7299425747,106.24878746,4.84766217572,2.69764,1.1742881119,62,0.918984,0.114490292521,49.5948832918,146.657747014,-0.161471925464,90.619488342,25.1159,25.3214,147.098408205,0.669963400918
-2.79461,38.1030571046,2.74889959841,2.79595,0.370684965256,0.0364024,2.7969736351,48.8338927215,39.7346016847,50.8258074808,12.4038907078,2.74899,1.36063041124,63,0.928175,0.115243055105,10.2392822432,137.825349835,-0.0433762232992,92.3141336505,25.3326,25.4111,165.161252542,0.693176311763
-2.82782,29.5030132258,2.78109947422,2.8279,0.221812053146,0.0362266,2.82873919713,42.7252725216,23.1461754525,61.7243040869,5.46442218357,2.78121,0.908798674523,64,0.915611,0.116658831662,7.22041871592,112.566420704,-0.183951837304,73.3819116488,25.551,25.4906,114.38141592,0.531920670003
-2.86569,40.1010378814,2.82056961477,2.86684,0.331784390801,0.0359292,2.86702615133,53.042906434,34.7226364506,72.383902048,7.72412571669,2.82059,1.34418610823,65,0.93575,0.114569313812,-9.22661756252,120.36282373,-0.158980768138,98.5458678981,25.7452,25.594,161.124238865,0.757234977338
-2.91347,36.4962453438,2.87002053184,2.91528,0.368750266923,0.0389036,2.91573501902,52.3933192558,38.9429612175,82.3927756923,-9.4955466472,2.86996,1.40900040559,66,0.932807,0.119499219393,9.82733244601,122.412109293,-0.252580750075,100.17695834,25.9401,25.6883,173.46540166,0.757329712082
-2.9776,51.959324621,2.92683488896,2.97439,0.275933508122,0.0396144,2.97475612731,41.7600797832,28.658172815,60.3215971892,-1.08233936252,2.92687,1.1319896433,67,0.943769,0.119734638012,-22.2975351013,127.340253498,-0.186934056955,78.1779515047,26.1403,25.8062,138.412099949,0.548592776242
-3.01122,45.0633843261,2.9580844373,3.00574,0.510096931275,0.0410661,3.00650500246,25.0611712255,54.5849723933,64.134705616,-42.6248561627,2.95781,1.32214300811,68,0.900811,0.120865782855,8.60550602895,152.317000956,-0.629290551798,45.9809106888,26.3909,25.8897,160.098939608,0.227004992059
-3.08113,51.4477540558,3.01627429737,3.06351,0.510613146047,0.0402663,3.06409223083,39.430434208,54.9457695602,103.384876413,-31.4881516008,3.01593,1.76237187177,69,0.912527,0.122940480975,13.8738362555,165.720070019,-0.521310039741,85.0870157388,26.611,25.9944,220.704730446,0.57789866795
-3.11853,53.1182197348,3.05158187444,3.09919,0.405921623947,0.0454853,3.1000215632,46.77583109,44.6798228821,67.356548993,5.2712157106,3.05135,1.36058823457,70,0.926717,0.12705905654,5.20539511821,178.438113895,-0.148805589237,95.1369724875,26.8424,26.0945,171.479468718,0.692352553257
-3.17892,48.9824728779,3.11237218549,3.15791,0.439303549423,0.0457006,3.15836008084,43.971693826,49.9838408982,63.6402645211,12.4709969965,3.11223,1.48892723595,71,0.923482,0.12998142599,-8.25554754015,128.866839091,-0.0194346982455,85.9675755147,27.0057,26.1926,184.386549888,0.606930027346
-3.22874,47.5439561186,3.16777259927,3.21254,0.304339920625,0.0445759,3.21318545747,46.3713077955,33.5000521648,97.4554725562,16.0929655804,3.16731,1.43432292178,72,0.89589,0.129787367374,48.1577720491,177.520936934,-0.0219829672408,87.8180830152,27.2063,26.278,172.710268744,0.653115343742
-3.25163,32.8214062185,3.19495812377,3.23931,0.205152486904,0.0478192,3.23998134004,28.1453092394,23.1686889718,44.1926936426,-36.0155784936,3.19482,1.18103640887,73,0.880249,0.13190352563,-24.9584576638,107.870392448,-0.658266079062,49.5591349035,27.4118,26.3885,154.488406729,0.314853753403
-3.30742,55.6885621574,3.24985069362,3.29164,0.274758304139,0.0528882,3.29225035184,51.9211384025,30.2581721527,73.4322459583,36.6484051732,3.24962,1.50109483239,74,0.915971,0.135047417526,-12.767321374,188.640484806,0.163337890811,103.263706564,27.5997,26.5159,182.373811145,0.78474093914
-3.35399,47.0995940412,3.30403974902,3.34568,0.271487196817,0.0472436,3.34588175517,32.4805476364,31.0134050396,98.2700152454,1.29982002907,3.30389,1.22933185237,75,0.936043,0.129546576082,52.2264458476,177.72380547,-0.198068793998,58.1252761036,27.7889,26.6129,152.574567899,0.394571463553
-3.39613,61.9631928741,3.34453309724,3.384,0.369471685115,0.0470089,3.38479766225,50.6209430635,40.6088918749,115.863607907,18.5794912545,3.34424,1.55603098113,76,0.935891,0.132266307457,2.95889905457,168.956665455,0.000234732497844,99.3976022352,27.9619,26.6863,189.515137144,0.731796583378
-3.42903,24.6489924922,3.37162955032,3.41217,0.366245918246,0.049189,3.41302991336,37.8021839368,38.2634650838,72.3485411326,-52.221349484,3.37117,1.40020191514,77,0.928659,0.134373584476,40.9403057946,119.192802544,-0.853285371404,72.2370090637,28.2225,26.7599,174.449490124,0.498292629354
-3.45342,38.806764737,3.4033467169,3.44457,0.346624089519,0.0523411,3.44493590068,51.4584007699,38.8228054167,40.5396238734,28.6183198775,3.40338,1.85051970629,78,0.934825,0.138212609845,-17.1831712021,88.4217251089,0.104135879322,103.803181323,28.3763,26.8239,221.809355151,0.798054766111
-3.48371,54.4002133264,3.43014985061,3.47334,0.254788239656,0.0513155,3.47429337592,60.4399812582,27.3370416141,65.8593968613,51.9770701157,3.42999,1.52710483431,79,0.958605,0.137330556092,-8.49827876014,168.286987267,0.260241004242,124.179773463,28.55,26.8751,180.668831076,0.978632913783
-3.49776,48.2845325401,3.45394321455,3.49674,0.274765597033,0.0525379,3.49744656904,55.7682746713,29.6704569879,78.5710418459,38.5713181226,3.45403,1.53115952247,80,0.95231,0.138053945834,21.7887518319,157.471541994,0.200420476977,105.699368712,28.7199,26.93,181.050959097,0.825462569615
-3.5476,43.1818342299,3.49261796531,3.53366,0.232822925339,0.0552614,3.53398211498,39.4602242261,25.0804789909,78.3533524844,22.304559147,3.49265,1.19082387511,81,0.934013,0.140746600034,40.2821161944,165.451706666,0.0430180688054,68.0908972715,28.891,26.9975,144.355492847,0.491628798971
-3.57305,39.0299068253,3.52436425321,3.56619,0.407121776922,0.0509046,3.56660060108,47.5955020079,43.3465287364,95.4391895376,-8.90141914377,3.52405,1.4215120343,82,0.936984,0.137487997583,43.3890256761,177.91868034,-0.325763280247,88.1710711631,29.0606,27.0892,173.958418881,0.658806505576
-3.63435,34.889790843,3.57691968028,3.61938,0.329811568717,0.0575101,3.619925675,47.0660012773,35.8114623186,69.6737848338,8.77621684357,3.57648,1.84558091197,83,0.949914,0.144756823776,12.0385213067,116.272223825,-0.13480582224,87.0309366854,29.2444,27.1485,218.314616592,0.653368144197
-3.66406,23.2003943584,3.60441885758,3.64399,0.357836016017,0.0540198,3.64423602625,38.9708875796,37.9203819215,75.9043288687,-12.0980158195,3.60386,1.21652809848,84,0.913539,0.144015198786,38.2992427986,116.680465402,-0.311038535964,70.332342077,29.4158,27.2305,146.758811472,0.492493983156
-3.70786,46.6563360139,3.64666612588,3.68354,0.431876233528,0.0558833,3.68408854778,33.3091705997,45.9057337013,77.1051090924,-23.4623905611,3.64663,1.21168987001,85,0.913856,0.145422669618,20.5158776786,180.959891825,-0.393173453803,62.5896976076,29.5617,27.2815,148.480137406,0.397747586969
-3.73679,52.3672351452,3.67531428449,3.7134,0.224840064218,0.0584023,3.71435638579,40.600615097,24.9214294795,73.8224316188,23.0873297721,3.67455,1.07158471515,86,0.941058,0.147218734783,26.3176845465,199.472766201,0.0980168869823,69.610815287,29.711,27.361,133.112069416,0.490339596137
-3.78393,25.499628477,3.72183298507,3.76137,0.231311869463,0.0576681,3.76165801424,48.682154296,25.0578521809,70.121625264,19.8519304868,3.72154,1.12018122191,87,0.944766,0.146721654235,15.7498574496,105.167078433,0.0250056488979,88.0356191436,29.9108,27.4361,135.596045416,0.671004803524
-3.81544,36.8640093372,3.75730075231,3.79642,0.22366376143,0.0614633,3.79701911529,43.7304497117,24.3178369903,63.9167619994,25.7504597071,3.75696,1.01072788507,88,0.935915,0.149885234855,-20.8260855634,118.452364547,0.0769478616579,76.7909699009,30.0757,27.48,123.948219969,0.569917857372
-3.85991,28.5608262826,3.7940265264,3.83256,0.283980871874,0.0646756,3.83393290557,52.9729060998,31.6214329013,68.8331208611,43.3111912641,3.79347,1.58302703977,89,0.913909,0.152817885741,31.7026233128,104.761184903,0.257948213883,101.099469758,30.2602,27.5531,187.843794607,0.777215317303
-3.8888,30.944680504,3.82212577399,3.8601,0.248332738678,0.0631108,3.86144638614,56.6309301896,26.5087096874,67.6817644948,12.0029300573,3.82157,1.35552061876,90,0.898679,0.155939401165,-2.18280061879,108.760522592,-0.127975448085,117.180358646,30.3838,27.6264,167.631425573,0.915472207271
-3.90674,27.6765204231,3.84580441537,3.88287,0.334544685084,0.0622258,3.88447835503,50.6806276125,35.8804031266,59.078225462,-16.5910226197,3.84497,1.39075099784,91,0.92014,0.155230562863,21.066536154,117.45162651,-0.315936141282,99.4667177584,30.5809,27.7163,166.539259211,0.761435395355
-3.93916,58.7369534053,3.88056290596,3.91998,0.328501318848,0.0652378,3.92099601046,50.8024629017,35.6596142497,64.1387849419,27.7318960512,3.88005,1.45465728941,92,0.925954,0.156940232945,-37.3848188039,160.153316911,0.0964183787812,98.9272205789,30.7454,27.8225,173.43336091,0.761071984171
-3.98275,33.6392649453,3.92209168078,3.96157,0.362064563913,0.0645794,3.96242493104,30.4831463841,39.6468595687,67.6973868576,-32.7730574233,3.9218,1.37226056662,93,0.930399,0.158255053482,19.4760128107,129.123250595,-0.490418948739,53.3989239096,30.9024,27.8939,168.160168749,0.335951990583
-4.0124,46.3049889663,3.95265239475,3.99342,0.317204447409,0.0710775,3.9946001732,46.8596817438,34.2698141088,99.7980352822,14.7672876565,3.9522,1.34925515545,94,0.936063,0.162439105031,41.959643329,182.857520513,-0.00678715587657,82.9489908975,31.0928,28.0009,161.288730851,0.623331584757
-4.06389,40.1376610887,3.99604082357,4.03856,0.433964320159,0.0688589,4.04019794397,25.6978150721,46.5814150658,80.6514246114,-36.4862052187,3.99523,1.1444268135,95,0.934889,0.161815667854,26.9296570612,134.921716346,-0.612574086968,50.8301265096,31.2637,28.0594,160.499033564,0.267705590524
-4.10989,51.4954625032,4.03916250514,4.08067,0.32841331871,0.0727723,4.08172333013,42.3301587327,36.9449452257,75.9716896878,11.9639640417,4.03868,1.46936448779,96,0.941749,0.165904218867,0.336880176287,161.962098308,-0.0289136237595,75.6051791648,31.4279,28.1297,180.021245594,0.548923519285
-4.12514,32.2111822871,4.0537280079,4.09715,0.372289095309,0.0698517,4.09764544788,52.5932186145,40.3295697532,76.2717247044,32.8185493285,4.05318,1.60730487258,97,0.925229,0.164932604321,30.2501243845,133.533990883,0.138475906841,99.548852535,31.5999,28.2175,189.939613933,0.767544737392
-4.13566,33.6004487577,4.07008415428,4.11479,0.237669007988,0.0725574,4.11579880815,50.1310438532,26.1203184538,81.1047788708,30.6919751117,4.06954,1.27261820793,98,0.930787,0.165886254594,25.6848451844,142.325765206,0.150798750446,89.9944259412,31.8504,28.3392,153.766391006,0.688809189641
