AverageReturn,AveragePolicySurr,StdReturn,MinReturn,AverageDiscountedReturn,AverageQ,QFunRegParamNorm,AverageQLoss,AverageY,AverageAction,MaxReturn,Epoch,AverageAbsY,AverageAbsQYDiff,MaxEsReturn,PolicyRegParamNorm,StdEsReturn,AverageEsReturn,MinEsReturn,Iteration,AverageAbsQ
-33.7946217981,-1.84722,5.9372640418,-43.1258022327,-10.9001369893,1.59559,13.9185,0.0152788,1.59627676029,0.992897,-15.5902511479,19,1.60183487851,0.0874215584404,-0.596130500846,16.298,17.9692972874,-29.6908751248,-52.6473082569,19,1.60321
276.605138001,-1.86787,395.100334028,-57.3560958004,26.0488909056,1.62312,14.2601,0.0135471,1.62399763437,0.769901,891.158151199,20,1.62996891384,0.0833478827103,6.91370335786,16.6638,21.1066905384,-25.6558504655,-54.2736824993,20,1.63133
-57.7806246599,-1.91516,6.54892878624,-64.6931139228,-10.9091267883,1.65053,14.6324,0.0142757,1.6512155745,0.878481,-14.6097082056,21,1.65705001616,0.08324157063,349.734444333,17.0545,129.2987549,18.2453646254,-84.9833993846,21,1.65856
-52.3363234789,-1.94339,13.1782824982,-70.9455182923,-17.2194241076,1.72573,15.0406,0.0159608,1.7263429653,0.899587,-19.4673042884,22,1.73150900862,0.0873305914072,17.1343306491,17.4608,22.1538682844,-30.5760283617,-63.2970715913,22,1.73314
-49.1632390259,-1.96339,5.11391592218,-64.2028657676,-19.4702435814,1.7622,15.4353,0.0133008,1.76285023502,0.923404,-37.6692247443,23,1.76726600196,0.0815161523173,8.0529857843,17.8924,20.2050436943,-29.8025916785,-56.6419214316,23,1.76833
-43.7719888979,-1.97123,9.6687968027,-60.8894988753,-17.1307880787,1.7694,15.8221,0.0135393,1.76997378807,0.900842,-24.8122523928,24,1.77369916895,0.0811379115569,338.816878961,18.4035,111.642860588,8.3674699431,-53.2191388731,24,1.77465
-34.7932326262,-1.98094,4.77530380308,-44.5639857358,-14.3113970349,1.78765,16.2421,0.0138159,1.78827902002,0.920079,-5.32887393639,25,1.7918798572,0.0803867420273,78.0168923669,18.8855,48.9714576934,-9.68433949597,-55.8962093463,25,1.79251
-32.7821209579,-1.97683,5.88770643537,-43.0795796991,-14.078145384,1.79731,16.6084,0.0114062,1.79786530592,0.906301,-3.1125239389,26,1.80119353393,0.0747052464732,-7.58716138847,19.3924,15.6959235675,-27.1117005228,-53.449801602,26,1.80191
-7.7321137331,-1.9738,2.74784578707,-13.7434914928,-6.45162835425,1.80945,17.0151,0.0128052,1.81001912977,0.893901,-2.66311458462,27,1.81346469261,0.0753461379213,-0.947922881258,19.7681,16.3483406754,-30.8257374707,-56.1534183445,27,1.81398
-7.7274242691,-1.93558,2.48691080914,-13.4465881484,-6.23295288113,1.78906,17.4243,0.0134671,1.78935934824,0.88885,-3.40344634603,28,1.79323390132,0.0741019828585,16.0348126848,20.3671,10.3674788005,-9.30289615895,-33.2922699381,28,1.7938
-8.61777647465,-1.90002,5.08157232841,-25.9662401393,-4.87629770995,1.75971,17.8115,0.0115558,1.76032250301,0.93305,-2.7206803369,29,1.76490617553,0.0702424779626,6.60498134545,20.9183,7.30115205058,-9.03241871853,-28.1204956755,29,1.76545
-2.78177831579,-1.89549,61.0414660181,-129.741319051,-1.89879396678,1.73188,18.1499,0.0109243,1.73222025026,0.935379,304.154519177,30,1.73756272451,0.0669157222651,1.16894572422,21.9018,7.01187755572,-10.5428362795,-32.1308153309,30,1.73779
59.2207199338,-2.17742,77.5687251179,-44.0762528345,30.3628326822,1.80909,18.499,0.0171788,1.81003709911,0.956621,326.207390543,31,1.81338531984,0.0863409971743,86.2435110317,22.443,23.4083679526,17.3678717118,-6.66719297602,31,1.81321
-4.7796934899,-2.22627,39.0036841648,-16.5499135777,7.73099658553,1.97128,18.8578,0.0183418,1.97186391704,0.897969,174.994954249,32,1.97397872755,0.0878093182974,144.912525198,22.7555,53.5729228921,31.4464614536,-20.9237715239,32,1.97422
6.63634609414,-2.28415,81.9283470798,-103.909498463,18.6575612571,2.03142,19.1433,0.0162433,2.03224108733,0.951533,497.044311544,33,2.03440852275,0.0807914162314,192.234297286,23.2087,97.0188230341,68.199479924,-57.1978235045,33,2.03459
-16.7599611323,-2.33614,11.3476673664,-43.0343734678,1.8695053051,2.09674,19.5028,0.0190393,2.09743077462,0.943312,36.437587289,34,2.10003116486,0.0817411974285,96.5098910107,23.6044,40.6582604467,-6.042933442,-65.723447,34,2.1005
121.859149706,-2.39446,90.6700511295,-19.3240153444,68.4347693287,2.16059,19.8427,0.0177312,2.16118605733,0.94187,491.724262554,35,2.16365105183,0.0790061634226,270.364365631,23.9742,94.0152442806,59.6014318687,-24.5299266109,35,2.16441
58.4629427155,-2.44226,65.4079308041,-20.6831359744,35.8217877156,2.22761,20.2081,0.0184349,2.22818400487,0.938577,405.460375139,36,2.23022456115,0.0813093468411,114.45290079,24.3608,72.9728143372,37.6137893921,-90.0522541641,36,2.23116
-9.29209320672,-2.46191,2.59606102592,-17.074594933,-7.55667114878,2.25146,20.5442,0.01901,2.25192908477,0.969056,0.604633028725,37,2.2544730569,0.0804121668119,63.5103958953,24.8425,42.269597299,-17.3399325655,-100.079297828,37,2.25558
-12.0583093302,-2.49915,2.91227394895,-18.124161783,-10.1925909976,2.27585,20.9504,0.0218947,2.27661203684,0.9691,-4.01426904214,38,2.27916219046,0.0879102131072,182.978263185,25.2326,45.8910489245,0.00789307728447,-19.6036666599,38,2.27993
-12.6949886118,-2.54025,2.05389764831,-21.8947107191,-10.4552482342,2.33696,21.2947,0.02303,2.33762909768,0.967949,-7.52826623364,39,2.34023365084,0.0892871915584,326.50027022,25.5822,115.043930828,25.1827690884,-59.6599157894,39,2.34123
-24.0292804799,-2.54615,12.338287429,-65.8277852748,-10.6875804428,2.35667,21.6663,0.0235372,2.3572138021,0.933838,-1.23666129552,40,2.35999013835,0.0917897315243,-4.24318213523,25.81,12.5814227095,-14.3054751821,-44.1906757264,40,2.36078
24.4856576937,-2.56458,118.350049774,-123.126754012,10.5059447662,2.37692,22.0592,0.0231619,2.37748367515,0.942669,463.643108978,41,2.38006496442,0.0926908366439,1.05257032625,26.1177,15.6730328264,-20.3265335288,-59.5747098089,41,2.38125
-31.462713753,-2.60251,49.5003801215,-242.684943103,-12.4928644956,2.411,22.4353,0.0237556,2.4116655949,0.923112,233.423491543,42,2.41383808371,0.0933401380779,175.496863413,26.374,52.621093489,4.86551377432,-33.5064274665,42,2.41497
-17.058919693,-2.63297,16.4313695692,-79.4347860444,-9.50729877944,2.42804,22.8401,0.0287185,2.42901748814,0.930138,-1.71359809376,43,2.43130402302,0.098052951563,-2.40495171829,26.6102,20.1437338328,-25.7770575655,-67.2177357453,43,2.43224
-31.0533154865,-2.64874,33.7257030001,-208.871261679,-12.9412729221,2.46187,23.1837,0.023075,2.46233365543,0.924437,-4.55903823848,44,2.46457349435,0.0932988923723,-2.63513953382,26.8896,19.7247414529,-20.0112811727,-61.5729362325,44,2.4663
-37.2987459661,-2.65217,28.5264951439,-123.657971778,-15.5233001653,2.47357,23.5798,0.0271488,2.47430000759,0.937045,-6.58058921415,45,2.47639825889,0.0962378030663,26.4737722871,27.094,19.1373827462,-10.4564420361,-42.6437763383,45,2.47794
-17.2791365665,-2.67343,1.7962565099,-20.8354712797,-14.2579640863,2.499,23.9262,0.0269363,2.4998081977,0.935525,-7.91252083176,46,2.50169352255,0.0980305805108,7.70367385818,27.2918,19.5069794657,-21.7628915895,-63.0004467685,46,2.50299
-11.5673541956,-2.66592,4.04316335641,-19.3448409634,-9.8702219035,2.49583,24.2198,0.0244193,2.4962188749,0.933592,0.0463355801534,47,2.4981871253,0.0942746771756,-0.383922664209,27.5428,8.42351964673,-13.6790536923,-43.1547044484,47,2.49986
-12.0812556844,-2.67825,3.33775791456,-20.056167942,-10.2028497538,2.51444,24.5204,0.0233652,2.51531468486,0.942038,-6.30852628211,48,2.51730254776,0.0930968652796,271.212390007,27.8126,91.7093200599,-0.936506940445,-158.021352804,48,2.5182
-11.0629420351,-2.69169,100.881059996,-146.297222791,-2.20245420058,2.52969,24.8617,0.0260822,2.53017267868,0.944462,209.473061811,49,2.53200218223,0.0953106619727,129.692157093,28.0699,58.3756237391,11.4308172821,-46.5848334339,49,2.53379
-32.1664298076,-2.70001,103.320823006,-463.081837798,-4.18702149785,2.53295,25.1417,0.0272685,2.5334556748,0.949216,124.932441453,50,2.53548112891,0.0985704946545,236.644538537,28.4018,93.7446368534,19.2922733271,-88.3046911997,50,2.53717
-15.0922367557,-2.70132,13.8605286458,-123.039114696,-9.34582689769,2.5389,25.4694,0.0285083,2.53945305094,0.944151,9.118545163,51,2.54182850705,0.100517412773,104.058117417,28.6677,60.3977664811,-26.3362957511,-126.695912923,51,2.54366
113.083464352,-2.72035,47.8232501588,-9.61270111546,63.0540162278,2.57194,25.7204,0.0281495,2.57261259621,0.953234,228.325762945,52,2.57514503739,0.100037613065,99.3387912663,28.9194,31.2139699389,8.52866189612,-32.3175624068,52,2.57764
-29.8766172754,-2.74233,6.30129646147,-51.4244025944,-20.6509808557,2.58617,26.0234,0.0349315,2.58681178221,0.95634,-22.8998143531,53,2.58966085765,0.105828588418,178.56807052,29.1597,57.6844806905,29.7110949681,-37.5860201965,53,2.59155
64.4561131373,-2.74613,3.26650488262,55.6243145833,43.399964833,2.59505,26.3214,0.0360585,2.59559018233,0.955089,72.6587756109,54,2.5985203522,0.106573325133,183.203665919,29.4635,67.1246982043,-0.166939399963,-112.812383705,54,2.60085
-45.2509667887,-2.79036,93.381052098,-231.822418821,-10.6181256769,2.6268,26.5822,0.0327098,2.62743599668,0.960354,148.566445873,55,2.63038101773,0.10504450676,83.3248783543,29.7618,46.8356626296,-11.1060221441,-105.669091644,55,2.63303
-77.1579584266,-2.80614,16.3231222441,-109.261612487,-21.6543236811,2.64397,26.8563,0.0352767,2.64468738588,0.957348,-52.5997495138,56,2.64749064664,0.106273199778,17.9409555547,30.0052,44.7932205489,-41.626698287,-135.783747736,56,2.64937
8.77553252311,-2.84039,91.7439069851,-267.109418683,0.975522086512,2.68269,27.1318,0.0375236,2.6833398067,0.961558,265.094099225,57,2.6864954391,0.106464081783,116.989680819,30.2201,55.0981855862,16.0345020409,-82.1080529153,57,2.68867
81.012157632,-2.84371,7.17842968885,59.4026124455,49.0449380584,2.67816,27.4187,0.0359664,2.67870720193,0.967657,103.212930939,58,2.68198002961,0.107693317131,179.751408866,30.505,97.1743846249,33.7540691519,-196.524224088,58,2.68417
70.029657031,-2.88176,5.55221020535,49.1473410268,44.8917031876,2.7104,27.664,0.0396822,2.71105622414,0.967993,79.3170916749,59,2.71429397684,0.111028750755,161.644628492,30.7245,44.7164405498,91.5660846017,33.1976466187,59,2.71631
122.057852083,-2.92645,53.0093646349,3.65656350301,50.4549794899,2.75561,27.9438,0.0362965,2.75623837861,0.975774,275.038484955,60,2.75933458754,0.108787159367,165.322731297,30.9534,84.3529188513,29.4403967649,-114.629979049,60,2.76063
108.407641396,-2.94865,18.4623770157,67.0657336437,61.143092733,2.78154,28.2005,0.0368776,2.78206097791,0.968441,163.176478685,61,2.78469852108,0.109975440404,160.262953145,31.1588,49.5565489497,41.54638115,-29.3765791386,61,2.78617
-50.1716398138,-2.97456,80.1635830903,-161.066320621,-9.17834805263,2.80752,28.4496,0.0362054,2.80814423001,0.964937,171.375192101,62,2.81128724825,0.110308155109,119.772574722,31.3664,49.366038541,57.7219783954,-15.6595862855,62,2.81318
122.811644286,-3.01957,17.8087350686,30.8268958511,70.6520339125,2.84463,28.743,0.0459396,2.84552010496,0.976086,166.213314164,63,2.84904223219,0.117718005509,240.371647694,31.5442,80.0627436536,76.2571134907,-11.7407019196,63,2.85072
164.817986617,-3.04754,11.6075654347,148.218600169,92.2900061676,2.8759,29.0296,0.0445482,2.87697304842,0.966101,237.750224577,64,2.88079363673,0.118273437624,229.407863867,31.7279,70.6912819853,72.9152092314,2.01793962931,64,2.88252
166.878091666,-3.06862,6.77083321112,145.165825637,91.7687534944,2.8954,29.3042,0.0434132,2.8957318189,0.970509,183.594161491,65,2.89964415706,0.117354135733,260.161510143,31.9173,86.2822252447,127.194415586,1.94078242873,65,2.90233
184.557513497,-3.10635,35.0122437493,128.845831136,97.2510480524,2.92412,29.5796,0.0470942,2.92479543822,0.963724,258.932675265,66,2.92923337537,0.122304686952,272.986108108,32.1535,88.5049844585,126.71942043,5.53446228992,66,2.93133
118.490780129,-3.15319,17.1474678809,100.35187491,75.7482805306,2.96892,29.8271,0.0455857,2.96944424441,0.977511,171.590650723,67,2.9742541951,0.121959041876,215.149666257,32.3627,77.430091788,109.655486023,4.04806912958,67,2.97581
115.465833261,-3.18169,96.4750799949,10.3307660147,60.7384272923,3.00071,30.0443,0.0456647,3.00157042983,0.965182,388.776710772,68,3.00593488788,0.122710252044,272.455237147,32.5248,80.2547545661,98.3386559792,4.43957204918,68,3.00789
165.971892985,-3.21731,36.6219506293,12.281808212,92.2160443393,3.02822,30.3629,0.0498724,3.02881533306,0.964926,305.994340036,69,3.03430456871,0.129574954082,205.645135872,32.6787,64.9882376255,52.1907109985,4.17335490883,69,3.03634
156.455623054,-3.27901,30.2347021522,106.037494513,90.6972149216,3.0826,30.589,0.0522922,3.08331054905,0.965125,300.770773037,70,3.0885910644,0.130340454618,283.272750425,32.7666,77.6460239467,102.401342145,5.93409127179,70,3.09029
153.068139765,-3.31934,59.6507851022,6.52705341463,88.5202519357,3.11142,30.7936,0.0443122,3.11218144507,0.970998,305.374754719,71,3.11753329556,0.124029666756,188.188198141,32.8814,67.8201499759,91.2697230026,7.04325908633,71,3.11897
158.337852131,-3.33806,27.5610073742,105.362569571,90.5603464776,3.13547,31.0736,0.0554153,3.13641349431,0.970426,259.500886127,72,3.14200744064,0.13390648705,192.178168806,33.0199,64.6558063491,68.7797150438,3.61814926017,72,3.14344
116.083482972,-3.38944,64.5127261722,-101.116702586,68.0350467028,3.18898,31.2922,0.0528765,3.18995277785,0.956949,347.432089813,73,3.19544078126,0.131604811068,230.838978347,33.1566,77.3538904675,78.053002323,2.7244115215,73,3.19684
94.5549370858,-3.4098,59.3082314354,-55.2850312841,48.3850202001,3.21368,31.5246,0.0518733,3.21433560767,0.974703,387.642237706,74,3.21937964609,0.129905206972,419.877792913,33.2852,122.192128637,101.855541772,2.71236716216,74,3.22115
173.866736886,-3.42984,119.381906174,-44.8391223651,75.5743888469,3.24918,31.7909,0.0544666,3.24999046094,0.958514,447.903539637,75,3.2549006738,0.134111585701,280.950063658,33.4507,75.6655445849,76.888416629,3.27154192159,75,3.25676
193.413024778,-3.43985,80.7078278941,-17.4889492344,89.1686065581,3.2508,32.0478,0.0546788,3.25179343418,0.962457,416.39853469,76,3.25732206366,0.133600610057,281.299036569,33.6207,92.4950624851,154.04615219,23.910912307,76,3.25875
228.515321153,-3.4706,154.709758491,-4.52142583761,86.8006513472,3.28282,32.2969,0.0590407,3.28343992579,0.96351,682.631116758,77,3.2877385463,0.136524728229,248.222711869,33.8341,82.1520739855,117.081136642,1.93883012932,77,3.2901
666.753555574,-3.50596,243.105487765,125.02589748,107.011470912,3.31245,32.5047,0.0563417,3.31316080596,0.952735,922.145192081,78,3.31776439744,0.135910184068,344.731945737,34.0718,98.4213285713,171.306633548,38.4588501158,78,3.31872
137.908000014,-3.54121,29.7733232374,97.9430728079,79.693645966,3.35333,32.749,0.054048,3.35414256752,0.96108,299.622907405,79,3.35845174104,0.134678100857,435.697003129,34.3203,127.518587899,160.381126544,2.98322700993,79,3.36017
201.274801134,-3.57831,56.8311033219,85.3920339126,93.9722942724,3.39445,33.0344,0.0588151,3.3950067544,0.948715,377.706040677,80,3.39832592295,0.138396302932,475.441613713,34.567,146.304940849,164.108824451,4.3332422257,80,3.40022
336.820827164,-3.56906,194.630256457,7.94327507822,87.8263507339,3.40082,33.2739,0.0602003,3.40155474794,0.956746,906.206936596,81,3.40479082674,0.137779225995,670.18433834,34.8109,253.129037285,239.5722445,23.168827209,81,3.40706
161.779055449,-3.57918,92.9237587256,-15.3892964664,69.1704745547,3.40983,33.4696,0.0570233,3.4105039753,0.961638,337.943300876,82,3.41372329655,0.133043173001,294.947213944,35.0227,96.9350231518,102.430610582,8.68640956268,82,3.41495
213.646269413,-3.62061,82.1863831352,48.7597408043,99.0174434961,3.44964,33.6638,0.0559606,3.45008320673,0.966875,531.290946879,83,3.45285974962,0.134285060225,304.797811298,35.2252,79.8411315579,160.314140921,47.9545264206,83,3.4552
150.822690744,-3.63406,180.256333344,-190.474496919,55.7069457108,3.46116,33.8853,0.0599987,3.46197047414,0.974047,580.302007456,84,3.4653290132,0.137895832611,122.139313228,35.4536,60.0092129897,30.8770139936,-48.391394494,84,3.467
153.724662105,-3.67011,95.1887555606,1.83236570862,71.2657686313,3.50049,34.1408,0.0570017,3.50121967878,0.974388,364.844527973,85,3.50420587435,0.133857597935,231.18863144,35.6699,60.4562059523,122.479167991,39.8430893094,85,3.50596
196.30650288,-3.68301,35.0444602945,118.904863851,97.6540011575,3.51119,34.3601,0.0614177,3.51128536273,0.952955,304.98223322,86,3.51439869734,0.137449303328,260.695158619,35.8553,90.5768429023,117.648472358,-8.33415364556,86,3.51639
77.4232228538,-3.6887,120.23680627,-119.579037514,36.1585862028,3.53347,34.5705,0.0632576,3.53464290596,0.957497,403.627492522,87,3.53759120832,0.141340844659,343.108678623,36.082,135.622877135,170.119706296,-14.8991631053,87,3.5391
-16.2150729358,-3.70574,66.1029304096,-122.910380421,22.2891714002,3.5493,34.8039,0.0655526,3.5496283339,0.967633,148.154684176,88,3.55369820544,0.14040685359,405.726323471,36.2721,137.57538182,202.687047252,75.1444786094,88,3.55606
53.4438172465,-3.7381,95.3890174144,-95.6110718826,43.1152560792,3.57782,34.9966,0.0685448,3.57858361465,0.963257,457.108343686,89,3.58245725563,0.144906568807,196.750375445,36.4626,50.6595871677,121.97026241,49.7555601628,89,3.58419
60.031489329,-3.76108,42.0646721342,34.8943148272,33.7080713141,3.59949,35.2117,0.068975,3.6002852627,0.968177,244.264336891,90,3.60366230054,0.146018430471,193.843375746,36.6781,58.5747276941,37.7569746532,-11.4340008372,90,3.60495
-75.1433270806,-3.79596,49.32803435,-234.388378231,9.68579088136,3.61882,35.4589,0.0707981,3.61966115466,0.967227,59.3894814862,91,3.62237374369,0.149868426847,61.9326855084,36.842,42.233184801,9.90793345258,-84.0672571788,91,3.62401
125.560821283,-3.8297,18.5707851473,104.698100781,80.7250933813,3.64616,35.687,0.0670605,3.64724806791,0.973497,198.48160323,92,3.6496281429,0.149156548424,248.7005225,37.05,75.7626641011,54.393292449,-56.7548873913,92,3.6507
150.577890578,-3.91285,34.8584482497,101.877882965,91.1597589673,3.70344,35.8905,0.075274,3.70397466997,0.974028,291.165897959,93,3.70613356891,0.158313941949,342.847601111,37.2178,107.471425822,101.663295797,-2.05686194451,93,3.70809
234.752075453,-4.0106,44.5766134027,142.76280047,110.824252648,3.77834,36.1211,0.0735821,3.77932619494,0.969733,368.045288047,94,3.78129882191,0.162424174014,268.677734303,37.4165,105.350349337,116.177032895,-85.8190442314,94,3.7828
107.84910835,-4.16186,3.47010231674,100.849312454,66.1543767789,3.8987,36.3556,0.0828276,3.89967325582,0.982899,116.580705548,95,3.90255855257,0.171558935226,342.355260311,37.5751,113.078166584,156.019899204,3.26879569598,95,3.90379
-4.57936934348,-4.26491,23.5453830312,-74.5585097707,12.543339659,3.98826,36.5581,0.0814875,3.98893374984,0.955168,40.7476153462,96,3.99167886897,0.180203714145,290.951851976,37.7374,102.909311356,94.4855723059,-11.5905615243,96,3.99351
-64.9376961605,-4.39307,76.4847840601,-229.792606407,4.64693293325,4.10497,36.8039,0.0908455,4.10594283077,0.969261,211.573760217,97,4.10836452757,0.1900355819,247.360956081,37.9039,97.0139214655,102.919713394,-20.7508342192,97,4.10992
229.384090769,-4.4789,47.3645280376,133.200184239,106.684939578,4.20247,37.005,0.0964393,4.20326126009,0.96598,288.04848581,98,4.20581259549,0.192676879561,241.457323499,38.0513,102.169882986,74.5964381703,-106.256332796,98,4.20746
145.169050272,-4.60152,82.955289354,15.1664412225,67.4253591517,4.31534,37.2356,0.0960718,4.31645579401,0.952613,386.024992053,99,4.31899746067,0.193189228405,395.406081017,38.1917,166.170776197,152.049699747,-76.9358587482,99,4.32044
-75.870178279,-4.68764,60.6753820032,-319.446112341,6.91418785275,4.3978,37.438,0.101067,4.3985835597,0.973795,143.849184683,100,4.40113327318,0.19435320308,260.301100301,38.3229,131.809097422,73.7223114793,-66.2340110741,100,4.40273
-99.9720032379,-4.72681,38.711018872,-176.751427341,-12.7796127887,4.47225,37.6752,0.0916488,4.47334817469,0.960661,3.82327579531,101,4.47569459313,0.190313997027,358.810804018,38.5175,148.006637048,67.8432306365,-34.5383020927,101,4.47724
-90.2455219048,-4.78513,40.3976313953,-236.062628281,-19.9127846636,4.54011,37.9473,0.095314,4.54112454931,0.968216,-14.6321718942,102,4.54362738803,0.18762253899,-3.18464178489,38.6755,48.7181339564,-63.1799263101,-149.607131349,102,4.54482
-76.2519392657,-4.77613,56.7246443012,-207.080391805,-8.4411085154,4.54758,38.1462,0.0849662,4.54835586061,0.963591,81.9184387778,103,4.55086254637,0.184406035946,312.376395978,38.8036,124.216866825,16.3910173081,-73.4360189174,103,4.55258
89.3497675114,-4.80027,102.47890003,-6.61817902349,55.9236807149,4.57426,38.3814,0.0912567,4.57507418463,0.965899,390.010854495,104,4.57830537066,0.184666572821,212.080965514,38.9107,119.634330338,-1.52201278383,-156.61112638,104,4.57958
-36.9539598613,-4.79311,72.5888591152,-138.151464612,1.92143677149,4.58313,38.584,0.0950209,4.58428644271,0.959618,422.904597093,105,4.58737155871,0.183140362759,122.571185656,39.0467,52.0998095789,82.4348422183,-7.05406841689,105,4.58917
-94.7719472791,-4.79972,12.3802499058,-127.879737917,-30.2443144582,4.60013,38.7721,0.0840934,4.60019018338,0.972364,-73.1438042116,106,4.60440636426,0.177136478117,73.1304859658,39.148,63.6413166952,-2.59361803438,-114.787273677,106,4.60741
241.817487112,-4.80793,139.392166785,-45.3147072696,78.1085670141,4.60799,38.9515,0.0900982,4.60889987932,0.975726,495.896394886,107,4.61315297385,0.174784218517,140.82827144,39.3018,106.25589361,50.925960432,-125.856034738,107,4.61503
245.857016201,-4.79686,203.978335492,57.8429390211,89.9788959735,4.60384,39.145,0.0954995,4.60458972301,0.95919,901.825315194,108,4.60815880269,0.177958714925,257.388091901,39.4644,97.3653721021,132.404527366,-13.2651270736,108,4.61065
-49.6776287157,-4.76677,105.426084853,-175.735858133,-12.7794693288,4.57747,39.3363,0.08513,4.57829603989,0.961856,345.484852286,109,4.5819702309,0.172415946143,207.211705462,39.6494,88.5946824493,66.9146096033,-54.6718167914,109,4.58422
351.57458492,-4.77362,173.057518095,54.6498077912,124.453825631,4.59085,39.5456,0.0885708,4.59133387191,0.963853,1035.76110906,110,4.59545416877,0.172863440364,576.799167001,39.7801,236.094098914,116.561376023,-94.0386626486,110,4.59732
375.061673027,-4.76534,178.666489674,55.2066410527,107.810451549,4.58402,39.7625,0.0945499,4.58509128688,0.961633,935.759985188,111,4.58862522831,0.176276819654,432.365320363,39.933,144.755262565,135.036353278,-8.72191176938,111,4.59012
347.360081503,-4.76723,284.679763503,-2.21567449715,82.0841107309,4.58163,39.9404,0.0887464,4.58254544781,0.970057,1211.84113092,112,4.58693547954,0.170845558213,791.55614823,40.0973,367.022657423,295.342550873,-84.6259023566,112,4.58885
497.562870869,-4.78198,312.881992722,31.1332359475,86.665818962,4.59734,40.0968,0.0872431,4.59804395017,0.920799,925.539840125,113,4.60248467011,0.169389714302,275.252681316,40.2241,95.6495761148,149.042776329,31.7102609008,113,4.60448
350.630942327,-4.78099,80.2633751455,66.1458020003,123.518561012,4.60038,40.2866,0.0914523,4.60125436939,0.96344,467.910627147,114,4.60579273098,0.171173706129,540.348344015,40.4277,183.689462192,257.969009366,25.8185033453,114,4.60738
444.024712479,-4.77183,69.7821622849,106.518861856,132.691901115,4.6004,40.4384,0.0911858,4.60106769445,0.941254,599.121901366,115,4.60514963621,0.169054469464,402.114886413,40.5966,159.244111282,192.356539171,-30.5563178571,115,4.60765
73.8257061264,-4.77754,14.4696886814,48.8264831436,55.1664336793,4.59604,40.6098,0.100216,4.59691009408,0.948955,112.133163857,116,4.60196218526,0.168388249737,881.261642099,40.7518,350.308373349,419.446214616,33.2361574857,116,4.60356
111.851312078,-4.80552,119.949445905,-74.4191958157,34.3919535644,4.62662,40.7871,0.0862774,4.62720467816,0.926727,462.726742404,117,4.63212186199,0.167099238332,469.447994401,40.9551,183.06383777,211.389978979,-0.0897978139796,117,4.63403
